Rank,Player,Age,Points,Tournaments Played
54,Jeremy Chardy,34,"2,196",25
55,Santiago Gonzalez,38,"2,171",45
56,Aisam-Ul-Haq Qureshi,41,"2,084",46
57,Robin Haase,34,"2,037",27
58,Luke Bambridge,26,"1,963",44
59,Denis Shapovalov,22,"1,955",19
60,Hubert Hurkacz,24,"1,950",23
61,Jan-Lennard Struff,31,"1,935",21
62,Dominic Inglot,35,"1,930",41
63,Daniel Evans,31,"1,921",22
64,Ken Skupski,38,"1,894",32
65,Andres Molteni,33,"1,875",49
66,Alex de Minaur,22,"1,865",17
67T,Bob Bryan,43,"1,815",14
67T,Mike Bryan,43,"1,815",14
69,Jonathan Erlich,44,"1,758",49
70,Andre Goransson,27,"1,741",61
71,Matthew Ebden,33,"1,708",25
72,Felix Auger-Aliassime,20,"1,695",19
73,Andrey Rublev,23,"1,660",20
74,Jonny O'Mara,26,"1,628",35
75,John-Patrick Smith,32,"1,622",41
76,Benoit Paire,32,"1,593",34
77,Pablo Carreno Busta,30,"1,545",10
78,David Pel,30,"1,529",50
79,Sander Arends,29,"1,529",56
80,Harri Heliovaara,32,"1,499",53
81,Andrea Vavassori,26,"1,479",59
82,Divij Sharan,35,"1,470",52
83,Jackson Withrow,28,"1,424",56
84,Aleksandr Nedovyesov,34,"1,421",45
85,Andrei Vasilevski,30,"1,415",54
86,Rafael Matos,25,"1,373",56
87,Nicholas Monroe,39,"1,354",59
88,Romain Arneodo,28,"1,353",61
89,Lloyd Glasspool,27,"1,302",47
90,Matt Reid,31,"1,297",46
91,Pedro Martinez,24,"1,277",27
92,Nathaniel Lammons,27,"1,271",68
93,Karen Khachanov,25,"1,270",17
94,Frederik Nielsen,37,"1,264",38
95,Felipe Meligeni Alves,23,"1,213",46
96,Andre Begemann,37,"1,191",52
97,Artem Sitak,35,"1,156",60
98,David Vega Hernandez,27,"1,149",67
99,Goncalo Oliveira,26,"1,131",61
100,Joao Sousa,32,"1,126",25
101,Igor Zelenay,38,"1,100",47
102T,Ivan Sabanov,29,"1,095",54
102T,Matej Sabanov,29,"1,095",54
104,Taylor Fritz,23,"1,088",19
105,Luis David Martinez,32,"1,088",72
106,Sem Verbeek,27,"1,087",44
107,Orlando Luz,23,"1,072",49
108,Hunter Reese,28,"1,069",64
109,Reilly Opelka,23,"1,065",11
110,Szymon Walkow,25,"1,052",62
111,Marc Polmans,24,"1,051",24
112,Fernando Romboli,32,"1,049",67
113,Robert Galloway,28,"1,041",52
114,Feliciano Lopez,39,"1,035",17
115,Roman Jebavy,31,"1,026",47
116,Hans Hach Verdugo,31,"1,023",46
117,Denys Molchanov,34,"1,022",56
118,Albano Olivetti,29,992,56
119,Fabien Reboul,25,979,59
120,Sadio Doumbia,30,974,66
121,Jack Sock,28,960,11
122,Alexander Zverev,24,950,14
123,Miguel Angel Reyes-Varela,34,920,54
124,Alex Lawson,27,914,62
125,Guillermo Duran,33,898,37
126,Robert Lindstedt,44,871,34
127,Zdenek Kolar,24,871,45
128,Ramkumar Ramanathan,26,870,39
129,Mikhail Kukushkin,33,855,10
130,Treat Huey,35,854,40
131,Leonardo Mayer,34,847,18
132,Jan Zielinski,24,846,40
133,Diego Schwartzman,28,840,19
134,Pablo Andujar,35,830,11
135,Sam Weissborn,29,808,56
136,Casper Ruud,22,805,11
137,Steve Johnson,31,780,12
138,Evan King,29,766,51
139,Pablo Cuevas,35,746,21
140,Andy Murray,34,745,7
141,Peter Polansky,33,736,39
142,JiSung Nam,27,734,32
143,Fabio Fognini,34,733,15
144,Dominik Koepfer,27,729,16
145,Adrian Mannarino,33,720,18
146,Guido Pella,31,720,23
147,Max Schnur,28,717,37
148,Nathan Pasha,29,717,43
149,Jamie Cerretani,39,716,54
150,Marc-Andrea Huesler,25,715,28
151,Radu Albot,31,713,25
152,Stefanos Tsitsipas,22,710,18
153,Antoine Hoang,25,706,20
154,MinKyu Song,30,703,28
155,Purav Raja,35,703,51
156,Karol Drzewiecki,25,698,54
157,Sergiy Stakhovsky,35,693,23
158,Sergio Galdos,31,683,46
159,Dennis Novikov,27,678,35
160,Christopher Rungkat,31,669,26
161,Luca Margaroli,29,668,69
162,Teymuraz Gabashvili,36,662,55
163,Cameron Norrie,25,653,18
164,Manuel Guinard,25,646,44
165,Sergio Martos Gornes,26,639,62
166,Ante Pavic,32,637,36
167,Antonio Sancic,32,634,28
168,Sam Querrey,33,630,15
169,John Isner,36,610,8
170,Lorenzo Sonego,26,610,14
171,Benjamin Bonzi,25,609,32
172,Dustin Brown,36,604,24
173,Florin Mergea,36,598,24
174,Dusan Lajovic,31,588,23
175,N.Sriram Balaji,31,587,53
176,Vasek Pospisil,31,580,8
177,Arthur Rinderknech,26,580,23
178,Cheng-Peng Hsieh,29,576,28
179,Roberto Carballes Baena,28,574,18
180,Thiago Monteiro,27,573,15
181,Federico Delbonis,30,560,12
182,Mackenzie McDonald,26,556,17
183,Federico Gaio,29,545,16
184,Novak Djokovic,34,540,8
185,Jaume Munar,24,537,15
186,Gerard Granollers,32,535,33
187,Christian Harrison,27,533,15
188,Salvatore Caruso,28,532,15
189,Tommy Paul,24,530,16
190,Facundo Bagnis,31,513,20
191,Guido Andreozzi,29,497,14
192,Daniel Masur,26,491,34
193,Tristan Lamasine,28,482,25
194,Christopher Eubanks,25,478,15
195,Carlos Gomez-Herrera,31,474,22
196,Julian Lenz,28,474,28
197,Ruben Bemelmans,33,465,23
198,Mao-Xin Gong,33,463,24
199,Nicolas Barrientos,34,463,31
200,Dan Added,22,457,44
201,Frances Tiafoe,23,450,11
202,Miomir Kecmanovic,21,450,14
203,Aslan Karatsev,27,446,14
204,Jesper de Jong,21,445,42
205,Ze Zhang,31,444,24
206,Leander Paes,48,436,20
207,Dominic Thiem,27,435,8
208,Tennys Sandgren,30,433,16
209,Andrea Pellegrino,24,428,34
210,Facundo Mena,28,426,32
211,Benjamin Lock,28,426,56
212,Matteo Berrettini,25,425,11
213,Lukas Rosol,36,424,16
214,Cristian Garin,25,423,23
215,Martin Redlicki,25,422,35
216,Roberto Quiroz,29,421,31
217,Adil Shamasdin,39,421,34
218,Dominic Stricker,18,417,13
219,Enzo Couacaud,26,414,23
220,Oriol Roca Batalla,28,407,34
221,Diego Hidalgo,28,407,42
222,Sekou Bangoura,29,405,31
223,Gregoire Barrere,27,403,15
224,Juan Ignacio Londero,27,398,17
225,Vitaliy Sachko,24,398,38
226,Adrian Menendez-Maceiras,35,397,25
227,JC Aragone,26,392,30
228,Alejandro Davidovich Fokina,22,390,10
229,Ruan Roelofse,31,390,32
230,Jeevan Nedunchezhiyan,32,387,39
231,Stefano Travaglia,29,386,18
232,Saketh Myneni,33,383,15
233,James Duckworth,29,380,4
234,Quentin Halys,24,373,25
235,Viktor Troicki,35,372,10
236,Ryan Harrison,29,371,7
237,Vladyslav Manafov,28,370,49
238,Roberto Maytin,32,368,21
239,Arjun Kadhe,27,367,39
240,Lucas Miedler,25,366,36
241,Mitchell Krueger,27,361,22
242,Ruben Gonzales,35,361,39
243,Marin Cilic,32,360,10
244,Daniil Medvedev,25,355,8
245,Sebastian Korda,21,351,12
246,Tsung-Hua Yang,30,348,32
247,Scott Puodziunas,31,344,36
248,Martin Cuevas,29,342,33
249,Jordan Thompson,27,338,17
250,Federico Zeballos,33,336,48
251,Emil Ruusuvuori,22,334,15
252,Julian Ocleppo,23,334,35
253,Pavel Kotov,22,333,23
254,Kimmer Coppejans,27,332,23
255,Maxime Cressy,24,329,29
256,Denis Yevseyev,28,329,54
257,Federico Coria,29,323,24
258,Inigo Cervantes,31,322,22
259,Liam Broady,27,321,23
260,Toshihide Matsui,43,321,25
261,Yu Hsiou Hsu,22,316,40
262,John Millman,32,315,10
263,Lukas Klein,23,315,12
264,Paolo Lorenzi,39,308,15
265,Mischa Zverev,33,308,19
266,Skander Mansouri,26,304,41
267,Marco Bortolotti,30,301,51
268,Joao Menezes,24,297,23
269,Tomas Barrios Vera,23,296,18
270,Zhe Li,34,296,18
271,Hugo Gaston,20,295,24
272,Alejandro Tabilo,24,292,24
273,Blaz Rola,30,291,17
274,Lloyd Harris,24,288,8
275,Pedro Cachin,26,288,25
276,Lucas Pouille,27,281,14
277,Renzo Olivo,29,281,20
278,Fabricio Neis,31,279,19
279,Vishnu Vardhan,33,279,27
280,Michael Mmoh,23,275,5
281,Yannick Hanfmann,29,274,8
282,Tomas Martin Etcheverry,22,272,33
283,Brayden Schnur,26,271,24
284,Jannik Sinner,19,270,9
285,Ricardas Berankis,31,270,14
286,Corentin Denolly,24,267,36
287,William Blumberg,23,265,2
288,Mark Vervoort,30,263,45
289,Alex Molcan,23,261,7
290,Hunter Johnson,27,255,52
291,Michael Vrbensky,21,253,38
292,Michael Geerts,26,251,33
293,Boris Arias,27,251,45
294,Francisco Cabral,24,249,51
295,Nick Kyrgios,26,248,13
296,Roberto Ortega-Olmedo,30,248,30
297,Alexander Erler,23,248,31
298,Darian King,29,247,12
299,Jacopo Berrettini,22,244,30
300,Xin Gao,27,243,24
301,Mario Vilella Martinez,26,240,17
302,Steven Diez,30,238,26
303,Alexander Merino,28,237,48
304,Junior A. Ore,28,232,36
305,Markus Eriksson,31,232,44
306,Sanchai Ratiwatana,39,231,26
307,Jakub Paul,22,230,36
308,Alejandro Gomez,29,229,33
309,Vit Kopriva,24,229,38
310,Petros Tsitsipas,20,229,46
311,Andrew Harris,27,227,14
312,Denis Kudla,28,226,16
313,Kyle Edmund,26,225,6
314,Roberto Cid Subervi,27,225,24
315,Denis Istomin,34,224,17
316,Nuno Borges,24,223,22
317,Aziz Dougaz,24,223,41
318,Kacper Zuk,22,222,28
319,Dmitry Popko,24,222,31
320,Giulio Zeppieri,19,221,17
321,Grigoriy Lomakin,23,221,51
322,Lorenzo Musetti,19,220,12
323,Konstantin Kravchuk,36,217,22
324,Tallon Griekspoor,25,216,10
325,Kamil Majchrzak,25,215,12
326,Luca Castelnuovo,24,214,47
327,Igor Sijsling,33,213,18
328,Evan Hoyt,26,212,21
329,Evgenii Tiurnev,24,212,33
330,Chris Guccione,35,210,4
331,Nino Serdarusic,24,209,21
332,Franco Agamenone,28,209,31
333,Scott Clayton,27,208,26
334,Yates Johnson,27,207,47
335,Donald Young,32,206,12
336,Roman Safiullin,23,206,21
337,Eduard Esteve Lobato,26,206,29
338,Hugo Dellien,28,205,21
339,Brydan Klein,31,204,17
340,Fajing Sun,24,204,21
341,Jonathan Eysseric,31,204,34
342,Glenn Smits,30,204,40
343,Marton Fucsovics,29,203,10
344,Pedro Sakamoto,28,203,26
345,David Pichler,25,203,55
346,Francesco Forti,22,201,29
347,David Marrero,41,201,35
348,Jiri Lehecka,19,195,20
349,Harry Bourchier,25,192,30
350,Marek Gengel,25,192,57
351,Riccardo Bonadio,28,191,27
352,Jurij Rodionov,22,190,13
353,Jiri Vesely,28,190,14
354,Juan Pablo Varillas,25,190,23
355,Yunseong Chung,23,190,23
356,Yoshihito Nishioka,25,185,9
357,Thomas Fabbiano,32,183,11
358,Malek Jaziri,37,183,11
359,Mikhail Elgin,39,181,9
360,Thai-Son Kwiatkowski,26,181,18
361,Stan Wawrinka,36,180,7
362,Laslo Djere,26,180,11
363,Nikoloz Basilashvili,29,180,18
364,Martin Damm,17,178,21
365,Pedro Sousa,33,178,23
366,Andreas Siljestrom,40,177,18
367,Tomislav Draganja,26,175,19
368,Piotr Matuszewski,23,174,38
369,Conner Huertas del Pino,25,173,40
370,Botic van de Zandschulp,25,172,12
371,Camilo Ugo Carabelli,22,172,39
372,Illya Marchenko,33,171,11
373,Jonas Forejtek,20,171,17
374,Shintaro Imai,27,170,27
375,Thomas Fancutt,26,169,31
376,Gijs Brouwer,25,169,31
377,Fabian Fallert,24,169,35
378,Tim van Rijthoven,24,168,13
379,Emilio Gomez,29,168,16
380,Patrik Niklas-Salminen,24,168,19
381,Michail Pervolarakis,25,168,31
382,Javier Barranco Cosano,22,168,43
383,Altug Celikbilek,24,167,28
384,Ryan Nijboer,21,167,40
385,Thiago Agustin Tirante,20,165,27
386,Francisco Cerundolo,22,162,24
387,Bart Stevens,23,162,39
388,Leandro Riedi,19,161,12
389,Raul Brancaccio,24,161,35
390,Alexandr Cozbinov,26,159,51
391,Jo-Wilfried Tsonga,36,158,5
392,Daniel Altmaier,22,158,18
393,Nicolas Alvarez,25,157,24
394,Viktor Durasovic,24,157,25
395,Guillermo Garcia-Lopez,38,156,12
396,Elliot Benchetrit,22,155,11
397,Toby Kodat,18,155,22
398,Aidan McHugh,21,154,24
399,Hernan Casanova,27,154,33
400,Igor Marcondes,24,153,22
401,Neil Oberleitner,21,153,25
402,Andrew Paulson,19,153,28
403,Chun-Hsin Tseng,19,152,22
404,Ivan Liutarevich,25,152,30
405,Bradley Klahn,30,151,10
406,Akira Santillan,24,151,22
407,Rudolf Molleker,20,150,11
408,Runhao Hua,25,150,19
409,Maximilian Neuchrist,30,150,20
410,Shintaro Mochizuki,18,150,24
411,Victor Vlad Cornea,27,150,32
412,Ivan Gakhov,24,149,30
413,Alexandru Jecan,33,149,52
414,Markos Kalovelonis,27,148,41
415,Vladyslav Orlov,26,148,44
416,Artem Dubrivnyy,22,147,34
417,Vijay Sundar Prashanth,34,145,29
418,Manuel Pena Lopez,23,144,31
419,Cristian Rodriguez,31,144,35
420,Blaz Kavcic,34,143,7
421,Sonchat Ratiwatana,39,143,20
422,Marius Copil,30,142,13
423,Timur Khabibulin,25,142,31
424,Mariano Kestelboim,25,142,42
425,David Poljak,25,142,46
426,Korey Lovett,25,141,24
427,Mats Hermans,25,141,34
428,Filip Krajinovic,29,140,8
429,Ernesto Escobedo,25,140,9
430,Sanjar Fayziev,26,140,28
431,Jelle Sels,25,139,24
432,Luis Patino,27,138,32
433,David Goffin,30,135,6
434,Aljaz Bedene,32,135,6
435,Marco Cecchinato,28,135,20
436,Jorge Panta,26,135,31
437,Goncalo Falcao,33,135,45
438,Anis Ghorbel,32,135,63
439,Yasutaka Uchiyama,28,134,8
440,Peter Heller,28,134,34
441,Filip Bergevi,27,134,35
442,Agustin Velotti,29,133,22
443,Petr Nouza,22,133,33
444,Mateus Alves,20,133,44
445,Juan Manuel Cerundolo,19,132,28
446,Alberto Barroso Campos,25,132,37
447,Brandon Walkin,26,131,28
448,Luke Johnson,27,130,38
449,Daniil Golubev,19,129,15
450,Thanasi Kokkinakis,25,128,3
451,Soonwoo Kwon,23,128,8
452,Oscar Jose Gutierrez,28,128,38
453,Alex Bolt,28,127,12
454,John Paul Fruttero,40,127,21
455,Alexey Zakharov,21,127,23
456,Geoffrey Blancaneaux,22,126,30
457,Matias Zukas,25,126,53
458,Alessandro Bega,30,125,31
459,Calum Puttergill,27,124,19
460,Bogdan Bobrov,23,124,51
461,Matteo Martineau,22,123,32
462,Yan Bai,32,121,7
463,Mukund Sasikumar,24,121,8
464,Petros Chrysochos,25,121,19
465,Simon Freund,24,121,35
466,Austin Rapp,24,120,29
467,Oleksii Krutykh,21,120,47
468,Arthur Cazaux,18,119,10
469,Joao Lucas Reis Da Silva,21,119,41
470,Maxime Janvier,24,118,19
471,Ryan Peniston,25,118,26
472,Nicolas Alberto Arreche,26,118,33
473,Julian Bradley,29,118,34
474,Juan Pablo Paz,26,118,45
475,Benjamin Winter Lopez,23,118,45
476,Jozef Kovalik,28,117,6
477,Alastair Gray,23,117,7
478,Mateusz Kowalczyk,34,117,9
479,Oleg Prihodko,23,117,46
480,Zizou Bergs,22,114,24
481,Sergey Fomin,20,114,28
482,Yan Bondarevskiy,21,114,40
483,Ugo Humbert,23,113,12
484,Lukas Lacko,33,112,4
485,Patrik Rikl,22,112,11
486,Flavio Cobolli,19,112,17
487,Sandro Ehrat,30,112,25
488,Courtney John Lock,24,112,33
489,Kai Wehnelt,25,111,40
490,Alexandre Muller,24,110,14
491,Antoine Escoffier,29,110,24
492,Andrej Martin,31,108,10
493,Daniel Elahi Galan,25,107,12
494,Hugo Grenier,25,107,16
495,Jaume Pla Malfeito,26,107,31
496,Clement Tabur,21,107,33
497,Alexandar Lazarov,23,106,34
498,Filip Peliwo,27,105,15
499,Tung-Lin Wu,23,105,15
500,Arthur Reymond,22,104,39
501,Martins Podzus,27,103,26
502,Nick Hardt,20,103,34
503,Di Wu,29,102,9
504,Uladzimir Ignatik,31,102,23
505,Evan Zhu,22,102,32
506,George Goldhoff,26,101,24
507,Yannik Steinegger,20,101,30
508,Khumoyun Sultanov,22,101,30
509,Juan Ignacio Galarza,27,101,33
510,Francesco Vilardo,31,101,47
511,Kevin King,30,100,6
512,Fabian Marozsan,21,100,31
513,Tuna Altuna,32,100,43
514,Alexei Popyrin,21,99,7
515,Arthur Bouquier,20,99,24
516,Brandon Nakashima,19,98,8
517,Nicolas Mejia,21,98,27
518,Yan Sabanin,31,98,34
519,Rio Noguchi,22,98,52
520,Marco Trungelliti,31,97,8
521,Florian Lakat,25,97,18
522,Constantin Schmitz,26,97,23
523,Adam Taylor,30,97,26
524,Matheus Pucinelli De Almeida,20,97,27
525,Jason Taylor,27,97,28
526,Vladimir Ivanov,34,97,34
527,Carlos Sanchez Jover,21,97,38
528,Felix Corwin,25,97,39
529,Nicolas Moreno De Alboran,24,96,22
530,David Perez Sanz,27,96,22
531,Michal Dembek,23,96,34
532,Rafael Nadal,35,95,1
533,Evgeny Donskoy,31,95,14
534,Gilbert Klier Junior,21,95,20
535,Mats Moraing,29,94,9
536,Laurynas Grigelis,29,94,15
537,Alex Rybakov,24,94,15
538,Jumpei Yamasaki,24,94,25
539,Robert Strombachs,21,94,38
540,Jose Hernandez-Fernandez,31,93,13
541,Daniel Dutra da Silva,33,93,19
542,Vaclav Safranek,27,93,20
543,Ray Ho,21,93,23
544,Ian Dempster,26,93,25
545,Justin Butsch,26,93,28
546,Pablo Vivero Gonzalez,26,93,31
547,Jose Fco. Vidal Azorin,28,93,51
548,Fermin Tenti,24,93,52
549,Yannick Maden,31,92,10
550,Strong Kirchheimer,26,92,16
551,Matias Franco Descotte,26,92,26
552,Moez Echargui,28,91,23
553,Antoine Bellier,24,91,25
554,Alexander Igoshin,29,91,32
555,Peter Gojowczyk,32,90,3
556,Yen-Hsun Lu,37,90,3
557,Andreas Seppi,37,90,13
558,Albert Ramos-Vinolas,33,90,15
559,Marc Lopez,38,90,15
560,Maximiliano Estevez,32,90,24
561,Mark Whitehouse,28,90,32
562,Francisco Comesana,20,90,34
563,Thiemo de Bakker,32,89,4
564,Go Soeda,36,89,6
565,Zhizhen Zhang,24,88,16
566,Yaraslav Shyla,28,88,21
567,Yannick Mertens,34,88,23
568,Facundo Diaz Acosta,20,88,24
569,Giovanni Fonio,23,88,26
570,Kai Lemstra,22,88,26
571,Max Houkes,21,88,34
572,Pedro Vives Marcos,20,88,36
573,Timur Kiyamov,24,88,40
574,Duje Ajdukovic,20,87,23
575,Reese Stalder,24,87,31
576,Collin Altamirano,25,86,8
577,Nenad Zimonjic,45,86,25
578,Maxime Tchoutakian,27,86,30
579,Daniele Capecchi,25,86,36
580,Mick Veldheer,25,86,44
581,Ignacio Monzon,23,86,45
582,Ignacio Carou,22,86,52
583,Franco Feitt,28,85,26
584,Danilo Petrovic,29,84,11
585,Gian Marco Moroni,23,84,13
586,Dalibor Svrcina,18,84,21
587,Adrian Barbu,37,84,24
588,Daniel Michalski,21,84,26
589,Damien Wenger,21,84,37
590,Evgeny Karlovskiy,26,83,13
591,Tomas Lipovsek Puches,28,83,34
592,Jaroslav Pospisil,40,82,20
593,Dan Alexandru Tomescu,22,82,28
594,Anirudh Chandrasekar,23,82,28
595,Gabriel Petit,25,82,31
596,Simon Carr,21,82,31
597,Julien Cagnina,27,81,6
598,Rameez Junaid,40,81,16
599,Davide Galoppini,26,81,30
600,Stefan Palosi,21,81,33
601,Marat Deviatiarov,27,81,39
602,Oscar Otte,28,80,6
603,Matteo Gigante,19,80,10
604,Johannes Haerteis,25,80,13
605,Rhett Purcell,25,80,25
606,Nick Chappell,28,80,34
607,Kelsey Stevenson,31,80,42
608,Volodoymyr Uzhylovskyi,33,80,44
609,Thiago Seyboth Wild,21,79,13
610,Jack Findel-Hawkins,26,79,17
611,Bernardo Saraiva,27,79,18
612,Maxim Ratniuk,25,79,23
613,Francesco Passaro,20,78,21
614,David Jorda Sanchis,27,78,28
615,Lorenzo Giustino,29,77,12
616,Danylo Kalenichenko,27,77,23
617,Sidane Pontjodikromo,20,77,27
618,Takuto Niki,33,77,32
619,Lucas Gerch,26,77,37
620,Cem Ilkel,25,76,20
621,Luca Gelhardt,26,76,23
622,Alejo Lorenzo Lingua Lavallen,20,76,29
623,Rogerio Dutra Silva,37,75,9
624,Michiel De Krom,23,75,18
625,Mats Rosenkranz,22,75,30
626,Alessandro Giannessi,31,74,10
627,Jose Daniel Bendeck,30,74,17
628,Zura Tkemaladze,21,74,24
629,Sagadat Ayap,26,74,43
630,Andres Artunedo Martinavarro,27,73,12
631,Nerman Fatic,26,73,15
632,Jonathan Mridha,26,73,23
633,Sebastian Fanselow,29,73,27
634,Theo Arribage,20,73,30
635,Cayetano March,21,73,36
636,Wilson Leite,29,73,36
637,Joao Domingues,27,72,12
638,Jan Satral,31,72,26
639,Ugo Blanchet,22,72,31
640,Ricardo Rodriguez - Pace,28,72,33
641,Petr Michnev,31,71,19
642,Titouan Droguet,20,71,22
643,Sebastian Baez,20,71,29
644,Genaro Alberto Olivieri,22,71,41
645,Jeremy Beale,26,70,8
646,Johan Nikles,24,70,36
647,Yosuke Watanuki,23,69,4
648,Brandon Holt,23,69,10
649,Frederico Ferreira Silva,26,69,10
650,Tom Jomby,30,69,14
651,Cezar Cretu,20,69,16
652,Fabrizio Ornago,29,69,29
653,Giorgio Ricca,26,69,32
654,Erik Crepaldi,31,69,40
655,Milos Raonic,30,68,6
656,Carlos Taberner,23,68,9
657,Hiroki Moriya,30,68,10
658,Frane Nincevic,22,68,24
659,Guy Orly Iradukunda,25,68,25
660,Peter Bothwell,25,68,26
661,Vladimir Korolev,25,68,30
662,Eric Vanshelboim,20,68,35
663,Alexander Donski,22,68,42
664,Umut Akkoyun,21,68,49
665,Attila Balazs,32,67,4
666,Daniel Cukierman,26,67,8
667,Andrea Arnaboldi,33,67,12
668,Admir Kalender,20,67,14
669,Yusuke Takahashi,23,67,15
670,Jeroen Vanneste,27,67,21
671,Antoine Cornut-Chauvinc,21,67,24
672,Majed Kilani,24,67,26
673,Maxime Mora,24,67,31
674,Santiago Rodriguez Taverna,22,67,32
675,Tiago Cacao,23,67,36
676,Aziz Ouakaa,21,67,55
677,Mili Poljicak,17,66,6
678,Adam Moundir,26,66,24
679,Louis Dussin,22,66,31
680,Georgii Kravchenko,20,66,38
681,Naoki Tajima,20,66,44
682,Marcos Giron,28,65,9
683,Sebastian Ofner,25,65,14
684,Bernabe Zapata Miralles,24,65,20
685,Yuta Shimizu,22,65,26
686,Sam Riffice,22,64,6
687,Alexander Pavlioutchenkov,35,64,12
688,Alfredo Perez,24,64,15
689,Jacob Grills,26,64,19
690,Aldin Setkic,33,64,39
691,Facundo Juarez,23,64,40
692,Aleksandar Kovacevic,22,63,8
693,Juan Carlos Aguilar,22,63,12
694,Fabio Coelho,21,63,36
695,Remy Bertola,22,63,39
696,Jason Kubler,28,62,5
697,Guilherme Clezar,28,62,9
698,Juan Sebastian Gomez,29,62,17
699,Daniel Kossek,24,62,22
700,Lucas Poullain,25,62,23
701,Albert Roglan,22,62,25
702,Borna Gojo,23,61,8
703,Elias Ymer,25,61,10
704,Alexey Vatutin,28,61,16
705,Mick Lescure,28,61,17
706,Billy Harris,26,61,25
707,Ryota Tanuma,25,61,31
708,Nicholas David Ionel,18,61,35
709,Lorenzo Bocchi,23,61,37
710,Kuan-Yi Lee,24,60,9
711,Jaime Bendeck,24,60,10
712,Facundo Arguello,28,60,11
713,Harold Mayot,19,60,13
714,Christopher Heyman,27,60,15
715,Ajeet Rai,22,60,22
716,Peter Nagy,29,60,23
717,Yann Wojcik,24,60,24
718,Ondrej Krstev,24,60,24
719,Louis Tessa,23,60,27
720,Sarp Agabigun,24,60,30
721,Aleksandre Metreveli,27,59,17
722,Sho Shimabukuro,23,59,21
723,Robin Stanek,26,59,22
724,Colin Sinclair,26,59,26
725,Kento Takeuchi,33,59,30
726,Yanki Erel,20,59,32
727,Sumit Nagal,23,58,8
728,Oliver Crawford,22,58,12
729,Maverick Banes,29,58,16
730,Harrison Adams,27,58,16
731,James Frawley,27,58,18
732,Dostanbek Tashbulatov,21,58,24
733,Arnaud Bovy,20,58,25
734,Quentin Robert,26,57,25
735,Enrico Dalla Valle,23,57,25
736,Kristjan Tamm,23,57,34
737,Mirko Martinez,23,57,35
738,Andrey Chepelev,22,57,53
739,Eduardo Struvay,30,56,15
740,Hendrik Jebens,25,56,17
741,Miguel Fernando Pereira,22,56,17
742,Timo Stodder,25,55,14
743,Ben Jones,23,55,15
744,Ivan Nedelko,35,55,17
745,Juan Bautista Otegui,22,55,22
746,George Tsivadze,28,55,23
747,Alexander Weis,24,55,31
748,Yecong He,27,54,15
749,Christian Lindell,29,54,18
750,Vasilios Caripi,29,54,19
751,Jonathan Binding,28,54,28
752,Mikhail Fufygin,31,54,28
753,Jean Thirouin,23,54,32
754,Alexander Shevchenko,20,54,37
755,Mathias Bourgue,27,53,6
756,Dennis Novak,27,53,9
757,Gabriel Roveri Sidney,24,53,20
758,Gonzalo Villanueva,26,53,31
759,Christopher O'Connell,27,52,10
760,Benjamin Hassan,26,52,10
761,Lucas Catarina,24,52,17
762,Luca Potenza,20,52,23
763,Riccardo Balzerani,22,52,26
764,Yanais Laurent,29,52,28
