Rank,Player,Age,Points,Tournaments Played
1,Robert Farah,33,"8,380",20
2,Juan Sebastian Cabal,34,"8,380",21
3,Nicolas Mahut,38,"5,975",21
4,Horacio Zeballos,35,"5,870",23
5,Joe Salisbury,28,"5,310",26
6,Rajeev Ram,36,"5,220",24
7T,Lukasz Kubot,38,"5,140",25
7T,Marcelo Melo,36,"5,140",25
9,Filip Polasek,35,"4,930",25
10,Ivan Dodig,35,"4,800",26
11,Michael Venus,32,"4,700",22
12,Raven Klaasen,37,"4,680",24
13,Kevin Krawietz,28,"4,510",30
14,Andreas Mies,30,"4,475",30
15,Marcel Granollers,34,"4,090",22
16,Wesley Koolhof,31,"4,060",29
17,Mate Pavic,27,"3,990",27
18,Edouard Roger-Vasselin,36,"3,700",28
19,Pierre-Hugues Herbert,29,"3,690",15
20,Horia Tecau,35,"3,620",23
21,Jean-Julien Rojer,39,"3,620",26
22,Nikola Mektic,31,"3,620",27
23,Oliver Marach,40,"3,450",28
24,Jamie Murray,34,"3,365",30
25,Fabrice Martin,33,"3,335",33
26,Neal Skupski,30,"3,255",31
27,Bruno Soares,38,"3,230",23
28T,Bob Bryan,42,"3,020",16
28T,Mike Bryan,42,"3,020",16
30,Henri Kontinen,30,"2,890",22
31,John Peers,32,"2,850",24
32,Robin Haase,33,"2,839",23
33,Franko Skugor,32,"2,810",26
34,Jurgen Melzer,39,"2,455",29
35,Jeremy Chardy,33,"2,395",18
36,Joran Vliegen,27,"2,225",31
37,Rohan Bopanna,40,"2,200",31
38,Luke Saville,26,"2,177",31
39,Austin Krajicek,30,"2,075",26
40,Max Purcell,22,"2,019",28
41,Philipp Oswald,34,"2,015",27
42,Santiago Gonzalez,37,"1,973",29
43,Maximo Gonzalez,37,"1,965",20
44,Sander Gille,29,"1,913",33
45,Denis Shapovalov,21,"1,895",16
46,Pablo Carreno Busta,29,"1,815",12
47,Diego Schwartzman,28,"1,815",18
48,Jan-Lennard Struff,30,"1,810",20
49,Marcelo Demoliner,31,"1,745",29
50,Marcus Daniell,30,"1,730",28
51,Aisam-Ul-Haq Qureshi,40,"1,710",30
52,Ken Skupski,37,"1,693",25
53,Luke Bambridge,25,"1,640",29
54,Dominic Inglot,34,"1,635",28
55,Nikola Cacic,29,"1,617",32
56,Jonny O'Mara,25,"1,613",26
57,Frederik Nielsen,37,"1,610",24
58,Divij Sharan,34,"1,605",33
59,Alex de Minaur,21,"1,595",12
60,Marcelo Arevalo,29,"1,565",28
61,Ben McLachlan,28,"1,560",31
62,Matwe Middelkoop,36,"1,550",33
63,Feliciano Lopez,38,"1,465",16
64,Tim Puetz,32,"1,405",25
65,Guido Pella,30,"1,395",20
66,Jonathan Erlich,43,"1,360",29
67,Ariel Behar,30,"1,318",40
68,Joao Sousa,31,"1,305",18
69,Andres Molteni,32,"1,279",32
70,Mikhail Kukushkin,32,"1,260",9
71,Hugo Nys,29,"1,246",33
72,Gonzalo Escobar,31,"1,229",32
73,Igor Zelenay,37,"1,200",32
74,Simone Bolelli,34,"1,176",25
