Rank,Player,Age,Points,Tournaments Played
1,Robert Farah,34,"8,680",25
2,Juan Sebastian Cabal,34,"8,590",24
3,Mate Pavic,27,"7,900",32
4,Horacio Zeballos,35,"7,330",26
5,Nikola Mektic,32,"7,310",32
6,Bruno Soares,38,"7,220",26
7,Nicolas Mahut,39,"6,890",24
8,Wesley Koolhof,31,"6,770",32
9,Ivan Dodig,36,"6,530",28
10,Filip Polasek,35,"6,460",28
11T,Lukasz Kubot,38,"5,970",29
11T,Marcelo Melo,37,"5,970",29
13,Marcel Granollers,34,"5,825",26
14,Joe Salisbury,28,"5,780",28
15,Michael Venus,33,"5,720",27
16,Edouard Roger-Vasselin,37,"5,720",33
17,Rajeev Ram,36,"5,690",26
18,Jamie Murray,35,"4,975",35
19,Raven Klaasen,38,"4,930",30
20,Kevin Krawietz,29,"4,885",33
21,Andreas Mies,30,"4,805",33
22,Pierre-Hugues Herbert,29,"4,480",19
23,Jurgen Melzer,39,"4,365",33
24,Horia Tecau,36,"4,295",25
25,Jean-Julien Rojer,39,"4,160",30
26,Fabrice Martin,34,"4,085",41
27,Neal Skupski,31,"3,985",37
28,John Peers,32,"3,870",28
29,Oliver Marach,40,"3,630",32
30,Franko Skugor,33,"3,330",29
31,Jeremy Chardy,34,"3,145",20
32,Henri Kontinen,30,"3,070",24
33T,Bob Bryan,42,"3,020",16
33T,Mike Bryan,42,"3,020",16
35,Robin Haase,33,"2,904",26
36,Philipp Oswald,35,"2,760",34
37,Joran Vliegen,27,"2,760",35
38,Luke Saville,27,"2,588",41
39,Rohan Bopanna,40,"2,530",34
40,Marcus Daniell,31,"2,475",35
41,Sander Gille,30,"2,475",38
42,Max Purcell,22,"2,469",38
43,Matwe Middelkoop,37,"2,450",39
44,Austin Krajicek,30,"2,415",28
45,Maximo Gonzalez,37,"2,345",25
46,Marcelo Demoliner,32,"2,180",36
47,Santiago Gonzalez,37,"2,108",33
48,Denis Shapovalov,21,"2,075",18
49,Aisam-Ul-Haq Qureshi,40,"2,045",37
50,Ben McLachlan,28,"2,040",38
51,Jan-Lennard Struff,30,"2,025",21
52,Marcelo Arevalo,30,"1,948",36
53,Diego Schwartzman,28,"1,905",18
54,Dominic Inglot,34,"1,860",32
55,Tim Puetz,33,"1,843",29
56,Pablo Carreno Busta,29,"1,815",12
57,Frederik Nielsen,37,"1,815",31
58,Luke Bambridge,26,"1,798",36
59,Ariel Behar,31,"1,798",49
60,Nikola Cacic,30,"1,794",43
61,Ken Skupski,37,"1,783",29
62,Jonny O'Mara,25,"1,778",31
63,Alex de Minaur,22,"1,730",16
64,Gonzalo Escobar,32,"1,717",43
65,Divij Sharan,34,"1,680",41
66,Hugo Nys,30,"1,680",44
67,Andres Molteni,32,"1,645",38
68,Feliciano Lopez,39,"1,555",16
69,Nicholas Monroe,38,"1,494",45
70,Simone Bolelli,35,"1,480",32
71,Jonathan Erlich,43,"1,442",40
72,Guido Pella,30,"1,395",20
73,John-Patrick Smith,32,"1,388",29
74,Hubert Hurkacz,24,"1,380",16
75,Igor Zelenay,38,"1,370",38
76,Andrey Golubev,33,"1,318",37
77,Joao Sousa,31,"1,305",19
78,Matthew Ebden,33,"1,275",15
79,Tomislav Brkic,30,"1,274",42
80,Mikhail Kukushkin,33,"1,260",10
81,Felix Auger-Aliassime,20,"1,260",14
82,Artem Sitak,35,"1,260",44
83,David Pel,29,"1,230",43
84,Sander Arends,29,"1,219",45
85,Andre Goransson,26,"1,188",47
86,Andrea Vavassori,25,"1,187",41
87,Jackson Withrow,27,"1,181",41
88,Karen Khachanov,24,"1,180",17
89,Andrei Vasilevski,29,"1,161",40
90,Andrey Rublev,23,"1,140",16
91,Goncalo Oliveira,26,"1,140",48
92,Alexander Bublik,23,"1,125",14
93,Robert Lindstedt,43,"1,123",34
94,Denys Molchanov,33,"1,088",44
95,Andre Begemann,36,"1,074",43
96,Guillermo Duran,32,"1,055",29
97,Harri Heliovaara,31,"1,031",40
98,Benoit Paire,31,"1,028",25
99,Dusan Lajovic,30,"1,015",17
100,Miguel Angel Reyes-Varela,33,"1,011",45
101,Stefanos Tsitsipas,22,"1,010",15
102,Romain Arneodo,28,"1,008",50
103,Nathaniel Lammons,27,"1,007",53
104,Matt Reid,30,998,34
105,Christopher Rungkat,31,964,27
106,Leonardo Mayer,33,959,16
107,Fernando Romboli,32,956,54
108,Andy Murray,33,950,6
109,Taylor Fritz,23,930,15
110,David Vega Hernandez,26,930,54
111,Luis David Martinez,31,925,54
112,Roman Jebavy,31,904,38
113,Sam Weissborn,29,900,43
114,Aleksandr Nedovyesov,34,893,28
115,Ramkumar Ramanathan,26,886,31
116,Treat Huey,35,876,35
117,Cheng-Peng Hsieh,29,871,29
118,Dominic Thiem,27,870,9
119,Pablo Cuevas,35,870,20
120,Radu Albot,31,870,24
121,Orlando Luz,23,848,36
122,JiSung Nam,27,845,28
123,Felipe Meligeni Alves,23,826,37
124,Zdenek Kolar,24,819,33
125,Robert Galloway,28,815,38
126,Reilly Opelka,23,810,10
127,Alex Lawson,27,798,48
128,Ante Pavic,31,797,32
129,Hunter Reese,28,797,51
130,Hans Hach Verdugo,31,783,44
131,Rafael Matos,25,781,42
132,Purav Raja,35,776,40
133,MinKyu Song,30,768,28
134,Evan King,28,764,38
135,Sem Verbeek,26,760,32
136,Marc Polmans,23,755,15
137,Albano Olivetti,29,754,42
138,Leander Paes,47,748,21
139,Lloyd Glasspool,27,747,37
140,Antonio Sancic,32,725,28
141,Szymon Walkow,25,724,47
142,Jack Sock,28,720,7
143,Daniel Evans,30,720,16
144,Luca Margaroli,29,710,54
145,Steve Johnson,31,690,10
146,N.Sriram Balaji,30,683,38
147,Nathan Pasha,28,670,35
148,Fabio Fognini,33,665,14
149,Teymuraz Gabashvili,35,665,42
150,Gerard Granollers,32,658,34
151,Fabien Reboul,25,650,39
152,Roberto Carballes Baena,27,648,14
153,Florin Mergea,36,641,24
154,Sadio Doumbia,30,637,46
155,Mao-Xin Gong,33,624,24
156,Karol Drzewiecki,25,623,42
157,Tommy Paul,23,620,13
158,Jamie Cerretani,39,590,43
159,Daniel Masur,26,587,29
160,Antoine Hoang,25,586,16
161T,Ivan Sabanov,28,582,39
161T,Matej Sabanov,28,582,39
163,Ze Zhang,30,579,20
164,Arthur Rinderknech,25,576,21
165,Peter Polansky,32,574,31
166,Novak Djokovic,33,570,7
167,Gregoire Barrere,27,560,9
168,Benjamin Bonzi,24,554,27
169,Manuel Guinard,25,549,32
170,Alexander Zverev,23,545,16
171,Dennis Novikov,27,544,26
172,Sam Querrey,33,540,12
173,Cameron Norrie,25,540,15
174,Casper Ruud,22,535,9
175,Roberto Maytin,32,534,21
176,Pedro Martinez,23,532,24
177,Federico Delbonis,30,530,9
178,Salvatore Caruso,28,525,11
179,Federico Gaio,28,523,15
180,Vasek Pospisil,30,520,6
181,Quentin Halys,24,520,21
