Rank,Player,Age,Points,Tournaments Played
1T,Wesley Koolhof,33,"7,520",23
1T,Neal Skupski,33,"7,520",23
3,Rajeev Ram,39,"6,702",19
4,Joe Salisbury,30,"6,612",18
5,Mate Pavic,29,"5,500",25
6,Nikola Mektic,34,"5,295",24
7T,Marcelo Arevalo,32,"5,290",23
7T,Jean-Julien Rojer,41,"5,290",23
9,Ivan Dodig,38,"4,620",26
10,Austin Krajicek,32,"4,530",28
11,Rohan Bopanna,43,"4,320",27
12,Harri Heliovaara,33,"4,270",27
13,Lloyd Glasspool,29,"4,180",27
14,Jan Zielinski,26,"3,485",26
15,Horacio Zeballos,37,"3,470",20
16,Michael Venus,35,"3,310",24
17,Marcel Granollers,36,"3,290",18
18,Matthew Ebden,35,"3,160",29
19,Andreas Mies,32,"3,090",24
20,Hugo Nys,32,"2,985",32
21,Matwe Middelkoop,39,"2,960",31
22,Kevin Krawietz,31,"2,955",24
23,Juan Sebastian Cabal,36,"2,850",20
24,Robert Farah,36,"2,550",20
25,Tim Puetz,35,"2,505",19
26,Rafael Matos,27,"2,480",30
27,Fabrice Martin,36,"2,480",32
28,David Vega Hernandez,28,"2,480",32
29,Maximo Gonzalez,39,"2,470",24
30,Simone Bolelli,37,"2,450",23
31,Edouard Roger-Vasselin,39,"2,410",30
32,Jamie Murray,37,"2,360",29
33,Jason Kubler,29,"2,355",12
34,Hubert Hurkacz,26,"2,330",12
35,John Isner,37,"2,320",6
36,Rinky Hijikata,22,"2,258",19
37,Santiago Gonzalez,40,"2,230",29
38,Andres Molteni,35,"2,215",28
39,Fabio Fognini,35,"2,180",20
40,Marcelo Melo,39,"2,150",28
41,Nathaniel Lammons,29,"2,085",36
42,Jackson Withrow,29,"2,050",35
43,Alexander Erler,25,"1,981",33
44,John Peers,34,"1,980",27
45,Lucas Miedler,26,"1,948",36
46,Nick Kyrgios,27,"1,850",9
47,Gonzalo Escobar,34,"1,795",27
48,Robin Haase,35,"1,748",27
49,Sander Gille,32,"1,711",30
50,Fabien Reboul,27,"1,710",39
51,Andrea Vavassori,27,"1,708",25
52,Joran Vliegen,29,"1,685",28
53,Sadio Doumbia,32,"1,646",33
