Rank,Player,Age,Points,Tournaments Played
1,Robert Farah,33,"8,170",20
2,Juan Sebastian Cabal,33,"8,170",21
3,Nicolas Mahut,38,"5,975",21
4,Horacio Zeballos,34,"5,780",23
5,Joe Salisbury,27,"5,360",26
6,Rajeev Ram,35,"5,270",24
7,Filip Polasek,34,"4,930",24
8T,Lukasz Kubot,37,"4,820",25
8T,Marcelo Melo,36,"4,820",25
10,Ivan Dodig,35,"4,800",26
11,Raven Klaasen,37,"4,460",24
12,Kevin Krawietz,28,"4,285",30
13,Andreas Mies,29,"4,250",30
14,Michael Venus,32,"4,200",22
15,Marcel Granollers,33,"4,090",21
16,Mate Pavic,26,"3,990",27
17,Wesley Koolhof,30,"3,880",29
18,Edouard Roger-Vasselin,36,"3,610",27
19,Pierre-Hugues Herbert,28,"3,540",12
20,Horia Tecau,35,"3,530",23
21,Jean-Julien Rojer,38,"3,530",26
22,Nikola Mektic,31,"3,530",27
23,Fabrice Martin,33,"3,245",33
24,Bruno Soares,37,"3,230",23
25,Oliver Marach,39,"3,150",28
26,Jamie Murray,34,"3,125",30
27T,Bob Bryan,41,"3,110",17
27T,Mike Bryan,41,"3,110",17
29,Neal Skupski,30,"3,015",31
30,Franko Skugor,32,"2,810",27
31,Robin Haase,32,"2,755",21
32,Henri Kontinen,29,"2,755",22
33,John Peers,31,"2,440",24
34,Jeremy Chardy,33,"2,395",18
35,Jurgen Melzer,38,"2,230",29
36,Maximo Gonzalez,36,"2,215",21
37,Luke Saville,26,"2,200",30
38,Rohan Bopanna,39,"2,200",31
39,Joran Vliegen,26,"2,183",30
40,Max Purcell,21,"2,067",27
41,Austin Krajicek,29,"2,030",27
42,Philipp Oswald,34,"2,015",27
43,Santiago Gonzalez,36,"1,973",29
44,Denis Shapovalov,20,"1,895",16
45,Jan-Lennard Struff,29,"1,885",19
46,Sander Gille,29,"1,868",32
47,Diego Schwartzman,27,"1,815",18
48,Ben McLachlan,27,"1,815",31
49,Aisam-Ul-Haq Qureshi,39,"1,775",30
50,Luke Bambridge,25,"1,765",28
51,Marcus Daniell,30,"1,730",28
52,Marcelo Demoliner,31,"1,725",29
53,Feliciano Lopez,38,"1,645",16
54,Dominic Inglot,33,"1,635",28
55,Jonny O'Mara,24,"1,613",26
56,Frederik Nielsen,36,"1,610",24
57,Divij Sharan,33,"1,605",32
58,Ken Skupski,36,"1,603",24
59,Matwe Middelkoop,36,"1,534",33
60,Marcelo Arevalo,29,"1,460",27
61,Tim Puetz,32,"1,405",23
62,Nikola Cacic,29,"1,405",29
63,Guido Pella,29,"1,395",21
64,Jonathan Erlich,42,"1,360",28
65,Andres Molteni,31,"1,354",30
66,Artem Sitak,34,"1,345",34
67,Joao Sousa,30,"1,305",19
68,Mikhail Kukushkin,32,"1,260",9
69,Hugo Nys,29,"1,246",30
70,Igor Zelenay,37,"1,200",29
71,Gonzalo Escobar,31,"1,199",31
72,Ariel Behar,30,"1,160",37
73,Simone Bolelli,34,"1,116",24
74,Robert Lindstedt,42,"1,045",27
75,Jackson Withrow,26,"1,042",28
76,Andrei Vasilevski,28,"1,041",31
77,Benoit Paire,30,"1,028",23
78,Sander Arends,28,"1,014",33
79,Karen Khachanov,23,"1,000",15
80,Guillermo Duran,31,983,23
81,Purav Raja,34,968,33
82,Roman Jebavy,30,965,34
83,Christopher Rungkat,30,964,27
84,Andrey Rublev,22,960,13
85,Stefanos Tsitsipas,21,960,14
86,Andy Murray,32,950,6
87,Andre Goransson,25,937,31
88,Nicholas Monroe,37,934,39
89,Miguel Angel Reyes-Varela,32,933,36
90,John-Patrick Smith,31,918,29
91,Matt Reid,29,908,30
92,Goncalo Oliveira,25,905,36
93,Andre Begemann,35,897,33
94,Fernando Romboli,31,885,40
95,Romain Arneodo,27,876,34
96,Dominic Thiem,26,870,7
97,Leonardo Mayer,32,869,14
98,Denys Molchanov,32,865,31
99,Alexander Zverev,22,860,10
100,David Pel,28,860,30
101,Alexander Bublik,22,855,10
102,Cheng-Peng Hsieh,28,853,28
103,Ramkumar Ramanathan,25,838,20
104,Matthew Ebden,32,825,14
105,JiSung Nam,26,816,26
106,Tomislav Brkic,29,814,29
107,Sam Weissborn,28,811,32
108,Ante Pavic,30,792,33
109,Pablo Carreno Busta,28,790,10
110,Mischa Zverev,32,785,18
111,David Vega Hernandez,25,782,37
112,Federico Delbonis,29,760,8
113,Evan King,27,749,32
114,Leander Paes,46,748,21
115,MinKyu Song,29,739,26
116,Nathaniel Lammons,26,737,40
117,Marc Polmans,22,720,11
118,Pablo Cuevas,34,715,18
119,Andrea Vavassori,24,697,31
120,Antonio Sancic,31,690,28
121,Orlando Luz,22,686,28
122,Hans Hach Verdugo,30,676,35
123,Jeevan Nedunchezhiyan,31,673,30
124,Fabio Fognini,32,665,11
125,Taylor Fritz,22,660,11
126,Dusan Lajovic,29,655,13
127,Hunter Reese,27,636,35
128,Andrey Golubev,32,632,23
129,Jack Sock,27,630,5
130,Mao-Xin Gong,32,599,23
131,Luis David Martinez,30,598,37
132,Alex de Minaur,21,595,11
133,Sem Verbeek,25,594,24
134,Luca Margaroli,28,591,36
135,Felipe Meligeni Alves,22,582,27
136,Radu Albot,30,580,18
137,Ze Zhang,29,579,20
138,Treat Huey,34,572,23
139,Novak Djokovic,32,570,6
140,Aleksandr Nedovyesov,33,566,17
141,Nathan Pasha,27,566,28
142,Harri Heliovaara,30,557,24
143,Reilly Opelka,22,540,8
144,Roberto Maytin,31,534,21
145,Jamie Cerretani,38,532,33
146,Gerard Granollers,31,528,28
147,Florin Mergea,35,521,18
148,Adil Shamasdin,37,514,26
149,Daniel Evans,29,495,11
150,Teymuraz Gabashvili,34,494,28
151,N.Sriram Balaji,29,490,26
152,Rafael Matos,24,490,29
153T,Ivan Sabanov,27,487,29
153T,Matej Sabanov,27,487,29
155,Robert Galloway,27,485,24
156,Alex Lawson,26,485,32
157,Quentin Halys,23,483,16
158,Sam Querrey,32,475,8
159,Nicolas Jarry,24,465,10
160,Kyle Edmund,25,450,7
161,Jaume Munar,22,450,11
162,JC Aragone,24,447,19
163,Dennis Novikov,26,447,23
164,Fabien Reboul,24,446,26
165,Sadio Doumbia,29,433,30
166,Peter Polansky,31,431,23
167,Daniel Masur,25,428,18
168,Federico Gaio,27,422,8
169,Ruben Bemelmans,32,418,18
170,Tsung-Hua Yang,28,411,24
171,Fabricio Neis,29,408,19
172,Scott Puodziunas,30,406,33
173,Sergiy Stakhovsky,34,404,10
174,Toshihide Matsui,41,404,26
175,Pedro Martinez,22,403,19
176,Szymon Walkow,24,402,28
177,Saketh Myneni,32,401,12
178,Max Schnur,27,401,21
179,Daniil Medvedev,24,400,7
180,Zhe Li,33,400,18
181,Guido Andreozzi,28,398,7
182,Salvatore Caruso,27,390,7
183,Gregoire Barrere,26,380,5
184,Sergio Martos Gornes,25,379,34
185,Andrea Pellegrino,22,375,21
186,Julian Lenz,27,373,15
187,Tristan Lamasine,26,364,15
188,James Duckworth,28,360,2
189,Janko Tipsarevic,35,360,6
190,John Isner,34,360,6
191,Nikoloz Basilashvili,28,360,9
192,Marc Lopez,37,360,10
193,Roberto Carballes Baena,26,360,12
194,Casper Ruud,21,355,7
195,Sekou Bangoura,28,350,23
196,Sergio Galdos,30,345,24
197,Vishnu Vardhan,32,343,24
198,Vasek Pospisil,29,340,5
199,Marius Copil,29,340,10
200,Martin Redlicki,24,336,24
201,Steve Johnson,30,330,8
202,Matteo Berrettini,23,330,9
203,Darian King,27,330,10
204,Juan Ignacio Londero,26,330,16
205,Lloyd Glasspool,26,330,22
206,Scott Clayton,26,329,26
207,Julian Ocleppo,22,321,29
208,Andreas Siljestrom,38,316,19
209,Lucas Pouille,26,315,9
210,Miomir Kecmanovic,20,315,10
211,Cameron Norrie,24,315,10
212,Manuel Guinard,24,314,23
213,Karol Drzewiecki,24,312,27
214,Tennys Sandgren,28,310,10
215,Thiago Monteiro,25,310,12
216,Sanchai Ratiwatana,38,306,26
217,Zdenek Kolar,23,299,18
218,Benjamin Bonzi,23,296,20
219,Skander Mansouri,24,296,23
220,Hubert Hurkacz,23,295,14
221,Viktor Troicki,34,294,4
222,Facundo Mena,27,286,20
223,Xin Gao,25,284,25
224,Enzo Couacaud,24,281,11
225,Ruan Roelofse,30,280,24
226,Dan Added,20,280,24
227,Ruben Gonzales,34,278,29
228,Maxime Cressy,22,277,22
229,Lucas Miedler,23,276,17
230,Benjamin Lock,26,273,33
231,Fajing Sun,23,269,22
232,Arjun Kadhe,26,265,18
233,Nick Kyrgios,24,260,11
234,Paolo Lorenzi,38,252,9
235,Albano Olivetti,28,252,25
236,Christopher Eubanks,23,249,10
237,Marco Bortolotti,29,249,28
238,Boris Arias,26,247,32
239,Oriol Roca Batalla,26,236,20
240,Alejandro Gomez,28,234,27
241,Martin Cuevas,28,231,17
242,Federico Zeballos,31,231,32
243,Tomislav Draganja,25,230,18
244,Vladyslav Manafov,26,229,28
245,Marek Gengel,24,228,35
246,Jonathan Eysseric,29,227,21
247,Stan Wawrinka,34,225,5
248,Jordan Thompson,25,225,12
249,Yates Johnson,25,223,34
250,Hunter Johnson,25,223,35
251,Emil Ruusuvuori,20,221,10
252,Pavel Kotov,21,221,14
253,Cristian Garin,23,220,17
254,Diego Hidalgo,26,220,27
255,Facundo Bagnis,29,215,13
256,Markus Eriksson,30,215,26
257,Kimmer Coppejans,26,213,13
258,Chris Guccione,34,210,4
259,Adrian Menendez-Maceiras,34,208,10
260,Arthur Rinderknech,24,208,12
261,Evan Hoyt,25,208,18
262,John Paul Fruttero,38,207,22
263,Elliot Benchetrit,21,205,8
264,Brydan Klein,30,204,15
265,Sonchat Ratiwatana,38,204,21
266,Carlos Gomez-Herrera,29,203,11
267,Nicolas Barrientos,32,203,14
268,Marc-Andrea Huesler,23,203,18
269,David Marrero,39,203,18
270,Hugo Dellien,26,200,15
271,Bradley Klahn,29,198,7
272,Illya Marchenko,32,198,9
273,Soonwoo Kwon,22,194,8
274,Geoffrey Blancaneaux,21,194,18
275,Roberto Quiroz,28,194,19
276,Dustin Brown,35,192,11
277,Brayden Schnur,24,192,13
278,Corentin Denolly,22,191,18
279,Marcos Giron,26,190,8
280,Akira Santillan,22,190,16
281,Andrew Harris,25,188,9
282,Alex Bolt,27,188,9
283,Yunseong Chung,21,188,11
284,Alexander Merino,27,186,32
285,Thomaz Bellucci,32,185,5
286,Pedro Sakamoto,26,184,20
287,Konstantin Kravchuk,35,182,17
288,Mikhail Elgin,38,181,9
289,David Goffin,29,180,4
290T,Malek Jaziri,36,180,9
290T,Fernando Verdasco,36,180,9
292,Ricardas Berankis,29,180,12
293,Vijay Sundar Prashanth,33,180,22
294,Mark Vervoort,29,176,24
295,Junior A. Ore,27,176,26
296,Guillermo Garcia-Lopez,36,172,10
297,Pedro Sousa,31,171,15
298,Michael Vrbensky,20,171,20
299,Felix Auger-Aliassime,19,170,8
300,Timur Khabibulin,24,170,25
301,Aziz Dougaz,22,169,17
302,Alexandru Jecan,31,169,32
303,Thomas Fabbiano,30,168,7
304,Donald Young,30,168,9
305,Patrik Niklas-Salminen,22,168,13
306,Manuel Pena Lopez,22,165,28
307,Dominik Koepfer,25,164,7
308,Korey Lovett,23,163,23
309,Thiemo de Bakker,31,158,4
310,Shintaro Imai,26,158,16
311,Jan Zielinski,23,158,16
312,Jesper de Jong,19,157,22
313,Denis Yevseyev,26,157,25
314,Runhao Hua,23,156,14
315,Ivan Gakhov,23,156,14
316,Courtney John Lock,23,156,32
317,Conner Huertas del Pino,24,155,30
318,Antoine Hoang,24,153,5
319,Ryan Harrison,27,153,6
320,Roman Safiullin,22,153,15
321,Denis Istomin,33,152,8
322,Mario Vilella Martinez,24,152,9
323,Ryan Nijboer,20,151,18
324,Kacper Zuk,21,150,22
325,Brandon Walkin,25,149,25
326,Calum Puttergill,26,147,16
327,Jakub Paul,20,147,18
328,Arklon Huertas Del Pino Cordova,25,147,31
329,Rameez Junaid,38,145,17
330,Yan Bai,30,143,7
331,Harry Bourchier,24,143,23
332,Grigoriy Lomakin,21,142,33
333,Yu Hsiou Hsu,20,140,23
334,Jurij Rodionov,20,139,8
335,Luke Johnson,25,139,23
336,Rogerio Dutra Silva,36,138,5
337,Bernardo Saraiva,26,138,19
338,Thai-Son Kwiatkowski,25,136,9
339,Liam Broady,26,136,16
340,Jaume Pla Malfeito,24,136,27
341,Frances Tiafoe,22,135,4
342,Mackenzie McDonald,24,135,7
343,Gilles Simon,35,135,8
344,Marton Fucsovics,28,135,10
345,Adrian Mannarino,31,135,10
346,Petr Nouza,21,135,24
347,Jonas Forejtek,18,134,9
348,Julian Bradley,27,134,32
349,Roberto Cid Subervi,26,133,13
350,Juan Pablo Varillas,24,133,15
351,Austin Rapp,23,133,26
352,Nicolas Alvarez,23,132,16
353,Alexandr Cozbinov,24,132,28
354,Laurynas Grigelis,28,131,9
355,Mitchell Krueger,26,131,12
356,Victor Vlad Cornea,26,131,18
357,Artem Dubrivnyy,21,130,19
358,Roberto Ortega-Olmedo,28,129,12
359,Nicolas Alberto Arreche,25,129,28
360,Mateusz Kowalczyk,32,127,9
361,David Pichler,24,127,27
362,Andrej Martin,30,124,5
363,Stefano Travaglia,28,123,10
364,Botic van de Zandschulp,24,123,10
365,Vladyslav Orlov,24,123,25
366,Tallon Griekspoor,23,121,6
367,Alexander Igoshin,28,121,22
368,Andres Artunedo Martinavarro,26,120,12
