Rank,Player,Age,Points,Tournaments Played
216,Vishnu Vardhan,33,345,25
217,Marius Copil,30,344,13
218,Dustin Brown,35,336,14
219,Lucas Miedler,24,332,23
220,Matteo Berrettini,24,330,9
221,Viktor Troicki,34,327,8
222,Julian Ocleppo,23,325,31
223,JC Aragone,25,322,21
224,Maxime Cressy,23,321,26
225,Alejandro Davidovich Fokina,21,320,5
226,Lucas Pouille,26,315,10
227,Mackenzie McDonald,25,315,10
228,Lorenzo Sonego,25,315,11
229,Tennys Sandgren,29,310,12
230,Thiago Monteiro,26,310,13
231,Ruben Gonzales,35,307,29
232,Facundo Bagnis,30,305,16
233,Emil Ruusuvuori,21,301,11
234,Facundo Mena,28,301,24
235,Lukas Rosol,35,300,9
236,Arjun Kadhe,26,298,26
237,Marco Bortolotti,29,296,36
238,Paolo Lorenzi,38,295,12
239,Dan Added,21,291,30
240,Inigo Cervantes,31,287,17
241,Ruan Roelofse,31,286,25
242,Andreas Siljestrom,39,283,18
243,Xin Gao,26,281,24
244,Vladyslav Manafov,27,280,37
245,Sanchai Ratiwatana,38,277,26
246,Martin Cuevas,28,273,25
247,Scott Clayton,26,272,26
248,David Goffin,29,270,4
249,Miomir Kecmanovic,21,270,10
250,Nikoloz Basilashvili,28,270,10
251,Benjamin Lock,27,270,40
252,Fajing Sun,24,267,21
253,Elliot Benchetrit,22,265,10
254,Kimmer Coppejans,26,263,16
255,Nick Kyrgios,25,260,11
256,Darian King,28,255,9
257,Mitchell Krueger,26,254,15
258,Andrew Harris,26,250,13
259,Carlos Gomez-Herrera,30,250,15
260,Boris Arias,27,247,34
261,Ryan Harrison,28,243,6
262,Alejandro Tabilo,23,243,20
263,Skander Mansouri,25,241,28
264,Roberto Quiroz,28,238,22
265,Thai-Son Kwiatkowski,25,236,11
266,Pavel Kotov,22,236,16
267,Jonathan Eysseric,30,236,23
268,Markus Eriksson,31,235,31
269,Tomislav Draganja,26,234,19
270,Alejandro Gomez,29,234,27
271,Federico Zeballos,32,233,34
272,Roberto Cid Subervi,27,231,18
273,Nicolas Barrientos,33,231,22
274,Brydan Klein,30,228,17
275,Yates Johnson,26,226,36
276,Hunter Johnson,26,226,37
277,Alexander Merino,28,226,39
278,Stan Wawrinka,35,225,6
279,Marin Cilic,32,225,6
280,Marton Fucsovics,28,225,10
281,Marek Gengel,25,225,41
282,Joao Menezes,23,224,15
283,Adrian Menendez-Maceiras,35,223,12
284,Michael Vrbensky,20,223,27
285,Cristian Garin,24,220,18
286,Diego Hidalgo,27,220,30
287,Jesper de Jong,20,219,30
288,Mario Vilella Martinez,25,218,16
289,Mark Vervoort,30,217,32
290,Tomas Barrios Vera,22,214,13
291,Denis Kudla,28,213,9
292,Bradley Klahn,30,213,10
293,Christian Harrison,26,212,11
294,Chris Guccione,35,210,4
295,Corentin Denolly,23,209,24
296,Junior A. Ore,28,209,28
297,Evan Hoyt,25,206,19
298,Jurij Rodionov,21,203,10
299,David Marrero,40,203,23
300,Harry Bourchier,24,201,25
301,Hugo Dellien,27,200,16
302,Illya Marchenko,33,198,10
303,Roman Safiullin,23,198,18
304,Botic van de Zandschulp,25,197,12
305,Pedro Sakamoto,27,196,23
306,Tallon Griekspoor,24,195,8
307,Malek Jaziri,36,195,9
308,Kacper Zuk,21,195,25
309,Denis Yevseyev,27,193,34
310,Brayden Schnur,25,192,16
311,John Paul Fruttero,39,192,20
312,Patrik Niklas-Salminen,23,191,17
313,Akira Santillan,23,190,17
314,Steven Diez,29,189,22
315,Geoffrey Blancaneaux,22,187,19
316,Aziz Dougaz,23,187,23
317,Pedro Sousa,32,186,18
318,Blaz Rola,30,185,13
319,Liam Broady,26,184,19
320,Alexandru Jecan,32,183,41
321,Konstantin Kravchuk,35,182,17
322,Mikhail Elgin,39,181,9
323,Jakub Paul,21,181,26
324,Kamil Majchrzak,24,180,8
325,Lukas Klein,22,180,9
326,Marc Lopez,38,180,10
327,Sebastian Korda,20,180,11
328,Ricardas Berankis,30,180,12
329,Evgenii Tiurnev,23,180,20
330,Vijay Sundar Prashanth,34,180,25
331,Manuel Pena Lopez,22,179,31
332,Roberto Ortega-Olmedo,29,177,19
333,Timur Khabibulin,25,176,27
334,Sonchat Ratiwatana,38,175,20
335,Guillermo Garcia-Lopez,37,172,10
336,Hugo Gaston,20,171,18
337,Thomas Fabbiano,31,168,7
338,Donald Young,31,168,9
339,Ryan Nijboer,21,167,25
340,Conner Huertas del Pino,24,166,32
341,Soonwoo Kwon,22,165,8
342,Yunseong Chung,22,165,12
343,Alex Bolt,27,163,10
344,Juan Pablo Varillas,25,163,17
345,Korey Lovett,24,163,24
346,Thiemo de Bakker,32,158,4
347,Brandon Walkin,26,157,28
348,Ivan Gakhov,24,155,17
349,Jonas Forejtek,19,154,12
350,David Pichler,24,154,36
351,Victor Vlad Cornea,27,153,21
352,Tomas Martin Etcheverry,21,153,29
353,Courtney John Lock,24,153,33
354,Denis Istomin,34,152,10
355,Federico Coria,28,150,13
356,Runhao Hua,24,150,15
357,Calum Puttergill,27,150,18
358,David Poljak,24,150,32
359,Francisco Cabral,23,150,38
360,Austin Rapp,24,148,29
361,Vitaliy Sachko,23,145,29
362,Yan Bai,31,143,7
363,Shintaro Imai,27,143,15
364,Yu Hsiou Hsu,21,143,24
365,Petr Nouza,22,142,30
366,Laurynas Grigelis,29,141,15
367,Raul Brancaccio,23,141,26
368,Grigoriy Lomakin,22,141,34
369,Vit Kopriva,23,140,28
370,Peter Heller,28,137,25
371,Vladyslav Orlov,25,137,31
372,Artem Dubrivnyy,21,136,24
373,Jaume Pla Malfeito,25,136,28
374,Aljaz Bedene,31,135,4
375,Milos Raonic,29,135,5
376,Gilles Simon,35,135,8
377,Fernando Verdasco,37,135,9
378,Toby Kodat,17,135,16
379,Dmitry Popko,24,134,21
380,Julian Bradley,28,134,34
381,Renzo Olivo,28,133,14
382,Nicolas Alvarez,24,132,18
383,Michael Geerts,25,132,23
384,Nicolas Alberto Arreche,26,132,31
385,Alexandr Cozbinov,25,132,32
386,Matteo Martineau,21,130,21
387,Juan Manuel Cerundolo,19,129,26
388,Rameez Junaid,39,128,16
389,Mateusz Kowalczyk,33,127,9
390,Luke Johnson,26,127,29
391,Alexander Igoshin,28,126,26
392,Mariano Kestelboim,24,126,30
393,Andrej Martin,31,124,6
394,Clement Tabur,20,124,26
395,Alex Molcan,22,123,3
396,Stefano Travaglia,28,123,11
397,Bernardo Saraiva,27,123,18
398,Simon Freund,24,123,27
399,Ivan Liutarevich,24,122,18
400,Eduard Esteve Lobato,26,121,20
401,Camilo Ugo Carabelli,21,121,31
402,Martin Damm,17,120,8
403,Andres Artunedo Martinavarro,27,120,12
404,Maximiliano Estevez,31,120,24
405,George Goldhoff,25,120,24
406,Dominik Koepfer,26,119,6
407,Bart Stevens,22,119,26
408,Elias Ymer,24,118,9
409,Matias Franco Descotte,26,117,18
410,Gijs Brouwer,24,117,19
411,Luis Patino,27,117,23
412,Jorge Panta,25,116,28
413,Anis Ghorbel,31,116,42
414,Jannik Sinner,19,115,5
415,Altug Celikbilek,24,115,20
416,Fabian Fallert,23,115,22
417,Aslan Karatsev,27,114,11
418,Jose Hernandez-Fernandez,30,114,13
419,Luca Castelnuovo,23,114,31
420,Nicolas Mejia,20,113,20
421,Matias Zukas,24,113,36
422,Thomas Fancutt,25,112,24
423,Glenn Smits,30,112,27
424,David Perez Sanz,26,111,20
425,Jason Taylor,26,111,28
426,Viktor Durasovic,23,110,15
427,Di Wu,29,109,9
428,Jelle Sels,25,109,12
429,Franco Agamenone,27,109,14
430,Ian Dempster,25,109,25
431,Rhett Purcell,24,109,25
432,Jozef Kovalik,28,108,4
433,Hiroki Moriya,30,108,8
434,Facundo Arguello,28,108,11
435,Sergey Fomin,19,108,18
436,Cristian Rodriguez,30,108,23
437,Pablo Vivero Gonzalez,25,108,28
438,Goncalo Falcao,32,108,32
439,Maxime Tchoutakian,26,107,30
440,Dennis Novak,27,105,8
441,Shintaro Mochizuki,17,105,13
442,Francesco Forti,21,105,21
443,Justin Butsch,25,105,24
444,Adam Taylor,29,105,26
445,Benjamin Winter Lopez,22,105,31
446,Florian Lakat,25,104,18
447,Mats Hermans,24,104,24
448,Thiago Agustin Tirante,19,103,20
449,Alberto Barroso Campos,24,103,23
450,Oleg Prihodko,23,103,27
451,Javier Barranco Cosano,22,103,30
452,Pedro Cachin,25,102,13
453,Kevin King,29,101,6
454,Alexander Pavlioutchenkov,34,101,12
455,Michal Dembek,23,101,22
456,Nenad Zimonjic,44,101,25
457,Filip Peliwo,26,100,6
458,Collin Altamirano,24,100,8
459,Alexandre Muller,23,100,9
460,Jaroslav Pospisil,39,100,17
461,Piotr Matuszewski,22,100,22
462,Emilio Gomez,29,99,7
463,Rogerio Dutra Silva,36,99,8
464,Riccardo Bonadio,27,99,20
465,Evan Zhu,22,99,21
466,Tuna Altuna,31,99,28
467,Igor Marcondes,23,98,14
468,Jacopo Berrettini,22,97,20
469,Michail Pervolarakis,24,97,20
470,Chun-Hsin Tseng,19,96,14
471,Alexander Erler,23,96,15
472,Jan Satral,30,96,16
473,Rafael Nadal,34,95,1
474T,Thomaz Bellucci,32,95,4
474T,Michael Mmoh,22,95,4
476,Jiri Lehecka,19,95,11
477,Jack Findel-Hawkins,26,95,17
478,Hernan Casanova,26,95,22
479,Filip Bergevi,26,95,22
480,Bogdan Bobrov,23,95,33
481,Uladzimir Ignatik,30,94,16
482,Mateus Alves,19,94,28
483,Kai Wehnelt,25,94,28
484,Yasutaka Uchiyama,28,93,5
485,Danilo Petrovic,28,93,8
486,Tom Jomby,29,93,12
487,Yannick Mertens,33,93,19
488,Mukund Sasikumar,23,92,4
489,Nino Serdarusic,23,92,10
490,Maxim Ratniuk,24,92,18
491,Franco Feitt,28,92,24
492,Rio Noguchi,21,92,38
493T,Daniil Golubev,19,90,1
493T,Ernests Gulbis,32,90,1
495,Juan Martin del Potro,32,90,2
496T,Kei Nishikori,30,90,4
496T,Yoshihito Nishioka,25,90,4
498,Filip Krajinovic,28,90,5
499,Lleyton Hewitt,39,90,6
500,Pablo Andujar,34,90,9
501,Albert Ramos-Vinolas,32,90,11
502,Ugo Humbert,22,90,11
503,Andreas Seppi,36,90,12
504,Jacob Grills,25,90,19
505,Alexandar Lazarov,23,90,25
506,Evgeny Karlovskiy,26,89,9
507,Andrea Arnaboldi,32,89,11
508,Vladimir Ivanov,33,89,23
509,Yan Sabanin,30,89,23
510,Eduardo Struvay,29,88,15
511,Martins Podzus,26,88,17
512,Fabian Marozsan,21,88,22
513,Nuno Borges,23,87,14
514,Agustin Velotti,28,87,16
515,Antoine Escoffier,28,87,16
516,James Frawley,26,87,18
517,Sanjar Fayziev,26,86,15
518,Wilson Leite,29,86,31
519,Daniel Dutra da Silva,32,85,13
520,Peter Bothwell,25,85,26
521,Vaclav Safranek,26,84,14
522,Adrian Barbu,37,84,23
523,Luca Gelhardt,25,84,23
524,Lukas Lacko,33,83,2
525,Mark Whitehouse,27,83,24
526,Brandon Holt,22,82,7
527,Joao Domingues,27,82,8
528,Giovanni Fonio,22,82,17
529,Daniel Michalski,20,82,17
530,Ray Ho,20,82,19
531,Tomas Lipovsek Puches,27,82,24
532,David Jorda Sanchis,26,82,27
533,Sebastian Baez,19,82,28
534,Francesco Vilardo,30,82,30
535,Gabriel Petit,25,81,26
536,Markos Kalovelonis,26,81,30
537,Ignacio Carou,21,81,37
538,Thiago Seyboth Wild,20,80,7
539,Ivan Nedelko,34,80,9
540,Sebastian Ofner,24,80,12
541,Johannes Haerteis,24,80,13
542,Jose Daniel Bendeck,29,80,17
543,Kai Lemstra,21,80,19
544,Oscar Jose Gutierrez,27,80,24
545,Anirudh Chandrasekar,22,79,18
546,Francisco Comesana,20,79,26
547,Flavio Cobolli,18,78,7
548,Enrico Dalla Valle,22,78,21
549,Antoine Cornut-Chauvinc,20,78,21
550,Alessandro Bega,29,78,21
551,Mats Rosenkranz,22,78,22
552,Fermin Tenti,23,78,38
553,Antoine Bellier,24,77,20
554,Robert Strombachs,21,77,23
555,Kelsey Stevenson,30,77,27
556,Matteo Gigante,18,76,3
557,Guilherme Clezar,27,76,9
558,Marat Deviatiarov,26,76,27
559,Ignacio Monzon,22,76,32
560,Genaro Alberto Olivieri,22,76,36
561,Gian Marco Moroni,22,75,9
562,Maximilian Neuchrist,29,75,12
563,Stefan Palosi,20,75,21
564,Arthur Reymond,21,75,26
565,Daniel Elahi Galan,24,74,10
566,Khumoyun Sultanov,22,74,18
567,Ondrej Krstev,23,74,24
568,Felix Corwin,24,74,28
569,Timur Kiyamov,24,74,28
570,Sagadat Ayap,25,74,38
571,Tung-Lin Wu,22,73,9
572,Maxime Janvier,24,73,11
573,Mick Lescure,27,73,11
574,Alexey Zakharov,20,73,15
575,Harrison Adams,26,73,15
576,Danylo Kalenichenko,26,73,17
577,Joao Lucas Reis Da Silva,20,73,25
578,Majed Kilani,23,73,26
579,Mick Veldheer,24,73,29
580,Aoran Wang,23,72,19
581,Ricardo Rodriguez - Pace,27,72,28
582,Dalibor Svrcina,18,71,14
583,Petr Michnev,31,71,16
584,Sandro Ehrat,29,71,18
585,Yuta Shimizu,21,71,20
586,Adam Moundir,25,71,24
587,Taro Daniel,27,70,6
588,Tim van Rijthoven,23,70,6
589,Frances Tiafoe,22,70,7
590,Evgeny Donskoy,30,70,9
591,Daniel Altmaier,22,70,16
592,Yosuke Watanuki,22,69,4
593,Strong Kirchheimer,25,69,11
594,Christopher Heyman,27,69,11
595,Jumpei Yamasaki,23,69,16
596,Zura Tkemaladze,20,69,17
597,Francis Casey Alcantara,28,69,21
598,Alexander Zhurbin,28,68,11
599,Alfredo Perez,23,68,15
600,Sidane Pontjodikromo,20,68,20
601,Jose Fco. Vidal Azorin,27,68,34
602,Attila Balazs,32,67,4
603,Rudolf Molleker,20,67,9
604,Juan Sebastian Gomez,28,67,15
605,Michal Konecny,31,67,22
606,Nick Hardt,20,67,24
607,Jeroen Vanneste,26,66,12
608,Ryan Peniston,25,66,19
609,Reese Stalder,24,66,22
610,George Tsivadze,27,66,22
611,Alec Adamson,26,66,22
612,Damien Wenger,20,66,23
613,Pak Long Yeung,25,66,25
614,Georgii Kravchenko,20,66,27
615,Adam Pavlasek,26,65,5
616,Emilio Nava,18,65,6
617,Marcos Giron,27,65,8
618,Christoph Negritu,26,65,12
619,Maverick Banes,28,65,16
620,Blake Ellis,21,65,17
621,Nicolas Moreno De Alboran,23,65,17
622,Peter Nagy,28,65,22
623,Moez Echargui,27,64,13
624,Hendrik Jebens,25,64,14
625,Sora Fukuda,23,64,14
626,Constantin Schmitz,25,64,14
627,Fred Gil,35,64,19
628,Simon Carr,21,64,19
629,Daniel Kossek,24,64,22
630,Tiago Cacao,22,64,26
631,Blaz Kavcic,33,63,5
632,Yannick Maden,31,63,8
633,Igor Sijsling,33,63,10
634,Michiel De Krom,22,63,12
635,Yan Bondarevskiy,20,63,23
636,Vladimir Korolev,25,62,19
637,Pedro Vives Marcos,19,62,22
638,Arnaud Bovy,20,62,23
639,Joao Pedro Sorgi,27,61,17
640,Davide Galoppini,26,61,17
641,Yanais Laurent,28,61,19
642,Charlie Emhardt,25,61,20
643,Jody Maginley,25,61,25
644,Jiri Vesely,27,60,6
645,Jaime Bendeck,24,60,10
646,Harold Mayot,18,60,12
647,Niels Lootsma,26,60,14
648,Jonathan Mridha,25,60,16
649,Christian Lindell,29,60,17
650,Matthew Christopher Romios,21,60,20
651,Max Houkes,20,60,24
652,Alexander Weis,23,60,25
653,Juan Carlos Aguilar,22,59,8
654,Pierre Faivre,24,59,13
655,Sarp Agabigun,23,59,16
656,Ben Jones,22,58,10
657,Hiroyasu Ehara,29,58,13
658,Neil Oberleitner,21,58,14
659,Nicolo Turchetti,24,58,19
660,Joffrey De Schepper,29,58,19
661,Carlos Sanchez Jover,20,58,20
662,Aryan Goveas,22,58,26
663,Yusuke Takahashi,23,57,7
664,Petros Chrysochos,24,57,11
665,Yecong He,26,57,15
666,Evan Furness,22,57,18
667,Jordi Arconada,24,57,20
668,Adil Kalyanpur,20,57,21
669,Fabrizio Ornago,28,57,23
670,Alexander Donski,22,57,29
671,Lorenzo Musetti,18,56,8
672,Sho Shimabukuro,23,56,11
673,Peter Torebko,32,56,15
674,Gonzalo Villanueva,25,56,24
675,Juan Pablo Paz,25,56,26
676,Naoki Tajima,20,56,27
677,Erik Crepaldi,30,56,29
678,Bastian Malla,24,55,13
679,Kirill Kivattsev,23,55,17
680,Maciej Smola,27,55,22
681,Alejandro Mendoza,30,55,31
682,Jason Jung,31,54,12
683,Hao Wu,23,54,13
684,Lasse Muscheites,24,54,13
685,Baptiste Crepatte,26,54,15
686,Karim-Mohamed Maamoun,29,54,16
687,Mikhail Korovin,24,54,19
688,S D Prajwal Dev,24,54,19
689,Matteo Viola,33,53,5
690,Marco Trungelliti,30,53,6
691,Kuan-Yi Lee,24,53,7
692,Axel Geller,21,53,7
693,Christopher O'Connell,26,53,9
694,Wei-De Lin,24,53,13
695,Guy Orly Iradukunda,24,53,15
696,Anton Chekhov,28,53,17
697,Robin Stanek,25,53,18
698,Takuto Niki,33,53,20
699,Mirko Martinez,22,53,22
700,Cameron Green,24,53,23
701,Facundo Juarez,23,53,26
702,Volodoymyr Uzhylovskyi,32,53,26
703,Daniel Cukierman,25,52,6
704,Francisco Dias,28,52,11
705,Alex Hernandez,21,52,17
706,Fernando Yamacita,23,52,17
707,Bogdan Ionut Apostol,24,52,19
708,Ryota Tanuma,25,52,22
709,Oleksii Krutykh,20,52,31
710,Shinji Hazawa,21,51,10
711,Cem Ilkel,25,51,13
712,Aidan McHugh,20,51,15
713,Zizou Bergs,21,51,17
714,Wishaya Trongcharoenchaikul,25,51,18
715,Vasil Kirkov,21,51,20
716,Kento Takeuchi,32,51,21
717,Nick Chappell,28,51,24
718,Milan Radojkovic,19,51,24
719,Jimmy Wang,35,50,2
720,Nicaise Muamba,20,50,3
721,Prajnesh Gunneswaran,31,50,4
722,Hugo Grenier,24,50,12
723,Zhizhen Zhang,24,50,13
724,David Fox,26,50,14
725,Tanner K Smith,25,50,14
726,Raheel Manji,23,50,15
727,Yann Wojcik,24,50,18
728,Jonathan Gray,23,50,19
729,Benjamin Dhoe,24,50,30
730,Andrey Chepelev,22,50,33
731,Viktor Galovic,30,49,8
732,Preston Touliatos,25,49,14
733,Sebastian Fanselow,28,49,15
734,Soichiro Moritani,26,49,18
735,Riccardo Maiga,31,49,19
736,Anderson Reed,30,49,20
737,Toby Martin,27,49,20
738,Riccardo Balzerani,22,49,22
739,Lorenzo Bocchi,23,49,25
740,Shalva Dzhanashiya,28,49,27
741,Guido Ivan Justo,22,49,28
742,Noah Rubin,24,48,4
743,Ljubomir Celebic,29,48,12
744,Yuki Mochizuki,23,48,12
745,Anas Fattar,33,48,14
746,Marc Dijkhuizen,24,48,16
747,Niklas Schell,21,48,18
748,Karl Friberg,21,48,21
749,Alexander Shevchenko,20,48,24
750,Remy Bertola,22,48,25
751,Jeremy Jahn,30,47,5
752,Lorenzo Giustino,29,47,9
753,Gregoire Jacq,28,47,11
754,Matteo Arnaldi,19,47,11
755,Bernabe Zapata Miralles,23,47,11
756,Niki Kaliyanda Poonacha,25,47,12
757,Manish Sureshkumar,21,47,21
758,Martin Van Der Meerschen,20,47,21
759,Johan Nikles,23,47,23
760,Gleb Sakharov,32,46,7
761,Janis Podzus,26,46,9
762,Petr Hajek,23,46,16
763,Eric Vanshelboim,19,46,18
764,Maxime Mora,23,46,22
765,Lucas Gerch,25,46,24
766,Fabio Coelho,20,46,25
767,Nikolas Sanchez Izquierdo,21,46,27
768,Jo-Wilfried Tsonga,35,45,2
769,John Millman,31,45,6
