team_key,tourn_year,own_rank,own_iso3,own_iso3_grp,same_country,same_language,ling_prox,composition_nat,composition_lang,composition_ling
"(('d', 'brown', 'JAM'), ('f', 'tiafoe', 'USA'))",Roland Garros_2024,741.0,JAM,OTHER,0,0,0,0.0,0.0,0.0
"(('d', 'koepfer', 'DEU'), ('y', 'hanfmann', 'DEU'))",Roland Garros_2024,112.0,DEU,DEU,1,1,1,0.04195804195804196,0.04195804195804196,0.04195804195804196
"(('c', 'rodríguez', 'COL'), ('f', 'cobolli', 'ITA'))",Roland Garros_2024,1384.0,ITA,ITA,0,0,0,0.03496503496503497,0.03496503496503497,0.03496503496503497
"(('k', 'krawietz', 'DEU'), ('t', 'pütz', 'DEU'))",Roland Garros_2024,14.0,DEU,DEU,1,1,1,0.04195804195804196,0.04195804195804196,0.04195804195804196
"(('a', 'tabilo', 'CHL'), ('d', 'hidalgo', 'ECU'))",Roland Garros_2024,78.0,ECU,ECU,0,1,1,0.006993006993006993,0.16083916083916083,0.24475524475524477
"(('n', 'mektić', 'HRV'), ('w', 'koolhof', 'NLD'))",Roland Garros_2024,9.0,NLD,NLD,0,0,0,0.04895104895104895,0.07692307692307693,0.07692307692307693
"(('m', 'middelkoop', 'NLD'), ('s', 'arends', 'NLD'))",Roland Garros_2024,75.0,NLD,NLD,1,1,1,0.04895104895104895,0.07692307692307693,0.07692307692307693
"(('j', 'thompson', 'AUS'), ('m', 'purcell', 'AUS'))",Roland Garros_2024,33.0,AUS,AUS,1,1,1,0.04195804195804196,0.23776223776223776,0.23776223776223776
"(('a', 'göransson', 'SWE'), ('d', 'pel', 'NLD'))",Roland Garros_2024,90.0,SWE,SWE,0,0,0,0.0,0.006993006993006993,0.0
"(('m', 'melo', 'BRA'), ('r', 'matos', 'BRA'))",Roland Garros_2024,44.0,BRA,BRA,1,1,1,0.03496503496503497,0.04195804195804196,0.04195804195804196
"(('c', 'frantzen', 'DEU'), ('h', 'jebens', 'DEU'))",Roland Garros_2024,60.0,DEU,DEU,1,1,1,0.04195804195804196,0.04195804195804196,0.04195804195804196
"(('a', 'vavassori', 'ITA'), ('s', 'bolelli', 'ITA'))",Roland Garros_2024,23.0,ITA,ITA,1,1,1,0.03496503496503497,0.03496503496503497,0.03496503496503497
"(('f', 'marozsán', 'HUN'), ('f', 'romboli', 'BRA'))",Roland Garros_2024,575.0,HUN,HUN,0,0,0,0.0,0.0,0.0
"(('j', 'murray', 'GBR'), ('m', 'venus', 'NZL'))",Roland Garros_2024,27.0,GBR,GBR,0,1,1,0.06293706293706294,0.23776223776223776,0.23776223776223776
"(('j', 'munar', 'ESP'), ('p', 'martínez', 'ESP'))",Roland Garros_2024,274.0,ESP,ESP,1,1,1,0.04195804195804196,0.16083916083916083,0.24475524475524477
"(('g', 'barrère', 'FRA'), ('l', 'pouille', 'FRA'))",Roland Garros_2024,431.0,FRA,FRA,1,1,1,0.1258741258741259,0.16083916083916083,0.15384615384615385
"(('g', 'perricard', 'FRA'), ('t', 'droguet', 'FRA'))",Roland Garros_2024,427.0,FRA,FRA,1,1,1,0.1258741258741259,0.16083916083916083,0.15384615384615385
"(('a', 'nedovyesov', 'KAZ'), ('g', 'escobar', 'ECU'))",Roland Garros_2024,47.0,ECU,ECU,0,0,0,0.006993006993006993,0.16083916083916083,0.24475524475524477
"(('p', 'busta', 'ESP'), ('s', 'gornés', 'ESP'))",Roland Garros_2024,42.0,ESP,ESP,1,1,1,0.04195804195804196,0.16083916083916083,0.24475524475524477
"(('j', 'salisbury', 'GBR'), ('r', 'ram', 'USA'))",Roland Garros_2024,6.0,USA,USA,0,1,1,0.07692307692307693,0.23776223776223776,0.40559440559440557
"(('a', 'behar', 'URY'), ('a', 'pavlásek', 'CZE'))",Roland Garros_2024,35.0,URY,URY,0,0,0,0.0,0.16083916083916083,0.24475524475524477
"(('h', 'heliövaara', 'FIN'), ('h', 'patten', 'GBR'))",Roland Garros_2024,38.0,FIN,FIN,0,0,0,0.0,0.006993006993006993,0.0
"(('s', 'gonzález', 'MEX'), ('é', 'roger-vasselin', 'FRA'))",Roland Garros_2024,12.0,MEX,MEX,0,0,0,0.006993006993006993,0.16083916083916083,0.24475524475524477
"(('l', 'johnson', 'GBR'), ('s', 'mansouri', 'TUN'))",Roland Garros_2024,74.0,GBR,GBR,0,0,0,0.06293706293706294,0.23776223776223776,0.23776223776223776
"(('r', 'arneodo', 'MCO'), ('s', 'weissborn', 'AUT'))",Roland Garros_2024,73.0,MCO,MCO,0,0,0,0.006993006993006993,0.006993006993006993,0.006993006993006993
"(('j', 'peers', 'AUS'), ('r', 'safiullin', 'RUS'))",Roland Garros_2024,43.0,AUS,AUS,0,0,0,0.04195804195804196,0.23776223776223776,0.23776223776223776
"(('a', 'olivetti', 'FRA'), ('y', 'bhambri', 'IND'))",Roland Garros_2024,52.0,IND,IND,0,0,0,0.02097902097902098,0.23776223776223776,0.23776223776223776
"(('j', 'vliegen', 'BEL'), ('s', 'gillé', 'BEL'))",Roland Garros_2024,18.0,BEL,BEL,1,1,1,0.02097902097902098,0.23776223776223776,0.23076923076923078
"(('ld', 'martínez', 'CHE'), ('p', 'nouza', 'CZE'))",Roland Garros_2024,649.0,CHE,OTHER,0,0,0,0.0,0.0,0.0
"(('d', 'added', 'FRA'), ('t', 'arribagé', 'FRA'))",Roland Garros_2024,127.0,FRA,FRA,1,1,1,0.1258741258741259,0.16083916083916083,0.15384615384615385
"(('f', 'reboul', 'FRA'), ('s', 'doumbia', 'FRA'))",Roland Garros_2024,32.0,FRA,FRA,1,1,1,0.1258741258741259,0.16083916083916083,0.15384615384615385
"(('má', 'reyes-varela', 'MEX'), ('s', 'balaji', 'IND'))",Roland Garros_2024,84.0,IND,IND,0,0,0,0.02097902097902098,0.23776223776223776,0.23776223776223776
"(('r', 'stalder', 'USA'), ('s', 'verbeek', 'NLD'))",Roland Garros_2024,71.0,USA,USA,0,0,0,0.07692307692307693,0.23776223776223776,0.40559440559440557
"(('s', 'báez', 'ARG'), ('t', 'wild', 'BRA'))",Roland Garros_2024,436.0,ARG,ARG,0,0,0,0.04195804195804196,0.16083916083916083,0.24475524475524477
"(('a', 'murray', 'GBR'), ('d', 'evans', 'GBR'))",Roland Garros_2024,286.0,GBR,GBR,1,1,1,0.06293706293706294,0.23776223776223776,0.23776223776223776
"(('m', 'ebden', 'AUS'), ('r', 'bopanna', 'IND'))",Roland Garros_2024,4.0,IND,IND,0,1,1,0.02097902097902098,0.23776223776223776,0.23776223776223776
"(('m', 'zormann', 'BRA'), ('o', 'luz', 'BRA'))",Roland Garros_2024,103.0,BRA,BRA,1,1,1,0.03496503496503497,0.04195804195804196,0.04195804195804196
"(('horacio', 'zeballos', 'ARG'), ('marcel', 'granollers', 'ESP'))",Roland Garros_2024,1.0,ESP,ESP,0,1,1,0.04195804195804196,0.16083916083916083,0.24475524475524477
"(('tomáš', 'macháč', 'CZE'), ('zhang', 'zhizhen', 'CHN'))",Roland Garros_2024,65.0,CZE,CZE,0,0,0,0.02097902097902098,0.02097902097902098,0.02097902097902098
"(('marcelo', 'arévalo', 'SLV'), ('mate', 'pavić', 'HRV'))",Roland Garros_2024,13.0,SLV,SLV,0,0,0,0.006993006993006993,0.16083916083916083,0.24475524475524477
"(('petros', 'tsitsipas', 'GRC'), ('stefanos', 'tsitsipas', 'GRC'))",Roland Garros_2024,73.0,GRC,GRC,1,1,1,0.02097902097902098,0.02097902097902098,0.02097902097902098
"(('andrea', 'vavassori', 'ITA'), ('simone', 'bolelli', 'ITA'))",Roland Garros_2024,23.0,ITA,ITA,1,1,1,0.03496503496503497,0.03496503496503497,0.03496503496503497
"(('joe', 'salisbury', 'GBR'), ('rajeev', 'ram', 'USA'))",Roland Garros_2024,6.0,USA,USA,0,1,1,0.07692307692307693,0.23776223776223776,0.40559440559440557
"(('matthew', 'ebden', 'AUS'), ('rohan', 'bopanna', 'IND'))",Roland Garros_2024,4.0,IND,IND,0,1,1,0.02097902097902098,0.23776223776223776,0.23776223776223776
"(('joran', 'vliegen', 'BEL'), ('sander', 'gillé', 'BEL'))",Roland Garros_2024,18.0,BEL,BEL,1,1,1,0.02097902097902098,0.23776223776223776,0.23076923076923078
"(('h', 'zeballos', 'ARG'), ('m', 'granollers', 'ESP'))",US Open_2024,1.0,ESP,ESP,0,1,1,0.04195804195804196,0.1958041958041958,0.3706293706293706
"(('c', 'carabelli', 'ARG'), ('f', 'cerúndolo', 'ARG'))",US Open_2024,294.0,ARG,ARG,1,1,1,0.06993006993006994,0.1958041958041958,0.3706293706293706
"(('a', 'erler', 'AUT'), ('m', 'middelkoop', 'NLD'))",US Open_2024,49.0,AUT,AUT,0,0,0,0.013986013986013986,0.03496503496503497,0.03496503496503497
"(('a', 'behar', 'URY'), ('l', 'johnson', 'GBR'))",US Open_2024,44.0,URY,URY,0,0,0,0.0,0.1958041958041958,0.3706293706293706
"(('a', 'olivetti', 'FRA'), ('y', 'bhambri', 'IND'))",US Open_2024,48.0,IND,IND,0,0,0,0.013986013986013986,0.3356643356643357,0.3356643356643357
"(('p', 'trhac', 'USA'), ('r', 'seggerman', 'USA'))",US Open_2024,91.0,USA,USA,1,1,1,0.16783216783216784,0.3356643356643357,0.5384615384615384
"(('a', 'krajicek', 'USA'), ('j-j', 'rojer', 'NLD'))",US Open_2024,22.0,USA,USA,0,0,0,0.16783216783216784,0.3356643356643357,0.5384615384615384
"(('c', 'frantzen', 'DEU'), ('h', 'jebens', 'DEU'))",US Open_2024,45.0,DEU,DEU,1,1,1,0.04195804195804196,0.04195804195804196,0.04195804195804196
"(('h', 'nys', 'MCO'), ('j', 'zieliński', 'POL'))",US Open_2024,24.0,MCO,MCO,0,0,0,0.0,0.0,0.0
"(('j', 'munar', 'ESP'), ('p', 'martínez', 'ESP'))",US Open_2024,207.0,ESP,ESP,1,1,1,0.04195804195804196,0.1958041958041958,0.3706293706293706
"(('f', 'cabral', 'PRT'), ('n', 'borges', 'PRT'))",US Open_2024,346.0,PRT,PRT,1,1,1,0.006993006993006993,0.04195804195804196,0.04195804195804196
"(('f', 'marozsán', 'HUN'), ('z', 'bergs', 'BEL'))",US Open_2024,626.0,BEL,BEL,0,0,0,0.013986013986013986,0.20279720279720279,0.1958041958041958
"(('a', 'mies', 'DEU'), ('j-p', 'smith', 'AUS'))",US Open_2024,56.0,DEU,DEU,0,0,0,0.04195804195804196,0.04195804195804196,0.04195804195804196
"(('a', 'müller', 'FRA'), ('s', 'ofner', 'AUT'))",US Open_2024,308.0,FRA,FRA,0,0,0,0.08391608391608392,0.11888111888111888,0.11188811188811189
"(('j', 'thompson', 'AUS'), ('m', 'purcell', 'AUS'))",US Open_2024,18.0,AUS,AUS,1,1,1,0.055944055944055944,0.3356643356643357,0.3356643356643357
"(('b', 'zandschulp', 'NLD'), ('m', 'giron', 'USA'))",US Open_2024,549.0,USA,USA,0,0,0,0.16783216783216784,0.3356643356643357,0.5384615384615384
"(('j', 'salisbury', 'GBR'), ('r', 'ram', 'USA'))",US Open_2024,5.0,USA,USA,0,1,1,0.16783216783216784,0.3356643356643357,0.5384615384615384
"(('f', 'romboli', 'BRA'), ('l', 'darderi', 'ITA'))",US Open_2024,273.0,ITA,ITA,0,0,0,0.02097902097902098,0.02097902097902098,0.02097902097902098
"(('l', 'glasspool', 'GBR'), ('r', 'hijikata', 'AUS'))",US Open_2024,42.0,GBR,GBR,0,1,1,0.04895104895104895,0.3356643356643357,0.3356643356643357
"(('a', 'tabilo', 'CHL'), ('d', 'hidalgo', 'ECU'))",US Open_2024,76.0,ECU,ECU,0,1,1,0.006993006993006993,0.1958041958041958,0.3706293706293706
"(('f', 'martin', 'FRA'), ('j', 'eysseric', 'FRA'))",US Open_2024,99.0,FRA,FRA,1,1,1,0.08391608391608392,0.11888111888111888,0.11188811188811189
"(('b', 'nakashima', 'USA'), ('e', 'king', 'USA'))",US Open_2024,70.0,USA,USA,1,1,1,0.16783216783216784,0.3356643356643357,0.5384615384615384
"(('j', 'withrow', 'USA'), ('n', 'lammons', 'USA'))",US Open_2024,26.0,USA,USA,1,1,1,0.16783216783216784,0.3356643356643357,0.5384615384615384
"(('m', 'krueger', 'USA'), ('r', 'stalder', 'USA'))",US Open_2024,276.0,USA,USA,1,1,1,0.16783216783216784,0.3356643356643357,0.5384615384615384
"(('n', 'mektić', 'HRV'), ('w', 'koolhof', 'NLD'))",US Open_2024,14.0,NLD,NLD,0,0,0,0.055944055944055944,0.07692307692307693,0.07692307692307693
"(('t', 'griekspoor', 'NLD'), ('t', 'kokkinakis', 'AUS'))",US Open_2024,117.0,NLD,NLD,0,0,0,0.055944055944055944,0.07692307692307693,0.07692307692307693
"(('m', 'melo', 'BRA'), ('r', 'matos', 'BRA'))",US Open_2024,34.0,BRA,BRA,1,1,1,0.027972027972027972,0.04195804195804196,0.04195804195804196
"(('p', 'busta', 'ESP'), ('s', 'gornés', 'ESP'))",US Open_2024,42.0,ESP,ESP,1,1,1,0.04195804195804196,0.1958041958041958,0.3706293706293706
"(('d', 'stricker', 'CHE'), ('f', 'cobolli', 'ITA'))",US Open_2024,471.0,ITA,ITA,0,0,0,0.02097902097902098,0.02097902097902098,0.02097902097902098
"(('d', 'shapovalov', 'CAN'), ('s-w', 'kwon', 'KOR'))",US Open_2024,1176.0,KOR,KOR,0,0,0,0.0,0.0,0.0
"(('h', 'heliövaara', 'FIN'), ('h', 'patten', 'GBR'))",US Open_2024,11.0,FIN,FIN,0,0,0,0.0,0.006993006993006993,0.0
"(('m', 'guinard', 'FRA'), ('s', 'doumbia', 'FRA'))",US Open_2024,31.0,FRA,FRA,1,1,1,0.08391608391608392,0.11888111888111888,0.11188811188811189
"(('m', 'venus', 'NZL'), ('n', 'skupski', 'GBR'))",US Open_2024,19.0,GBR,GBR,0,1,1,0.04895104895104895,0.3356643356643357,0.3356643356643357
"(('g', 'jacq', 'FRA'), ('h', 'gaston', 'FRA'))",US Open_2024,1252.0,FRA,FRA,1,1,1,0.08391608391608392,0.11888111888111888,0.11188811188811189
"(('g', 'andreozzi', 'ARG'), ('s', 'balaji', 'IND'))",US Open_2024,62.0,ARG,ARG,0,0,0,0.06993006993006994,0.1958041958041958,0.3706293706293706
"(('m', 'daniell', 'NZL'), ('má', 'reyes-varela', 'MEX'))",US Open_2024,225.0,NZL,NZL,0,0,0,0.013986013986013986,0.3356643356643357,0.3356643356643357
"(('j', 'cash', 'GBR'), ('r', 'galloway', 'USA'))",US Open_2024,39.0,GBR,GBR,0,1,1,0.04895104895104895,0.3356643356643357,0.3356643356643357
"(('a', 'michelsen', 'USA'), ('m', 'mcdonald', 'USA'))",US Open_2024,72.0,USA,USA,1,1,1,0.16783216783216784,0.3356643356643357,0.5384615384615384
"(('em', 'nava', 'USA'), ('t', 'boyer', 'USA'))",US Open_2024,437.0,USA,USA,1,1,1,0.16783216783216784,0.3356643356643357,0.5384615384615384
"(('s', 'gonzález', 'MEX'), ('é', 'roger-vasselin', 'FRA'))",US Open_2024,23.0,MEX,MEX,0,0,0,0.006993006993006993,0.1958041958041958,0.3706293706293706
"(('a', 'pavlásek', 'CZE'), ('i', 'dodig', 'HRV'))",US Open_2024,16.0,HRV,HRV,0,0,0,0.027972027972027972,0.03496503496503497,0.03496503496503497
"(('c', 'harrison', 'USA'), ('v', 'kirkov', 'USA'))",US Open_2024,107.0,USA,USA,1,1,1,0.16783216783216784,0.3356643356643357,0.5384615384615384
"(('n', 'barrientos', 'COL'), ('s', 'mansouri', 'TUN'))",US Open_2024,52.0,COL,COL,0,0,0,0.006993006993006993,0.1958041958041958,0.3706293706293706
"(('a', 'razeghi', 'USA'), ('ns', 'filin', 'USA'))",US Open_2024,1501.0,USA,USA,1,1,1,0.16783216783216784,0.3356643356643357,0.5384615384615384
"(('j', 'vliegen', 'BEL'), ('s', 'gillé', 'BEL'))",US Open_2024,35.0,BEL,BEL,1,1,1,0.013986013986013986,0.20279720279720279,0.1958041958041958
"(('m', 'kecmanović', 'SRB'), ('r', 'safiullin', 'RUS'))",US Open_2024,407.0,SRB,SRB,0,0,0,0.0,0.03496503496503497,0.03496503496503497
"(('m', 'arévalo', 'SLV'), ('m', 'pavić', 'HRV'))",US Open_2024,8.0,SLV,SLV,0,0,0,0.006993006993006993,0.1958041958041958,0.3706293706293706
"(('a', 'fils', 'FRA'), ('g', 'perricard', 'FRA'))",US Open_2024,246.0,FRA,FRA,1,1,1,0.08391608391608392,0.11888111888111888,0.11188811188811189
"(('a', 'vavassori', 'ITA'), ('s', 'bolelli', 'ITA'))",US Open_2024,10.0,ITA,ITA,1,1,1,0.02097902097902098,0.02097902097902098,0.02097902097902098
"(('c', 'ruud', 'NOR'), ('w', 'blumberg', 'USA'))",US Open_2024,113.0,USA,USA,0,0,0,0.16783216783216784,0.3356643356643357,0.5384615384615384
"(('a', 'göransson', 'SWE'), ('s', 'verbeek', 'NLD'))",US Open_2024,67.0,SWE,SWE,0,0,0,0.0,0.006993006993006993,0.0
"(('j', 'murray', 'GBR'), ('j', 'peers', 'AUS'))",US Open_2024,32.0,GBR,GBR,0,1,1,0.04895104895104895,0.3356643356643357,0.3356643356643357
"(('m', 'navone', 'ARG'), ('t', 'monteiro', 'BRA'))",US Open_2024,161.0,BRA,BRA,0,0,0,0.027972027972027972,0.04195804195804196,0.04195804195804196
"(('a', 'mannarino', 'FRA'), ('a', 'rinderknech', 'FRA'))",US Open_2024,411.0,FRA,FRA,1,1,1,0.08391608391608392,0.11888111888111888,0.11188811188811189
"(('k', 'krawietz', 'DEU'), ('t', 'pütz', 'DEU'))",US Open_2024,20.0,DEU,DEU,1,1,1,0.04195804195804196,0.04195804195804196,0.04195804195804196
"(('a', 'nedovyesov', 'KAZ'), ('g', 'escobar', 'ECU'))",US Open_2024,53.0,ECU,ECU,0,0,0,0.006993006993006993,0.1958041958041958,0.3706293706293706
"(('a', 'molteni', 'ARG'), ('m', 'gonzález', 'ARG'))",US Open_2024,33.0,ARG,ARG,1,1,1,0.06993006993006994,0.1958041958041958,0.3706293706293706
"(('c', 'rodríguez', 'COL'), ('n', 'jarry', 'CHL'))",US Open_2024,340.0,CHL,CHL,0,1,1,0.006993006993006993,0.1958041958041958,0.3706293706293706
"(('jj', 'tracy', 'USA'), ('r', 'cash', 'USA'))",US Open_2024,212.0,USA,USA,1,1,1,0.16783216783216784,0.3356643356643357,0.5384615384615384
"(('a', 'shevchenko', 'KAZ'), ('s', 'weissborn', 'AUT'))",US Open_2024,876.0,KAZ,KAZ,0,0,0,0.006993006993006993,0.006993006993006993,0.006993006993006993
"(('f', 'coria', 'ARG'), ('r', 'baena', 'ESP'))",US Open_2024,408.0,ESP,ESP,0,1,1,0.04195804195804196,0.1958041958041958,0.3706293706293706
"(('p', 'kotov', 'RUS'), ('t', 'wild', 'BRA'))",US Open_2024,869.0,RUS,RUS,0,0,0,0.006993006993006993,0.006993006993006993,0.006993006993006993
"(('m', 'ebden', 'AUS'), ('r', 'bopanna', 'IND'))",US Open_2024,4.0,IND,IND,0,1,1,0.013986013986013986,0.3356643356643357,0.3356643356643357
"(('r', 'haase', 'NLD'), ('s', 'arends', 'NLD'))",US Open_2024,69.0,NLD,NLD,1,1,1,0.055944055944055944,0.07692307692307693,0.07692307692307693
"(('jordan', 'thompson', 'AUS'), ('max', 'purcell', 'AUS'))",US Open_2024,18.0,AUS,AUS,1,1,1,0.055944055944055944,0.3356643356643357,0.3356643356643357
"(('horacio', 'zeballos', 'ARG'), ('marcel', 'granollers', 'ESP'))",US Open_2024,1.0,ESP,ESP,0,1,1,0.04195804195804196,0.1958041958041958,0.3706293706293706
"(('jackson', 'withrow', 'USA'), ('nathaniel', 'lammons', 'USA'))",US Open_2024,26.0,USA,USA,1,1,1,0.16783216783216784,0.3356643356643357,0.5384615384615384
"(('nikola', 'mektić', 'HRV'), ('wesley', 'koolhof', 'NLD'))",US Open_2024,14.0,NLD,NLD,0,0,0,0.055944055944055944,0.07692307692307693,0.07692307692307693
"(('marcelo', 'arévalo', 'SLV'), ('mate', 'pavić', 'HRV'))",US Open_2024,8.0,SLV,SLV,0,0,0,0.006993006993006993,0.1958041958041958,0.3706293706293706
"(('michael', 'venus', 'NZL'), ('neal', 'skupski', 'GBR'))",US Open_2024,19.0,GBR,GBR,0,1,1,0.04895104895104895,0.3356643356643357,0.3356643356643357
"(('kevin', 'krawietz', 'DEU'), ('tim', 'pütz', 'DEU'))",US Open_2024,20.0,DEU,DEU,1,1,1,0.04195804195804196,0.04195804195804196,0.04195804195804196
"(('andrés', 'molteni', 'ARG'), ('máximo', 'gonzález', 'ARG'))",US Open_2024,33.0,ARG,ARG,1,1,1,0.06993006993006994,0.1958041958041958,0.3706293706293706
"(('h', 'zeballos', 'ARG'), ('m', 'granollers', 'ESP'))",Wimbledon_2024,2.0,ESP,ESP,0,1,1,0.02097902097902098,0.16783216783216784,0.26573426573426573
"(('t', 'monteiro', 'BRA'), ('t', 'wild', 'BRA'))",Wimbledon_2024,567.0,BRA,BRA,1,1,1,0.027972027972027972,0.04195804195804196,0.04195804195804196
"(('n', 'mahut', 'FRA'), ('s', 'mansouri', 'TUN'))",Wimbledon_2024,53.0,FRA,FRA,0,1,0,0.055944055944055944,0.07692307692307693,0.06993006993006994
"(('a', 'vukic', 'AUS'), ('r', 'stalder', 'USA'))",Wimbledon_2024,72.0,USA,USA,0,1,1,0.09090909090909091,0.34965034965034963,0.5244755244755245
"(('s', 'ofner', 'AUT'), ('s', 'weissborn', 'AUT'))",Wimbledon_2024,351.0,AUT,AUT,1,1,1,0.02097902097902098,0.03496503496503497,0.03496503496503497
"(('a', 'tabilo', 'CHL'), ('d', 'hidalgo', 'ECU'))",Wimbledon_2024,61.0,ECU,ECU,0,1,1,0.006993006993006993,0.16783216783216784,0.26573426573426573
"(('d', 'brown', 'JAM'), ('s', 'báez', 'ARG'))",Wimbledon_2024,352.0,ARG,ARG,0,0,0,0.06993006993006994,0.16783216783216784,0.26573426573426573
"(('h', 'nys', 'MCO'), ('j', 'zieliński', 'POL'))",Wimbledon_2024,28.0,MCO,MCO,0,0,0,0.006993006993006993,0.006993006993006993,0.006993006993006993
"(('j', 'withrow', 'USA'), ('n', 'lammons', 'USA'))",Wimbledon_2024,23.0,USA,USA,1,1,1,0.09090909090909091,0.34965034965034963,0.5244755244755245
"(('a', 'michelsen', 'USA'), ('m', 'giron', 'USA'))",Wimbledon_2024,564.0,USA,USA,1,1,1,0.09090909090909091,0.34965034965034963,0.5244755244755245
"(('b', 'shelton', 'USA'), ('m', 'mcdonald', 'USA'))",Wimbledon_2024,120.0,USA,USA,1,1,1,0.09090909090909091,0.34965034965034963,0.5244755244755245
"(('f', 'cobolli', 'ITA'), ('l', 'sonego', 'ITA'))",Wimbledon_2024,1395.0,ITA,ITA,1,1,1,0.027972027972027972,0.027972027972027972,0.027972027972027972
"(('a', 'olivetti', 'FRA'), ('y', 'bhambri', 'IND'))",Wimbledon_2024,55.0,IND,IND,0,0,0,0.02097902097902098,0.34965034965034963,0.34965034965034963
"(('a', 'bublik', 'KAZ'), ('a', 'shevchenko', 'KAZ'))",Wimbledon_2024,131.0,KAZ,KAZ,1,1,1,0.013986013986013986,0.013986013986013986,0.013986013986013986
"(('k', 'krawietz', 'DEU'), ('t', 'pütz', 'DEU'))",Wimbledon_2024,15.0,DEU,DEU,1,1,1,0.055944055944055944,0.055944055944055944,0.055944055944055944
"(('f', 'romboli', 'BRA'), ('l', 'darderi', 'ITA'))",Wimbledon_2024,262.0,ITA,ITA,0,0,0,0.027972027972027972,0.027972027972027972,0.027972027972027972
"(('j', 'salisbury', 'GBR'), ('r', 'ram', 'USA'))",Wimbledon_2024,6.0,USA,USA,0,1,1,0.09090909090909091,0.34965034965034963,0.5244755244755245
"(('c', 'ruud', 'NOR'), ('w', 'blumberg', 'USA'))",Wimbledon_2024,92.0,USA,USA,0,0,0,0.09090909090909091,0.34965034965034963,0.5244755244755245
"(('a', 'mies', 'DEU'), ('j-p', 'smith', 'AUS'))",Wimbledon_2024,62.0,DEU,DEU,0,0,0,0.055944055944055944,0.055944055944055944,0.055944055944055944
"(('f', 'marozsán', 'HUN'), ('vv', 'cornea', 'ROU'))",Wimbledon_2024,69.0,ROU,ROU,0,0,0,0.0,0.0,0.0
"(('f', 'martin', 'FRA'), ('m', 'middelkoop', 'NLD'))",Wimbledon_2024,166.0,FRA,FRA,0,0,0,0.055944055944055944,0.07692307692307693,0.06993006993006994
"(('b', 'stevens', 'NLD'), ('t', 'griekspoor', 'NLD'))",Wimbledon_2024,68.0,NLD,NLD,1,1,1,0.04895104895104895,0.06293706293706294,0.06293706293706294
"(('j', 'thompson', 'AUS'), ('m', 'purcell', 'AUS'))",Wimbledon_2024,31.0,AUS,AUS,1,1,1,0.055944055944055944,0.34965034965034963,0.34965034965034963
"(('j', 'clarke', 'GBR'), ('m', 'willis', 'GBR'))",Wimbledon_2024,276.0,GBR,GBR,1,1,1,0.13986013986013987,0.34965034965034963,0.34965034965034963
"(('a', 'molteni', 'ARG'), ('m', 'gonzález', 'ARG'))",Wimbledon_2024,21.0,ARG,ARG,1,1,1,0.06993006993006994,0.16783216783216784,0.26573426573426573
"(('pe', 'tsitsipas', 'GRC'), ('s', 'tsitsipas', 'GRC'))",Wimbledon_2024,83.0,GRC,GRC,1,1,1,0.006993006993006993,0.006993006993006993,0.006993006993006993
"(('t', 'macháč', 'CZE'), ('z', 'zhang', 'CHN'))",Wimbledon_2024,54.0,CZE,CZE,0,0,0,0.006993006993006993,0.006993006993006993,0.006993006993006993
"(('a', 'behar', 'URY'), ('a', 'pavlásek', 'CZE'))",Wimbledon_2024,36.0,URY,URY,0,0,0,0.0,0.16783216783216784,0.26573426573426573
"(('a', 'fery', 'GBR'), ('c', 'broom', 'GBR'))",Wimbledon_2024,185.0,GBR,GBR,1,1,1,0.13986013986013987,0.34965034965034963,0.34965034965034963
"(('a', 'rinderknech', 'FRA'), ('n', 'borges', 'PRT'))",Wimbledon_2024,359.0,PRT,PRT,0,0,0,0.006993006993006993,0.04195804195804196,0.04195804195804196
"(('n', 'mektić', 'HRV'), ('w', 'koolhof', 'NLD'))",Wimbledon_2024,8.0,NLD,NLD,0,0,0,0.04895104895104895,0.06293706293706294,0.06293706293706294
"(('f', 'coria', 'ARG'), ('m', 'navone', 'ARG'))",Wimbledon_2024,877.0,ARG,ARG,1,1,1,0.06993006993006994,0.16783216783216784,0.26573426573426573
"(('h', 'heliövaara', 'FIN'), ('h', 'patten', 'GBR'))",Wimbledon_2024,37.0,FIN,FIN,0,0,0,0.006993006993006993,0.006993006993006993,0.006993006993006993
"(('a', 'vavassori', 'ITA'), ('s', 'bolelli', 'ITA'))",Wimbledon_2024,11.0,ITA,ITA,1,1,1,0.027972027972027972,0.027972027972027972,0.027972027972027972
"(('j', 'munar', 'ESP'), ('p', 'martínez', 'ESP'))",Wimbledon_2024,246.0,ESP,ESP,1,1,1,0.02097902097902098,0.16783216783216784,0.26573426573426573
"(('d', 'lajović', 'SRB'), ('s', 'nagal', 'IND'))",Wimbledon_2024,425.0,SRB,SRB,0,0,0,0.0,0.027972027972027972,0.027972027972027972
"(('m', 'melo', 'BRA'), ('r', 'matos', 'BRA'))",Wimbledon_2024,40.0,BRA,BRA,1,1,1,0.027972027972027972,0.04195804195804196,0.04195804195804196
"(('j', 'fearnley', 'GBR'), ('j', 'jones', 'USA'))",Wimbledon_2024,408.0,GBR,GBR,0,1,1,0.13986013986013987,0.34965034965034963,0.34965034965034963
"(('f', 'cabral', 'PRT'), ('n', 'barrientos', 'COL'))",Wimbledon_2024,52.0,COL,COL,0,0,0,0.006993006993006993,0.16783216783216784,0.26573426573426573
