Rank,Player,Age,Points,Tournaments Played
262,Joao Menezes,24,304,23
263,Federico Zeballos,33,304,45
264,Tomas Barrios Vera,23,303,18
265,Blaz Rola,30,298,17
266,Federico Coria,29,298,22
267,Julian Ocleppo,23,298,31
268,Fabricio Neis,31,295,19
269,Vishnu Vardhan,33,293,27
270,Alejandro Tabilo,24,292,24
271,Hugo Gaston,20,288,22
272,Darian King,29,287,12
273,Lucas Pouille,27,281,14
274,Benjamin Lock,28,279,53
275,Michael Mmoh,23,275,5
276,Yannick Hanfmann,29,274,8
277,Brayden Schnur,25,271,23
278,Jannik Sinner,19,270,9
279,Junior A. Ore,28,268,36
280,Alejandro Gomez,29,265,33
281,Alex Molcan,23,261,7
282,Xin Gao,27,256,24
283,Michael Vrbensky,21,256,37
284,Steven Diez,30,254,26
285,Stefano Travaglia,29,251,17
286,Boris Arias,27,251,43
287,Andrew Harris,27,250,14
288,Nick Kyrgios,26,248,13
289,Denis Kudla,28,248,16
290,Vit Kopriva,24,245,38
291,Francisco Cabral,24,245,49
292,Jacopo Berrettini,22,244,30
293,Sanchai Ratiwatana,39,241,26
294,Mario Vilella Martinez,25,240,17
295,Corentin Denolly,24,239,33
296,Markus Eriksson,31,235,41
297,Roberto Cid Subervi,27,232,23
298,Mark Vervoort,30,231,41
299,Juan Pablo Varillas,25,229,23
300,Petros Tsitsipas,20,229,42
301,Fajing Sun,24,227,21
302,Kyle Edmund,26,225,6
303,Michael Geerts,26,224,30
304,Konstantin Kravchuk,36,222,22
305,Lorenzo Musetti,19,220,12
306,Yates Johnson,27,220,47
307,Hunter Johnson,27,220,49
308,Tomas Martin Etcheverry,21,219,31
309,Nuno Borges,24,217,21
310,Denis Istomin,34,216,16
311,Kamil Majchrzak,25,215,12
312,Kacper Zuk,22,214,27
313,Jakub Paul,22,214,34
314,Bradley Klahn,30,213,10
315,Andreas Siljestrom,39,213,18
316,Brydan Klein,31,212,17
317,Evgenii Tiurnev,24,212,33
318,Aziz Dougaz,24,211,38
319,Chris Guccione,35,210,4
320,Pedro Sousa,33,209,23
321,Pedro Cachin,26,208,24
322,Scott Clayton,27,208,26
323,Dmitry Popko,24,207,29
324,Alexander Merino,28,207,45
325,Donald Young,31,206,12
326,Eduard Esteve Lobato,26,206,29
327,Thai-Son Kwiatkowski,26,205,18
328,Hugo Dellien,28,205,22
329,Evan Hoyt,26,204,19
330,Nino Serdarusic,24,202,20
331,Harry Bourchier,25,202,30
332,David Marrero,41,201,34
333,Jonathan Eysseric,31,199,30
334,Lloyd Harris,24,198,8
335,Illya Marchenko,33,198,10
336,Alexander Erler,23,198,28
337,Jurij Rodionov,22,197,13
338,Marek Gengel,25,196,55
339,Jiri Lehecka,19,195,20
340,Ryan Nijboer,21,194,37
341,David Pichler,25,193,54
342,Yunseong Chung,23,192,21
343,Roman Safiullin,23,191,20
344,Pedro Sakamoto,27,191,24
345,Franco Agamenone,28,190,29
346,Renzo Olivo,29,185,18
347,Malek Jaziri,37,183,10
348,Thomas Fabbiano,32,183,11
349,Camilo Ugo Carabelli,22,183,39
350,Patrik Niklas-Salminen,24,182,19
351,Tomislav Draganja,26,182,19
352,Mikhail Elgin,39,181,9
353,Stan Wawrinka,36,180,7
354,Laslo Djere,26,180,10
355,Ricardas Berankis,31,180,14
356,Nikoloz Basilashvili,29,180,17
357,Shintaro Imai,27,177,27
358,Conner Huertas del Pino,25,177,40
359,Roberto Ortega-Olmedo,30,176,26
360,Emilio Gomez,29,175,15
361,Martin Damm,17,175,20
362,Grigoriy Lomakin,23,173,48
363,Botic van de Zandschulp,25,172,12
364,Piotr Matuszewski,23,172,35
365,Tallon Griekspoor,24,171,9
366,Jonas Forejtek,20,171,17
367,Runhao Hua,25,169,19
368,Altug Celikbilek,24,167,27
369,Javier Barranco Cosano,22,167,41
370,Yu Hsiou Hsu,22,164,35
371,Guillermo Garcia-Lopez,38,163,12
372,Victor Vlad Cornea,27,163,30
373,Elliot Benchetrit,22,162,11
374,Viktor Durasovic,24,161,24
375,Raul Brancaccio,24,161,35
376,Alexandr Cozbinov,26,161,49
377,Alexandru Jecan,33,161,50
378,Nicolas Alvarez,25,160,24
379,Vijay Sundar Prashanth,34,159,29
380,Jo-Wilfried Tsonga,36,158,5
381,Igor Marcondes,24,158,22
382,Riccardo Bonadio,27,156,25
383,Toby Kodat,18,155,22
384,Chun-Hsin Tseng,19,155,22
385,Manuel Pena Lopez,23,155,31
386,Sonchat Ratiwatana,39,153,20
387,Andrew Paulson,19,153,28
388,Artem Dubrivnyy,22,153,32
389,Akira Santillan,24,152,20
390,Ivan Liutarevich,25,152,30
391,Shintaro Mochizuki,18,150,24
392,Glenn Smits,30,150,35
393,Ivan Gakhov,24,148,29
394,Goncalo Falcao,33,148,42
395,Vladyslav Orlov,26,148,44
396,Thiago Agustin Tirante,20,147,24
397,David Poljak,25,146,43
398,Jiri Vesely,27,145,11
399,Blaz Kavcic,34,143,7
400,Marius Copil,30,142,12
401,Korey Lovett,25,142,24
402,Giulio Zeppieri,19,141,16
403,John Paul Fruttero,40,141,21
404,Fabian Fallert,24,141,31
405,Peter Heller,28,141,33
406T,Filip Krajinovic,29,140,7
406T,Yoshihito Nishioka,25,140,7
408,Thomas Fancutt,26,140,29
409,Jorge Panta,25,138,31
410,Petr Nouza,22,138,33
411,Francisco Cerundolo,22,137,23
412,Matteo Martineau,22,136,31
413,David Goffin,30,135,6
414,Aljaz Bedene,31,135,6
415,Gijs Brouwer,25,135,27
416,Juan Manuel Cerundolo,19,135,28
417,Alberto Barroso Campos,25,135,35
418,Anis Ghorbel,32,135,63
419,Luca Castelnuovo,24,134,42
420,Agustin Velotti,29,133,22
421,Brandon Walkin,26,131,28
422,Markos Kalovelonis,27,130,39
423,Cristian Rodriguez,31,129,32
424,Thanasi Kokkinakis,25,128,3
425,Soonwoo Kwon,23,128,8
426,Simon Freund,24,128,34
427,Alex Bolt,28,127,12
428,Austin Rapp,24,127,29
429,Timur Khabibulin,25,127,29
430,Nicolas Alberto Arreche,26,127,33
431,Luke Johnson,27,127,38
432,Calum Puttergill,27,124,19
433,Francesco Forti,21,124,28
434,Mariano Kestelboim,25,124,38
435,Sanjar Fayziev,26,122,26
436,Mateus Alves,20,122,41
437,Matias Zukas,25,122,50
438,Yan Bai,32,121,7
439,Mukund Sasikumar,24,121,8
440,Julian Bradley,28,120,34
441,Bart Stevens,23,120,35
442,Arthur Cazaux,18,119,10
443,Geoffrey Blancaneaux,22,119,28
444,Michail Pervolarakis,25,118,29
445,Joao Lucas Reis Da Silva,21,118,37
446,Benjamin Winter Lopez,23,118,43
447,Juan Pablo Paz,26,118,44
448,Jozef Kovalik,28,117,6
449,Mateusz Kowalczyk,34,117,9
450,Jelle Sels,25,117,21
451,Jaume Pla Malfeito,26,117,31
452,Courtney John Lock,24,117,33
453,Mats Hermans,25,116,31
454,Daniel Elahi Galan,25,114,12
455,Sergey Fomin,20,114,27
456,Marton Fucsovics,29,113,10
457,Ugo Humbert,23,113,12
458,Neil Oberleitner,21,113,23
459,Yan Bondarevskiy,21,113,39
460,Patrik Rikl,22,112,11
461,Flavio Cobolli,19,112,15
462,Kai Wehnelt,25,111,38
463,Alexandre Muller,24,110,13
464,Clement Tabur,21,110,33
465,Tuna Altuna,32,109,42
466,Oleg Prihodko,23,109,43
467,Andrej Martin,31,108,10
468,Nicolas Mejia,21,108,27
469,Uladzimir Ignatik,30,106,21
470,Hernan Casanova,27,106,30
471,Oscar Jose Gutierrez,28,106,34
472,Carlos Sanchez Jover,20,106,36
473,Arthur Reymond,22,106,37
474,Filip Peliwo,27,105,13
475,Tung-Lin Wu,23,105,15
476,Maximilian Neuchrist,29,105,18
477,Evan Zhu,22,105,32
478,Nick Hardt,20,105,34
479,Maxime Janvier,24,103,16
480,Ryan Peniston,25,103,24
481,Alessandro Bega,30,103,28
482,Alexandar Lazarov,23,103,33
483,Di Wu,29,102,9
484,George Goldhoff,26,102,24
485,Laurynas Grigelis,29,101,15
486,Francesco Vilardo,31,101,45
487,Kevin King,30,100,6
488,Daniil Golubev,19,100,13
489,Jose Hernandez-Fernandez,31,100,13
490,Igor Sijsling,33,100,16
491,Vaclav Safranek,27,100,20
492,Maximiliano Estevez,32,100,24
493,Rogerio Dutra Silva,37,99,9
494,Tom Jomby,30,99,14
495,Alexey Zakharov,21,99,21
496,Adam Taylor,30,99,26
497,Jason Taylor,27,99,28
498,Fabian Marozsan,21,99,30
499,Brandon Nakashima,19,98,8
500,Justin Butsch,26,98,28
501,Robert Strombachs,21,98,37
502,Rio Noguchi,22,98,51
503,Marco Trungelliti,31,97,8
504,Evgeny Karlovskiy,26,97,12
505,Florian Lakat,25,97,18
506,Constantin Schmitz,26,97,22
507,Yan Sabanin,31,97,32
508,Felix Corwin,25,97,39
509,David Perez Sanz,27,96,22
510,Reese Stalder,24,96,31
511,Luis Patino,27,96,32
512,Rafael Nadal,35,95,1
513,Ernesto Escobedo,24,95,8
514,Tim van Rijthoven,24,95,12
515,Thiago Seyboth Wild,21,95,13
516,Evgeny Donskoy,31,95,13
517,Jumpei Yamasaki,23,95,25
518,Mats Rosenkranz,22,95,30
519,Bogdan Bobrov,23,95,47
520,Mats Moraing,29,94,9
521,Alex Rybakov,24,94,14
522,Ian Dempster,26,94,25
523,Nenad Zimonjic,45,94,26
524,Franco Feitt,28,94,26
525,Pablo Vivero Gonzalez,26,94,31
526,Collin Altamirano,25,93,8
527,Giovanni Fonio,23,93,25
528,Michal Dembek,23,93,33
529,Max Houkes,20,93,34
530,Jose Fco. Vidal Azorin,28,93,51
531,Yannick Maden,31,92,10
532,Strong Kirchheimer,26,92,16
533,Sandro Ehrat,30,92,23
534,Maxime Tchoutakian,27,92,30
535,Vladimir Ivanov,34,92,32
536,Filip Bergevi,27,92,33
537,Moez Echargui,28,91,23
538,Antoine Bellier,24,91,24
539,Mark Whitehouse,28,91,31
540,Alexander Igoshin,29,91,31
541,Peter Gojowczyk,31,90,2
542,Yen-Hsun Lu,37,90,2
543,Lleyton Hewitt,40,90,6
544,Andreas Seppi,37,90,13
545,Marc Lopez,38,90,13
546,Albert Ramos-Vinolas,33,90,14
547,Jaroslav Pospisil,40,90,19
548,Antoine Escoffier,29,90,23
549,Rhett Purcell,25,90,25
550,Martins Podzus,26,90,25
551,Yannik Steinegger,20,90,28
552,Thiemo de Bakker,32,89,4
553,Go Soeda,36,89,6
554,Yasutaka Uchiyama,28,89,7
555,Joao Domingues,27,89,11
556,Gilbert Klier Junior,21,89,19
557,Ignacio Carou,21,89,50
558,Zhizhen Zhang,24,88,16
559,Yaraslav Shyla,28,88,21
560,Kai Lemstra,22,88,26
561,Francisco Comesana,20,88,31
562,Pedro Vives Marcos,20,88,35
563,Fermin Tenti,24,88,49
564,Yannick Mertens,34,86,22
565,Marat Deviatiarov,27,86,39
566,Ignacio Monzon,23,86,42
567,Jack Findel-Hawkins,26,85,17
568,Danilo Petrovic,29,84,11
569,Gian Marco Moroni,23,84,13
570,Dalibor Svrcina,18,84,21
571,Matias Franco Descotte,26,84,22
572,Maxim Ratniuk,25,84,23
573,Adrian Barbu,37,84,24
574,Davide Galoppini,26,84,29
575,Timur Kiyamov,24,84,37
576,Lukas Lacko,33,83,3
577,Elias Ymer,25,83,10
578,Daniel Dutra da Silva,32,83,17
579,Juan Ignacio Galarza,27,83,31
580,Daniele Capecchi,25,83,34
581,Mick Veldheer,25,83,41
582,Hiroki Moriya,30,82,9
583,Matheus Pucinelli De Almeida,20,82,23
584,Daniel Michalski,21,82,25
585,Anirudh Chandrasekar,22,82,28
586,David Jorda Sanchis,27,82,28
587,Simon Carr,21,82,29
588,Gabriel Petit,25,82,31
589,Julien Cagnina,27,81,6
590,Rameez Junaid,40,81,16
591,Ray Ho,21,81,20
592,Stefan Palosi,21,81,30
593,Volodoymyr Uzhylovskyi,33,81,42
594,Oscar Otte,27,80,6
595,Matteo Gigante,19,80,10
596,Johannes Haerteis,25,80,13
597,Ivan Nedelko,35,80,16
598,Jose Daniel Bendeck,30,80,17
599,Jeroen Vanneste,27,80,20
600,Hugo Grenier,25,79,14
601,Bernardo Saraiva,27,79,18
602,Nicolas Moreno De Alboran,23,79,21
603,Jan Satral,30,79,26
604,James Frawley,27,78,18
605,Luca Gelhardt,26,78,23
606,Damien Wenger,21,78,35
607,Kelsey Stevenson,31,78,38
608,Lorenzo Giustino,29,77,12
609,Danylo Kalenichenko,27,77,23
610,Sidane Pontjodikromo,20,77,27
611,Ricardo Rodriguez - Pace,28,77,33
612,Wilson Leite,29,77,34
613,Brandon Holt,23,76,10
614,Cem Ilkel,25,76,20
615,Jonathan Mridha,26,76,22
616,Alejo Lorenzo Lingua Lavallen,20,76,27
617,Dominic Stricker,18,75,10
618,Tomas Lipovsek Puches,28,75,33
619,Sagadat Ayap,26,75,42
620,Andres Artunedo Martinavarro,27,74,12
621,Zura Tkemaladze,21,74,23
622,Mick Lescure,28,73,15
623,Petros Chrysochos,25,73,18
624,Sebastian Baez,20,73,29
625,Genaro Alberto Olivieri,22,72,40
626,Petr Michnev,31,71,18
627,Jacob Grills,26,71,19
628,Duje Ajdukovic,20,71,21
629,Yuta Shimizu,22,71,26
630,Khumoyun Sultanov,22,71,28
631,Adam Moundir,26,70,24
632,Guy Orly Iradukunda,25,70,25
633,Albert Roglan,22,70,25
634,Sebastian Fanselow,29,70,26
635,Johan Nikles,24,70,34
636,Yosuke Watanuki,23,69,4
637,Frederico Ferreira Silva,26,69,10
638,Zizou Bergs,22,69,22
639,Fabrizio Ornago,29,69,29
640,Alexander Donski,22,69,41
641,Milos Raonic,30,68,6
642,Rudolf Molleker,20,68,11
643,Alfredo Perez,24,68,15
644,Daniel Altmaier,22,68,18
645,Peter Bothwell,25,68,26
646,Nick Chappell,28,68,31
647,Eric Vanshelboim,19,68,33
648,Cayetano March,20,68,34
649,Tiago Cacao,23,68,35
650,Umut Akkoyun,20,68,48
651,Attila Balazs,32,67,4
652,Andrea Arnaboldi,33,67,12
653,Yusuke Takahashi,23,67,14
654,Antoine Cornut-Chauvinc,20,67,24
655,Majed Kilani,24,67,26
656,Yanais Laurent,29,67,27
657,Georgii Kravchenko,20,66,38
658,Marcos Giron,27,65,9
659,Sebastian Ofner,25,65,14
660,Juan Sebastian Gomez,29,65,17
661,Bernabe Zapata Miralles,24,65,18
662,Titouan Droguet,20,65,21
663,Alexander Weis,24,65,31
664,Lucas Gerch,26,65,35
665,Naoki Tajima,20,65,42
666,Jeremy Beale,26,64,7
667,Alexander Pavlioutchenkov,35,64,12
668,Francesco Passaro,20,64,19
669,Aidan McHugh,20,64,23
670,Enrico Dalla Valle,23,64,25
671,Takuto Niki,33,64,30
672,Remy Bertola,22,64,37
673,Oleksii Krutykh,21,64,45
674,Juan Carlos Aguilar,22,63,11
675,Louis Tessa,23,63,27
676,Ugo Blanchet,22,63,28
677,Lorenzo Bocchi,23,63,36
678,Facundo Juarez,23,63,36
679,Erik Crepaldi,31,63,37
680,Aziz Ouakaa,21,63,52
681,Guilherme Clezar,28,62,9
682,Daniel Kossek,24,62,22
683,Robin Stanek,26,62,22
684,Lucas Poullain,25,62,23
685,Ryota Tanuma,25,62,29
686,Borna Gojo,23,61,8
687,Alexey Vatutin,28,61,14
688,Eduardo Struvay,30,61,15
689,Yann Wojcik,24,61,23
690,Ondrej Krstev,24,61,24
691,Aldin Setkic,33,61,37
692,Jaime Bendeck,24,60,10
693,Alexander Zhurbin,29,60,11
694,Facundo Arguello,28,60,11
695,Harold Mayot,19,60,13
696,Christopher Heyman,27,60,14
697,Francis Casey Alcantara,29,60,23
698,Peter Nagy,29,60,23
699,Sarp Agabigun,24,60,29
700,Kento Takeuchi,33,60,29
701,Gonzalo Villanueva,26,59,29
702,Yanki Erel,20,59,31
703,Kuan-Yi Lee,24,58,8
704,Sumit Nagal,23,58,8
705,Oliver Crawford,22,58,12
706,Ben Jones,23,58,14
707,Maverick Banes,29,58,16
708,Aleksandre Metreveli,27,58,16
709,Harrison Adams,27,58,16
710,Baptiste Crepatte,26,58,19
711,Arthur Bouquier,20,58,21
712,George Tsivadze,28,58,23
713,Quentin Robert,26,58,25
714,Arnaud Bovy,20,58,25
715,Theo Arribage,20,58,27
716,Kristjan Tamm,23,58,34
717,Andrey Chepelev,22,58,50
718,Hendrik Jebens,25,57,16
719,Jason Jung,32,57,17
720,Louis Dussin,21,57,28
721,Sho Shimabukuro,23,56,19
722,Vladimir Korolev,25,56,28
723,Mikhail Fufygin,31,56,28
724,Maxime Mora,24,56,30
725,Yecong He,27,55,15
726,Vasilios Caripi,29,55,19
727,Billy Harris,26,55,22
728,Riccardo Balzerani,22,55,26
729,Santiago Rodriguez Taverna,21,55,28
730,Nicholas David Ionel,18,55,32
731,Lasse Muscheites,25,54,13
732,Christian Lindell,29,54,18
733,Frane Nincevic,22,54,21
734,Jonathan Binding,28,54,28
735,Fabio Coelho,21,54,33
736,Mirko Martinez,23,54,33
737,Nicaise Muamba,20,53,4
738,Matteo Viola,33,53,5
739,Mathias Bourgue,27,53,5
740,Axel Geller,22,53,7
741,Dennis Novak,27,53,9
742,Christopher O'Connell,27,53,10
743,Jody Maginley,26,53,27
744,Alexander Shevchenko,20,53,33
745,Daniel Cukierman,25,52,6
746,Alexander Ritschard,27,52,9
747,Benjamin Hassan,26,52,9
748,Niels Lootsma,26,52,14
749,Makoto Ochi,25,52,17
750,Kirill Kivattsev,23,52,19
751,Juan Bautista Otegui,22,52,21
752,Quentin Folliot,22,52,24
753,Colin Sinclair,26,52,24
754,Manish Sureshkumar,21,52,31
755,Alejandro Mendoza,31,52,34
756,Jack Draper,19,51,9
757,Aoran Wang,24,51,19
758,Joffrey De Schepper,29,51,20
759,Charlie Emhardt,26,51,20
760,Alec Adamson,26,51,22
761,Guido Ivan Justo,23,51,32
762,Bjorn Fratangelo,27,50,8
763,Raheel Manji,24,50,15
764,Michiel De Krom,23,50,15
765,Jordi Arconada,24,50,22
766,Pak Long Yeung,26,50,25
