Rank,Player,Age,Points,Tournaments Played
1,Mate Pavic,28,"8,565",26
2,Joe Salisbury,29,"8,353",26
3,Nikola Mektic,33,"8,230",26
4,Rajeev Ram,38,"8,103",24
5,Horacio Zeballos,36,"7,000",21
6,Marcel Granollers,35,"6,843",22
7,Nicolas Mahut,40,"6,800",26
8,Pierre-Hugues Herbert,31,"5,870",16
9,Tim Puetz,34,"5,125",27
10,John Peers,33,"5,025",27
11,Filip Polasek,36,"4,770",31
12,Michael Venus,34,"4,736",26
13T,Juan Sebastian Cabal,35,"4,710",23
13T,Robert Farah,35,"4,710",23
15,Kevin Krawietz,30,"4,328",30
16,Neal Skupski,32,"4,140",32
17,Wesley Koolhof,32,"4,120",28
18,Horia Tecau,37,"3,840",17
19,Bruno Soares,40,"3,840",22
20,Jamie Murray,36,"3,408",28
21,Simone Bolelli,36,"3,213",31
22,Santiago Gonzalez,39,"3,153",40
23,Ivan Dodig,37,"3,010",31
24,Jean-Julien Rojer,40,"2,968",30
25,Andrey Golubev,34,"2,920",40
26,Marcelo Arevalo,31,"2,880",37
27,Maximo Gonzalez,38,"2,638",26
28,Matwe Middelkoop,38,"2,553",43
29,Max Purcell,23,"2,527",30
30,Rohan Bopanna,42,"2,480",33
31,Andres Molteni,34,"2,435",40
32,Sander Gille,31,"2,405",41
33,Austin Krajicek,31,"2,305",32
34,Raven Klaasen,39,"2,296",32
35,Joran Vliegen,28,"2,290",35
36,Andreas Mies,31,"2,286",32
37,Nick Kyrgios,26,"2,283",8
38,Ben McLachlan,29,"2,267",36
39,Edouard Roger-Vasselin,38,"2,225",22
40,Matthew Ebden,34,"2,204",20
41,Fabrice Martin,35,"2,183",43
42,Thanasi Kokkinakis,25,"2,128",5
43,Marcelo Melo,38,"2,123",32
44,Gonzalo Escobar,33,"2,095",45
45,Ariel Behar,32,"2,095",53
46,Fabio Fognini,34,"1,993",17
47,Aisam-Ul-Haq Qureshi,42,"1,979",39
48,Robin Haase,34,"1,927",22
49,Hugo Nys,31,"1,919",41
50,Tomislav Brkic,32,"1,875",42
51,Nikola Cacic,31,"1,875",44
52,John Isner,36,"1,790",8
53,Daniel Evans,31,"1,766",23
54,Steve Johnson,32,"1,715",12
55,Oliver Marach,41,"1,715",25
56,Luke Saville,28,"1,703",47
57,Jack Sock,29,"1,690",12
58,Harri Heliovaara,32,"1,676",39
59,Marcus Daniell,32,"1,585",33
60,Franko Skugor,34,"1,560",20
61,Pedro Martinez,24,"1,534",25
62,Lukasz Kubot,39,"1,523",17
63,Aleksandr Nedovyesov,35,"1,519",36
64,Philipp Oswald,36,"1,490",36
65,Andrey Rublev,24,"1,480",14
66,Alexander Bublik,24,"1,400",27
67,Rafael Matos,26,"1,397",48
68,Hans Hach Verdugo,32,"1,387",39
69,Stefanos Tsitsipas,23,"1,385",13
70,Feliciano Lopez,40,"1,350",12
71,Jonathan Erlich,44,"1,338",35
72,Denis Shapovalov,22,"1,335",12
73,Andre Goransson,27,"1,318",45
74,Marcelo Demoliner,33,"1,295",28
75,Jan Zielinski,25,"1,286",34
76,Andrea Vavassori,26,"1,284",54
77,Sam Querrey,34,"1,260",11
78,Lloyd Glasspool,28,"1,258",33
79,Benoit Paire,32,"1,211",27
80,Dominic Inglot,36,"1,186",28
81,Hubert Hurkacz,25,"1,180",19
82,Jeremy Chardy,35,"1,146",13
83,Jonny O'Mara,27,"1,140",31
84,Denys Molchanov,34,"1,138",41
85,Matej Sabanov,29,"1,138",48
86,David Vega Hernandez,27,"1,128",51
87,Ivan Sabanov,29,"1,117",47
88,Roman Jebavy,32,"1,107",44
89,Fabien Reboul,26,"1,103",54
90,Sadio Doumbia,31,"1,103",58
91,Ken Skupski,38,"1,089",25
92,Nathaniel Lammons,28,"1,080",53
93,Aslan Karatsev,28,"1,077",16
94,Matt Reid,31,"1,077",42
95,Ramkumar Ramanathan,27,"1,074",30
96,Szymon Walkow,26,"1,072",46
97,Felipe Meligeni Alves,24,"1,056",38
98,Romain Arneodo,29,"1,050",45
99,John-Patrick Smith,33,"1,044",38
100,Pablo Andujar,36,"1,035",7
101,Alexander Zverev,24,"1,035",11
102,Andrei Vasilevski,30,997,35
103,Frederik Nielsen,38,989,28
104,Jackson Withrow,28,987,43
105,Hunter Reese,29,985,42
106,Alexander Erler,24,969,28
107,Fernando Romboli,33,950,53
108,Miguel Angel Reyes-Varela,34,937,44
109,Orlando Luz,24,936,46
110T,Bob Bryan,43,935,9
110T,Mike Bryan,43,935,9
112,Sam Weissborn,30,934,44
113,Sander Arends,30,925,28
114,Albano Olivetti,30,923,44
115,Robert Galloway,29,895,37
116,Lucas Miedler,25,885,34
117,Alex Lawson,28,870,48
118,Evan King,29,854,48
119,Dominik Koepfer,27,839,13
120,Artem Sitak,36,828,49
121,Diego Hidalgo,28,827,39
122,Felix Auger-Aliassime,21,825,13
123,Max Schnur,29,812,39
124,Nicholas Monroe,39,782,42
125,Jurgen Melzer,40,768,16
126,Guillermo Duran,33,759,32
127,Lloyd Harris,25,750,11
128,Dustin Brown,37,740,28
129,Nicolas Barrientos,34,738,34
130,Goncalo Oliveira,27,738,46
131,Sem Verbeek,27,735,33
132,Antonio Sancic,33,734,29
133,Treat Huey,36,733,29
134,David Pel,30,731,32
135,Francisco Cabral,25,729,43
136,Diego Schwartzman,29,728,14
137,Zdenek Kolar,25,727,29
138,Alex de Minaur,23,720,14
139,Jannik Sinner,20,700,10
140,Lorenzo Sonego,26,700,11
141,Cameron Norrie,26,698,14
142,Andre Begemann,37,695,32
143,Luke Bambridge,27,686,21
144,Cristian Rodriguez,31,680,37
145,Benjamin Bonzi,25,677,20
146,Divij Sharan,36,676,37
147,Henri Kontinen,31,675,14
148,Igor Zelenay,39,666,34
149,Jan-Lennard Struff,31,660,15
150,Taylor Fritz,24,653,13
151,Nuno Borges,25,652,17
152,Andrej Martin,32,652,22
153,Sergiy Stakhovsky,36,641,19
154,Marc Polmans,24,636,18
155,Luis David Martinez,32,628,53
156,Sergio Galdos,32,623,38
157,William Blumberg,24,620,10
158,Guido Pella,31,608,15
159,Sergio Martos Gornes,27,607,56
160,N.Sriram Balaji,32,606,47
161,Arthur Rinderknech,26,597,16
162,Tommy Paul,24,585,13
163,Vitaliy Sachko,24,580,28
164,Marco Bortolotti,31,564,49
165,Joao Sousa,32,558,15
166,Jamie Cerretani,40,551,48
167,Reilly Opelka,24,550,8
168,Jesper de Jong,21,547,34
169,Marc-Andrea Huesler,25,540,22
170,Alejandro Gomez,30,520,30
171,Dominic Stricker,19,511,11
172,Manuel Guinard,26,503,33
173,Karol Drzewiecki,26,499,37
174,Victor Vlad Cornea,28,499,48
175,Jordan Thompson,27,488,16
176,Arjun Kadhe,28,484,36
177,Radu Albot,32,477,19
178,Andy Murray,34,475,6
179,Ruben Bemelmans,34,475,16
180,Ruben Gonzales,36,475,40
181,Antoine Hoang,26,474,14
182,Fabian Fallert,24,471,32
183,Emil Ruusuvuori,22,463,14
184,Luca Margaroli,30,460,50
185,Jeevan Nedunchezhiyan,33,459,40
