Rank,Player,Age,Points,Tournaments Played
1,Joe Salisbury,30,"8,303",25
2,Rajeev Ram,38,"8,053",23
3,Mate Pavic,28,"6,465",26
4,Nikola Mektic,33,"6,210",28
5,Nicolas Mahut,40,"6,155",25
6,Horacio Zeballos,37,"5,590",20
7,Marcel Granollers,36,"5,478",19
8,Pierre-Hugues Herbert,31,"5,350",14
9T,Juan Sebastian Cabal,36,"5,095",23
9T,Robert Farah,35,"5,095",23
11,Wesley Koolhof,33,"5,080",25
12,Neal Skupski,32,"4,775",28
13,Michael Venus,34,"4,733",25
14,Kevin Krawietz,30,"4,505",24
15,John Peers,33,"4,325",24
16,Filip Polasek,36,"4,140",26
17,Tim Puetz,34,"4,123",19
18,Simone Bolelli,36,"3,768",27
19,Jamie Murray,36,"3,708",28
20,John Isner,37,"3,660",10
21,Bruno Soares,40,"3,240",19
22,Andrey Golubev,34,"3,229",38
23,Andreas Mies,31,"3,170",29
24,Maximo Gonzalez,38,"2,990",23
25,Santiago Gonzalez,39,"2,965",37
26,Ivan Dodig,37,"2,730",32
27,Rohan Bopanna,42,"2,705",29
28,Marcelo Arevalo,31,"2,700",31
29,Jean-Julien Rojer,40,"2,690",29
30,Nick Kyrgios,27,"2,688",8
31,Horia Tecau,37,"2,680",12
32,Max Purcell,24,"2,670",27
33,Thanasi Kokkinakis,26,"2,578",8
34,Austin Krajicek,31,"2,510",32
35,Fabio Fognini,34,"2,488",16
36,Hubert Hurkacz,25,"2,450",18
37,Matthew Ebden,34,"2,439",20
38,Andres Molteni,34,"2,295",36
39,Matwe Middelkoop,38,"2,265",38
40,Marcelo Melo,38,"2,138",30
41,Ben McLachlan,30,"2,001",36
42,Harri Heliovaara,32,"1,941",37
43,Tomislav Brkic,32,"1,920",37
44,Nikola Cacic,31,"1,920",38
45,Ariel Behar,32,"1,900",46
46,Sander Gille,31,"1,895",33
47,Gonzalo Escobar,33,"1,895",40
48,Raven Klaasen,39,"1,868",28
49,Aisam-Ul-Haq Qureshi,42,"1,854",34
50,Joran Vliegen,28,"1,780",29
51,Pedro Martinez,25,"1,772",23
52,Rafael Matos,26,"1,766",42
53,Edouard Roger-Vasselin,38,"1,740",22
54,Fabrice Martin,35,"1,713",33
55,Steve Johnson,32,"1,670",10
56,Jack Sock,29,"1,655",11
57,David Vega Hernandez,27,"1,600",44
58,Aleksandr Nedovyesov,35,"1,583",34
59,Robin Haase,35,"1,580",22
60,Philipp Oswald,36,"1,525",31
61,Lloyd Glasspool,28,"1,510",31
62,Hugo Nys,31,"1,494",38
63,Jan Zielinski,25,"1,490",34
64,Andre Goransson,28,"1,424",38
65,Hans Hach Verdugo,32,"1,408",38
66,Alexander Bublik,24,"1,400",27
67,Feliciano Lopez,40,"1,395",10
68,Andrey Rublev,24,"1,390",13
69,Luke Saville,28,"1,359",37
70,Marcus Daniell,32,"1,352",22
71,Roman Jebavy,32,"1,315",38
72,Francisco Cabral,25,"1,270",38
73,Oliver Marach,41,"1,230",16
74,Jonathan Erlich,45,"1,218",28
75,Pablo Andujar,36,"1,210",9
76,Sam Querrey,34,"1,170",10
77,Aslan Karatsev,28,"1,167",17
78,Felipe Meligeni Alves,24,"1,157",33
79,Denis Shapovalov,23,"1,155",11
80,Miguel Angel Reyes-Varela,34,"1,145",38
81,Ramkumar Ramanathan,27,"1,143",29
82,Nathaniel Lammons,28,"1,113",45
83,Alexander Erler,24,"1,086",29
84,Andrea Vavassori,27,"1,079",43
85,Matej Sabanov,29,"1,074",42
86,Nicolas Barrientos,35,"1,061",39
87,Ivan Sabanov,29,"1,058",41
88,Szymon Walkow,26,"1,048",42
89,Denys Molchanov,35,"1,045",34
90,Nuno Borges,25,"1,043",18
91,Albano Olivetti,30,"1,036",40
92,Jonny O'Mara,27,"1,022",27
93,Hunter Reese,29,"1,022",37
94,Jackson Withrow,28,"1,019",42
95,Sadio Doumbia,31,999,54
96,Stefanos Tsitsipas,23,995,11
97,Fabien Reboul,26,994,52
98,Robert Galloway,29,989,32
99,Lucas Miedler,25,984,35
100,Lukasz Kubot,40,954,19
101,Diego Hidalgo,29,942,38
102,Romain Arneodo,29,937,37
103,Sander Arends,30,936,23
104,John-Patrick Smith,33,934,33
105,Cristian Rodriguez,31,933,37
106,Sam Weissborn,30,920,38
107,Max Schnur,29,919,38
108,Orlando Luz,24,906,36
109,Matt Reid,31,895,28
110,Fernando Romboli,33,890,46
111,Lloyd Harris,25,885,13
112,Artem Sitak,36,878,42
113,Alex Lawson,28,878,43
114,Ken Skupski,39,871,24
115,Benoit Paire,33,866,19
116,Dominic Inglot,36,865,16
117,David Pel,30,846,28
118,Andrei Vasilevski,30,821,21
119,Zdenek Kolar,25,803,27
120,Franko Skugor,34,800,15
121,Cameron Norrie,26,788,15
122,Nicholas Monroe,40,769,35
123,Marcelo Demoliner,33,760,17
124,Diego Schwartzman,29,758,11
125,Treat Huey,36,744,26
126,Dominik Koepfer,28,734,11
127,Antonio Sancic,33,731,23
128,William Blumberg,24,730,13
129,Luis David Martinez,33,727,46
130,Goncalo Oliveira,27,724,39
131,Alexander Zverev,25,720,10
132,Alex de Minaur,23,720,14
133,Andrej Martin,32,703,24
134,Jannik Sinner,20,700,9
135,Jesper de Jong,21,698,33
136,Igor Zelenay,39,691,28
137,Frederik Nielsen,38,683,20
138,Evan King,30,679,39
139,Bart Stevens,24,677,35
140,Sem Verbeek,28,657,30
141,Guillermo Duran,33,634,23
142,Lorenzo Sonego,27,630,13
143,Tommy Paul,25,630,15
144,Jan-Lennard Struff,32,615,11
145,Federico Delbonis,31,615,17
146,Taylor Fritz,24,608,10
147,Dustin Brown,37,607,21
148,Marco Bortolotti,31,605,45
149,Felix Auger-Aliassime,21,600,11
150,Vitaliy Sachko,24,594,26
151,Sergio Martos Gornes,27,583,47
152,Jonathan Eysseric,31,579,30
153,Arthur Rinderknech,26,573,12
154,Benjamin Bonzi,25,571,14
155,Sergio Galdos,32,569,32
156,N.Sriram Balaji,32,564,39
157,Victor Vlad Cornea,28,554,43
158,Reilly Opelka,24,550,6
159,Jamie Cerretani,40,543,41
160,Marc-Andrea Huesler,25,540,19
161,Ruben Gonzales,36,540,40
162,Fabian Fallert,25,538,36
163,Arjun Kadhe,28,533,37
164,Jeremy Chardy,35,518,6
165,Divij Sharan,36,503,31
166,Andre Begemann,37,502,21
167,Manuel Guinard,26,495,25
168,Karol Drzewiecki,26,495,37
169,Alejandro Gomez,30,493,22
170,Jordan Thompson,28,488,15
171,Dominic Stricker,19,486,8
172,Yu Hsiou Hsu,23,474,36
173,Ruben Bemelmans,34,468,13
174,Federico Zeballos,33,463,40
175,Daniel Masur,27,461,15
176,Gijs Brouwer,26,457,36
177,Ricardas Berankis,31,450,7
178,Saketh Myneni,34,448,18
179,Luca Margaroli,30,441,43
180,Luciano Darderi,20,440,21
181,Pablo Cuevas,36,438,14
182,JC Aragone,26,438,29
183,Peter Polansky,33,434,17
184,Daniel Evans,32,431,19
185,Purav Raja,36,428,32
186,Jeevan Nedunchezhiyan,33,428,38
187,Hernan Casanova,28,418,34
188,Vladyslav Manafov,29,417,30
189,Emil Ruusuvuori,23,415,9
190,Dan Added,23,412,28
191,Renzo Olivo,30,410,18
192,Henri Kontinen,31,405,8
193,Antoine Hoang,26,402,14
194,Roberto Quiroz,30,400,27
195,Petros Tsitsipas,21,400,39
196,Marc Polmans,25,399,11
197,Martin Cuevas,30,397,27
198,Luke Bambridge,27,393,13
199T,Bob Bryan,44,390,6
199T,Mike Bryan,44,390,6
201,Sergiy Stakhovsky,36,390,10
202,Andy Murray,35,385,5
203,Benjamin Lock,29,385,45
204,Jaume Munar,25,381,14
205,Frances Tiafoe,24,380,8
206,Christian Harrison,27,379,17
207,Adam Pavlasek,27,378,20
208,Markos Kalovelonis,28,374,34
209,Quentin Halys,25,371,16
210,Sanjar Fayziev,27,368,34
211,Casper Ruud,23,360,6
212,Karen Khachanov,26,360,10
213,Geoffrey Blancaneaux,23,356,30
214,Dennis Novikov,28,353,24
215,Hunter Johnson,27,348,29
216,Jelle Sels,26,347,23
217,Jurgen Melzer,41,345,10
218,Radu Albot,32,342,15
219,Roberto Carballes Baena,29,341,9
220,Nicolas Jarry,26,340,8
221,Hugo Gaston,21,340,12
222,Marcos Giron,28,335,7
223,Pedro Cachin,27,332,14
224,Vasek Pospisil,31,330,6
225,Michail Pervolarakis,25,327,24
226,Reese Stalder,25,327,35
227,Dane Sweeny,21,324,29
228,Marek Gengel,26,323,42
229,Tim van Rijthoven,25,321,11
230,Francesco Forti,22,320,28
231,Sebastian Korda,21,318,5
232,Grigoriy Lomakin,24,318,46
233,Thiago Monteiro,27,315,10
234,Jiri Lehecka,20,314,9
235,Santiago Rodriguez Taverna,22,312,33
236,Adrian Menendez-Maceiras,36,311,21
237,Joao Sousa,33,310,11
238,Leandro Riedi,20,310,17
239,JiSung Nam,28,307,22
240,Facundo Mena,29,307,24
241,Camilo Ugo Carabelli,22,302,26
242,Piotr Matuszewski,24,300,34
243,Mark Vervoort,31,298,31
244,Li Tu,25,297,15
245,Julian Lenz,29,296,18
246,Nicolas Mejia,22,290,23
247,Boris Arias,28,284,37
248,Mateus Alves,21,280,29
249,Nino Serdarusic,25,277,14
250,Robert Lindstedt,45,276,12
251,Alexander Merino,29,272,45
252,Alexei Popyrin,22,270,7
253,Botic van de Zandschulp,26,270,8
254,Matheus Pucinelli De Almeida,21,268,19
255,Franco Agamenone,29,267,19
256,Denis Kudla,29,266,12
257,Michael Geerts,27,265,31
258,Giulio Zeppieri,20,260,16
259,Markus Eriksson,32,259,26
260,Theo Arribage,21,258,34
