Rank,Player,Age,Points,Tournaments Played
89,Sadio Doumbia,31,"1,079",53
90,Fabien Reboul,26,"1,078",50
91,Denys Molchanov,34,"1,070",35
92,Szymon Walkow,26,"1,065",43
93,Pablo Andujar,36,"1,060",8
94,Matej Sabanov,29,"1,054",42
95,John-Patrick Smith,33,"1,051",32
96,Ivan Sabanov,29,"1,033",41
97,Albano Olivetti,30,"1,022",40
98,Dominic Inglot,36,"1,015",18
99,Miguel Angel Reyes-Varela,34,992,39
100,Matt Reid,31,983,31
101,Romain Arneodo,29,982,39
102,Robert Galloway,29,975,31
103,Ken Skupski,39,969,24
104,Alexander Erler,24,965,27
105,Jeremy Chardy,35,943,8
106,Francisco Cabral,25,925,40
107,Andrei Vasilevski,30,920,26
108,Nicolas Barrientos,35,911,36
109,Sam Weissborn,30,909,39
110,Fernando Romboli,33,899,46
111,Sander Arends,30,896,23
112,Franko Skugor,34,890,16
113,Max Schnur,29,878,39
114,Orlando Luz,24,871,39
115,Alex Lawson,28,865,42
116,Lucas Miedler,25,863,33
117,Artem Sitak,36,850,43
118,Frederik Nielsen,38,846,22
119,Diego Hidalgo,29,844,36
120,Lloyd Harris,25,840,13
121,Dominik Koepfer,27,839,12
122,Zdenek Kolar,25,836,26
123,Cristian Rodriguez,31,824,38
124,Evan King,30,816,43
125,Nicholas Monroe,40,782,34
126,Goncalo Oliveira,27,765,43
127,Nuno Borges,25,762,18
128,Sem Verbeek,28,744,31
129,David Pel,30,743,27
130,William Blumberg,24,730,13
131,Luis David Martinez,32,730,49
132,Alex de Minaur,23,720,15
133,Antonio Sancic,33,709,24
134,Jannik Sinner,20,700,9
135,Cameron Norrie,26,698,14
136,Andrej Martin,32,682,25
137,Dustin Brown,37,677,21
138,Treat Huey,36,672,25
139,Jan-Lennard Struff,32,660,13
140,Divij Sharan,36,658,32
141,Felix Auger-Aliassime,21,645,12
142,Igor Zelenay,39,641,28
143,Lorenzo Sonego,26,630,13
144,Sergio Martos Gornes,27,622,48
145,Sergio Galdos,32,619,33
146,Federico Delbonis,31,615,17
147,Guillermo Duran,33,615,25
148,Jesper de Jong,21,610,32
149,Taylor Fritz,24,608,11
150,Marco Bortolotti,31,600,47
151,Jurgen Melzer,40,598,12
152,Arthur Rinderknech,26,597,12
153,Sergiy Stakhovsky,36,593,12
154,Luke Bambridge,27,588,15
155,Marc-Andrea Huesler,25,585,21
156,Benjamin Bonzi,25,579,15
157,Marc Polmans,24,577,13
158,Jonathan Eysseric,31,571,29
159,Vitaliy Sachko,24,564,26
160,Reilly Opelka,24,550,6
161,N.Sriram Balaji,32,549,39
162,Andre Begemann,37,545,25
163,Jamie Cerretani,40,545,42
164,Victor Vlad Cornea,28,544,44
165,Dominic Stricker,19,541,10
166,Henri Kontinen,31,540,11
167,Tommy Paul,24,540,13
168,Ruben Bemelmans,34,540,15
169,Manuel Guinard,26,534,26
170,Arjun Kadhe,28,531,36
171,Bart Stevens,24,527,35
172,Fabian Fallert,24,525,34
173,Karol Drzewiecki,26,523,37
174,Alejandro Gomez,30,519,24
175,Diego Schwartzman,29,503,11
176,Jordan Thompson,28,488,15
177,Andy Murray,34,475,6
178,Luca Margaroli,30,475,43
179,Yu Hsiou Hsu,23,474,38
180,Jeevan Nedunchezhiyan,33,471,36
181,Ruben Gonzales,36,468,41
182,Emil Ruusuvuori,23,463,11
183,Purav Raja,36,455,32
184,Ricardas Berankis,31,450,7
185,Gijs Brouwer,26,445,36
186,Daniel Masur,27,441,16
187,Peter Polansky,33,434,18
188,Daniel Evans,31,431,21
189,Federico Zeballos,33,429,41
190,Jaume Munar,24,426,15
191,Saketh Myneni,34,426,18
192,Joao Sousa,33,423,11
193,Pablo Cuevas,36,416,11
194,Martin Cuevas,30,416,28
195,Quentin Halys,25,410,14
196,Vladyslav Manafov,29,410,31
197,Antoine Hoang,26,402,15
198,Petros Tsitsipas,21,391,39
199T,Bob Bryan,43,390,7
199T,Mike Bryan,43,390,7
201,Luciano Darderi,20,390,20
202,Renzo Olivo,30,388,18
203,Roberto Carballes Baena,29,386,10
204,Guido Pella,31,383,10
205,JC Aragone,26,373,28
206,Benjamin Lock,29,373,48
207,Dan Added,23,366,27
208,Christian Harrison,27,363,17
209,Dennis Novikov,28,361,24
210,Casper Ruud,23,360,7
211,Karen Khachanov,25,360,11
212,Robert Lindstedt,45,360,15
213,Roberto Quiroz,30,357,26
214,Geoffrey Blancaneaux,23,356,30
215,Hunter Johnson,27,354,30
216,Christopher Rungkat,32,348,18
217,Julian Lenz,29,346,18
218,Radu Albot,32,342,16
219,Nicolas Jarry,26,340,8
220,Reese Stalder,25,338,36
221,Marcos Giron,28,335,7
222,Frances Tiafoe,24,335,7
223,JiSung Nam,28,334,23
224,Pedro Cachin,27,332,15
225,Vasek Pospisil,31,330,6
226,Hugo Gaston,21,330,11
227,Michail Pervolarakis,25,326,26
228,Dane Sweeny,21,325,30
229,Tim van Rijthoven,25,323,11
230,Mark Vervoort,31,321,31
231,Hernan Casanova,28,320,31
232,Sebastian Korda,21,318,5
233,Francesco Forti,22,317,27
234,Daniil Medvedev,26,315,3
235,Adrian Mannarino,33,315,7
236,Thiago Monteiro,27,315,10
237,Jiri Lehecka,20,314,12
238,Denis Kudla,29,313,14
239,Facundo Mena,29,307,25
240,Camilo Ugo Carabelli,22,305,28
241,Marek Gengel,26,305,42
242,Dominic Thiem,28,300,1
243,Grigoriy Lomakin,24,292,46
244,Botic van de Zandschulp,26,290,10
245,Piotr Matuszewski,24,290,33
246,Leandro Riedi,20,287,15
247,Franco Agamenone,29,287,20
248,Li Tu,25,281,13
249,Tristan Lamasine,29,280,15
250,Mateus Alves,21,280,29
251,Nino Serdarusic,25,277,14
252,Markos Kalovelonis,27,274,33
253,Matheus Pucinelli De Almeida,21,272,21
254,Jelle Sels,26,271,21
255,Alexei Popyrin,22,270,7
256,Sanjar Fayziev,27,269,33
257,Vishnu Vardhan,34,268,18
258,Markus Eriksson,32,268,29
259,Tomas Martin Etcheverry,22,263,26
260,Giulio Zeppieri,20,260,15
261,Guido Andreozzi,30,258,14
262,Santiago Rodriguez Taverna,22,258,33
263,Alexandr Cozbinov,26,258,38
264,Adam Pavlasek,27,256,19
265,Alexander Merino,29,256,45
266,Carlos Gomez-Herrera,31,252,14
267,Marton Fucsovics,30,248,8
268,Dusan Lajovic,31,248,16
269,Boris Arias,28,248,37
270,Neil Oberleitner,22,244,27
271,Jakub Paul,23,241,25
272,Tomas Barrios Vera,24,240,12
273,Andrew Paulson,20,240,25
274,Soonwoo Kwon,24,238,6
275,MinKyu Song,31,236,15
276,David Pichler,26,236,30
277,Michael Geerts,27,233,31
278,Vit Kopriva,24,232,20
279,Alexandre Muller,25,231,12
280,Adrian Menendez-Maceiras,36,231,19
281,Tennys Sandgren,30,230,11
282,Andrea Pellegrino,25,228,23
283,Federico Gaio,30,227,10
284,Kacper Zuk,23,227,18
285,Luis Patino,28,227,29
286,Filip Krajinovic,30,225,9
287,Lorenzo Musetti,20,225,9
288,Hendrik Jebens,26,225,28
289,Alberto Barroso Campos,25,223,27
290,Liam Broady,28,222,12
291,Roman Safiullin,24,222,13
292,Conner Huertas del Pino,26,219,29
293,Mats Hermans,26,219,31
294,Tristan Schoolkate,21,218,23
295,Niklas Schell,23,218,25
296,Riccardo Bonadio,28,218,27
297,Corentin Denolly,24,216,24
298,Facundo Bagnis,32,215,10
299,Evgenii Tiurnev,25,214,19
300,Teymuraz Gabashvili,36,214,22
301,Theo Arribage,21,213,33
302,Ernesto Escobedo,25,211,7
303,Stefan Kozlov,24,208,5
304,Thiago Agustin Tirante,21,206,16
305,Alexandru Jecan,33,202,43
306,Rinky Hijikata,21,201,23
307,Michael Vrbensky,22,201,24
308,Luca Castelnuovo,25,201,35
309,Oleg Prihodko,24,201,40
310,Daniel Altmaier,23,199,11
311,Lukas Rosol,36,199,11
312,Mackenzie McDonald,27,198,12
313,Roberto Ortega-Olmedo,30,198,17
314,Skander Mansouri,26,194,20
315,Raul Brancaccio,24,193,24
316,Ante Pavic,33,192,11
317,Andrea Collarini,30,192,21
318,Maxime Janvier,25,191,18
319,Oleksii Krutykh,22,191,24
320,Denis Yevseyev,28,191,29
321,Flavio Cobolli,19,190,14
322,Glenn Smits,31,190,29
323,Daniel Dutra da Silva,33,190,31
324,Arthur Bouquier,21,189,25
325,Filip Bergevi,28,189,31
326,Oscar Jose Gutierrez,28,189,34
327,Javier Barranco Cosano,23,185,25
328,Altug Celikbilek,25,184,18
329,Oriol Roca Batalla,28,184,23
330,Alejandro Tabilo,24,183,15
331,Maximilian Neuchrist,30,182,21
332,Alastair Gray,23,181,14
333,Julian Ocleppo,24,181,23
334,Novak Djokovic,34,180,2
335,John Millman,32,180,5
336,Yoshihito Nishioka,26,180,8
337,Stefano Travaglia,30,180,14
338,Evgeny Karlovskiy,27,180,14
339,Thomas Fancutt,27,180,33
340,Jason Kubler,28,179,10
341,Facundo Diaz Acosta,21,179,21
342,Genaro Alberto Olivieri,23,178,20
343,Christopher Eubanks,25,177,6
344,Mirza Basic,30,177,9
345,Gustavo Heide,20,177,14
346,Kai Wehnelt,26,177,30
347,Yuki Bhambri,29,176,11
348,Francisco Cerundolo,23,175,19
349,Jonas Forejtek,21,174,11
350,Yasutaka Uchiyama,29,173,10
351,Federico Coria,30,173,14
352,Matias Franco Descotte,27,172,20
353,Blaz Rola,31,171,6
354,Kaito Uesugi,26,171,24
355,David Poljak,25,171,31
356,Yun seong Chung,24,167,18
357,Francesco Passaro,21,166,25
358,Jiri Vesely,28,165,15
359,Yannick Hanfmann,30,164,6
360,Liam Draxl,20,164,14
361,Roberto Maytin,33,163,9
362,Gilbert Klier Junior,21,163,19
363,Nicolas Mejia,22,163,22
364,Juan Pablo Ficovich,25,163,22
365,Khumoyun Sultanov,23,163,26
366,Yan Bondarevskiy,22,162,37
367,Alexander Donski,23,161,30
368,Igor Sijsling,34,160,10
369,Jo-Wilfried Tsonga,37,158,3
370,Leonardo Mayer,34,158,7
371,Malek Jaziri,38,157,13
372,Murkel Dellien,24,156,19
373,Ruan Roelofse,32,156,26
374,Patrik Niklas-Salminen,25,155,20
375,Peter Heller,29,154,22
376,Fabricio Neis,31,153,10
377,Enzo Couacaud,27,153,13
378,Elias Ymer,26,151,9
379,Leander Paes,48,151,9
380,Jason Jung,32,151,13
381,Ze Zhang,31,149,12
382,Kyrian Jacquet,20,147,12
383,Hugo Grenier,26,147,12
384,Yannik Steinegger,21,147,26
385,Luke Johnson,28,144,25
386,Akira Santillan,24,143,16
387,Cezar Cretu,21,143,20
388,Arklon Huertas Del Pino Cordova,27,143,25
389,Aidan McHugh,21,141,11
390,Oscar Otte,28,140,6
391,Viktor Durasovic,25,140,14
392,Rudolf Molleker,21,139,10
393,Matteo Arnaldi,21,138,15
394,Ergi Kirkin,23,138,16
395,Goncalo Falcao,34,138,35
396,Zvonimir Babic,26,137,29
397,Beibit Zhukayev,21,136,21
398,Peter Gojowczyk,32,135,4
399,Bjorn Fratangelo,28,135,6
400,Marin Cilic,33,135,7
401,Alejandro Davidovich Fokina,22,135,7
402,Marc Lopez,39,135,8
403,Marco Cecchinato,29,135,10
404,Matias Zukas,25,135,32
405,Ignacio Carou,22,135,34
406,Gerard Granollers,33,134,9
407,Julian Cash,25,134,21
408,Gonzalo Villanueva,27,134,28
409,Florin Mergea,37,133,7
410,Tallon Griekspoor,25,133,10
411,Igor Marcondes,24,133,19
412,Mark Whitehouse,28,133,30
413,Francesco Vilardo,32,133,32
414,Martin Breysach,20,132,21
415,Charles Broom,24,132,24
416,Aleksandar Vukic,26,131,9
417,Pavel Kotov,23,130,21
418,Ivan Liutarevich,26,129,19
419,Joao Lucas Reis Da Silva,22,128,31
420,Courtney John Lock,25,128,32
421,Jorge Panta,26,127,26
422,Cheng-Peng Hsieh,30,126,9
423,Alexander Ritschard,28,126,11
424,Samuel Vincent Ruggeri,19,126,23
425,Blake Ellis,23,125,19
426,Roman Andres Burruchaga,20,125,20
427,Mariano Kestelboim,26,125,31
428,Toshihide Matsui,44,124,19
429,Mao-Xin Gong,34,123,9
430,Juan Ignacio Galarza,28,123,22
431,Eric Vanshelboim,20,123,25
432,Filip Horansky,29,122,5
433,Borna Gojo,24,122,10
434,Pedro Sakamoto,28,122,16
435,Ben Jones,23,122,25
436,Matthew Christopher Romios,23,122,28
437,Damir Dzumhur,29,121,9
438,Alexander Weis,25,121,24
439,Leonardo Aboian,24,121,26
440,Mick Veldheer,26,120,34
441,Tomas Machac,21,119,4
442,Henry Patten,25,119,14
443,Juan Bautista Torres,20,119,18
444,Jose Fco. Vidal Azorin,28,119,24
445,Carlos Sanchez Jover,21,119,26
446,Gabriel Roveri Sidney,24,119,28
447,Mario Vilella Martinez,26,118,6
448,Lucas Pouille,28,118,9
449,Kaichi Uchida,27,117,16
450,Evan Hoyt,27,117,16
451,Aziz Dougaz,25,117,22
452,Vijay Sundar Prashanth,35,117,23
453,Chun-Hsin Tseng,20,116,17
454,Timur Khabibulin,26,116,19
455,Tomas Lipovsek Puches,29,116,23
456,Ryan Peniston,26,114,11
457,Carlos Lopez Montagud,21,114,21
458,Ivan Gakhov,25,113,21
459,Luis Faria,22,113,28
460,Denis Istomin,35,112,14
461,Jeremy Beale,27,112,15
462,Naoki Tajima,21,112,32
463,Wilson Leite,30,112,35
464,Ugo Blanchet,23,111,23
465,Lucas Gerch,27,111,26
466,Holger Rune,18,110,2
467,Christopher O'Connell,27,110,8
468,Nerman Fatic,27,110,16
469,Giovanni Fonio,23,110,17
470,Dan Alexandru Tomescu,23,110,22
471,Gerald Melzer,31,109,6
472,Valerio Aboian,19,109,19
473,Junior A. Ore,29,108,21
474,Fabio Coelho,21,108,30
475,Ray Ho,22,108,30
476,Brandon Nakashima,20,107,7
477,Andreas Siljestrom,40,107,8
478,Ryan Nijboer,22,107,30
479,Anirudh Chandrasekar,23,106,29
480,Inigo Cervantes,32,105,4
481,Zizou Bergs,22,105,10
482,Titouan Droguet,20,105,11
483,Alex Rybakov,25,105,14
484,Daniel Cukierman,26,105,20
485,Ajeet Rai,23,105,25
486,Calum Puttergill,28,104,12
487,Jaime Faria,18,104,16
488,Arthur Cazaux,19,103,3
489,Brayden Schnur,26,103,14
490,Elliot Benchetrit,23,102,6
491,Adil Shamasdin,39,102,10
492,Evgeny Donskoy,31,101,8
493,Damien Wenger,22,101,25
494,Gregoire Barrere,28,100,7
495,Moez Echargui,29,100,9
496,Jay Clarke,23,100,13
497,Seongchan Hong,24,100,14
498,Tung-Lin Wu,23,100,15
499,Harold Mayot,20,99,15
500,Sebastian Fanselow,30,99,15
501,Shintaro Imai,28,99,17
502,Arthur Reymond,23,99,23
503,Matteo Gigante,20,98,11
504,Petr Nouza,23,98,14
505,Yuta Shimizu,22,98,17
506,Sekou Bangoura,30,97,21
507,Volodoymyr Uzhylovskyi,34,97,44
508,Hugo Dellien,28,96,9
509,Mikael Torpegaard,27,95,6
510,Cayetano March,21,95,22
511,Uladzimir Ignatik,31,94,15
512,Bogdan Bobrov,24,94,26
513,Michal Dembek,24,94,26
514,Kimmer Coppejans,28,93,10
515,Alessandro Motti,43,93,11
516,Juan Pablo Paz,27,93,23
517,Mili Poljicak,17,92,6
518,Aziz Ouakaa,22,92,31
519,Kamil Majchrzak,26,91,8
520,Aleksandre Metreveli,28,91,18
521,Vladyslav Orlov,26,91,27
522,Xavier Malisse,41,90,1
523,Yen-Hsun Lu,38,90,2
524,Kyle Edmund,27,90,2
525,Ilya Ivashka,28,90,4
526,Matteo Berrettini,26,90,4
527,Pablo Carreno Busta,30,90,6
528,Alex Molcan,24,90,6
529,Mukund Sasikumar,25,90,10
530,Albert Ramos-Vinolas,34,90,11
531,Matteo Martineau,23,90,15
532,Alessandro Bega,31,90,15
533,Oleksandr Ovcharenko,20,90,26
534,Fermin Tenti,24,90,42
535,Dimitar Kuzmanov,28,89,8
536,Zhe Li,35,89,10
537,Evan Zhu,23,89,23
538,Brandon Walkin,27,88,18
539,Miguel Fernando Pereira,23,88,19
540,Alejo Lorenzo Lingua Lavallen,21,88,20
541,Johannes Ingildsen,24,87,15
542,Clement Tabur,22,87,18
543,Sarp Agabigun,24,87,23
544,Mattia Bellucci,20,87,23
545,Scott Puodziunas,32,86,14
546,Guy Den Ouden,20,86,16
547,Duje Ajdukovic,21,86,20
548,Juan Sebastian Gomez,30,86,27
549,Joao Menezes,25,85,5
550,Dennis Novak,28,85,7
551,Andrew Harris,28,85,8
552,Alexis Galarneau,23,85,12
553,Joshua Paris,26,85,17
554,Remy Bertola,23,85,26
555,Darian King,29,84,7
556,Salvatore Caruso,29,84,8
557,Jacopo Berrettini,23,84,15
558,Alfredo Perez,24,84,18
559,Tuna Altuna,33,84,36
560,Mikhail Kukushkin,34,83,5
561,Pedro Araujo,20,83,18
562,Martin Damm,18,83,20
563,Filip Duda,23,83,21
564,Patrik Rikl,23,82,7
565,Roberto Cid Subervi,28,82,15
566,Felix Corwin,25,82,28
567,Mats Rosenkranz,23,81,16
568,Pedro Boscardin Dias,19,81,16
569,Francis Casey Alcantara,30,81,18
570,Sergey Fomin,21,81,20
571,Jurij Rodionov,22,80,6
572,Jack Draper,20,80,8
573,Anton Matusevich,20,80,10
574,Maximilian Marterer,26,79,5
575,Frederico Ferreira Silva,27,79,6
576,Guy Orly Iradukunda,26,79,20
577,Francisco Comesana,21,79,22
578,Benjamin Winter Lopez,23,79,24
579,Zhizhen Zhang,25,78,9
580,Evan Furness,23,78,12
581,Juan Pablo Varillas,26,78,12
582,Emilio Gomez,30,78,13
583,Mariano Navone,21,78,27
584,Martin Redlicki,26,77,7
585,Mats Moraing,29,77,10
586,Admir Kalender,21,77,12
587,Jeroen Vanneste,28,77,13
588,David Marrero,42,77,17
589,Yuki Mochizuki,24,77,19
590,Imanol Lopez Morillo,22,77,26
591,Constantin Frantzen,24,76,14
592,Giorgio Ricca,27,76,25
593,Dragos Nicolae Madaras,24,76,32
594,Aleksandar Kovacevic,23,75,10
595,Aleksandre Bakshi,24,75,11
596,Dmitry Popko,25,75,18
597,Franco Emanuel Egea,26,75,19
598,Daniele Capecchi,26,75,19
599,Ben Shelton,19,74,5
600,Mitchell Krueger,28,74,14
601,Daniel Little,24,74,16
602,Eero Vasa,25,74,16
603,Luca Sanchez,23,73,10
604,Milos Karol,19,73,14
605,Alejandro Gonzalez,33,73,17
606,Nicholas David Ionel,19,73,25
607,Joao Domingues,28,72,9
608,Donald Young,32,71,7
609,Petros Chrysochos,26,71,9
610,Rubin Statham,35,71,9
611,Felix Gill,19,71,16
612,Eduard Esteve Lobato,27,71,17
613,Johan Nikles,25,71,22
614,Takuto Niki,34,71,25
615,Facundo Juarez,24,71,31
616,Stan Wawrinka,37,70,4
617,Dalibor Svrcina,19,70,11
618,Vasil Kirkov,23,70,15
619,Joris De Loore,29,69,5
620,Jerome Kym,19,69,6
621,Luca Van Assche,17,69,7
622,Benjamin Hassan,27,69,7
623,Tsung-Hua Yang,31,69,13
624,Martins Podzus,27,69,14
625,Peter Nagy,30,69,14
626,Marat Sharipov,19,69,15
627,Alexander Shevchenko,21,69,22
628,Seita Watanabe,21,69,23
629,Ezekiel Clark,23,69,25
630,Milos Raonic,31,68,2
631,Mischa Zverev,34,68,5
632,Ugo Humbert,23,68,7
633,Tim Sandkaulen,24,68,11
634,Cristian Garin,25,68,12
635,Marat Deviatiarov,28,68,18
636,Frane Nincevic,22,68,23
637,Runhao Hua,26,67,12
638,Ignacio Monzon,24,67,27
639,John Paul Fruttero,40,66,8
640,Aaron Addison,26,66,13
641,Maxime Cressy,24,66,15
642,Sho Shimabukuro,24,66,16
643,David Goffin,31,65,2
644,Sanchai Ratiwatana,40,65,10
645,Shintaro Mochizuki,18,65,14
646,Tim Handel,25,65,14
647,Alejandro Mendoza,32,65,31
648,Nicolas Kicker,29,64,7
649,Mohamed Safwat,31,64,10
650,Hanwen Li,19,64,15
651,Simon Freund,25,64,20
652,Robert Strombachs,22,64,25
653,Bradley Klahn,31,63,2
654,Luca Nardi,18,63,9
655,Alex Knaff,24,63,17
656,Timo Stodder,25,63,21
657,Johannes Haerteis,26,62,9
658,Nathan Pasha,29,62,9
659,Nikolas Sanchez Izquierdo,23,62,18
660,Kelsey Stevenson,31,62,34
661,Thomas Fabbiano,32,61,9
662,Jarno Jans,21,61,9
663,Stefan Palosi,22,61,12
664,Giovanni Oradini,24,61,14
665,Lukas Neumayer,19,61,19
666,Nick Chappell,29,61,20
667,Go Soeda,37,60,6
668,Timo Legout,20,60,8
669,Thiago Seyboth Wild,22,60,10
670,Aristotelis Thanos,21,60,16
671,James Frawley,28,60,16
672,Billy Harris,27,60,20
673,Ricardo Rodriguez - Pace,28,60,22
674,Nick Hardt,21,60,23
675,Rio Noguchi,23,60,31
676,Andrey Chepelev,23,60,38
677,Jaroslav Pospisil,41,59,11
678,Emiliano Maggioli,20,59,18
679,Colin Sinclair,27,59,22
680,Luigi Sorrentino,23,59,22
681,Jozef Kovalik,29,57,5
682,Sonchat Ratiwatana,40,57,8
683,Yunchaokete Bu,20,57,12
684,Makoto Ochi,25,57,15
685,Joao Victor Couto Loureiro,19,57,16
686,Fabian Marozsan,22,57,18
687,Louroi Martinez,23,57,23
688,Scott Duncan,27,57,28
689,James Trotter,22,56,4
690,Niki Kaliyanda Poonacha,26,56,18
691,Boris Butulija,23,56,23
692,Georgii Kravchenko,21,56,25
693,Denis Klok,23,56,28
694,Michiel De Krom,23,55,13
695,Aliaksandr Liaonenka,23,55,17
696,Mateo Nicolas Martinez,28,55,18
697,Constantin Bittoun Kouzmine,23,55,18
698,John Echeverria,20,55,19
699,Mirko Martinez,24,55,22
700,Andrew Lutschaunig,22,54,2
701,Juan Ignacio Londero,28,54,13
702,Gergely Madarasz,27,54,14
703,Kai Lemstra,22,54,16
704,Lukas Pokorny,20,54,17
705,Yann Wojcik,25,54,19
706,Augusto Virgili,27,54,21
707,Loic Cloes,23,54,21
708,Lorenzo Bocchi,24,54,23
709,Nikola Milojevic,26,53,7
710,Juan Manuel Cerundolo,20,53,11
711,Iiro Vasa,19,53,12
712,Toby Kodat,19,53,12
713,Andrea Picchione,23,53,18
714,Nathan Ponwith,24,53,19
715,Tomas Farjat,21,53,22
716,Federico Agustin Gomez,25,52,12
717,Yates Johnson,27,52,14
718,Abraham Asaba,24,52,18
719,Dali Blanch,19,52,19
720,Anis Ghorbel,33,52,24
721,Andrey Kuznetsov,31,51,5
722,Arthur Fery,19,51,7
723,Duarte Vale,23,51,12
724,Bernardo Saraiva,28,51,12
725,Alibek Kachmazov,19,51,13
726,Blu Baker,20,51,15
727,Max Houkes,21,51,17
728,Jason Taylor,28,51,19
729,Adam Taylor,30,51,21
730,Filip Peliwo,28,51,22
731,Lamine Ouahab,37,50,4
732,Diego Fernandez Flores,21,50,14
733,Omar Giacalone,30,50,15
734,Quentin Folliot,23,50,33
735,Sascha Gueymard Wayenburg,18,49,5
736,Maxime Chazal,29,49,11
737,Steven Diez,31,49,13
738,Dominik Kellovsky,25,49,16
739,Alejandro Hoyos,22,49,18
740,Yan Sabanin,32,49,18
741,Laurynas Grigelis,30,48,4
742,Gabriel Alejandro Hidalgo,31,48,8
743,Yannick Mertens,34,48,10
744,Jan Satral,31,48,13
745,Szymon Kielan,19,48,13
746,Nicolas Parizzia,23,48,14
747,Tsung-Hao Huang,22,48,19
748,Viktor Jovic,20,48,19
749,Sandro Kopp,21,48,20
750,Davide Galoppini,27,48,21
751,Erik Crepaldi,31,48,22
752,Koray Kirci,23,48,26
753,Edward Winter,17,47,2
754,Thai-Son Kwiatkowski,27,47,7
755,Tomislav Draganja,27,47,7
756,Nicolas Moreno De Alboran,24,47,8
757,Pedro Sousa,33,47,10
758,Daniel Michalski,22,47,16
759,Siddhant Banthia,21,47,17
760,Paul Woerner,25,47,18
761,S D Prajwal Dev,25,47,19
762,Davide Pozzi,23,47,32
763,Eliakim Coulibaly,19,46,12
764,Antoine Cornut-Chauvinc,21,46,13
765,Jaume Pla Malfeito,26,46,13
766,Antonin Bolardt,23,46,16
767,Kirill Kivattsev,24,46,16
