Rank,Player,Age,Points,Tournaments Played
246,Daniel Dutra da Silva,34,250,26
247,Anirudh Chandrasekar,24,250,33
248,Charles Broom,24,246,26
249,Arklon Huertas Del Pino Cordova,28,245,21
250,Matt Reid,32,243,13
251,Kai Wehnelt,26,243,27
252,Raul Brancaccio,25,241,19
253,Maxime Cressy,25,240,6
254,Courtney John Lock,25,239,36
255,Luke Johnson,28,238,21
256,Ignacio Carou,23,238,24
257,Tomas Barrios Vera,24,237,9
258,Brandon Walkin,28,236,28
259,Alexander Merino,30,236,29
260,Marc-Andrea Huesler,26,235,11
261,Camilo Ugo Carabelli,23,234,14
262,Yuta Shimizu,23,234,17
263,Damien Wenger,22,234,23
264,Keegan Smith,24,233,10
265,Akira Santillan,25,232,23
266,Denis Kudla,30,230,13
267,Marcus Daniell,32,225,6
268,Skander Mansouri,27,225,21
269,Yun seong Chung,24,219,11
270,Benoit Paire,33,218,10
271,Hugo Gaston,21,217,7
272,Conner Huertas del Pino,26,216,20
273,Ivan Liutarevich,26,216,22
274,Julian Lenz,29,214,12
275,Christopher Eubanks,26,212,4
276,Rinky Hijikata,21,211,14
277,Niklas Schell,23,211,25
278,Vit Kopriva,25,210,12
279,Mateus Alves,21,206,15
280,Jordan Thompson,28,205,8
281,Alexander Donski,24,205,27
282,Matheus Pucinelli De Almeida,21,204,11
283,Frederik Nielsen,39,203,8
284,Juan Bautista Torres,20,203,15
285,JC Aragone,27,202,17
286,Daniel Cukierman,27,202,22
287,David Poljak,26,201,22
288,Soonwoo Kwon,24,200,5
289,Alibek Kachmazov,20,200,15
290,Francisco Cerundolo,24,198,13
291,Matteo Arnaldi,21,198,13
292,Arthur Bouquier,21,198,22
293,Francesco Passaro,21,197,19
294,Vishnu Vardhan,35,193,15
295,Federico Gaio,30,190,8
296,Kelsey Stevenson,32,190,32
297,Mili Poljicak,18,189,13
298,Francesco Forti,23,188,18
299,Johannes Ingildsen,25,187,23
300,Jaime Faria,19,187,27
301,Evgeny Donskoy,32,186,11
302,Ben Shelton,19,183,7
303,Aidan McHugh,22,183,13
304,Vijay Sundar Prashanth,35,182,26
305,Ben Jones,24,182,29
306,Roman Safiullin,25,181,5
307,Franco Agamenone,29,181,12
308,Tomas Lipovsek Puches,29,181,23
309,Jason Taylor,28,181,25
310,Zvonimir Babic,26,181,29
311,Marc Lopez,40,180,2
312,Marton Fucsovics,30,180,4
313,Dominic Inglot,36,180,6
314,Pablo Carreno Busta,31,180,7
315T,Daniel Altmaier,24,180,10
315T,Albert Ramos-Vinolas,34,180,10
317,Jonathan Erlich,45,180,17
318,Jaroslav Pospisil,41,178,9
319,Matias Franco Descotte,28,178,17
320,Luca Nardi,19,176,9
321,Alexandru Jecan,34,176,31
322,Nicolas Alvarez Varona,21,175,11
323,Petr Nouza,24,175,15
324,Ignacio Monzon,24,175,24
325,Pedro Cachin,27,174,9
326,Francis Casey Alcantara,30,174,18
327,Dmitry Popko,25,173,13
328,Gonzalo Villanueva,27,173,19
329,Samuel Vincent Ruggeri,20,173,28
330,Antoine Hoang,26,172,13
331,Denis Yevseyev,29,172,21
332,Jakub Paul,23,172,22
333,Ray Ho,22,172,29
334,Matthew Christopher Romios,23,170,21
335,Beibit Zhukayev,21,169,19
336,Mick Veldheer,26,169,23
337,Michael Vrbensky,22,168,19
338,Ergi Kirkin,23,167,16
339,Jorge Panta,27,167,26
340,Chun-Hsin Tseng,21,166,9
341,Yoshihito Nishioka,26,165,5
342,Toshihide Matsui,44,165,16
343,Mikael Torpegaard,28,161,8
344,Eric Vanshelboim,21,161,20
345,Martin Breysach,20,161,23
346,Filip Bergevi,28,161,24
347,Mark Whitehouse,29,160,28
348,Luca Van Assche,18,159,11
349,Billy Harris,27,159,20
350,Alejandro Tabilo,25,158,8
351,Mirza Basic,31,158,8
352,Genaro Alberto Olivieri,24,158,13
353,Georgii Kravchenko,22,158,19
354,Tim Sandkaulen,24,157,22
355,Calum Puttergill,28,156,19
356,Fabio Coelho,22,156,22
357,Yan Bondarevskiy,22,154,24
358,Gustavo Heide,20,153,11
359,Leandro Riedi,20,153,12
360,Leonardo Aboian,24,153,25
361,Johan Nikles,25,150,16
362,Carlos Lopez Montagud,22,149,17
363,Aziz Ouakaa,23,149,27
364,Tung-Lin Wu,24,148,9
365,Francisco Comesana,21,148,11
366,Matteo Gigante,20,148,17
367,Alexandre Muller,25,147,7
368,Andres Urrea,28,147,21
369,Volodoymyr Uzhylovskyi,34,147,38
370,Flavio Cobolli,20,145,12
371,Ruan Roelofse,32,144,16
372,Ryan Nijboer,23,144,21
373,Luca Castelnuovo,25,143,21
374,Evgeny Karlovskiy,28,142,11
375,Lukasz Kubot,40,142,14
376,Oleksii Krutykh,22,142,19
377,Sergiy Stakhovsky,36,140,4
378,Ethan Quinn,18,140,8
379,Oscar Otte,29,140,9
380,Luis Patino,28,140,18
381,Matias Zukas,26,140,22
382,Nino Serdarusic,25,139,11
383,Juan Pablo Ficovich,25,138,17
384,Kacper Zuk,23,137,7
385,Alexandr Cozbinov,27,136,19
386,Daniil Medvedev,26,135,3
387,Sebastian Korda,22,135,4
388,Filip Krajinovic,30,135,5
389,Elias Ymer,26,135,5
390T,Pablo Cuevas,36,135,6
390T,Alejandro Davidovich Fokina,23,135,6
392,Thiago Monteiro,28,135,7
393,Emil Ruusuvuori,23,135,7
394,Cezar Cretu,21,135,15
395,Eero Vasa,25,135,16
396,Filip Duda,23,135,21
397,Evgenii Tiurnev,25,134,11
398,Peter Heller,30,133,17
399,Constantin Bittoun Kouzmine,23,133,24
400,Brandon Nakashima,21,132,7
401,Alexis Galarneau,23,132,11
402,Seita Watanabe,21,131,22
403,Blaz Rola,31,130,3
404,Lukas Pokorny,20,130,22
405,Inaki Montes-De La Torre,19,128,6
406,Milos Karol,19,128,20
407,Antoine Bellier,25,127,6
408,Yasutaka Uchiyama,30,127,10
409,Sebastian Fanselow,30,127,14
410,Dominic Stricker,20,126,7
411,Juan Ignacio Galarza,28,126,15
412,Domagoj Biljesko,25,125,14
413,James Frawley,28,125,18
414,Makoto Ochi,26,125,19
415,Daniel Little,25,125,23
416,Giovanni Fonio,24,124,13
417,Marat Sharipov,19,124,19
418,Alexander Weis,25,122,14
419,Jiri Lehecka,20,121,5
420,Tristan Lamasine,29,121,7
421,Benjamin Hassan,27,121,9
422,Ugo Blanchet,23,121,16
423,Juan Sebastian Gomez,30,121,26
424,Riccardo Bonadio,29,119,13
425,Aaron Addison,26,119,16
426,Simon Freund,25,118,14
427,Sandro Kopp,22,118,14
428,Francesco Vilardo,32,118,26
429,Thiago Agustin Tirante,21,117,15
430,Alvaro Lopez San Martin,25,117,15
431,Ezekiel Clark,24,117,25
432,Maxime Janvier,25,116,7
433,Jay Clarke,24,116,9
434,Nick Hardt,22,116,13
435,Alex Knaff,24,116,17
436,Facundo Juarez,25,116,19
437,Alexei Popyrin,23,115,7
438,Sho Shimabukuro,25,115,13
439,Thomas Fancutt,27,115,19
440,Liam Draxl,20,115,19
441,Goncalo Falcao,34,115,22
442,Mario Mansilla Diez,20,115,26
443,Mats Hermans,26,114,28
444,Sascha Gueymard Wayenburg,19,113,7
445,Seongchan Hong,25,113,12
446,Ajeet Rai,23,113,17
447,Abraham Asaba,25,113,22
448,Giles Hussey,25,113,23
449,Adam Taylor,31,113,24
450,Jonas Forejtek,21,112,7
451,Joris De Loore,29,112,8
452,Andrea Pellegrino,25,112,14
453,Khumoyun Sultanov,23,112,19
454,Gabriel Roveri Sidney,25,112,23
455,Davide Pozzi,24,112,33
456,Tennys Sandgren,31,111,6
457,Oscar Jose Gutierrez,29,111,20
458,Alexander Ritschard,28,110,7
459,Naoki Tajima,22,110,20
460,Duarte Vale,23,109,15
461,Nicholas Godsick,18,108,5
462,Tim van Rijthoven,25,108,7
463,Pedro Araujo,20,108,13
464,Marcelo Zormann,26,108,16
465,Mattia Bellucci,21,108,21
466,Yunchaokete Bu,20,108,21
467,Otto Virtanen,21,107,7
468,Alfredo Perez,25,107,20
469,Augusto Virgili,28,107,26
470,Markus Eriksson,32,106,5
471,Zhizhen Zhang,25,106,7
472,Marcello Serafini,20,106,19
473,Andre Begemann,38,105,3
474T,Yannick Hanfmann,30,105,4
474T,Fernando Verdasco,38,105,4
476,Wilson Leite,30,105,22
477,Pedro Sakamoto,29,104,7
478,Michal Dembek,25,104,16
479,Dalibor Svrcina,19,103,6
480,James Trotter,23,103,6
481,Aziz Dougaz,25,103,11
482,Federico Arnaboldi,22,103,13
483,Pedro Boscardin Dias,19,103,19
484,Andrey Chepelev,24,103,29
485,Jurij Rodionov,23,102,6
486,Tyler Zink,21,102,11
487,Joshua Paris,26,102,16
488,Joao Victor Couto Loureiro,19,102,26
489,Fajing Sun,25,101,12
490,Stefan Palosi,22,101,12
491,Franco Emanuel Egea,26,101,20
492,Emilio Gomez,30,100,7
493,Yann Wojcik,25,100,19
494,Patrick Zahraj,23,99,7
495,Thiago Seyboth Wild,22,99,9
496,Harry Wendelken,20,99,20
497,Robin Bertrand,19,99,32
498,Yuki Mochizuki,24,98,12
499,Blake Ellis,23,97,9
500,Alejo Lorenzo Lingua Lavallen,21,97,13
501,Gianmarco Ferrari,21,97,14
502,Valerio Aboian,20,97,22
503,Evan Zhu,24,96,11
504,Ilya Snitari,20,96,19
505,Oleksandr Ovcharenko,20,96,25
506,Fermin Tenti,25,96,32
507,Timo Stodder,26,95,17
508,Tallon Griekspoor,26,94,11
509,Kirill Kivattsev,24,94,17
510,John Echeverria,20,94,18
511,Harold Mayot,20,93,13
512,Aleksandre Bakshi,25,93,14
513,Jason Jung,33,92,6
514,Marius Copil,31,92,9
515,Evan Furness,24,92,12
516,Sergey Fomin,21,92,20
517,Peter Bertran,26,92,22
518,Carlos Gomez-Herrera,32,91,7
519,Alastair Gray,24,91,10
520,Pavel Kotov,23,91,13
521,Govind Nanda,21,91,15
522,Ryota Tanuma,27,91,15
523,Sekou Bangoura,30,91,16
524,Miguel Fernando Pereira,23,91,17
525,Remy Bertola,24,91,19
526,Scott Duncan,28,91,26
527T,Novak Djokovic,35,90,1
527T,Gael Monfils,36,90,1
529T,Bradley Klahn,32,90,1
529T,Xavier Malisse,42,90,1
531,Filip Horansky,29,90,2
532,Christopher O'Connell,28,90,3
533,Ricardas Berankis,32,90,3
534T,Carlos Alcaraz,19,90,4
534T,Julio Peralta,41,90,4
536,Gregoire Barrere,28,90,4
537,Ugo Humbert,24,90,4
538,Ilya Ivashka,28,90,5
539,Andrei Vasilevski,31,90,6
540,Dusan Lajovic,32,90,6
541,Facundo Bagnis,32,90,6
542,Lorenzo Musetti,20,90,8
543,Nicholas David Ionel,19,90,15
544,Mariano Navone,21,90,22
545,Gabriel Decamps,23,89,4
546,Radu Albot,32,89,4
547,Arthur Fils,18,89,12
548,Glenn Smits,31,89,14
549,Carlos Sanchez Jover,22,89,15
550,Adria Soriano Barrera,23,89,17
551,Szymon Kielan,19,88,15
552,Colin Sinclair,27,88,21
553,Blu Baker,21,88,22
554,Ryan Peniston,26,87,6
555,Iiro Vasa,20,87,11
556,Takuto Niki,34,87,17
557,Shinji Hazawa,23,87,17
558,Niki Kaliyanda Poonacha,27,87,21
559,Mirko Martinez,24,87,21
560,Bruno Pujol Navarro,21,87,24
561,Andrea Picchione,24,86,14
562,Frane Nincevic,23,86,19
563,Fabian Marozsan,22,85,6
564,Miljan Zekic,34,85,8
565,Benjamin Sigouin,23,85,9
566,Javier Barranco Cosano,23,85,13
567,Parikshit Somani,22,85,16
568,Arthur Fery,20,84,10
569,Yannik Steinegger,22,84,14
570,Jerome Kym,19,83,8
571,Gonzalo Bueno,18,83,9
572,Jarno Jans,22,83,13
573,Arthur Reymond,23,83,16
574,Viktor Jovic,20,83,22
575,Maximus Jones,18,83,36
576,Johannes Haerteis,26,82,6
577,Kai Lemstra,23,82,16
578,Felix Gill,20,81,10
579,Giovanni Oradini,25,81,18
580,Gerald Melzer,32,80,3
581,Mitchell Krueger,28,80,9
582,Joao Lucas Reis Da Silva,22,80,16
583,Giorgio Ricca,27,80,16
584,Dennis Novikov,28,79,12
585,Alejandro Manzanera Pertusa,19,79,16
586,Edward Winter,18,78,4
587,Adrian Andreev,21,78,7
588,Daniel Rodrigues,22,78,8
589,Aleksandar Kovacevic,24,78,8
590,Vladyslav Orlov,27,78,16
591,Elliot Benchetrit,23,77,6
592,Tristan McCormick,23,77,7
593,Ignacio Buse,18,77,8
594,Giulio Zeppieri,20,77,10
595,Clement Tabur,22,77,10
596,Rubin Statham,35,77,14
597,Aliaksandr Liaonenka,23,77,15
598,Manish Sureshkumar,23,77,22
599,Andrea Arnaboldi,34,76,3
600,Damir Dzumhur,30,76,6
601,Diego Fernandez Flores,21,76,14
602,Illya Beloborodko,21,76,16
603,Luigi Sorrentino,24,76,23
604,Jack Draper,20,75,4
605,Lucas Pouille,28,75,6
606,Mats Rosenkranz,24,75,7
607,Matej Vocel,25,75,8
608,Sebastian Gima,20,75,15
609,Jiri Barnat,21,75,17
610,Louroi Martinez,23,75,17
611,Anis Ghorbel,33,75,24
612,Denis Istomin,36,74,14
613,Guy Orly Iradukunda,26,74,16
614,Mats Moraing,30,73,5
615,Mark Vervoort,31,73,12
616,Cheong-Eui Kim,32,73,14
617,Eduardo Ribeiro,24,73,18
618,Raphael Calzi,25,73,24
619,Luis Faria,23,72,12
620,Edan Leshem,25,72,13
621,Alexander Shevchenko,21,72,16
622,Federico Iannaccone,23,72,18
623,Tuna Altuna,33,72,24
624,Trey Hilderbrand,22,71,6
625,Ivan Gakhov,25,71,19
626,Mario Vilella Martinez,27,70,3
627,Edoardo Lavagno,24,70,9
628,George Goldhoff,27,70,11
629,Baoluo Zheng,21,70,11
630,Aleksandre Metreveli,29,70,14
631,Lukas Neumayer,20,70,16
632,Oscar Weightman,20,70,17
633,Kyle Seelig,25,70,19
634,Alejandro Garcia,20,69,8
635,Pruchya Isaro,26,69,10
636,Thantub Suksumrarn,21,69,11
637,Eliakim Coulibaly,20,69,12
638,Stuart Parker,25,69,13
639,Daniil Glinka,22,69,15
640,Imanol Lopez Morillo,22,69,16
641,Benjamin Winter Lopez,24,69,16
642,Lorenzo Rottoli,20,69,19
643,Juan Bautista Otegui,23,69,20
644,Michiel De Krom,24,68,4
645,Alejandro Moro Canas,21,68,8
646,Giovanni Mpetshi Perricard,19,68,12
647,Mateo Nicolas Martinez,28,68,16
648,Dan Alexandru Tomescu,23,68,18
649,Nathan Ponwith,24,68,20
650,Hugo Grenier,26,67,7
651,Gilbert Klier Junior,22,67,7
652,Moez Echargui,29,67,7
653,Mukund Sasikumar,25,67,9
654,Karl Kiur Saar,26,67,11
655,John McNally,23,67,12
656,Hanwen Li,20,67,16
657,Axel Garcian,20,67,17
658,S D Prajwal Dev,26,67,22
659,Alex Martinez,21,66,6
660,Andres Andrade,23,66,8
661,Mohamed Safwat,32,66,9
662,Sergi Perez Contri,24,66,12
663,Alex Barrena,19,66,15
664,Fernando Yamacita,24,66,20
665,Loic Cloes,23,66,20
666,Jiri Vesely,29,65,8
667,Noah Schachter,23,65,9
668,Tomas Farjat,21,65,14
669,Sarp Agabigun,25,65,16
670,Ilya Rudiukov,21,65,18
671,Bogdan Bobrov,25,65,22
672,Tomas Machac,21,64,2
673,Gabriel Alejandro Hidalgo,32,64,8
674,Rimpei Kawakami,22,64,11
675,Taisei Ichikawa,21,64,13
676,Filip Peliwo,28,64,14
677,Stefano Battaglino,24,64,21
678,Lamine Ouahab,37,63,4
679,Justin Boulais,20,63,7
680,Timo Legout,20,63,8
681,Joe Tyler,23,63,10
682,Antonin Bolardt,24,63,15
683,Rio Noguchi,23,63,19
684,Stefanos Sakellaridis,18,63,41
685,Joao Domingues,28,62,6
686,Igor Marcondes,25,62,7
687,Julian Ocleppo,25,62,8
688,Matteo Martineau,23,62,11
689,Bruno Kuzuhara,18,62,15
690,Federico Agustin Gomez,25,62,16
691,Buvaysar Gadamauri,22,62,17
692,Alejandro Mendoza,32,62,23
693,Nikola Milojevic,27,61,6
694,Felix Corwin,26,61,17
695,Jan Jermar,22,61,20
696,Colin Markes,25,61,21
697,Dali Blanch,19,61,29
698,Aleksandar Vukic,26,60,3
699,Zachary Svajda,19,60,5
700,Borna Gojo,24,60,6
701,Yannick Mertens,35,60,10
702,Lucas Gerch,27,60,13
703,Santiago De La Fuente,20,60,15
704,Kazuma Kawachi,27,60,21
705,Tsung-Hao Huang,22,60,25
706,Nicolas Kicker,30,59,4
707,Dimitar Kuzmanov,29,59,6
708,Takeru Yuzuki,24,59,6
709,Alex Marti Pujolras,23,59,9
710,Simon Anthony Ivanov,22,59,12
711,Juan Pablo Paz,27,59,16
712,Davide Galoppini,27,59,17
713,Masamichi Imamura,23,59,18
714,Adam Moundir,27,58,10
715,Oleksandr Bielinskyi,28,58,13
716,Martin Damm,18,58,15
717,Nicholas Bybel,28,58,18
718,Ernesto Escobedo,26,57,3
719,Ze Zhang,32,57,7
720,Cayetano March,22,57,12
721,Mikalai Haliak,24,57,12
722,Omar Jasika,25,57,15
723,Amr Elsayed,23,57,18
724,Gabriele Maria Noce,26,57,20
725,Alexandros Skorilas,22,57,23
726,Maximilian Marterer,27,56,5
727,Brandon Perez,22,56,14
728,Alex Hernandez,23,56,18
729,Salvatore Caruso,29,55,4
730,Marcus Willis,31,55,5
731,Carlos Taberner,25,55,7
732,Timofey Skatov,21,55,7
733,Anton Matusevich,21,55,8
734,Ricardo Rodriguez - Pace,29,55,15
735,Calvin Hemery,27,54,3
736,Zhe Li,36,54,10
737,Joshua Sheehy,25,54,22
738,Benjamin Hannestad,25,53,6
739,Peter Nagy,30,53,9
740,Nikolas Sanchez Izquierdo,23,53,9
741,Gabriele Piraino,18,53,16
742,Diego Augusto Barreto Sanchez,20,53,20
743,Lukas Klein,24,52,4
744,Christian Sigsgaard,25,52,6
745,Filippo Baldi,26,52,7
746,Shintaro Imai,29,52,9
747,Erik Arutiunian,17,52,11
748,Sai Karteek Reddy Ganta,22,52,12
749,Dominik Kellovsky,26,52,16
750,Alejandro Hoyos,23,52,21
751,Dragos Nicolae Madaras,25,52,24
752,Daniele Capecchi,26,51,13
753,Luis Britto,29,51,17
754,Frederico Ferreira Silva,27,50,3
755,Duje Ajdukovic,21,50,12
756,Mariano Kestelboim,26,50,12
757,Pierre Delage,21,50,19
758,Osgar O'Hoisin,26,50,20
759,Denis Klok,24,50,23
760,Max Alcala Gurri,20,50,23
761,Luka Mikrut,18,49,7
762,Alex Rybakov,25,49,11
763,Daniel Siniakov,19,49,17
764,Gorazd Srbljak,25,49,20
765,Jack Vance,24,49,26
766,Sheng Tang,,48,8
