Rank,Player,Age,Points,Tournaments Played
108,Miguel Angel Reyes-Varela,33,"1,038",52
109,Taylor Fritz,23,"1,020",16
110,Roman Jebavy,31,"1,019",40
111,Dusan Lajovic,30,"1,015",22
112,Leonardo Mayer,33,"1,004",16
113,David Vega Hernandez,26,984,59
114,Andy Murray,33,950,6
115,Fernando Romboli,32,927,61
116,Orlando Luz,23,913,38
117,Ramkumar Ramanathan,26,906,33
118,Treat Huey,35,903,38
119,Robert Galloway,28,902,44
120,Stefanos Tsitsipas,22,890,15
121,Christopher Rungkat,31,883,27
122,Pablo Cuevas,35,870,21
123,Alex Lawson,27,865,54
124,JiSung Nam,27,845,28
125,Szymon Walkow,25,845,52
126T,Ivan Sabanov,28,840,46
126T,Matej Sabanov,28,840,46
128,Zdenek Kolar,24,833,39
129,Hunter Reese,28,827,55
130,Sem Verbeek,27,826,37
131,Dominic Thiem,27,825,9
132,Albano Olivetti,29,801,48
133,Jack Sock,28,800,9
134,Lorenzo Sonego,25,790,14
135,Cheng-Peng Hsieh,29,790,29
136,Sam Weissborn,29,790,48
137,Purav Raja,35,784,46
138,Marc Polmans,23,777,19
139,MinKyu Song,30,768,28
140,Reilly Opelka,23,765,11
141,Ante Pavic,32,759,35
142,Hans Hach Verdugo,31,750,44
143,Luca Margaroli,29,737,60
144,Radu Albot,31,735,24
145,Evan King,29,735,42
146,Nathan Pasha,28,727,42
147,Federico Delbonis,30,725,10
148,Fabien Reboul,25,719,47
149,Sadio Doumbia,30,709,54
150,Antonio Sancic,32,693,28
151,Steve Johnson,31,690,10
152,Antoine Hoang,25,676,18
153,Leander Paes,47,675,21
154,Max Schnur,28,670,30
155,Tommy Paul,23,665,15
156,Fabio Fognini,33,665,15
157,Teymuraz Gabashvili,35,664,47
158,Benjamin Bonzi,24,657,30
159,Manuel Guinard,25,642,38
160,Roberto Carballes Baena,28,641,18
161,Gregoire Barrere,27,638,13
162,Karol Drzewiecki,25,637,46
163,Gerard Granollers,32,634,34
164,Florin Mergea,36,631,24
165,Jaume Munar,23,626,14
166,Sergiy Stakhovsky,35,623,18
167,Peter Polansky,32,621,34
168,Daniel Masur,26,617,32
169,N.Sriram Balaji,31,617,43
170,Quentin Halys,24,608,25
171,Alexander Zverev,24,590,16
172,Dennis Novikov,27,590,31
173,Jamie Cerretani,39,588,48
174,Arthur Rinderknech,25,576,21
175,Matteo Berrettini,25,560,12
176,Jan Zielinski,24,550,31
177,Mao-Xin Gong,33,549,24
178,Sergio Martos Gornes,26,545,52
179,Miomir Kecmanovic,21,540,14
180,Cameron Norrie,25,540,15
181,Casper Ruud,22,535,9
182,Federico Gaio,29,523,15
183,Marc-Andrea Huesler,24,523,25
184,Tristan Lamasine,28,521,23
185,Julian Lenz,28,521,26
186,Vasek Pospisil,30,520,7
187,Andrea Pellegrino,24,519,33
188,Enzo Couacaud,26,508,20
189,Ze Zhang,30,504,20
190,Salvatore Caruso,28,503,11
191,Pedro Martinez,24,501,24
192,Adrian Mannarino,32,495,15
193,Roberto Maytin,32,485,21
194,Thiago Monteiro,26,483,14
195,Ruben Bemelmans,33,478,21
196,Sergio Galdos,31,475,37
197,Adil Shamasdin,38,459,32
198,Jeevan Nedunchezhiyan,32,455,33
199,Christopher Eubanks,24,454,13
200,Kyle Edmund,26,450,7
201,Sam Querrey,33,450,12
202,Mackenzie McDonald,26,448,14
203,Martin Redlicki,25,430,33
204,Juan Ignacio Londero,27,420,17
205,Tsung-Hua Yang,30,416,29
206,Dominik Koepfer,26,414,11
207,Oriol Roca Batalla,27,414,32
208,Ruan Roelofse,31,410,29
209,Sekou Bangoura,29,404,28
210,Scott Puodziunas,31,401,36
211,Cristian Garin,24,400,21
212,Dustin Brown,36,399,17
213,Lukas Rosol,35,395,15
214,Novak Djokovic,33,390,7
215,Alejandro Davidovich Fokina,21,390,8
216,Saketh Myneni,33,390,15
217,Facundo Bagnis,31,388,17
218,Guido Andreozzi,29,386,8
219,James Duckworth,29,380,4
220,Fabricio Neis,30,380,19
221,JC Aragone,25,376,25
222,Mischa Zverev,33,375,21
223,Viktor Troicki,35,372,10
224,Ryan Harrison,28,371,7
225,Dan Added,22,369,38
226,Aslan Karatsev,27,364,13
227,Facundo Mena,28,363,28
228,Janko Tipsarevic,36,360,6
229,John Isner,36,360,7
230,Jordan Thompson,27,360,14
231,Zhe Li,34,359,18
232,Christian Harrison,26,358,12
233,Toshihide Matsui,43,358,25
234,Roberto Quiroz,29,358,27
235,Arjun Kadhe,27,358,35
236,Daniil Medvedev,25,355,7
237,Sebastian Korda,20,354,12
238,Lucas Miedler,24,349,31
239,Mitchell Krueger,27,346,19
240,Emil Ruusuvuori,22,345,13
241,Marius Copil,30,344,13
242,Kimmer Coppejans,27,334,21
243,Vishnu Vardhan,33,330,27
244,Jesper de Jong,20,327,35
245,Lukas Klein,23,325,11
246,Julian Ocleppo,23,325,31
247,Diego Hidalgo,28,323,36
248,Inigo Cervantes,31,322,22
249,Maxime Cressy,23,321,27
250,John Millman,31,315,9
251,Frances Tiafoe,23,315,10
252,Adrian Menendez-Maceiras,35,314,21
253,Pavel Kotov,22,313,21
254,Ruben Gonzales,35,310,32
255,Carlos Gomez-Herrera,30,309,19
256,Marco Bortolotti,30,309,42
257,Denis Yevseyev,27,307,44
258,Nick Kyrgios,25,305,13
259,Skander Mansouri,25,305,37
260,Lucas Pouille,27,303,13
261,Tennys Sandgren,29,298,13
262,Brayden Schnur,25,295,20
263,Vladyslav Manafov,28,295,43
264,Paolo Lorenzi,39,293,14
265,Nicolas Barrientos,34,289,24
266,Alejandro Tabilo,23,287,22
267,Joao Menezes,24,282,19
268,Mark Vervoort,30,279,40
269,Michael Mmoh,23,275,5
270,Federico Zeballos,32,275,40
271,Benjamin Lock,28,275,48
272,Xin Gao,26,274,24
273,Elliot Benchetrit,22,272,11
274,Alex Molcan,23,271,6
275,David Goffin,30,270,7
276,Ricardas Berankis,30,270,14
277,Sanchai Ratiwatana,39,270,26
278,Andreas Siljestrom,39,269,18
279,Boris Arias,27,267,40
280,Blaz Rola,30,265,16
281,Tomas Barrios Vera,23,259,16
282,Darian King,28,258,11
283,Michael Vrbensky,21,257,33
284,Junior A. Ore,28,256,33
285,Federico Coria,29,255,16
286,Alejandro Gomez,29,254,31
287,Martin Cuevas,29,252,28
288,Stefano Travaglia,29,251,15
289,Andrew Harris,27,250,14
290,Roberto Cid Subervi,27,246,21
291,Fajing Sun,24,245,21
292,Yates Johnson,26,241,43
293,Hunter Johnson,26,241,44
294,Mario Vilella Martinez,25,240,17
295,Markus Eriksson,31,240,36
296,Steven Diez,30,239,24
297,Jurij Rodionov,21,237,13
298,Juan Pablo Varillas,25,235,20
299,David Marrero,41,233,32
300,Scott Clayton,27,232,26
301,Jacopo Berrettini,22,229,27
302,Konstantin Kravchuk,36,228,22
303,Alexander Merino,28,227,42
304,Marek Gengel,25,227,50
305,Marin Cilic,32,225,7
306,Jannik Sinner,19,225,8
307,Marc Lopez,38,225,12
308,Petros Tsitsipas,20,225,36
309,Jakub Paul,22,217,32
310,Donald Young,31,216,10
311,Bradley Klahn,30,213,10
312,Denis Kudla,28,213,14
313,Thai-Son Kwiatkowski,26,212,16
314,Brydan Klein,31,212,17
315,Chris Guccione,35,210,4
316,Liam Broady,27,210,20
317,Geoffrey Blancaneaux,22,210,25
318,Aziz Dougaz,24,209,33
319,Harry Bourchier,25,208,30
320,Corentin Denolly,23,205,30
321,Evan Hoyt,26,204,19
322,Roman Safiullin,23,202,19
323,Eduard Esteve Lobato,26,202,27
324,Jonathan Eysseric,30,202,28
325,Hugo Dellien,27,201,18
326,Illya Marchenko,33,198,10
327,Francisco Cabral,24,198,45
328,Tomislav Draganja,26,196,19
329,Tallon Griekspoor,24,195,8
330,Pedro Sousa,32,194,20
331,Pedro Sakamoto,27,193,24
332,Botic van de Zandschulp,25,192,12
333,Dmitry Popko,24,192,26
334,Kacper Zuk,22,191,26
335,Ryan Nijboer,21,191,33
336,Raul Brancaccio,23,189,33
337,Patrik Niklas-Salminen,24,188,19
338,Evgenii Tiurnev,24,188,30
339,Denis Istomin,34,187,13
340,Michael Geerts,26,187,27
341,Hugo Gaston,20,186,21
342,David Pichler,25,185,49
343,Thomas Fabbiano,31,183,9
344,Alexander Erler,23,182,26
345,Mikhail Elgin,39,181,9
346,Javier Barranco Cosano,22,181,39
347,Aljaz Bedene,31,180,5
348,Stan Wawrinka,36,180,7
349,Laslo Djere,25,180,10
350,Marton Fucsovics,29,180,10
351,Guillermo Garcia-Lopez,37,180,12
352,Nikoloz Basilashvili,29,180,15
353,Timur Khabibulin,25,180,29
354,John Paul Fruttero,39,178,21
355,Vijay Sundar Prashanth,34,178,29
356,Manuel Pena Lopez,23,177,31
357,Sonchat Ratiwatana,39,175,20
358,Roberto Ortega-Olmedo,29,175,23
359,Jonas Forejtek,20,172,16
360,Altug Celikbilek,24,172,26
361,Yunseong Chung,23,171,15
362,Ivan Gakhov,24,169,28
363,Kamil Majchrzak,25,168,9
364,Nino Serdarusic,24,166,17
365,Akira Santillan,23,166,19
366,Alexandru Jecan,32,166,45
367,Soonwoo Kwon,23,165,8
368,Emilio Gomez,29,164,12
369,Shintaro Imai,27,164,22
370,Vitaliy Sachko,23,164,33
371,Conner Huertas del Pino,25,164,38
372,Yu Hsiou Hsu,22,162,32
373,Vit Kopriva,23,162,33
374,Nicolas Alvarez,24,161,20
375,Peter Heller,28,161,31
376,Korey Lovett,24,160,24
377,Vladyslav Orlov,25,158,40
378,Grigoriy Lomakin,23,158,42
379,Artem Dubrivnyy,22,156,31
380,Alexandr Cozbinov,25,156,43
381,Nuno Borges,24,153,18
382,Victor Vlad Cornea,27,152,25
383,Tomas Martin Etcheverry,21,152,29
384,Ivan Liutarevich,25,151,28
385,Goncalo Falcao,33,151,38
386,David Poljak,24,151,40
387,Jiri Vesely,27,150,9
388,Malek Jaziri,37,150,10
389,Toby Kodat,18,145,21
390,Austin Rapp,24,145,29
391,Courtney John Lock,24,144,33
392,Blaz Kavcic,34,143,7
393,Runhao Hua,25,143,15
394,Shintaro Mochizuki,17,143,19
395,Viktor Durasovic,24,143,20
396,Matteo Martineau,22,143,27
397,Fabian Fallert,23,143,27
398,Glenn Smits,30,142,32
399,Petr Nouza,22,142,33
400,Martin Damm,17,141,15
401,Laurynas Grigelis,29,141,15
402,Chun-Hsin Tseng,19,141,18
403T,Filip Krajinovic,29,140,7
403T,Yoshihito Nishioka,25,140,7
405,Alex Bolt,28,139,11
406,Sergey Fomin,20,139,27
407,Juan Manuel Cerundolo,19,139,28
408,Agustin Velotti,28,138,19
409,Brandon Walkin,26,138,28
410,Jaume Pla Malfeito,25,138,30
411,Mariano Kestelboim,25,136,33
412,Milos Raonic,30,135,6
413,Fernando Verdasco,37,135,9
414,Gilles Simon,36,135,10
415,Alexandre Muller,24,135,11
416,Ugo Humbert,22,135,12
417,Markos Kalovelonis,26,135,36
418,Riccardo Bonadio,27,133,22
419,Luca Castelnuovo,24,133,37
420,Nicolas Alberto Arreche,26,132,33
421,Simon Freund,24,131,31
422,Luke Johnson,27,131,33
423,Julian Bradley,28,131,34
424,Anis Ghorbel,32,131,60
425,Pedro Cachin,26,130,19
426,Tuna Altuna,32,130,38
427,Calum Puttergill,27,129,19
428,Francisco Cerundolo,22,128,21
429,Piotr Matuszewski,23,128,31
430,Jiri Lehecka,19,127,15
431,Giulio Zeppieri,19,126,13
432,Yannick Hanfmann,29,125,5
433,Mateusz Kowalczyk,33,125,9
434,Matias Zukas,24,124,46
435,Gijs Brouwer,25,122,23
436,Bart Stevens,23,122,30
437,Yan Bai,31,121,7
438,Cristian Rodriguez,30,121,25
439,Oleg Prihodko,23,121,36
440,Igor Marcondes,23,120,19
441,Matias Franco Descotte,26,119,20
442,Elias Ymer,25,118,10
443,Evgeny Karlovskiy,26,118,12
444,Clement Tabur,21,118,32
445,Andrej Martin,31,117,7
446,Thiago Agustin Tirante,20,117,22
447,Franco Agamenone,28,117,24
448,Alberto Barroso Campos,24,117,32
449,Vaclav Safranek,26,116,19
450,Neil Oberleitner,21,116,22
451,George Goldhoff,26,116,24
452,Thanasi Kokkinakis,25,115,2
453,Sanjar Fayziev,26,115,23
454,Alexander Igoshin,29,115,31
455,Camilo Ugo Carabelli,21,115,32
456,Daniel Elahi Galan,24,114,12
457,Jose Hernandez-Fernandez,31,114,13
458,Maximiliano Estevez,31,114,24
459,Michal Dembek,23,114,30
460,Thiemo de Bakker,32,113,4
461,Francesco Forti,21,113,24
462,Renzo Olivo,29,112,15
463,Benjamin Winter Lopez,22,112,39
464,Bernardo Saraiva,27,111,18
465,Jelle Sels,25,111,18
466,Pablo Andujar,35,110,10
467,Igor Sijsling,33,110,15
468,Nicolas Mejia,21,110,26
469,Jorge Panta,25,110,29
470,Rhett Purcell,25,109,25
471,Jozef Kovalik,28,108,5
472,Danilo Petrovic,29,108,10
473,Thomas Fancutt,26,107,24
474,Mats Hermans,25,107,28
475,Dennis Novak,27,105,9
476,Mateus Alves,20,105,37
477,Jan Satral,30,104,20
478,Adam Taylor,29,104,26
479,Justin Butsch,26,104,27
480,Jason Taylor,27,104,28
481,Florian Lakat,25,103,18
482,David Perez Sanz,26,103,22
483,Hernan Casanova,27,103,26
484,Filip Peliwo,27,102,9
485,Di Wu,29,102,9
486,Kevin King,30,101,6
487,Maximilian Neuchrist,29,101,17
488,Ian Dempster,26,101,25
489,Kai Wehnelt,25,101,33
490,Collin Altamirano,25,100,8
491,Daniil Golubev,19,100,11
492,Tom Jomby,30,100,14
493,Fabian Marozsan,21,100,25
494,Pablo Vivero Gonzalez,26,100,29
495,Rogerio Dutra Silva,37,99,9
496,Alexey Zakharov,21,99,21
497,Martins Podzus,26,99,23
498,Yan Sabanin,31,99,29
499,Rio Noguchi,22,99,45
500,Brandon Nakashima,19,98,7
501,Evan Zhu,22,98,27
502,Nick Hardt,20,98,30
503,Khumoyun Sultanov,22,97,25
504,Maxime Tchoutakian,27,97,30
505,Arthur Reymond,22,97,34
506,Andres Artunedo Martinavarro,27,96,12
507,Giovanni Fonio,22,96,23
508,Mats Rosenkranz,22,96,27
509,Alexandar Lazarov,23,96,29
510,Carlos Sanchez Jover,20,96,31
511,Bogdan Bobrov,23,96,45
512,Rafael Nadal,34,95,1
513,Thiago Seyboth Wild,21,95,11
514,Jaroslav Pospisil,40,95,18
515,Maxim Ratniuk,24,95,23
516,Luis Patino,27,95,29
517,Robert Strombachs,21,95,32
518,Nenad Zimonjic,44,94,26
519,Franco Feitt,28,94,26
520,Filip Bergevi,27,94,28
521,Joao Lucas Reis Da Silva,21,94,32
522,Francesco Vilardo,31,94,39
523,Constantin Schmitz,25,93,21
524,Alessandro Bega,30,93,24
525,Anirudh Chandrasekar,22,93,28
526,Mukund Sasikumar,24,92,6
527,Yannick Maden,31,92,10
528,Vladimir Ivanov,34,92,28
529,Lorenzo Giustino,29,91,11
530,Moez Echargui,28,91,23
531,Antoine Bellier,24,91,24
532,Juan Martin del Potro,32,90,2
533,Jo-Wilfried Tsonga,36,90,4
534,Kei Nishikori,31,90,5
535,Lleyton Hewitt,40,90,6
536,Andreas Seppi,37,90,12
537,Tung-Lin Wu,22,90,12
538,Albert Ramos-Vinolas,33,90,13
539,Rameez Junaid,39,90,16
540,Antoine Escoffier,29,90,23
541,Pedro Vives Marcos,20,90,32
542,Juan Pablo Paz,26,90,38
543,Jumpei Yamasaki,23,89,23
544,Michail Pervolarakis,24,89,25
545,Felix Corwin,24,89,35
546,Alexander Pavlioutchenkov,35,88,12
547,Jeroen Vanneste,27,88,18
548,Uladzimir Ignatik,30,87,18
549,Mark Whitehouse,27,87,28
550,Jack Findel-Hawkins,26,86,17
551,James Frawley,27,86,18
552,Yannick Mertens,33,86,21
553,David Jorda Sanchis,26,86,28
554,Lorenzo Musetti,19,85,9
555,Daniel Dutra da Silva,32,85,13
556,Kai Lemstra,21,85,24
557,Daniel Michalski,21,85,24
558,Gabriel Petit,25,85,30
559,Max Houkes,20,85,31
560,Yaraslav Shyla,28,84,18
561,Adrian Barbu,37,84,24
562,Yan Bondarevskiy,21,84,31
563,Timur Kiyamov,24,84,37
564,Mick Veldheer,25,84,37
565,Fermin Tenti,23,84,43
566,Jose Fco. Vidal Azorin,27,84,45
567,Lukas Lacko,33,83,3
568,Yannik Steinegger,20,83,24
569,Genaro Alberto Olivieri,22,83,39
570,Brandon Holt,23,82,7
571,Marco Trungelliti,31,82,7
572,Hiroki Moriya,30,82,8
573,Joao Domingues,27,82,9
574,Flavio Cobolli,18,82,12
575,Ray Ho,21,82,19
576,Antoine Cornut-Chauvinc,20,82,24
577,Julien Cagnina,26,81,6
578,Jacob Grills,25,81,19
579,Oscar Jose Gutierrez,28,81,28
580,Stefan Palosi,21,81,28
581,Marat Deviatiarov,27,81,35
582,Ignacio Carou,21,81,44
583,Oscar Otte,27,80,5
584,Matteo Gigante,19,80,8
585,Johannes Haerteis,25,80,13
586,Ivan Nedelko,34,80,15
587,Jose Daniel Bendeck,30,80,17
588,Luca Gelhardt,26,80,23
589,Simon Carr,21,80,26
590,Tomas Lipovsek Puches,28,80,31
591,Wilson Leite,29,80,31
592,Ignacio Monzon,23,80,37
593,Daniel Altmaier,22,79,17
594,Yuta Shimizu,21,79,24
595,Davide Galoppini,26,79,25
596,Francisco Comesana,20,79,28
597,Kelsey Stevenson,30,79,32
598,Damien Wenger,21,79,33
599,Maxime Janvier,24,78,13
600,Dalibor Svrcina,18,78,17
601,Enrico Dalla Valle,23,78,25
602,Peter Bothwell,25,78,26
603,Mick Lescure,27,77,13
604,Sebastian Baez,20,77,28
605,Gian Marco Moroni,23,76,12
606,Eduardo Struvay,30,76,15
607,Cem Ilkel,25,76,19
608,Sagadat Ayap,25,76,42
609,Strong Kirchheimer,26,75,13
610,Nicolas Moreno De Alboran,23,75,20
611,Christopher Heyman,27,74,14
612,Sandro Ehrat,30,74,20
613,Andrew Paulson,19,74,22
614,Sidane Pontjodikromo,20,74,25
615,Ricardo Rodriguez - Pace,27,74,30
616,Matheus Pucinelli De Almeida,20,73,20
617,Majed Kilani,24,73,26
618,Georgii Kravchenko,20,73,34
619,Volodoymyr Uzhylovskyi,33,73,36
620,Alex Rybakov,24,72,11
621,Bernabe Zapata Miralles,24,72,16
622,Francis Casey Alcantara,29,72,23
623,Reese Stalder,24,72,25
624,Yasutaka Uchiyama,28,71,5
625,Petr Michnev,31,71,18
626,Aoran Wang,24,71,19
627,Umut Akkoyun,20,71,39
628,Taro Daniel,28,70,7
629,Evgeny Donskoy,30,70,11
630,Zura Tkemaladze,20,70,20
631,Adam Moundir,26,70,24
632,Ondrej Krstev,23,70,24
633,Nick Chappell,28,70,29
634,Yosuke Watanuki,23,69,4
635,Alexey Vatutin,28,69,13
636,Danylo Kalenichenko,27,69,20
637,Fabrizio Ornago,29,69,29
638,Alfredo Perez,23,68,15
639,Alejo Lorenzo Lingua Lavallen,20,68,23
640,Ryota Tanuma,25,68,27
641,Attila Balazs,32,67,4
642,Alexander Zhurbin,29,67,11
643,Andrea Arnaboldi,33,67,12
644,Yusuke Takahashi,23,67,14
645,Daniele Capecchi,25,67,28
646,Gonzalo Villanueva,26,67,28
647,Jonathan Mridha,26,66,20
648,Yanais Laurent,28,66,25
649,Sarp Agabigun,23,66,28
650,Tiago Cacao,23,66,31
651,Adam Pavlasek,26,65,5
652,Mats Moraing,28,65,7
653,Marcos Giron,27,65,9
654,Sebastian Ofner,24,65,14
655,Juan Sebastian Gomez,29,65,15
656,Peter Nagy,29,65,23
657,Johan Nikles,24,65,31
658,Hugo Grenier,25,64,13
659,Daniel Kossek,24,64,22
660,Alec Adamson,26,64,22
661,Arnaud Bovy,20,64,25
662,Kento Takeuchi,33,64,28
663,Naoki Tajima,20,64,37
664,Juan Carlos Aguilar,22,63,10
665,Hendrik Jebens,25,63,15
666,Petros Chrysochos,25,63,17
667,George Tsivadze,28,63,22
668,Pak Long Yeung,26,63,25
669,Eric Vanshelboim,19,63,28
670,Alexander Donski,22,63,35
671,Guilherme Clezar,28,62,9
672,Ben Jones,22,62,12
673,Albert Roglan,22,62,24
674,Oleksii Krutykh,21,62,40
675,Harrison Adams,26,61,15
676,Guy Orly Iradukunda,25,61,19
677,Vladimir Korolev,25,61,23
678,Jody Maginley,25,61,27
679,Aldin Setkic,33,61,33
680,Jaime Bendeck,24,60,10
681,Tim van Rijthoven,24,60,11
682,Facundo Arguello,28,60,11
683,Harold Mayot,19,60,13
684,Aleksandre Metreveli,27,60,14
685,Sora Fukuda,23,60,14
686,Aidan McHugh,20,60,20
687,Michiel De Krom,22,59,13
688,Christian Lindell,29,59,17
689,Sho Shimabukuro,23,59,18
690,Yann Wojcik,24,59,21
691,Ryan Peniston,25,59,22
692,Michal Konecny,31,59,22
693,Quentin Robert,26,59,25
694,Alexander Weis,24,59,28
695,Lorenzo Bocchi,23,59,32
696,Alejandro Mendoza,31,59,33
697,Aziz Ouakaa,21,59,46
698,Maverick Banes,29,58,16
699,Baptiste Crepatte,26,58,19
700,Mikhail Fufygin,30,58,28
701,Mirko Martinez,23,58,32
702,Yecong He,27,57,15
703,Fred Gil,36,57,22
704,Louis Tessa,23,57,22
705,Takuto Niki,33,57,26
706,Kristjan Tamm,22,57,29
707,Manish Sureshkumar,21,57,31
708,Erik Crepaldi,30,57,32
709,Pierre Faivre,25,56,16
710,Duje Ajdukovic,20,56,19
711,Lucas Poullain,25,56,22
712,Facundo Juarez,23,56,31
713,Andrey Chepelev,22,56,44
714,Niels Lootsma,26,55,14
715,Blake Ellis,22,55,17
716,Christoph Negritu,27,55,20
717,Maciej Smola,28,55,22
718,Sebastian Fanselow,29,55,22
719,Colin Sinclair,26,55,24
720,Aryan Goveas,22,55,31
721,Hao Wu,24,54,13
722,Lasse Muscheites,25,54,13
723,Arthur Bouquier,20,54,16
724,Joao Pedro Sorgi,27,54,17
725,Joffrey De Schepper,29,54,20
726,Charlie Emhardt,25,54,20
727,Zizou Bergs,21,54,21
728,Jordi Arconada,24,54,22
729,Riccardo Balzerani,22,54,25
730,Louis Dussin,21,54,27
731,Matteo Viola,33,53,5
732,Mathias Bourgue,27,53,5
733,Axel Geller,22,53,7
734,Christopher O'Connell,26,53,10
735,Wei-De Lin,25,53,13
736,Niki Kaliyanda Poonacha,25,53,18
737,Vasil Kirkov,22,53,21
738,Cameron Green,25,53,23
739,Yanki Erel,20,53,26
740,Daniel Cukierman,25,52,6
741,Kuan-Yi Lee,24,52,7
742,Alexander Ritschard,27,52,8
743,Benjamin Hassan,26,52,9
744,Rudolf Molleker,20,52,10
745,Kirill Kivattsev,23,52,18
746,Riccardo Maiga,31,52,20
747,Nicolo Turchetti,24,52,22
748,Theo Arribage,20,52,22
749,S D Prajwal Dev,24,52,22
750,Adil Kalyanpur,21,52,22
751,Guido Ivan Justo,23,52,29
752,Jack Draper,19,51,8
753,Mikhail Korovin,25,51,19
754,Maxime Mora,24,51,26
755,Milan Radojkovic,19,51,26
756,Pol Toledo Bague,26,51,27
757,Benjamin Dhoe,24,51,33
758,Nicaise Muamba,20,50,3
759,Aleksandar Vukic,25,50,12
760,Hiroyasu Ehara,29,50,13
761,Tanner K Smith,25,50,14
762,Raheel Manji,23,50,15
763,Peter Torebko,33,50,15
764,David Fox,27,50,16
765,Anton Chekhov,28,50,17
766,Alex Hernandez,21,50,17
