Rank,Player,Age,Points,Tournaments Played
216,Vishnu Vardhan,33,345,25
217,Marius Copil,30,344,13
218,Lucas Miedler,24,338,25
219,Dustin Brown,36,336,14
220,Matteo Berrettini,24,330,9
221,Viktor Troicki,34,327,8
222,Julian Ocleppo,23,325,31
223,JC Aragone,25,322,21
224,Maxime Cressy,23,321,27
225,Alejandro Davidovich Fokina,21,320,5
226,Lucas Pouille,26,315,10
227,Mackenzie McDonald,25,315,10
228,Lorenzo Sonego,25,315,11
229,Tennys Sandgren,29,310,12
230,Thiago Monteiro,26,310,13
231,Ruben Gonzales,35,307,29
232,Facundo Bagnis,30,305,16
233,Martin Cuevas,28,302,26
234,Emil Ruusuvuori,21,301,11
235,Facundo Mena,28,301,25
236,Lukas Rosol,35,300,9
237,Arjun Kadhe,26,300,28
238,Marco Bortolotti,29,296,36
239,Paolo Lorenzi,39,295,12
240,Inigo Cervantes,31,293,18
241,Dan Added,21,293,31
242,Ruan Roelofse,31,286,25
243,Andreas Siljestrom,39,283,18
244,Xin Gao,26,281,24
245,Vladyslav Manafov,27,280,37
246,Kimmer Coppejans,26,278,17
247,Sanchai Ratiwatana,38,277,26
248,Scott Clayton,26,272,26
249,David Goffin,30,270,4
250,Miomir Kecmanovic,21,270,10
251,Nikoloz Basilashvili,28,270,10
252,Benjamin Lock,27,270,41
253,Fajing Sun,24,267,21
254,Elliot Benchetrit,22,265,10
255,Nick Kyrgios,25,260,11
256,Alejandro Tabilo,23,258,21
257,Darian King,28,255,9
258,Mitchell Krueger,26,254,15
259,Pavel Kotov,22,251,17
260,Andrew Harris,26,250,13
261,Carlos Gomez-Herrera,30,250,16
262,Boris Arias,27,247,36
263,Skander Mansouri,25,245,31
264,Ryan Harrison,28,243,6
265,Joao Menezes,24,239,16
266,Roberto Quiroz,28,238,22
267,Thai-Son Kwiatkowski,25,236,11
268,Jonathan Eysseric,30,236,23
269,Markus Eriksson,31,235,31
270,Tomislav Draganja,26,234,19
271,Alejandro Gomez,29,234,27
272,Federico Zeballos,32,233,36
273,Roberto Cid Subervi,27,231,18
274,Nicolas Barrientos,33,231,22
275,Tomas Barrios Vera,23,229,14
276,Brydan Klein,30,228,17
277,Yates Johnson,26,226,36
278,Hunter Johnson,26,226,37
279,Alexander Merino,28,226,40
280,Stan Wawrinka,35,225,6
281,Marin Cilic,32,225,6
282,Marton Fucsovics,28,225,10
283,Marek Gengel,25,225,42
284,Adrian Menendez-Maceiras,35,223,12
285,Michael Vrbensky,21,223,27
286,Cristian Garin,24,220,18
287,Diego Hidalgo,27,220,31
288,Jesper de Jong,20,219,30
289,Mario Vilella Martinez,25,218,16
290,Mark Vervoort,30,217,33
291,Denis Kudla,28,213,9
292,Bradley Klahn,30,213,10
293,Christian Harrison,26,212,11
294,Chris Guccione,35,210,4
295,Corentin Denolly,23,209,25
296,Junior A. Ore,28,209,28
297,Evan Hoyt,25,206,19
298,Geoffrey Blancaneaux,22,204,21
299,Jurij Rodionov,21,203,10
300,David Marrero,40,203,25
301,Pedro Sousa,32,201,19
302,Harry Bourchier,24,201,25
303,Hugo Dellien,27,200,16
304,Aziz Dougaz,23,199,24
305,Illya Marchenko,33,198,10
306,Roman Safiullin,23,198,18
307,Botic van de Zandschulp,25,197,12
308,Pedro Sakamoto,27,196,23
309,Tallon Griekspoor,24,195,8
310,Malek Jaziri,36,195,9
311,Kacper Zuk,21,195,25
312,Denis Yevseyev,27,193,34
313,Brayden Schnur,25,192,16
314,John Paul Fruttero,39,192,20
315,Patrik Niklas-Salminen,23,191,17
316,Akira Santillan,23,190,17
317,Steven Diez,29,189,22
318,Blaz Rola,30,185,13
319,Liam Broady,26,184,19
320,Alexandru Jecan,32,183,45
321,Konstantin Kravchuk,35,182,17
322,Evgenii Tiurnev,23,182,22
323,Mikhail Elgin,39,181,9
324,Jakub Paul,21,181,26
325,Kamil Majchrzak,24,180,8
326,Lukas Klein,22,180,9
327,Marc Lopez,38,180,10
328,Sebastian Korda,20,180,11
329,Ricardas Berankis,30,180,12
330,Vijay Sundar Prashanth,34,180,25
331,Manuel Pena Lopez,22,179,31
332,Roberto Ortega-Olmedo,29,177,19
333,Timur Khabibulin,25,176,27
334,Sonchat Ratiwatana,38,175,20
335,Ryan Nijboer,21,175,27
336,Guillermo Garcia-Lopez,37,172,10
337,Hugo Gaston,20,171,18
338,Thomas Fabbiano,31,168,7
339,Donald Young,31,168,9
340,Conner Huertas del Pino,25,166,34
341,David Pichler,24,166,39
342,Soonwoo Kwon,23,165,8
343,Yun seong Chung,22,165,12
344,Alex Bolt,27,163,10
345,Juan Pablo Varillas,25,163,17
346,Korey Lovett,24,163,24
347,Ivan Gakhov,24,159,19
348,Thiemo de Bakker,32,158,4
349,Brandon Walkin,26,157,28
350,Jonas Forejtek,19,154,12
351,Victor Vlad Cornea,27,153,21
352,Tomas Martin Etcheverry,21,153,29
353,Courtney John Lock,24,153,33
354,Denis Istomin,34,152,10
355,Federico Coria,28,150,13
356,Runhao Hua,24,150,15
357,Calum Puttergill,27,150,18
358,Artem Dubrivnyy,21,150,27
359,David Poljak,24,150,33
360,Francisco Cabral,23,150,39
361,Austin Rapp,24,148,29
362,Nicolas Alvarez,24,147,19
363,Vitaliy Sachko,23,145,29
364,Yan Bai,31,143,7
365,Shintaro Imai,27,143,15
366,Toby Kodat,17,143,18
367,Yu Hsiou Hsu,21,143,24
368,Petr Nouza,22,142,30
369,Laurynas Grigelis,29,141,15
370,Raul Brancaccio,23,141,26
371,Grigoriy Lomakin,22,141,34
372,Vit Kopriva,23,140,28
373,Peter Heller,28,137,25
374,Jaume Pla Malfeito,25,137,29
375,Vladyslav Orlov,25,137,33
376,Aljaz Bedene,31,135,4
377,Milos Raonic,30,135,5
378,Gilles Simon,36,135,8
379,Fernando Verdasco,37,135,9
380,Dmitry Popko,24,134,21
381,Julian Bradley,28,134,34
382,Renzo Olivo,28,133,14
383,Sergey Fomin,19,132,21
384,Michael Geerts,25,132,23
385,Nicolas Alberto Arreche,26,132,31
386,Alexandr Cozbinov,25,132,32
387,Matteo Martineau,21,130,21
388,Ivan Liutarevich,24,130,22
389,Juan Manuel Cerundolo,19,129,26
390,Rameez Junaid,39,128,16
391,Mateusz Kowalczyk,33,127,9
392,Luke Johnson,26,127,29
393,Alexander Igoshin,28,126,26
394,Mariano Kestelboim,24,126,30
395,Shintaro Mochizuki,17,125,15
396,Eduard Esteve Lobato,26,125,22
397,Andrej Martin,31,124,6
398,Clement Tabur,20,124,27
399,Anis Ghorbel,31,124,46
400,Alex Molcan,23,123,3
401,Stefano Travaglia,29,123,11
402,Bernardo Saraiva,27,123,18
403,Simon Freund,24,123,27
404,Goncalo Falcao,32,123,33
405,Alexander Erler,23,122,18
406,Luis Patino,27,121,26
407,Camilo Ugo Carabelli,21,121,31
408,Martin Damm,17,120,10
409,Andres Artunedo Martinavarro,27,120,12
410,Maximiliano Estevez,31,120,24
411,George Goldhoff,25,120,24
412,Dominik Koepfer,26,119,6
413,Matias Franco Descotte,26,119,19
414,Gijs Brouwer,24,119,20
415,Altug Celikbilek,24,119,21
416,Bart Stevens,22,119,26
417,Elias Ymer,24,118,9
418,Jorge Panta,25,116,28
419,Jannik Sinner,19,115,5
420,Fabian Fallert,23,115,22
421,Javier Barranco Cosano,22,115,32
422,Aslan Karatsev,27,114,11
423,Jose Hernandez-Fernandez,30,114,13
424,Luca Castelnuovo,23,114,32
425,Nicolas Mejia,20,113,20
426,Matias Zukas,24,113,39
427,Thomas Fancutt,25,112,24
428,Glenn Smits,30,112,27
429,David Perez Sanz,26,111,20
430,Alberto Barroso Campos,24,111,25
431,Jason Taylor,26,111,28
432,Viktor Durasovic,23,110,15
433,Sanjar Fayziev,26,110,18
434,Di Wu,29,109,9
435,Jelle Sels,25,109,12
436,Franco Agamenone,27,109,14
437,Ian Dempster,25,109,25
438,Rhett Purcell,24,109,25
439,Jozef Kovalik,28,108,4
440,Hiroki Moriya,30,108,8
441,Facundo Arguello,28,108,11
442,Cristian Rodriguez,30,108,23
443,Pablo Vivero Gonzalez,25,108,28
444,Benjamin Winter Lopez,22,108,33
445,Nino Serdarusic,24,107,11
446,Justin Butsch,25,107,26
447,Maxime Tchoutakian,26,107,30
448,Dennis Novak,27,105,8
449,Francesco Forti,21,105,21
450,Michal Dembek,23,105,24
451,Adam Taylor,29,105,26
452,Oleg Prihodko,23,105,28
453,Florian Lakat,25,104,18
454,Mats Hermans,24,104,24
455,Thiago Agustin Tirante,19,103,20
456,Pedro Cachin,25,102,13
457,Jaroslav Pospisil,39,102,18
458,Kevin King,29,101,6
459,Alexander Pavlioutchenkov,35,101,12
460,Nenad Zimonjic,44,101,25
461,Tuna Altuna,31,101,30
462,Filip Peliwo,26,100,6
463,Collin Altamirano,25,100,8
464,Alexandre Muller,23,100,9
465,Piotr Matuszewski,22,100,22
466,Emilio Gomez,29,99,8
467,Rogerio Dutra Silva,36,99,9
468,Riccardo Bonadio,27,99,20
469,Evan Zhu,22,99,21
470,Michail Pervolarakis,24,99,21
471,Igor Marcondes,23,98,14
472,Jacopo Berrettini,22,97,20
473,Chun-Hsin Tseng,19,96,14
474,Jan Satral,30,96,16
475,Rafael Nadal,34,95,1
476T,Thomaz Bellucci,32,95,4
476T,Michael Mmoh,22,95,4
478,Jiri Lehecka,19,95,11
479,Jack Findel-Hawkins,26,95,17
480,Hernan Casanova,26,95,22
481,Filip Bergevi,26,95,22
482,Bogdan Bobrov,23,95,34
483,Uladzimir Ignatik,30,94,16
484,Mateus Alves,19,94,28
485,Kai Wehnelt,25,94,28
486,Yasutaka Uchiyama,28,93,5
487,Danilo Petrovic,28,93,8
488,Tom Jomby,29,93,12
489,Yannick Mertens,33,93,19
490,Daniil Golubev,19,92,3
491,Mukund Sasikumar,23,92,4
492,Maxim Ratniuk,24,92,18
493,Franco Feitt,28,92,24
494,Alexandar Lazarov,23,92,27
495,Rio Noguchi,22,92,38
496,Ernests Gulbis,32,90,1
497,Juan Martin del Potro,32,90,2
498T,Kei Nishikori,30,90,4
498T,Yoshihito Nishioka,25,90,4
500,Filip Krajinovic,28,90,5
501,Lleyton Hewitt,39,90,6
502,Pablo Andujar,34,90,9
503,Albert Ramos-Vinolas,32,90,11
504,Ugo Humbert,22,90,11
505,Andreas Seppi,36,90,12
506,Jacob Grills,25,90,19
507,Evgeny Karlovskiy,26,89,9
508,Andrea Arnaboldi,33,89,11
509,Vladimir Ivanov,33,89,23
510,Yan Sabanin,30,89,23
511,Eduardo Struvay,30,88,15
512,Martins Podzus,26,88,17
513,Khumoyun Sultanov,22,88,21
514,Fabian Marozsan,21,88,22
515,Mats Rosenkranz,22,88,25
516,Joao Lucas Reis Da Silva,20,88,26
517,Nuno Borges,23,87,15
518,Agustin Velotti,28,87,16
519,Antoine Escoffier,28,87,16
520,James Frawley,26,87,18
521,Robert Strombachs,21,87,24
522,Nick Hardt,20,87,26
523,Wilson Leite,29,86,31
524,Daniel Dutra da Silva,32,85,13
525,Anirudh Chandrasekar,22,85,21
526,Peter Bothwell,25,85,26
527,Vaclav Safranek,26,84,14
528,Daniel Michalski,20,84,18
529,Adrian Barbu,37,84,23
530,Luca Gelhardt,26,84,23
531,David Jorda Sanchis,26,84,28
532,Timur Kiyamov,24,84,31
533,Lukas Lacko,33,83,2
534,Mark Whitehouse,27,83,24
535,Brandon Holt,22,82,7
536,Joao Domingues,27,82,8
537,Giovanni Fonio,22,82,17
538,Ray Ho,20,82,19
539,Tomas Lipovsek Puches,27,82,26
540,Sebastian Baez,20,82,28
541,Francesco Vilardo,31,82,30
542,Gabriel Petit,25,81,26
543,Markos Kalovelonis,26,81,31
544,Ignacio Carou,21,81,40
545,Thiago Seyboth Wild,20,80,7
546,Ivan Nedelko,34,80,9
547,Sebastian Ofner,24,80,12
548,Johannes Haerteis,24,80,13
549,Jose Daniel Bendeck,30,80,17
550,Kai Lemstra,21,80,20
551,Antoine Cornut-Chauvinc,20,80,22
552,Oscar Jose Gutierrez,27,80,25
553,Francisco Comesana,20,79,26
554,Flavio Cobolli,18,78,7
555,Enrico Dalla Valle,22,78,21
556,Alessandro Bega,29,78,21
557,Juan Pablo Paz,25,78,29
558,Felix Corwin,24,78,30
559,Fermin Tenti,23,78,40
560,Antoine Bellier,24,77,20
561,Stefan Palosi,20,77,24
562,Kelsey Stevenson,30,77,27
563,Matteo Gigante,18,76,3
564,Guilherme Clezar,27,76,9
565,Marat Deviatiarov,26,76,28
566,Ignacio Monzon,22,76,34
567,Genaro Alberto Olivieri,22,76,36
568,Gian Marco Moroni,22,75,9
569,Maximilian Neuchrist,29,75,12
570,Arthur Reymond,21,75,27
571,Daniel Elahi Galan,24,74,10
572,Ondrej Krstev,23,74,24
573,Ricardo Rodriguez - Pace,27,74,30
574,Sagadat Ayap,25,74,38
575,Tung-Lin Wu,22,73,9
576,Maxime Janvier,24,73,11
577,Mick Lescure,27,73,11
578,Alexey Zakharov,20,73,15
579,Harrison Adams,26,73,15
580,Danylo Kalenichenko,26,73,18
581,Majed Kilani,23,73,26
582,Mick Veldheer,24,73,31
583,Aoran Wang,23,72,19
584,Reese Stalder,24,72,24
585,Georgii Kravchenko,20,72,30
586,Jose Fco. Vidal Azorin,27,72,36
587,Dalibor Svrcina,18,71,15
588,Petr Michnev,31,71,17
589,Sandro Ehrat,29,71,18
590,Yuta Shimizu,21,71,20
591,Adam Moundir,25,71,24
592,Taro Daniel,27,70,6
593,Tim van Rijthoven,23,70,6
594,Frances Tiafoe,22,70,7
595,Evgeny Donskoy,30,70,9
596,Daniel Altmaier,22,70,16
597,Moez Echargui,27,70,17
598,Max Houkes,20,70,26
599,Yosuke Watanuki,22,69,4
600,Strong Kirchheimer,25,69,11
601,Christopher Heyman,27,69,11
602,Jumpei Yamasaki,23,69,16
603,Zura Tkemaladze,20,69,17
604,Francis Casey Alcantara,28,69,21
605,Alexander Zhurbin,28,68,11
606,Alfredo Perez,23,68,15
607,Sidane Pontjodikromo,20,68,20
608,Damien Wenger,20,68,26
609,Attila Balazs,32,67,4
610,Rudolf Molleker,20,67,9
611,Juan Sebastian Gomez,28,67,15
612,Michal Konecny,31,67,22
613,Yan Bondarevskiy,20,67,24
614,Jeroen Vanneste,26,66,12
615,Ryan Peniston,25,66,19
616,George Tsivadze,27,66,22
617,Alec Adamson,26,66,22
618,Carlos Sanchez Jover,20,66,23
619,Pedro Vives Marcos,19,66,24
620,Pak Long Yeung,25,66,25
621,Adam Pavlasek,26,65,5
622,Emilio Nava,19,65,6
623,Marcos Giron,27,65,8
624,Christoph Negritu,26,65,12
625,Maverick Banes,28,65,16
626,Blake Ellis,21,65,17
627,Nicolas Moreno De Alboran,23,65,18
628,Peter Nagy,28,65,22
629,Hendrik Jebens,25,64,14
630,Sora Fukuda,23,64,14
631,Constantin Schmitz,25,64,14
632,Neil Oberleitner,21,64,15
633,Fred Gil,35,64,19
634,Simon Carr,21,64,19
635,Daniel Kossek,24,64,22
636,Tiago Cacao,22,64,27
637,Blaz Kavcic,33,63,5
638,Yannick Maden,31,63,8
639,Juan Carlos Aguilar,22,63,10
640,Igor Sijsling,33,63,10
641,Michiel De Krom,22,63,12
642,Yanais Laurent,28,63,20
643,Vladimir Korolev,25,62,19
644,Arnaud Bovy,20,62,23
645,Joao Pedro Sorgi,27,61,17
646,Davide Galoppini,26,61,17
647,Sarp Agabigun,23,61,19
648,Charlie Emhardt,25,61,20
649,Fabrizio Ornago,28,61,26
650,Jody Maginley,25,61,27
651,Jiri Vesely,27,60,6
652,Jaime Bendeck,24,60,10
653,Harold Mayot,18,60,12
654,Niels Lootsma,26,60,14
655,Jonathan Mridha,25,60,16
656,Christian Lindell,29,60,17
657,Matthew Christopher Romios,21,60,20
658,Alexander Weis,23,60,25
659,Erik Crepaldi,30,60,32
660,Pierre Faivre,24,59,13
661,Alexander Donski,22,59,31
662,Alejandro Mendoza,30,59,33
663,Ben Jones,22,58,10
664,Hiroyasu Ehara,29,58,13
665,Nicolo Turchetti,24,58,19
666,Joffrey De Schepper,29,58,19
667,Aryan Goveas,22,58,26
668,Yusuke Takahashi,23,57,7
669,Petros Chrysochos,24,57,11
670,Yecong He,26,57,15
671,Evan Furness,22,57,18
672,Adil Kalyanpur,20,57,21
673,Jordi Arconada,24,57,22
674,Nick Chappell,28,57,26
675,Lorenzo Musetti,18,56,8
676,Sho Shimabukuro,23,56,12
677,Peter Torebko,32,56,15
678,Gonzalo Villanueva,25,56,24
679,Naoki Tajima,20,56,28
680,Bastian Malla,24,55,13
681,Kirill Kivattsev,23,55,17
682,Albert Roglan,22,55,20
683,Maciej Smola,27,55,22
684,Johan Nikles,23,55,25
685,Aziz Ouakaa,21,55,37
686,Jason Jung,31,54,12
687,Hao Wu,23,54,13
688,Lasse Muscheites,24,54,13
689,Baptiste Crepatte,26,54,15
690,Karim-Mohamed Maamoun,29,54,16
691,Yann Wojcik,24,54,19
692,Mikhail Korovin,24,54,19
693,S D Prajwal Dev,24,54,19
694,Oleksii Krutykh,20,54,33
695,Matteo Viola,33,53,5
696,Marco Trungelliti,30,53,6
697,Kuan-Yi Lee,24,53,7
698,Axel Geller,21,53,7
699,Christopher O'Connell,26,53,9
700,Wei-De Lin,24,53,13
701,Guy Orly Iradukunda,24,53,15
702,Anton Chekhov,28,53,17
703,Robin Stanek,25,53,18
704,Takuto Niki,33,53,20
705,Vasil Kirkov,21,53,21
706,Cameron Green,24,53,23
707,Manish Sureshkumar,21,53,24
708,Mirko Martinez,22,53,24
709,Facundo Juarez,23,53,26
710,Volodoymyr Uzhylovskyi,32,53,26
711,Daniel Cukierman,25,52,6
712,Francisco Dias,28,52,11
713,Alex Hernandez,21,52,17
714,Fernando Yamacita,23,52,17
715,Bogdan Ionut Apostol,24,52,19
716,Ryota Tanuma,25,52,22
717,Mikhail Fufygin,30,52,25
718,Shinji Hazawa,21,51,10
719,Matheus Pucinelli De Almeida,19,51,12
720,Cem Ilkel,25,51,15
721,Aidan McHugh,20,51,15
722,Wishaya Trongcharoenchaikul,25,51,18
723,Zizou Bergs,21,51,18
724,Kento Takeuchi,33,51,21
725,Milan Radojkovic,19,51,24
726,Umut Akkoyun,20,51,28
727,Jimmy Wang,35,50,2
728,Nicaise Muamba,20,50,3
729,Prajnesh Gunneswaran,31,50,4
730,Hugo Grenier,24,50,12
731,Zhizhen Zhang,24,50,13
732,Tanner K Smith,25,50,14
733,Raheel Manji,23,50,15
734,David Fox,26,50,16
735,Jonathan Gray,23,50,19
736,Benjamin Dhoe,24,50,31
737,Andrey Chepelev,22,50,33
738,Viktor Galovic,30,49,8
739,Preston Touliatos,25,49,14
740,Sebastian Fanselow,28,49,15
741,Soichiro Moritani,26,49,18
742,Riccardo Maiga,31,49,19
743,Anderson Reed,30,49,20
744,Toby Martin,27,49,21
745,Riccardo Balzerani,22,49,22
746,Lorenzo Bocchi,23,49,25
747,Shalva Dzhanashiya,28,49,27
748,Guido Ivan Justo,23,49,28
749,Noah Rubin,24,48,4
750,Ljubomir Celebic,29,48,12
751,Yuki Mochizuki,23,48,12
752,Anas Fattar,33,48,14
753,Marc Dijkhuizen,24,48,16
754,Niklas Schell,21,48,18
755,Karl Friberg,21,48,21
756,Alexander Shevchenko,20,48,24
757,Remy Bertola,22,48,25
758,Jeremy Jahn,30,47,5
759,Lorenzo Giustino,29,47,9
760,Gregoire Jacq,28,47,11
761,Matteo Arnaldi,19,47,11
762,Bernabe Zapata Miralles,23,47,12
763,Niki Kaliyanda Poonacha,25,47,12
764,Martin Van Der Meerschen,20,47,21
765,Aldin Setkic,33,47,27
766,Gleb Sakharov,32,46,7
767,Janis Podzus,26,46,9
768,Petr Hajek,23,46,16
769,Eric Vanshelboim,19,46,19
