Rank,Player,Age,Points,Tournaments Played
252,Blake Ellis,24,242,20
253,Mitchell Krueger,29,241,14
254,Adam Taylor,32,241,34
255,Max Schnur,30,236,14
256,Christian Harrison,29,234,11
257,Julian Ocleppo,25,234,16
258,Alexander Merino,30,234,28
259,Alexander Donski,24,233,26
260,Grigoriy Lomakin,25,232,38
261,Federico Agustin Gomez,26,231,16
262,Benjamin Sigouin,24,230,22
263,Joshua Paris,27,230,23
264,Nino Serdarusic,26,229,12
265,Shinji Hazawa,24,227,17
266,Francis Casey Alcantara,31,227,24
267,Ben Jones,25,227,31
268,Tommy Paul,26,225,8
269,Diego Schwartzman,30,225,9
270,Arthur Bouquier,22,223,25
271,Johannus Monday,21,222,10
272,Pedro Boscardin Dias,20,222,14
273,Luciano Darderi,21,221,10
274,Geoffrey Blancaneaux,24,221,12
275,Constant Lestienne,31,220,5
276,Aleksandar Kovacevic,24,220,14
277,Matthew Christopher Romios,24,220,20
278,Dane Sweeny,22,220,21
279,Christoph Negritu,29,216,29
280,Alibek Kachmazov,20,214,11
281,Thiago Agustin Tirante,22,213,20
282,Christopher Eubanks,27,212,10
283,Joao Lucas Reis Da Silva,23,212,14
284,Rio Noguchi,24,212,18
285,Lloyd Harris,26,210,3
286,Yoshihito Nishioka,27,210,5
287,Yasutaka Uchiyama,30,209,9
288,Nicolas Mejia,23,209,19
289,Francesco Forti,23,209,22
290,Nicolas Alvarez Varona,22,208,9
291,Leandro Riedi,21,206,6
292,Matias Soto,24,206,11
293,Antoine Hoang,27,206,13
294,Volodoymyr Uzhylovskyi,35,205,34
295,Leonardo Aboian,25,204,19
296,Antoine Escoffier,31,201,9
297,Timo Stodder,27,201,20
298,Akira Santillan,26,201,25
299,Liam Broady,29,200,8
300,Ajeet Rai,24,199,21
301,Parikshit Somani,23,199,31
302,August Holmgren,25,197,13
303,Jacopo Berrettini,24,195,11
304,Alberto Barroso Campos,27,195,20
305,Gustavo Heide,21,194,10
306,Malek Jaziri,39,192,10
307,David Pichler,27,192,29
308,Remy Bertola,24,191,18
309,Titouan Droguet,22,190,6
310,Enzo Couacaud,28,188,13
311,Henrique Rocha,19,187,17
312,George Goldhoff,28,187,24
313,Damien Wenger,23,186,21
314,James McCabe,19,185,12
315,Facundo Mena,30,185,13
316,Jeremy Beale,28,182,12
317,Alex Molcan,25,180,4
318,Bruno Soares,41,180,4
319,Nicolas Jarry,27,180,5
320,Cameron Norrie,27,180,6
321,Ilya Ivashka,29,180,6
322,Adrian Menendez-Maceiras,37,180,8
323,Marcos Giron,29,180,9
324,Emil Ruusuvuori,24,180,10
325,Sergey Fomin,22,178,17
326,Seita Watanabe,22,178,17
327,Alexander Zgirovsky,21,178,23
328,Constantin Bittoun Kouzmine,24,178,28
329,James Frawley,29,175,20
330,Gianmarco Ferrari,22,175,21
331,Aziz Dougaz,26,174,14
332,Jorge Panta,27,173,19
333,Valerio Aboian,21,172,16
334,Oleksandr Ovcharenko,21,171,21
335,Aliaksandr Liaonenka,24,170,21
336,Alexis Galarneau,24,169,12
337,Billy Harris,28,169,15
338,Juan Ignacio Galarza,29,169,20
339,Fajing Sun,26,169,24
340,Gijs Brouwer,27,168,14
341,Daniel Masur,28,168,16
342,Keegan Smith,25,167,14
343,Tomas Lipovsek Puches,30,166,20
344,Andrea Picchione,25,166,22
345,Zizou Bergs,24,165,7
346,Edward Winter,18,164,16
347,Eric Vanshelboim,21,164,20
348,Kacper Zuk,24,163,8
349,Vitaliy Sachko,25,163,19
350,Courtney John Lock,26,163,22
351,Goncalo Oliveira,28,162,25
352,Bogdan Bobrov,25,162,31
353,Pruchya Isaro,27,161,19
354,Mats Hermans,27,160,28
355,Lukasz Kubot,41,159,15
356,Francesco Maestrelli,20,158,11
357,Andres Andrade,24,157,16
358,Sandro Kopp,23,156,17
359,Nicolas Kicker,30,155,5
360,Jiri Barnat,21,155,20
361,Francisco Comesana,22,154,12
362,Tristan McCormick,24,154,14
363,Aziz Ouakaa,23,154,29
364,Vit Kopriva,26,153,16
365,Milos Karol,20,152,23
366,Vishnu Vardhan,35,151,18
367,Oleksii Krutykh,23,151,19
368,Julian Lenz,30,150,4
369,Aidan McHugh,22,150,14
370,Ryan Nijboer,23,149,18
371,Gabriel Roveri Sidney,26,149,20
372,Fabio Coelho,23,149,22
373,Daniel Rincon,20,148,15
374,Andrea Collarini,31,148,19
375,Martin Damm,19,147,13
376,Jay Clarke,24,146,6
377,Mariano Navone,22,146,16
378,Ilya Snitari,21,146,17
379,Duarte Vale,24,146,20
380,Stefano Travaglia,31,144,13
381,Mateus Alves,22,144,14
382,Henri Squire,22,143,12
383,Sascha Gueymard Wayenburg,19,141,11
384,Francesco Passaro,22,141,12
385,Petr Nesterov,20,141,18
386,Christian Sigsgaard,26,140,13
387,Taisei Ichikawa,22,140,20
388,Jakob Schnaitter,27,140,24
389,Igor Gimenez,23,139,31
390,Max Houkes,22,138,8
391,Dalibor Svrcina,20,138,13
392,Juan Carlos Aguilar,24,138,17
393,Jaroslav Pospisil,42,137,10
394,Dmitry Popko,26,137,11
395,Eero Vasa,26,137,15
396,Masamichi Imamura,24,136,13
397,Brandon Nakashima,21,135,2
398,Daniel Altmaier,24,135,4
399,Pedro Cachin,28,135,11
400,Andres Urrea,28,135,12
401,Mac Kiger,24,135,25
402,Sai Karteek Reddy Ganta,23,135,34
403,Lukas Rosol,37,134,12
404,Harold Mayot,21,134,13
405,Thomas Fancutt,28,133,15
406,Joe Tyler,24,133,23
407,Matias Zukas,27,133,25
408,Arthur Fery,20,132,10
409,Ethan Quinn,19,131,5
410,Matej Vocel,26,131,13
411,Adam Moundir,28,131,18
412,Jerome Kym,20,130,5
413,Alvaro Lopez San Martin,26,130,20
414,Tomas Farjat,22,129,21
415,Benjamin Winter Lopez,25,129,21
416,Lukas Pokorny,21,129,22
417,Nick Hardt,22,128,10
418,Sarp Agabigun,26,128,13
419,Tsung-Hao Huang,23,128,23
420,Maximus Jones,18,128,29
421,Tung-Lin Wu,25,126,4
422,Kyle Seelig,25,126,17
423,Egor Agafonov,20,126,19
424,Imanol Lopez Morillo,23,126,20
425,Jacob Fearnley,21,125,2
426,Jonas Forejtek,22,125,7
427,Nicholas David Ionel,20,125,14
428,Sanjar Fayziev,28,125,21
429,Clement Tabur,23,124,12
430,Sidane Pontjodikromo,22,124,20
431,Denis Istomin,36,123,9
432,Tyler Zink,22,123,10
433,Georgii Kravchenko,22,123,17
434,Gonzalo Bueno,19,123,20
435,Gregoire Barrere,29,122,8
436,Daniel Little,26,122,24
437,Bruno Pujol Navarro,21,122,27
438,Maximilian Marterer,28,120,5
439,Franco Agamenone,30,120,9
440,Szymon Kielan,20,120,16
441,Manish Sureshkumar,23,120,18
442,Arthur Reymond,24,120,19
443,Erik Arutiunian,18,120,25
444,Vasil Kirkov,24,119,11
445,Michael Vrbensky,23,119,15
446,Inaki Montes-De La Torre,20,118,3
447,Stefanos Sakellaridis,18,118,43
448,Jakub Mensik,17,117,11
449,Aleksandar Vukic,27,116,7
450,Fabian Marozsan,23,116,8
451,Facundo Juarez,25,115,16
452,Sekou Bangoura,31,115,17
453,Johannes Ingildsen,25,115,19
454,Alex Knaff,25,115,20
455,Edan Leshem,26,114,11
456,Luca Potenza,22,114,16
457,Li Tu,27,114,16
458,John Echeverria,21,114,19
459,Vladyslav Orlov,28,114,21
460,Alejandro Moro Canas,22,113,7
461,Tristan Lamasine,30,113,9
462,Mili Poljicak,18,113,11
463,Yunchaokete Bu,21,113,17
464,Yanaki Milev,19,113,20
465,Lorenzo Giustino,31,112,7
466,Pedro Sakamoto,29,112,9
467,Camilo Ugo Carabelli,24,112,10
468,Martin Cuevas,31,112,11
469,Gonzalo Villanueva,28,112,17
470,Finn Reynolds,23,112,17
471,Stuart Parker,25,111,8
472,Flavio Cobolli,21,111,9
473,Miljan Zekic,34,111,10
474,Yeong-Seok Jeong,23,111,16
475,Mario Mansilla Diez,21,111,19
476,Jannik Sinner,21,110,6
477,Hiroki Moriya,32,110,8
478,Evgeny Donskoy,33,110,9
479,Gabriel Alejandro Hidalgo,32,110,11
480,Samuel Vincent Ruggeri,21,110,25
481,Daniil Ostapenkov,20,109,19
482,Dan Alexandru Tomescu,24,109,24
483,Juan Bautista Otegui,24,109,26
484,Davide Pozzi,24,109,32
485,James Trotter,23,108,8
486,Franco Emanuel Egea,27,108,10
487,Evan Zhu,24,108,12
488,Shintaro Mochizuki,20,107,9
489,Ignacio Buse,19,107,15
490,Mikalai Haliak,24,107,23
491,Amr Elsayed,24,107,23
492,Bradley Klahn,32,106,4
493,Sergi Perez Contri,25,106,19
494,Daniel Rodrigues,23,106,21
495,Sebastian Ofner,27,105,6
496,Noah Schachter,23,105,9
497,Alexander Weis,26,105,14
498,Joris De Loore,30,104,9
499,Ryuki Matsuda,23,104,27
500,Joao Victor Couto Loureiro,20,103,18
501,Filip Cristian Jianu,21,102,10
502,Simon Freund,26,101,14
503,Andrew Rogers,24,101,15
504,Roy Stepanov,24,101,24
505,Valentin Vacherot,24,100,9
506,Johannes Haerteis,27,100,10
507,Alex Michelsen,18,100,12
508,Tennys Sandgren,31,99,5
509,Patrick Zahraj,23,99,8
510,Jea Moon Lee,29,99,13
511,Marcello Serafini,20,99,23
512,Robin Bertrand,20,99,29
513,Dimitris Sakellaridis,17,99,46
514,Alex Rybakov,26,98,7
515,Jelle Sels,27,98,9
516,Matias Franco Descotte,28,98,10
517,Sebastian Fanselow,31,98,15
518,Yuki Mochizuki,25,98,16
519,S D Prajwal Dev,27,98,20
520,Trey Hilderbrand,23,97,8
521,John McNally,24,96,6
522,Cooper Williams,18,96,10
523,Simon Beaupain,24,96,18
524,Kirill Kivattsev,25,96,21
525,Gabriele Maria Noce,27,96,30
526,Ergi Kirkin,24,95,10
527,Seongchan Hong,25,95,11
528,Uisung Park,22,95,13
529,Carlos Sanchez Jover,22,95,15
530,Andrey Chepelev,24,95,24
531,Kris Van Wyk,26,95,27
532,Pavel Kotov,24,94,12
533,Daisuke Sumizawa,24,94,17
534,Fernando Yamacita,25,94,18
535,Nicholas Godsick,18,93,5
536,Toby Samuel,20,93,8
537,David Poljak,27,93,12
538,Leonid Sheyngezikht,22,93,19
539,Anis Ghorbel,34,93,20
540,Christian Langmo,27,92,8
541,Abdullah Shelbayh,19,92,11
542,Juan Bautista Torres,21,92,13
543,Denis Yevseyev,30,92,17
544,Matteo Gigante,21,91,8
545,Joao Domingues,29,91,13
546T,Feliciano Lopez,41,90,1
546T,Gael Monfils,36,90,1
548T,Hyeon Chung,27,90,1
548T,Fernando Verdasco,39,90,1
550T,Martin Landaluce,17,90,2
550T,J.J. Wolf,24,90,2
550T,Yibing Wu,23,90,2
553T,Soonwoo Kwon,25,90,2
553T,Dusan Lajovic,32,90,2
553T,Casper Ruud,24,90,2
556,Chun-Hsin Tseng,21,90,3
557,Pierre-Hugues Herbert,32,90,4
558,Aslan Karatsev,29,90,5
559,Stan Wawrinka,38,90,5
560,Felipe Meligeni Alves,25,90,5
561,Nicholas Monroe,41,90,6
562,Radu Albot,33,90,6
563,Alexander Zverev,26,90,7
564,Bernabe Zapata Miralles,26,90,11
565,Nathan Anthony Barki,18,90,13
566,Federico Arnaboldi,23,90,17
567,Maxime Janvier,26,89,3
568,Siddhant Banthia,22,89,11
569,Akram El Sallaly,25,89,24
570,Domagoj Biljesko,25,88,13
571,Adolfo Daniel Vallejo,19,88,13
572,Tomohiro Masabayashi,25,88,18
573,Naoki Tajima,22,88,23
574,Joao Fonseca,16,87,6
575,Alessandro Giannessi,33,87,8
576,Mukund Sasikumar,26,87,9
577,David Perez Sanz,29,87,16
578,Illya Beloborodko,22,87,16
579,Aaron Addison,27,87,18
580,Nitin Kumar Sinha,24,87,20
581,Sumit Nagal,25,86,8
582,Alexandr Cozbinov,28,86,12
583,Kalin Ivanovski,19,86,15
584,Luka Mikrut,19,85,9
585,Peter Heller,30,85,14
586,Makoto Ochi,27,85,17
587,Blake Bayldon,24,85,18
588,Raul Brancaccio,26,84,10
589,Corentin Denolly,26,84,11
590,Paulo Andre Saraiva Dos Santos,23,84,21
591,Edas Butvilas,18,83,7
592,Buvaysar Gadamauri,22,83,19
593,Alejandro Manzanera Pertusa,20,83,22
594,Ryan Peniston,27,82,7
595,Patrik Rikl,24,82,11
596,Baoluo Zheng,22,82,15
597,Raphael Calzi,25,82,30
598,Alexander Shevchenko,22,81,12
599,Altug Celikbilek,26,80,4
600,Takeru Yuzuki,24,80,11
601,Evgeny Karlovskiy,28,80,12
602,Dax Donders,22,80,12
603,Pedro Araujo,21,80,13
604,Yan Bondarevskiy,23,80,16
605,Harry Wendelken,21,80,21
606,Marius Copil,32,79,7
607,Benoit Paire,34,79,7
608,Enrico Dalla Valle,25,79,11
609,Matteo Martineau,24,79,15
610,Blu Baker,21,79,16
611,Colin Markes,26,79,18
612,Ethan Cook,20,79,22
613,Yann Wojcik,26,78,11
614,Lorenzo Claverie,20,78,16
615,Daniel Siniakov,20,78,18
616,Lukas Klein,25,77,3
617,Marco Trungelliti,33,77,6
618,Augusto Virgili,28,77,16
619,Max Alcala Gurri,20,77,26
620,Antonio Sancic,34,76,4
621,Dayne Kelly,32,76,14
622,Eduardo Ribeiro,25,76,14
623,Luigi Sorrentino,25,76,20
624,Guido Pella,33,75,5
625,Federico Bondioli,18,75,10
626,Chak Lam Coleman Wong,19,75,11
627,Hady Habib,24,75,12
628,Semen Voronin,19,75,13
629,Woobin Shin,19,75,15
630,Marat Sharipov,20,75,15
631,Zaharije-Zak Talic,24,75,25
632,Tennyson Whiting,21,75,32
633,Alvaro Guillen Meza,20,74,17
634,Justin Boulais,21,73,6
635,James Mackinlay,22,73,22
636,Fermin Tenti,26,73,25
637,Abraham Asaba,26,73,26
638,Frane Nincevic,24,72,6
639,Yannik Steinegger,22,72,15
640,Adrian Oetzbach,25,72,19
641,Goncalo Falcao,35,72,21
642,Jan Hrazdil,18,71,4
643,Federico Gaio,31,71,4
644,Genaro Alberto Olivieri,24,71,10
645,Mohamed Safwat,32,71,14
646,Daniel Paty,23,71,15
647,Tommaso Compagnucci,23,71,25
648,Connor Thomson,22,70,3
649,Nicolas Moreno De Alboran,25,70,6
650,Christian Oliveira,23,70,6
651,Benjamin Hannestad,26,70,10
652,Ugo Blanchet,24,70,11
653,Filip Duda,24,70,11
654,Santiago De La Fuente,21,70,12
655,Peter Bertran,27,70,14
656,Evgeny Philippov,21,70,18
657,Kokoro Isomura,20,70,20
658,Ryota Tanuma,27,69,6
659,Yannick Mertens,36,69,9
660,Viacheslav Bielinskyi,19,69,12
661,Alexandr Binda,21,69,17
662,Joshua Sheehy,26,69,20
663,David Jorda Sanchis,29,69,23
664,Michiel De Krom,24,68,5
665,Luciano Emanuel Ambrogi,19,68,19
666,Giovanni Fonio,25,67,7
667,Jose Pereira,32,67,10
668,Maxence Broville,24,67,19
669,Frederico Ferreira Silva,28,66,9
670,Riccardo Bonadio,29,66,11
671,Miguel Fernando Pereira,24,66,14
672,Alexandros Skorilas,23,66,23
673,Dragos Nicolae Madaras,25,66,24
674,Samuel Martinez Arjona,21,66,27
675,Luca Nardi,19,65,5
676,Lukas Neumayer,20,65,11
677,Nick Chappell,30,65,14
678,Khumoyun Sultanov,24,65,14
679,Dominik Kellovsky,26,65,16
680,Thantub Suksumrarn,22,65,20
681,Cezar Cretu,22,64,5
682,Nathan Ponwith,25,64,10
683,Omar Jasika,26,64,11
684,Federico Bertuccioli,24,64,20
685,Alec Beckley,22,64,20
686,Adam Jurajda,20,64,21
687,Nikita Ianin,21,64,22
688,Alexandar Lazarov,25,63,6
689,Liam Draxl,21,63,9
690,Karl Friberg,24,63,12
691,Kai Lemstra,24,63,12
692,Jiri Jenicek,23,63,18
693,Roberto Quiroz,31,62,5
694,Maks Kasnikowski,19,62,7
695,Giorgio Tabacco,19,62,11
696,Jarno Jans,23,62,11
697,Elio Jose Ribeiro Lago,25,62,15
698,Preston Brown,21,62,16
699,Marlon Vankan,22,62,20
700,Hynek Barton,19,61,8
701,Shunsuke Mitsui,21,61,8
702,Jorge Martinez Martinez,27,61,16
703,Maxence Beauge,23,61,18
704,Cengiz Aksu,24,61,19
705,Salvatore Caruso,30,60,6
706,Evgenii Tiurnev,26,60,9
707,Daniil Glinka,23,60,12
708,Karl Kiur Saar,27,60,13
709,Wilson Leite,31,60,19
710,Ivan Denisov,23,60,19
711,S Mert Ozdemir,23,60,20
712,Anton Matusevich,22,59,7
713,Toby Kodat,20,59,8
714,Jie Cui,25,59,9
715,Kyrian Jacquet,22,59,9
716,Gabriel Debru,17,59,9
717,Viktor Jovic,21,59,10
718,Qian Sun,21,59,13
719,Jimmy Yang,26,58,8
720,Fausto Tabacco,21,58,9
721,Jan Kupcic,22,58,11
722,Daniel Antonio Nunez,22,58,15
723,Lorenzo Rottoli,21,58,16
724,Tom Gentzsch,19,58,20
725,Franco Roncadelli,23,58,23
726,Jannik Opitz,25,57,8
727,Stefan Palosi,23,57,10
728,Rudolf Molleker,22,57,11
729,Clement Chidekh,22,57,14
730,Yamato Sueoka,20,57,15
731,Axel Garcian,21,57,15
732,Jesse Flores,28,57,17
733,Tiago Pereira,19,57,24
734,Sheng Tang,,56,14
735,Tuna Altuna,34,56,19
736,Saba Purtseladze,21,56,28
737,Carlos Taberner,25,55,4
738,Yusuke Takahashi,25,55,6
739,Timofey Skatov,22,55,6
740,Govind Nanda,22,55,7
741,Carlos Lopez Montagud,22,55,7
742,Sebastian Gima,21,55,9
743,Niels Visker,21,55,9
744,Aoran Wang,26,55,9
745,Thijmen Loof,20,55,13
746,Diego Fernandez Flores,22,55,14
747,Denis Klok,25,55,20
748,Jaesung Choe,23,54,5
749,Sebastian Santibanez,27,54,7
750,Eduardo Nava,26,54,7
751,Eliakim Coulibaly,21,54,9
752,Adria Soriano Barrera,24,54,10
753,George Houghton,24,54,16
754,Simon Anthony Ivanov,22,54,16
755,Gabriele Bosio,22,54,17
756,Nicolas Bruna,24,54,22
757,Jason Jung,34,53,4
758,Carl Emil Overbeck,21,53,5
759,Alex Martinez,22,53,9
760,Alejandro Mendoza,33,53,10
761,Olaf Pieczkowski,19,53,13
762,Quentin Folliot,24,53,14
763,Svyatoslav Gulin,20,53,18
764,Gianluca Mager,28,52,3
765,Cannon Kingsley,22,52,7
766,Shuichi Sekiguchi,31,52,9
