Rank,Player,Age,Points,Tournaments Played
68,Jan-Lennard Struff,31,"1,550",16
69,Andrea Vavassori,26,"1,545",59
70,Rafael Matos,25,"1,534",49
71,Robin Haase,34,"1,520",24
72,Aleksandr Nedovyesov,34,"1,471",43
73,Luke Bambridge,26,"1,454",32
74,Andrey Rublev,24,"1,390",16
75T,Bob Bryan,43,"1,365",11
75T,Mike Bryan,43,"1,365",11
77,Lloyd Glasspool,28,"1,365",41
78,Andrei Vasilevski,30,"1,338",44
79,Sam Querrey,34,"1,325",12
80,Romain Arneodo,29,"1,300",52
81,Hubert Hurkacz,24,"1,290",22
82,Denis Shapovalov,22,"1,280",13
83,Felipe Meligeni Alves,23,"1,267",40
84,Jurgen Melzer,40,"1,253",23
85,Matt Reid,31,"1,242",45
86,Nathaniel Lammons,28,"1,220",62
87,Roman Jebavy,32,"1,207",50
88,Pedro Martinez,24,"1,194",24
89,David Vega Hernandez,27,"1,182",58
90,Jackson Withrow,28,"1,173",50
91,Aslan Karatsev,28,"1,164",17
92,Sander Arends,30,"1,146",37
93,Denys Molchanov,34,"1,145",51
94,Frederik Nielsen,38,"1,129",35
95,Jan Zielinski,25,"1,118",35
96,Nicholas Monroe,39,"1,114",49
97T,Ivan Sabanov,29,"1,103",50
97T,Matej Sabanov,29,"1,103",50
99,David Pel,30,"1,085",40
100,Orlando Luz,23,"1,074",44
101,Hans Hach Verdugo,32,"1,066",40
102,Marc Polmans,24,"1,035",23
103,Hunter Reese,28,"1,027",52
104,Goncalo Oliveira,26,"1,027",57
105,Dominik Koepfer,27,"1,024",18
106,Miguel Angel Reyes-Varela,34,"1,012",47
107,Fabio Fognini,34,"1,003",15
108,Sem Verbeek,27,998,41
109,Artem Sitak,35,976,55
110,Luis David Martinez,32,966,65
111,Fernando Romboli,32,962,60
112,Robert Galloway,29,960,45
113,Fabien Reboul,26,953,58
114,Sadio Doumbia,31,953,63
115,Max Schnur,28,949,41
116,Szymon Walkow,26,940,52
117,Alex Lawson,27,939,54
118,Albano Olivetti,30,937,50
119,Evan King,29,935,56
120,Divij Sharan,35,902,43
121,Zdenek Kolar,25,901,40
122,Andre Begemann,37,882,43
123,Guillermo Duran,33,870,35
124,Sam Weissborn,30,843,47
125,Feliciano Lopez,40,825,14
126,Lucas Miedler,25,819,41
127,Alexander Zverev,24,815,10
128,Mikhail Kukushkin,33,803,8
129,Stefanos Tsitsipas,23,800,14
130,Jannik Sinner,20,790,11
131,Arthur Rinderknech,26,786,20
132,Felix Auger-Aliassime,21,785,16
133,Antonio Sancic,33,784,30
134,Alex de Minaur,22,775,16
135,Dustin Brown,36,773,29
136,Alexander Erler,24,772,34
137,Benjamin Bonzi,25,762,26
138,Treat Huey,36,755,36
139,Lorenzo Sonego,26,745,14
140,Pablo Andujar,35,740,8
141,Joao Sousa,32,738,22
142,Sergiy Stakhovsky,35,737,20
143,Igor Zelenay,39,713,40
144,Sergio Galdos,31,712,40
145,Christopher Rungkat,31,708,23
146,Ramkumar Ramanathan,27,701,32
147,Reilly Opelka,24,700,9
148,Cameron Norrie,26,698,17
149,Guido Pella,31,698,17
150,Purav Raja,35,695,46
151,Jack Sock,29,690,11
152,Antoine Hoang,26,688,17
153,Sergio Martos Gornes,27,672,59
154,Vasek Pospisil,31,670,9
155,Marc-Andrea Huesler,25,659,24
156,Nicolas Barrientos,34,644,36
157,Thiago Monteiro,27,638,13
158,Diego Schwartzman,29,638,14
159,Peter Polansky,33,637,29
160,Jamie Cerretani,40,632,52
161,Frances Tiafoe,23,630,12
162,Adrian Mannarino,33,630,14
163,Radu Albot,32,627,23
164,Manuel Guinard,26,611,38
165,Jesper de Jong,21,608,38
166,Diego Hidalgo,28,608,44
167,Karol Drzewiecki,26,591,48
168,Salvatore Caruso,28,587,14
169,Karen Khachanov,25,580,13
170,N.Sriram Balaji,31,578,52
171,Pablo Cuevas,35,566,18
172,Dennis Novikov,28,565,34
173,Luca Margaroli,29,561,58
174,Tommy Paul,24,560,15
175,Federico Delbonis,31,560,15
176,Federico Gaio,29,544,11
177,Casper Ruud,22,535,9
178,Jaume Munar,24,534,14
179,Julian Lenz,28,534,28
180,Francisco Cabral,24,532,44
181,William Blumberg,23,520,6
182,Emil Ruusuvuori,22,509,16
183,Christian Harrison,27,504,19
184,Robert Lindstedt,44,495,26
185,Nuno Borges,24,494,18
186,Nathan Pasha,29,491,33
187,Jordan Thompson,27,488,17
188,Sebastian Korda,21,487,9
189,Jeevan Nedunchezhiyan,33,477,40
190,Roberto Quiroz,29,476,34
191,Andy Murray,34,475,6
192,Roberto Carballes Baena,28,469,14
193,Teymuraz Gabashvili,36,460,41
194,Ruben Gonzales,36,458,46
195,Pablo Carreno Busta,30,455,9
196,Dominic Stricker,19,454,11
197,Vitaliy Sachko,24,452,33
198,John Millman,32,450,9
199,Lloyd Harris,24,450,10
200,Ricardas Berankis,31,450,12
201,Leonardo Mayer,34,443,13
202,Alejandro Gomez,30,441,37
203,Leander Paes,48,436,18
204,John Isner,36,430,5
205,Taylor Fritz,24,428,14
206,Dusan Lajovic,31,428,21
207,Marco Bortolotti,30,428,51
208,Dan Added,22,424,39
209,Bart Stevens,23,420,40
210,Benjamin Lock,28,415,54
211,Hunter Johnson,27,409,53
212,Ruben Bemelmans,33,407,18
213,JiSung Nam,28,399,26
214,Cristian Rodriguez,31,399,36
215,Arjun Kadhe,27,396,42
216,Petros Tsitsipas,21,395,45
217,Daniel Masur,27,394,25
218,JC Aragone,26,388,33
219,Andrea Pellegrino,24,384,34
220,James Duckworth,29,380,6
221,Vladyslav Manafov,28,376,39
222,Gregoire Barrere,27,368,15
223,Martin Cuevas,29,362,30
224,Carlos Gomez-Herrera,31,357,21
225,Ante Pavic,32,355,25
226,Renzo Olivo,29,346,19
227,Dominic Thiem,28,345,5
228,Mark Vervoort,31,343,41
229,Adrian Menendez-Maceiras,36,340,27
230,MinKyu Song,31,339,22
231,Nick Kyrgios,26,338,9
232,Jiri Lehecka,20,334,19
233,Nino Serdarusic,24,334,21
234,Cristian Garin,25,333,19
235,Mackenzie McDonald,26,331,16
236,Facundo Mena,29,329,29
237,Cheng-Peng Hsieh,30,326,21
238,Juan Ignacio Londero,28,323,16
239,Stefano Travaglia,29,323,17
240,Federico Coria,29,323,21
241,Alejandro Davidovich Fokina,22,320,7
242,Ruan Roelofse,32,320,31
243,Andrej Martin,32,319,16
244,Quentin Halys,25,317,18
245,Liam Broady,27,317,20
246,Federico Zeballos,33,315,47
247,Viktor Troicki,35,313,4
248,Facundo Bagnis,31,313,11
249,Gijs Brouwer,25,312,35
250,Tristan Lamasine,28,307,22
251,Yu Hsiou Hsu,22,304,39
252,Novak Djokovic,34,300,5
253,Tomas Barrios Vera,23,299,15
254,Tennys Sandgren,30,298,13
255,Hernan Casanova,27,297,35
256,Julian Ocleppo,24,295,34
257,Victor Vlad Cornea,28,295,41
258,Fabian Fallert,24,292,35
259,Christopher Eubanks,25,290,11
260,Alexandr Cozbinov,26,288,52
261,Giulio Zeppieri,19,286,19
262,Skander Mansouri,26,286,36
263,Tim van Rijthoven,24,285,14
264,Markus Eriksson,32,284,43
265,Enzo Couacaud,26,279,19
266,Florin Mergea,36,278,14
267,Reese Stalder,25,278,37
268,Jonathan Eysseric,31,277,32
269,Adil Shamasdin,39,276,28
270,Matteo Berrettini,25,275,7
271,Ze Zhang,31,275,19
272,Francesco Forti,22,275,31
273,Mao-Xin Gong,34,274,17
274,Pavel Kotov,23,271,26
275,Miomir Kecmanovic,22,270,12
276,Thiago Agustin Tirante,20,270,23
277,Daniil Medvedev,25,265,5
278,Tomas Martin Etcheverry,22,263,29
279,Piotr Matuszewski,23,263,40
280,Guido Andreozzi,30,262,17
281,Mitchell Krueger,27,259,17
282,Brayden Schnur,26,258,21
283,Corentin Denolly,24,256,33
284,Yannick Hanfmann,30,254,7
285,Jakub Paul,22,250,31
286,Luciano Darderi,19,248,17
287,Alejandro Tabilo,24,247,19
288,Franco Agamenone,28,246,33
289,Roberto Ortega-Olmedo,30,241,25
290,Sekou Bangoura,30,241,28
291,Geoffrey Blancaneaux,23,236,36
292,Mateus Alves,20,234,36
293,Filip Krajinovic,29,230,10
294,Marek Gengel,26,230,58
295,Vit Kopriva,24,228,29
296,Alexander Merino,29,228,53
297,Kimmer Coppejans,27,227,20
298,Denis Yevseyev,28,225,43
299,Denis Kudla,29,223,15
300,Jacopo Berrettini,23,222,26
301,Igor Sijsling,34,220,19
302,Francisco Cerundolo,23,220,23
303,Leandro Riedi,19,219,13
304,Junior A. Ore,29,219,36
305,Mischa Zverev,34,218,12
306,Andrew Paulson,20,217,27
307,Santiago Rodriguez Taverna,22,217,38
308,Michail Pervolarakis,25,216,30
309,Camilo Ugo Carabelli,22,215,37
310,Lukas Rosol,36,214,11
311,Roberto Maytin,32,212,13
312,Michael Geerts,26,212,29
313,Stefan Kozlov,23,211,8
314,Chris Guccione,36,210,4
315,Nicolas Jarry,26,205,9
316,Michael Vrbensky,21,205,30
317,Luis Patino,28,205,34
318,Marton Fucsovics,29,203,8
319,Maxime Janvier,25,203,18
320,Luca Castelnuovo,24,203,44
321,Malek Jaziri,37,202,14
322,David Marrero,41,202,34
323,Blaz Rola,31,201,10
324,Boris Arias,28,200,40
325,Raul Brancaccio,24,197,33
326,Lukas Klein,23,196,8
327,Thai-Son Kwiatkowski,26,196,16
328,Konstantin Kravchuk,36,196,20
329,Gerard Granollers,32,196,23
330,Glenn Smits,31,196,37
331,Michael Mmoh,23,195,4
332,Yunseong Chung,23,195,25
333,Alex Molcan,23,193,6
334,Ryan Harrison,29,191,5
335,Jiri Vesely,28,190,13
336,Saketh Myneni,34,190,14
337,Alexei Popyrin,22,189,9
338,Markos Kalovelonis,27,189,37
339,Oscar Jose Gutierrez,28,188,42
340,Javier Barranco Cosano,23,187,37
341,Pedro Cachin,26,186,20
342,Mats Hermans,25,186,32
343,Yoshihito Nishioka,26,185,9
344,Riccardo Bonadio,28,185,28
345,Botic van de Zandschulp,26,184,11
346,Grigoriy Lomakin,23,184,50
347,Fabricio Neis,31,183,15
348,Tallon Griekspoor,25,182,10
349,Hugo Gaston,21,182,18
350,Laslo Djere,26,180,11
351,Nikoloz Basilashvili,29,180,16
352,Peter Heller,29,180,31
353,Paolo Lorenzi,39,176,11
354,Jelle Sels,26,176,22
355,Mario Vilella Martinez,26,175,7
356,David Pichler,25,175,43
357,Maximilian Neuchrist,30,173,23
358,Shintaro Imai,28,171,32
359,Sanjar Fayziev,27,171,33
360,Ernesto Escobedo,25,169,9
361,Gilbert Klier Junior,21,169,27
362,Emilio Gomez,30,168,22
363,Matheus Pucinelli De Almeida,20,168,27
364,Yan Bondarevskiy,21,167,47
365,Neil Oberleitner,22,165,32
366,Lorenzo Musetti,19,164,9
367,Jason Jung,32,164,19
368,Alberto Barroso Campos,25,164,33
369,Joao Menezes,24,163,13
370,Alex Rybakov,24,163,18
371,Evan Hoyt,26,162,24
372,Luke Johnson,27,162,34
373,Roman Safiullin,24,161,18
374,Toshihide Matsui,43,161,23
375,Juan Pablo Varillas,26,160,18
376,Alexandru Jecan,33,160,51
377,Altug Celikbilek,25,159,25
378,Scott Puodziunas,32,159,27
379,Jo-Wilfried Tsonga,36,158,4
380,Jonas Forejtek,20,158,18
381,Igor Marcondes,24,157,26
382,Ryan Nijboer,22,157,40
383,Khumoyun Sultanov,23,156,32
384,Filip Bergevi,27,156,37
385,Kacper Zuk,22,154,22
386,Thomas Fancutt,26,153,33
387,Scott Clayton,27,152,19
388,Elias Ymer,25,151,10
389,Yates Johnson,27,151,37
390,Mariano Kestelboim,25,151,40
391,Rudolf Molleker,21,150,11
392,Sanchai Ratiwatana,39,150,19
393,Aziz Dougaz,24,150,32
394,Zhe Li,35,149,12
395,Martin Redlicki,26,148,23
396,Evgenii Tiurnev,24,148,31
397,Shintaro Mochizuki,18,147,21
398,Gustavo Heide,19,146,10
399,Brandon Nakashima,20,145,7
400,Daniel Altmaier,23,145,15
401,Liam Draxl,19,144,14
402,Flavio Cobolli,19,144,17
403,Eduard Esteve Lobato,27,144,25
404,Oriol Roca Batalla,28,144,28
405,Yannik Steinegger,21,144,29
406,Daniel Dutra da Silva,33,143,24
407,Kai Wehnelt,26,142,42
408,Carlos Sanchez Jover,21,141,39
409,Matias Zukas,25,141,49
410,Alastair Gray,23,140,10
411,Jurij Rodionov,22,140,10
412,Oleg Prihodko,24,140,46
413,Blake Ellis,22,139,29
414,Harry Bourchier,25,138,24
415,Joao Lucas Reis Da Silva,21,138,39
416,Nicolas Mejia,21,137,28
417,Ivan Liutarevich,25,137,30
418,Alexandre Muller,24,136,11
419,Marin Cilic,33,135,8
420,Marco Cecchinato,29,135,17
421,Vishnu Vardhan,34,135,22
422,Conner Huertas del Pino,25,134,35
423,Goncalo Falcao,33,134,37
424,Aidan McHugh,21,133,19
425,Jeremy Beale,27,132,17
426,Roberto Cid Subervi,28,131,17
427,David Poljak,25,131,42
428,Arthur Reymond,22,130,36
429,Ignacio Carou,22,129,50
430,Thanasi Kokkinakis,25,128,3
431,Juan Pablo Paz,26,128,44
432,Denis Istomin,35,127,13
433,Hugo Dellien,28,126,19
434,Ivan Gakhov,25,126,29
435,Timur Khabibulin,26,126,29
436,Juan Bautista Torres,19,125,21
437,Viktor Durasovic,24,125,22
438,Arthur Cazaux,19,124,9
439,Sebastian Fanselow,29,124,26
440,Jorge Panta,26,124,27
441,Genaro Alberto Olivieri,23,124,31
442,Oleksii Krutykh,21,123,38
443,Filip Horansky,28,122,6
444,Andreas Siljestrom,40,122,12
445,Francesco Passaro,20,122,25
446,Anis Ghorbel,32,122,52
447,Ergi Kirkin,22,121,23
448,Dan Alexandru Tomescu,22,121,31
449,Borna Gojo,23,120,10
450,Hugo Grenier,25,120,16
451,Juan Manuel Cerundolo,20,120,20
452,Facundo Diaz Acosta,20,120,24
453,Donald Young,32,119,9
454,Juan Ignacio Galarza,27,119,34
455,Kyrian Jacquet,20,118,13
456,Simon Freund,25,117,35
457,Yasutaka Uchiyama,29,116,8
458,Niklas Schell,22,114,23
459,Moez Echargui,28,114,24
460,Martin Damm,18,114,24
461,Matteo Martineau,22,114,28
462,Bogdan Bobrov,24,114,43
463,Evgeny Karlovskiy,27,113,14
464,Lukas Lacko,34,112,4
465,Patrik Rikl,22,112,12
466,Filip Peliwo,27,112,21
467,Bjorn Fratangelo,28,111,7
468,Tomas Machac,21,111,9
469,Jeroen Vanneste,27,111,23
470,Alessandro Bega,30,111,25
471,Ajeet Rai,22,111,28
472,Felix Corwin,25,111,41
473,Gerald Melzer,31,109,5
474,Nick Hardt,21,109,32
475,Jose Fco. Vidal Azorin,28,109,45
476,Marius Copil,31,108,10
477,Arthur Bouquier,20,108,21
478,Tomas Lipovsek Puches,28,108,33
479,Dmitry Popko,25,107,22
480,Uladzimir Ignatik,31,106,21
481,Leonardo Aboian,23,105,24
482,Vladyslav Orlov,26,105,39
483,Kamil Majchrzak,25,104,8
484,Frederico Ferreira Silva,26,104,10
485,Nicolas Alvarez,25,104,17
486,Tristan Schoolkate,20,104,21
487,Constantin Schmitz,26,104,26
488,Theo Arribage,21,104,32
489,Aleksandar Vukic,25,103,10
490,Chun-Hsin Tseng,20,103,19
491,Zizou Bergs,22,103,22
492,Mark Whitehouse,28,103,33
493,Manuel Pena Lopez,23,102,24
494,Lucas Pouille,27,101,11
495,Gabriel Roveri Sidney,24,101,25
496,Nerman Fatic,27,100,18
497,Clement Tabur,21,100,30
498,Ryan Peniston,26,99,17
499,Hendrik Jebens,26,99,24
500,Volodoymyr Uzhylovskyi,33,99,46
501,Adam Pavlasek,27,98,14
502,Yuta Shimizu,22,98,27
503,Michal Dembek,24,97,35
504,Eric Vanshelboim,20,96,34
505,Alexander Donski,23,96,38
506,Mick Veldheer,25,96,42
507,Rafael Nadal,35,95,1
508,Blaz Kavcic,34,95,5
509,Peter Nagy,29,95,23
510,Mats Moraing,29,94,10
511,Luis Faria,22,94,36
512,Remy Bertola,23,94,37
513,Tuna Altuna,32,94,42
514,Alessandro Motti,42,93,11
515,Harold Mayot,19,93,14
516,Simon Carr,22,93,26
517,Nick Chappell,29,93,27
518,Sergey Fomin,20,93,30
519,Alejo Lorenzo Lingua Lavallen,20,93,33
520,Yannick Maden,32,92,6
521,Duje Ajdukovic,20,92,19
522,Cezar Cretu,20,91,18
523,Martins Podzus,27,91,22
524,Xavier Malisse,41,90,1
525,Peter Gojowczyk,32,90,3
526,Yen-Hsun Lu,38,90,3
527,Kyle Edmund,26,90,3
528,Ilya Ivashka,27,90,4
529T,Aljaz Bedene,32,90,5
529T,Stan Wawrinka,36,90,5
531,Tomislav Draganja,27,90,13
532,Marc Lopez,39,90,16
533,Benjamin Winter Lopez,23,90,35
534,Go Soeda,37,89,5
535,Bradley Klahn,31,88,6
536,Rio Noguchi,22,88,49
537,Julien Cagnina,27,87,6
538,Darian King,29,87,10
539,Benjamin Hassan,26,87,12
540,Lucas Gerch,26,87,31
541,Naoki Tajima,21,87,45
542,Akira Santillan,24,86,16
543,Francesco Vilardo,31,86,41
544,Alexis Galarneau,22,85,11
545,Toby Kodat,18,85,21
546,Ben Jones,23,85,21
547,Francisco Comesana,21,85,29
548,Marat Deviatiarov,27,85,32
549,Fermin Tenti,24,85,49
550,Mirza Basic,30,83,6
551,Daniel Cukierman,26,83,13
552,Steven Diez,30,83,14
553,Runhao Hua,25,83,14
554,Titouan Droguet,20,83,18
555,Robert Strombachs,22,83,34
556,Fajing Sun,25,82,14
557,John Paul Fruttero,40,82,14
558,Miguel Fernando Pereira,22,82,21
559,Vijay Sundar Prashanth,35,82,29
560,David Perez Sanz,27,81,16
561,Maxime Cressy,24,81,21
562,Nikolas Sanchez Izquierdo,22,81,27
563,Alexandar Lazarov,24,81,28
564,Cayetano March,21,81,31
565,Courtney John Lock,25,81,32
566,Vasil Kirkov,22,80,24
567,Daniel Michalski,21,80,25
568,Mariano Navone,20,80,27
569,Fabian Marozsan,22,80,27
570,Guillermo Garcia-Lopez,38,79,9
571,Alexander Igoshin,29,79,27
572,Inigo Cervantes,31,78,9
573,Zhizhen Zhang,25,78,14
574,Artem Dubrivnyy,22,78,27
575,Colin Sinclair,26,78,27
576,Max Houkes,21,78,27
577,Daniele Capecchi,26,78,27
578,Jason Kubler,28,77,7
579,Sonchat Ratiwatana,39,77,14
580,Evan Zhu,23,77,31
581,Ignacio Monzon,23,77,33
582,Damien Wenger,21,77,34
583,Wilson Leite,30,77,35
584,Otto Virtanen,20,76,12
585,Davide Galoppini,27,76,27
586,Takuto Niki,34,76,33
587,Aziz Ouakaa,22,76,45
588,Thiago Seyboth Wild,21,75,12
589,Alexey Zakharov,21,75,15
590,Agustin Velotti,29,75,16
591,Petros Chrysochos,25,75,17
592,Zura Tkemaladze,21,75,26
593,Matthew Christopher Romios,22,75,27
594,Oleksandr Ovcharenko,20,75,27
595,Gonzalo Villanueva,26,75,33
596,Ben Shelton,19,74,5
597,Alessandro Giannessi,31,74,7
598,Beibit Zhukayev,21,74,19
599,Billy Harris,26,74,24
600,Emiliano Maggioli,20,74,31
601,Valerio Aboian,19,73,11
602,Julian Cash,25,72,16
603,Tsung-Hua Yang,30,72,19
604,Carlos Lopez Montagud,21,72,23
605,Jaume Pla Malfeito,26,72,23
606,Jan Satral,31,72,24
607,Alexander Weis,24,72,29
608,Nicolas Moreno De Alboran,24,71,14
609,Juan Pablo Ficovich,24,71,16
610,Eero Vasa,24,71,17
611,Patrik Niklas-Salminen,24,71,20
612,Seita Watanabe,20,71,26
613,Milos Karol,18,70,12
614,Pedro Sousa,33,70,14
615,Frane Nincevic,22,70,25
616,Ugo Blanchet,22,70,27
617,Georgii Kravchenko,21,70,30
618,Anirudh Chandrasekar,23,70,32
619,Alejandro Mendoza,31,70,35
620,Umut Akkoyun,21,70,48
621,Thiemo de Bakker,33,69,3
622,Danilo Petrovic,29,69,9
623,Jack Draper,19,69,10
624,Yann Wojcik,24,69,24
625,Jumpei Yamasaki,24,69,27
626,Giorgio Ricca,26,69,33
627,Milos Raonic,30,68,4
628,Laurynas Grigelis,30,68,6
629,Ugo Humbert,23,68,10
630,Johannes Haerteis,25,68,11
631,Fabio Coelho,21,68,33
632,Jaime Faria,18,67,9
633,Andrea Collarini,29,67,19
634,Matias Franco Descotte,27,67,21
635,Pedro Vives Marcos,20,67,32
636,Mili Poljicak,17,66,6
637,Calum Puttergill,28,66,14
638,Yaraslav Shyla,28,66,15
639,Gergely Madarasz,27,66,18
640,Rinky Hijikata,20,66,21
641,Nicolas Alberto Arreche,27,66,23
642,Luca Potenza,21,66,23
643,Oscar Otte,28,65,4
644,Evgeny Donskoy,31,65,9
645,Sebastian Ofner,25,65,12
646,Admir Kalender,20,65,15
647,Michiel De Krom,23,65,16
648,Giovanni Fonio,23,65,20
649,Austin Rapp,25,65,22
650,Mats Rosenkranz,23,65,24
651,Louis Tessa,23,65,31
652,Timur Kiyamov,25,65,32
653,Ryota Tanuma,26,65,33
654,Facundo Juarez,24,65,39
655,Nicolas Kicker,29,64,7
656,Aleksandar Kovacevic,23,64,8
657,Giovanni Mpetshi Perricard,18,64,17
658,Francis Casey Alcantara,29,64,18
659,Ricardo Rodriguez - Pace,28,64,27
660,Mirko Martinez,23,64,35
661,Maximilian Marterer,26,63,5
662,Taro Daniel,28,63,9
663,Thomas Fabbiano,32,63,11
664,Bernardo Saraiva,28,63,18
665,David Jorda Sanchis,27,63,20
666,Jonathan Binding,28,63,27
667,Johan Nikles,24,63,30
668,Yanki Erel,21,63,36
669,Andres Artunedo Martinavarro,28,62,11
670,Korey Lovett,25,62,15
671,Justin Butsch,26,62,21
672,Brandon Walkin,27,62,21
673,Ray Ho,21,62,24
674,Yan Sabanin,31,62,27
675,Murkel Dellien,24,61,9
676,Seongchan Hong,24,61,15
677,Jacob Grills,26,61,15
678,Antoine Escoffier,29,61,16
679,Alexey Vatutin,29,61,17
680,Zvonimir Babic,26,61,20
681,Damir Dzumhur,29,60,8
682,Facundo Arguello,29,60,9
683,Aleksandre Bakshi,24,60,10
684,Vaclav Safranek,27,60,13
685,Strong Kirchheimer,26,60,15
686,Kaito Uesugi,26,60,16
687,Yannick Mertens,34,60,18
688,Luigi Sorrentino,23,60,27
689,Aldin Setkic,33,60,35
690,Marco Trungelliti,31,59,4
691,Dimitar Kuzmanov,28,59,5
692,Lorenzo Giustino,30,59,7
693,Vaughn Hunter,27,59,8
694,Louis Dussin,22,59,27
695,Dragos Nicolae Madaras,24,59,31
696,Andrea Arnaboldi,33,58,9
697,Andrew Harris,27,58,9
698,Hiroki Moriya,31,58,9
699,Tom Jomby,30,58,12
700,Tung-Lin Wu,23,58,15
701,Filip Duda,23,58,21
702,Kai Lemstra,22,58,23
703,Quentin Folliot,22,58,35
704,Joao Domingues,28,57,9
705,Pedro Araujo,19,57,21
706,Guy Orly Iradukunda,25,57,23
707,Maxime Mora,24,57,29
708,Nicholas David Ionel,19,57,29
709,James Trotter,22,56,4
710,Luca Nardi,18,56,11
711,Jay Clarke,23,56,13
712,Pedro Sakamoto,28,56,19
713,Aliaksandr Liaonenka,22,56,21
714,Danylo Kalenichenko,27,56,23
715,Vladimir Ivanov,34,56,24
716,Denis Klok,23,56,35
717,Erik Crepaldi,31,56,36
718,Kelsey Stevenson,31,56,37
719,Andrey Chepelev,23,56,54
720,Arthur Fery,19,55,7
721,Arthur Fils,17,55,11
722,Lilian Marmousez,19,55,16
723,Roman Andres Burruchaga,19,55,18
724,Pablo Vivero Gonzalez,26,55,19
725,Julian Bradley,29,55,21
726,Andrew Lutschaunig,21,54,2
727,Gian Marco Moroni,23,54,9
728,Jaroslav Pospisil,40,54,15
729,Vasilios Caripi,30,54,22
730,Gerardo Lopez Villasenor,26,54,22
731,Tim Sandkaulen,23,53,5
732,Carlos Taberner,24,53,9
733,Dennis Novak,28,53,9
734,Iiro Vasa,19,53,12
735,Mattia Bellucci,20,53,14
736,Sandro Ehrat,30,53,17
737,Yusuke Takahashi,24,53,17
738,Rhett Purcell,25,53,18
739,Albert Roglan,23,53,26
740,Dane Sweeny,20,53,29
741,Jean Thirouin,24,53,31
742,Elliot Benchetrit,23,52,6
743,Alex Bolt,28,52,7
744,Marvin Moeller,22,52,15
745,Aleksandre Metreveli,28,52,18
746,Timo Stodder,25,52,18
747,Filippo Baldi,25,51,11
748,Duarte Vale,22,51,11
749,Alfredo Perez,24,51,17
750,Timofey Skatov,20,51,20
751,Makoto Ochi,25,51,22
752,Mathias Bourgue,27,50,6
753,Duje Kekez,28,50,16
754,Juan Bautista Otegui,22,50,20
755,Sho Shimabukuro,24,50,23
756,Niki Kaliyanda Poonacha,26,50,23
757,Michal Mikula,21,50,26
758,Mert Naci Turker,23,50,31
759,Brydan Klein,31,49,10
760,Rameez Junaid,40,49,11
761,Guy Den Ouden,19,49,11
762,Augusto Virgili,27,49,14
763,Lukas Pokorny,19,49,15
764,George Goldhoff,26,49,16
765,Robin Stanek,26,49,17
766,Charles Broom,23,49,17
