Rank,Player,Age,Points,Tournaments Played
1,Mate Pavic,28,"10,105",28
2,Nikola Mektic,33,"9,670",27
3,Joe Salisbury,29,"9,440",28
4,Rajeev Ram,37,"9,213",26
5,Nicolas Mahut,40,"7,690",27
6,Horacio Zeballos,36,"7,640",23
7,Marcel Granollers,35,"7,583",24
8,Filip Polasek,36,"6,810",33
9,Pierre-Hugues Herbert,30,"6,660",19
10T,Juan Sebastian Cabal,35,"5,570",27
10T,Robert Farah,35,"5,570",27
12,John Peers,33,"5,525",29
13,Ivan Dodig,37,"5,115",32
14,Michael Venus,34,"4,871",27
15,Kevin Krawietz,30,"4,830",34
16,Bruno Soares,39,"4,600",24
17,Tim Puetz,34,"4,495",29
18,Horia Tecau,37,"4,410",22
19,Jamie Murray,35,"4,253",33
20,Neal Skupski,32,"4,210",36
21,Wesley Koolhof,32,"3,930",30
22,Simone Bolelli,36,"3,225",36
23,Maximo Gonzalez,38,"3,100",30
24,Matthew Ebden,34,"3,061",27
25,Marcelo Melo,38,"2,960",34
26,Raven Klaasen,39,"2,825",35
27,Matwe Middelkoop,38,"2,685",49
28,Sander Gille,31,"2,655",45
29,Marcelo Arevalo,31,"2,635",41
30,Andrey Golubev,34,"2,634",44
31,Max Purcell,23,"2,625",36
32,Lukasz Kubot,39,"2,585",22
33,Fabrice Martin,35,"2,535",48
34,Joran Vliegen,28,"2,495",41
35,Nikola Cacic,31,"2,420",49
36,Andreas Mies,31,"2,366",30
37,Jean-Julien Rojer,40,"2,303",30
38,Gonzalo Escobar,33,"2,290",47
39,Ariel Behar,32,"2,290",54
40,Nick Kyrgios,26,"2,283",9
41,Ben McLachlan,29,"2,257",41
42,Aisam-Ul-Haq Qureshi,41,"2,229",44
43,Rohan Bopanna,41,"2,173",37
44,Tomislav Brkic,31,"2,170",45
45,Austin Krajicek,31,"2,160",33
46,Thanasi Kokkinakis,25,"2,128",5
47,Santiago Gonzalez,38,"2,116",43
48,Oliver Marach,41,"2,105",32
49,Edouard Roger-Vasselin,38,"2,065",23
50,Marcus Daniell,32,"2,010",40
51,Hugo Nys,30,"1,965",45
52,Philipp Oswald,36,"1,905",39
53,Andres Molteni,33,"1,905",41
54,Steve Johnson,32,"1,865",13
55,Daniel Evans,31,"1,831",22
56,Luke Saville,28,"1,776",50
57,Dominic Inglot,35,"1,765",35
58,Marcelo Demoliner,33,"1,745",36
59,Ken Skupski,38,"1,699",28
60,Franko Skugor,34,"1,695",25
61,Jeremy Chardy,34,"1,656",18
62,Robin Haase,34,"1,595",25
63,Jonathan Erlich,44,"1,582",40
64,Harri Heliovaara,32,"1,578",46
65,Alexander Bublik,24,"1,535",29
66,John-Patrick Smith,33,"1,533",40
67,Aleksandr Nedovyesov,34,"1,516",41
68,Andre Goransson,27,"1,514",48
69,Rafael Matos,26,"1,507",51
70,Henri Kontinen,31,"1,495",19
71,Fabio Fognini,34,"1,483",16
72,Pedro Martinez,24,"1,464",26
73,Benoit Paire,32,"1,433",32
74,Andrea Vavassori,26,"1,407",56
75,Andrey Rublev,24,"1,390",15
76,Jonny O'Mara,26,"1,344",33
77,Lloyd Glasspool,28,"1,336",39
78,Andrei Vasilevski,30,"1,332",41
79,Denis Shapovalov,22,"1,320",14
80,Romain Arneodo,29,"1,295",50
81,Hubert Hurkacz,24,"1,290",22
82,Nathaniel Lammons,28,"1,281",58
83,Jan-Lennard Struff,31,"1,280",16
84,Jan Zielinski,25,"1,238",36
85,Felipe Meligeni Alves,23,"1,238",39
86,David Vega Hernandez,27,"1,214",54
87,Matt Reid,31,"1,213",45
88,Roman Jebavy,32,"1,207",46
89,Sam Querrey,34,"1,190",12
90,Aslan Karatsev,28,"1,162",16
91,Jackson Withrow,28,"1,145",47
92,Sander Arends,30,"1,140",33
93,Dominik Koepfer,27,"1,134",19
94,Denys Molchanov,34,"1,108",47
95,Matej Sabanov,29,"1,102",51
96,Orlando Luz,23,"1,089",48
97,Szymon Walkow,26,"1,080",50
98,Ivan Sabanov,29,"1,074",50
99,Hans Hach Verdugo,32,"1,061",39
100,Nicholas Monroe,39,"1,059",48
101,Goncalo Oliveira,26,"1,046",56
102,Jurgen Melzer,40,"1,038",20
103,David Pel,30,"1,003",37
104,Hunter Reese,29,995,48
105,Fernando Romboli,33,981,61
106,Miguel Angel Reyes-Varela,34,957,45
107,Luke Bambridge,27,954,29
108,Ramkumar Ramanathan,27,953,32
109,Fabien Reboul,26,947,54
110,Sadio Doumbia,31,947,59
111,Max Schnur,28,936,42
112,Evan King,29,936,52
113T,Bob Bryan,43,935,9
113T,Mike Bryan,43,935,9
115,Alex Lawson,28,923,52
116,Pablo Andujar,36,920,10
117,Luis David Martinez,32,908,61
118,Sem Verbeek,27,901,39
119,Albano Olivetti,30,895,48
120,Robert Galloway,29,893,43
121,Zdenek Kolar,25,889,36
122,Lucas Miedler,25,885,40
123,Guillermo Duran,33,871,35
124,Alexander Erler,24,856,33
125,Artem Sitak,35,850,55
126,Stefanos Tsitsipas,23,845,15
127,Jannik Sinner,20,835,12
128,Marc Polmans,24,830,23
129,Felix Auger-Aliassime,21,825,16
130,Sam Weissborn,30,818,47
131,Treat Huey,36,816,35
132,Alexander Zverev,24,815,11
133,Andre Begemann,37,814,38
134,Benjamin Bonzi,25,807,26
135,Divij Sharan,35,795,41
136,Dustin Brown,37,776,31
137,Lorenzo Sonego,26,745,14
138,Diego Hidalgo,28,745,42
139,Igor Zelenay,39,743,40
140,Nicolas Barrientos,34,741,37
141,Arthur Rinderknech,26,739,17
142,Joao Sousa,32,738,21
143,Sergiy Stakhovsky,36,737,21
144,Thiago Monteiro,27,728,13
145,Alex de Minaur,22,720,15
146,Antonio Sancic,33,718,29
