Rank,Player,Age,Points,Tournaments Played
1,Robert Farah,34,"9,000",28
2,Juan Sebastian Cabal,34,"8,910",27
3,Mate Pavic,27,"8,190",32
4,Bruno Soares,39,"7,310",27
5,Nikola Mektic,32,"7,250",33
6,Nicolas Mahut,39,"6,980",25
7,Horacio Zeballos,35,"6,980",26
8,Wesley Koolhof,31,"6,860",32
9,Ivan Dodig,36,"6,710",29
10,Filip Polasek,35,"6,550",29
11,Marcel Granollers,34,"6,075",26
12,Edouard Roger-Vasselin,37,"6,000",33
13,Joe Salisbury,28,"5,960",29
14,Rajeev Ram,37,"5,870",27
15,Lukasz Kubot,38,"5,670",31
16,Marcelo Melo,37,"5,670",32
17,Michael Venus,33,"5,630",27
18,Kevin Krawietz,29,"5,195",34
19,Jamie Murray,35,"5,030",36
20,Raven Klaasen,38,"4,840",32
21,Andreas Mies,30,"4,805",33
22,Pierre-Hugues Herbert,30,"4,615",20
23,Neal Skupski,31,"4,450",38
24,Horia Tecau,36,"4,415",25
25,Jurgen Melzer,39,"4,365",33
26,Fabrice Martin,34,"4,175",44
27,Jean-Julien Rojer,39,"4,070",31
28,John Peers,32,"3,870",28
29,Jeremy Chardy,34,"3,460",22
30,Oliver Marach,40,"3,450",36
31,Franko Skugor,33,"3,240",33
32,Henri Kontinen,30,"3,230",25
33T,Bob Bryan,42,"2,975",16
33T,Mike Bryan,42,"2,975",16
35,Joran Vliegen,27,"2,930",38
36,Robin Haase,33,"2,904",27
37,Philipp Oswald,35,"2,830",36
38,Luke Saville,27,"2,671",41
39,Sander Gille,30,"2,650",40
40,Maximo Gonzalez,37,"2,595",26
41,Marcus Daniell,31,"2,580",37
42,Rohan Bopanna,41,"2,485",36
43,Matwe Middelkoop,37,"2,450",42
44,Austin Krajicek,30,"2,430",32
45,Max Purcell,22,"2,429",38
46,Marcelo Demoliner,32,"2,225",37
47,Ken Skupski,37,"2,223",30
48,Santiago Gonzalez,38,"2,135",36
49,Aisam-Ul-Haq Qureshi,41,"2,055",39
50,Ben McLachlan,28,"2,040",41
51,Denis Shapovalov,21,"2,030",18
52,Nikola Cacic,30,"1,999",46
53,Jan-Lennard Struff,30,"1,980",21
54,Marcelo Arevalo,30,"1,948",39
55,Diego Schwartzman,28,"1,905",19
56,Ariel Behar,31,"1,900",49
57,Tim Puetz,33,"1,843",30
58,Luke Bambridge,26,"1,843",38
59,Gonzalo Escobar,32,"1,838",43
60,Pablo Carreno Busta,29,"1,815",12
61,Frederik Nielsen,37,"1,815",32
62,Dominic Inglot,35,"1,815",34
63,Jonny O'Mara,26,"1,778",32
64,Alex de Minaur,22,"1,730",16
65,Simone Bolelli,35,"1,685",34
66,Divij Sharan,35,"1,680",44
67,Hugo Nys,30,"1,680",46
68,Andres Molteni,33,"1,645",38
69,John-Patrick Smith,32,"1,610",31
70,Jonathan Erlich,43,"1,567",42
71,Feliciano Lopez,39,"1,555",16
72,Matthew Ebden,33,"1,515",17
73,Tomislav Brkic,31,"1,499",45
74,Joao Sousa,31,"1,485",23
75,Andrey Rublev,23,"1,480",16
76,Nicholas Monroe,38,"1,474",48
77,Hubert Hurkacz,24,"1,470",18
78,Jackson Withrow,27,"1,418",44
79,Guido Pella,30,"1,395",20
80,David Pel,29,"1,391",45
81,Igor Zelenay,38,"1,370",41
82,Sander Arends,29,"1,324",47
83,Andrey Golubev,33,"1,318",40
84,Harri Heliovaara,31,"1,315",43
85,Benoit Paire,31,"1,313",29
86,Andrea Vavassori,25,"1,309",44
87,Andrei Vasilevski,29,"1,286",42
88,Andre Goransson,26,"1,281",49
89,Artem Sitak,35,"1,275",47
90,Karen Khachanov,24,"1,270",17
91,Mikhail Kukushkin,33,"1,260",10
92,Felix Auger-Aliassime,20,"1,260",14
93,Goncalo Oliveira,26,"1,226",52
94,Denys Molchanov,33,"1,221",47
95,Nathaniel Lammons,27,"1,221",56
96,Romain Arneodo,28,"1,167",52
97,Matt Reid,30,"1,144",36
98,Alexander Bublik,23,"1,125",15
99,Robert Lindstedt,44,"1,123",34
100,Guillermo Duran,32,"1,116",29
101,Stefanos Tsitsipas,22,"1,100",15
102,Lloyd Glasspool,27,"1,097",41
103,Felipe Meligeni Alves,23,"1,086",39
104,Andre Begemann,36,"1,074",43
105,Rafael Matos,25,"1,057",44
106,Luis David Martinez,31,"1,053",58
107,Dusan Lajovic,30,"1,015",19
108,Miguel Angel Reyes-Varela,33,"1,011",47
109,David Vega Hernandez,26,"1,011",57
110,Aleksandr Nedovyesov,34,"1,008",31
111,Leonardo Mayer,33,"1,004",16
112,Roman Jebavy,31,994,38
113,Andy Murray,33,950,6
114,Christopher Rungkat,31,919,27
115,Ramkumar Ramanathan,26,916,33
116,Fernando Romboli,32,916,57
117,Sam Weissborn,29,911,45
118,Robert Galloway,28,910,40
119,Taylor Fritz,23,885,15
120,Treat Huey,35,876,36
121,Dominic Thiem,27,870,9
122,Pablo Cuevas,35,870,20
123,Radu Albot,31,870,24
124,Alex Lawson,27,865,50
