Rank,Player,Age,Points,Tournaments Played
250,Julian Lenz,29,235,14
251,Matheus Pucinelli De Almeida,21,234,12
252,Neil Oberleitner,22,232,30
253,Denis Kudla,29,230,11
254,Luke Johnson,28,230,21
255,Yan Bondarevskiy,22,230,30
256,Skander Mansouri,27,229,20
257,Daniel Cukierman,27,229,25
258,Alexander Merino,29,229,38
259,David Poljak,26,227,26
260,Filip Krajinovic,30,225,7
261,Thiago Monteiro,28,225,8
262,Roman Safiullin,24,225,8
263,Luca Sanchez,23,224,20
264,Guido Andreozzi,30,223,12
265,Christopher Rungkat,32,222,9
266,Peter Polansky,34,222,9
267,Juan Bautista Torres,20,222,20
268,Mark Vervoort,31,218,20
269,Francesco Forti,22,218,20
270,Kaito Uesugi,27,218,25
271,Hugo Gaston,21,217,6
272,Antoine Hoang,26,217,13
273,Michael Vrbensky,22,217,19
274,Rinky Hijikata,21,216,17
275,Kai Wehnelt,26,216,29
276,Vishnu Vardhan,34,215,13
277,Maximilian Neuchrist,31,215,20
278,Tim van Rijthoven,25,213,9
279,Francisco Cerundolo,23,213,13
280,Facundo Mena,29,213,21
281,Daniel Dutra da Silva,34,213,28
282,Tomas Martin Etcheverry,23,212,19
283,Denis Yevseyev,29,212,21
284,Jiri Lehecka,20,211,7
285,Franco Agamenone,29,211,16
286,Alexandru Jecan,34,211,35
287,Gonzalo Villanueva,27,210,25
288,Stefan Kozlov,24,208,6
289,David Pichler,26,208,26
290,Camilo Ugo Carabelli,23,206,16
291,John Millman,33,205,5
292,Alexei Popyrin,22,205,7
293,Anirudh Chandrasekar,24,205,34
294,Thiago Agustin Tirante,21,204,13
295,Akira Santillan,25,204,17
296,Yun seong Chung,24,201,13
297,Soonwoo Kwon,24,200,5
298,Lukas Rosol,37,200,13
299,Inigo Cervantes,32,199,9
300,Joao Sousa,33,197,6
301,Facundo Diaz Acosta,21,195,18
302,Marc Polmans,25,194,7
303,Mats Hermans,26,194,28
304,Ivan Liutarevich,26,192,22
305,Titouan Droguet,21,191,8
306,Arthur Bouquier,21,191,22
307,Federico Gaio,30,190,8
308,Tomas Lipovsek Puches,29,190,26
309,Alexander Donski,23,190,26
310,Nino Serdarusic,25,189,11
311,Viktor Durasovic,25,189,13
312,Sergiy Stakhovsky,36,188,6
313,Daniel Altmaier,23,188,10
314,Raul Brancaccio,25,188,20
315,Evgeny Karlovskiy,27,187,15
316,Radu Albot,32,184,8
317,Carlos Gomez-Herrera,32,183,14
318,Constantin Frantzen,24,181,25
319,Jeremy Chardy,35,180,2
320,Marc Lopez,39,180,3
321,Marton Fucsovics,30,180,4
322,Pablo Carreno Busta,31,180,6
323,Albert Ramos-Vinolas,34,180,10
324,Luis Patino,28,180,25
325,Samuel Vincent Ruggeri,20,179,30
326,Luca Nardi,18,176,9
327,Alexandre Muller,25,176,9
328,Gustavo Heide,20,175,15
329,Dominic Stricker,19,174,8
330,Pedro Cachin,27,174,9
331,Jonas Forejtek,21,173,10
332,Leandro Riedi,20,173,12
333,Ben Jones,24,173,27
334,Eric Vanshelboim,21,172,21
335,Oscar Jose Gutierrez,29,172,24
336,Vijay Sundar Prashanth,35,172,27
337,Tung-Lin Wu,24,171,13
338,Kacper Zuk,23,169,10
339,Johannes Ingildsen,25,169,23
340,Ignacio Carou,23,169,28
341,Courtney John Lock,25,168,33
342,Ergi Kirkin,23,167,17
343,Martin Breysach,20,167,26
344,Giulio Zeppieri,20,165,13
345,Genaro Alberto Olivieri,23,165,14
346,Matias Franco Descotte,27,164,19
347,Francesco Passaro,21,164,20
348,Damien Wenger,22,164,20
349,Brandon Walkin,27,164,23
350,Liam Draxl,20,163,18
351,Jakub Paul,23,163,21
352,Luca Castelnuovo,25,162,26
353,Mikael Torpegaard,28,161,8
354,Javier Barranco Cosano,23,161,14
355,Matteo Arnaldi,21,161,14
356,Jason Kubler,29,160,10
357,Flavio Cobolli,20,160,13
358,Dennis Novikov,28,160,17
359,Charles Broom,24,160,25
360,Luca Van Assche,18,159,11
361,Ruan Roelofse,32,159,23
362,Matthew Christopher Romios,23,159,27
363,Alejandro Tabilo,25,158,10
364,Evgenii Tiurnev,25,158,13
365,Carlos Lopez Montagud,22,158,17
366,Dmitry Popko,25,157,17
367,Juan Ignacio Galarza,28,157,18
368,Juan Pablo Ficovich,25,157,20
369,Francisco Comesana,21,156,14
370,Roman Andres Burruchaga,20,156,16
371,Tim Sandkaulen,24,156,21
372,Matias Zukas,26,156,24
373,Alibek Kachmazov,19,155,16
374,Beibit Zhukayev,21,153,20
375,Mick Veldheer,26,152,24
376,Keegan Smith,24,151,10
377,Maxime Janvier,25,151,12
378,Jorge Panta,27,151,26
379,Markus Eriksson,32,150,13
380,Toshihide Matsui,44,149,18
381,Ray Ho,22,149,31
382,Matteo Gigante,20,148,15
383,Sebastian Fanselow,30,148,16
384,Filip Bergevi,28,147,24
385,Vit Kopriva,25,143,14
386,Mirza Basic,31,142,6
387,Peter Heller,29,141,15
388,Oscar Otte,29,140,9
389,Gabriel Roveri Sidney,25,140,25
390,Cezar Cretu,21,139,17
391,Francesco Vilardo,32,139,29
392,Yuta Shimizu,23,138,16
393,Oleksii Krutykh,22,137,17
394,Ignacio Monzon,24,137,25
395,Evgeny Donskoy,32,136,9
396,Andres Urrea,27,136,24
397T,Bob Bryan,44,135,2
397T,Mike Bryan,44,135,2
399,Daniil Medvedev,26,135,3
400,Henri Kontinen,32,135,4
401,Elias Ymer,26,135,5
402,Miomir Kecmanovic,22,135,6
403,Alejandro Davidovich Fokina,23,135,6
404,Pablo Cuevas,36,135,8
405,Andrea Pellegrino,25,135,19
406,Brandon Nakashima,20,132,8
407,Blaz Rola,31,130,3
408,Benjamin Hassan,27,129,8
409,Tristan Lamasine,29,129,10
410,Filip Duda,23,129,20
411,Mili Poljicak,18,128,9
412,Valerio Aboian,20,128,25
413,Leonardo Aboian,24,128,26
414,Antoine Bellier,25,127,7
415,Yasutaka Uchiyama,29,127,10
416,Volodoymyr Uzhylovskyi,34,127,39
417,Giovanni Fonio,24,125,15
418,Calum Puttergill,28,125,16
419,Yannik Steinegger,21,125,18
420,Andrey Chepelev,23,125,32
421,Thomas Fancutt,27,124,25
422,Jaime Faria,18,123,23
423,Johannes Haerteis,26,122,9
424,Mattia Bellucci,21,122,25
425,Christopher Eubanks,26,121,3
426,Jason Jung,33,121,7
427,Glenn Smits,31,121,21
428,Bjorn Fratangelo,29,120,4
429,Lucas Pouille,28,120,9
430,Daniel Little,25,120,18
431,Tomas Machac,21,119,3
432,Moez Echargui,29,119,13
433,Mario Vilella Martinez,27,118,4
434,Alexander Ritschard,28,118,8
435,Alex Rybakov,25,118,15
436,Mark Whitehouse,29,118,27
437,Gilbert Klier Junior,22,117,13
438,Alexander Weis,25,117,19
439,Zhizhen Zhang,25,116,8
440,Alastair Gray,24,116,12
441,Blake Ellis,23,116,15
442,Ivan Gakhov,25,116,20
443,Zvonimir Babic,26,116,29
444,Aleksandar Vukic,26,115,6
445,Alexis Galarneau,23,115,12
446,Simon Freund,25,115,15
447,Petr Nouza,23,114,11
448,Sho Shimabukuro,24,114,14
449,Juan Sebastian Gomez,30,114,27
450,Harold Mayot,20,113,16
451,Goncalo Falcao,34,113,23
452,Wilson Leite,30,113,26
453,Khumoyun Sultanov,23,112,18
454,Tennys Sandgren,31,111,6
455,Naoki Tajima,21,111,26
456,Holger Rune,19,110,2
457,Grigor Dimitrov,31,110,6
458,Sascha Gueymard Wayenburg,18,110,8
459,Gerald Melzer,32,109,5
460,Dalibor Svrcina,19,109,7
461,Johan Nikles,25,109,17
462,Joao Lucas Reis Da Silva,22,109,17
463,Christopher O'Connell,28,108,5
464,Pedro Sakamoto,29,108,10
465,Evan Zhu,23,108,15
466,Francis Casey Alcantara,30,108,15
467,Julian Ocleppo,24,108,15
468,Alejo Lorenzo Lingua Lavallen,21,108,19
469,Ugo Blanchet,23,107,16
470,Luis Faria,23,107,17
471,Pavel Kotov,23,106,17
472,Georgii Kravchenko,21,106,20
473,Yannick Hanfmann,30,105,4
474,Robert Lindstedt,45,104,5
475,Constantin Bittoun Kouzmine,23,104,22
476,Abraham Asaba,25,104,24
477,Teymuraz Gabashvili,37,103,8
478,Marcelo Zormann,26,103,15
479,Marat Sharipov,19,103,19
480,Franco Emanuel Egea,26,103,21
481,Milos Karol,19,102,18
482,Aziz Ouakaa,22,102,26
483,Lukas Pokorny,20,101,20
484,Emilio Gomez,30,100,10
485,Jay Clarke,23,100,10
486,Aleksandre Bakshi,25,100,14
487,Riccardo Bonadio,29,100,16
488,Pedro Araujo,20,100,16
489,Ezekiel Clark,24,100,26
490,Yunchaokete Bu,20,99,17
491,Vladyslav Orlov,27,99,22
492,Florin Mergea,37,98,3
493,Aaron Addison,26,98,15
494,Colin Sinclair,27,98,19
495,Joao Victor Couto Loureiro,19,98,24
496,Gabriel Decamps,22,97,6
497,Ben Shelton,19,97,6
498,James Trotter,22,96,5
499,Roberto Ortega-Olmedo,31,96,8
500,Hugo Grenier,26,96,10
501,Chun-Hsin Tseng,20,96,11
502,Aleksandar Kovacevic,23,96,12
503,Miguel Fernando Pereira,23,96,17
504,Arthur Reymond,23,96,18
505,Sekou Bangoura,30,96,19
506,Makoto Ochi,26,96,20
507,Clement Tabur,22,95,14
508,Mariano Kestelboim,26,95,18
509,Remy Bertola,23,95,19
510,Jason Taylor,28,95,20
511,Adam Taylor,31,95,21
512,Alejandro Mendoza,32,95,27
513,Ryan Peniston,26,94,7
514,Marcello Serafini,19,93,16
515,Carlos Sanchez Jover,22,93,16
516,Joshua Paris,26,93,18
517,Nicholas David Ionel,19,93,21
518,Seongchan Hong,25,92,10
519,Evan Furness,23,92,13
520,Arthur Fils,18,92,14
521,Michal Dembek,24,92,19
522,Benjamin Winter Lopez,24,92,20
523,Augusto Virgili,28,92,22
524,Ze Zhang,32,91,9
525,Billy Harris,27,91,17
526,Pedro Boscardin Dias,19,91,21
527,Novak Djokovic,35,90,1
528,Xavier Malisse,42,90,1
529,Andy Murray,35,90,2
530,Filip Horansky,29,90,3
531T,Carlos Alcaraz,19,90,4
531T,Julio Peralta,40,90,4
531T,Vasek Pospisil,32,90,4
534,Ilya Ivashka,28,90,4
535,Adrian Mannarino,34,90,5
536,Ugo Humbert,24,90,5
537T,Facundo Bagnis,32,90,6
537T,Lorenzo Musetti,20,90,6
539,Borna Gojo,24,90,8
540,Aidan McHugh,22,90,10
541,Igor Marcondes,25,90,15
542,Lukas Neumayer,19,90,18
543,Kelsey Stevenson,32,90,28
544,Davide Pozzi,24,90,32
545,Fermin Tenti,25,90,36
546,Stefan Palosi,22,89,13
547,Yuki Mochizuki,24,89,13
548,Sergey Fomin,21,89,19
549,Ryan Nijboer,22,89,21
550,Fabio Coelho,22,88,22
551,James Frawley,28,87,14
552,Ernesto Escobedo,26,86,4
553,Liam Broady,28,86,7
554,Fajing Sun,25,86,8
555,Dan Alexandru Tomescu,23,86,19
556,Nathan Ponwith,24,86,23
557,Felix Gill,20,85,13
558,Gianmarco Ferrari,21,85,13
559,Mirko Martinez,24,85,22
560,Alexander Shevchenko,21,84,15
561,Jerome Kym,19,83,10
562,Eero Vasa,25,83,14
563,Kai Lemstra,23,83,17
564,Sarp Agabigun,25,83,18
565,Alfredo Perez,25,83,19
566,Alex Knaff,24,83,20
567,Nick Chappell,29,82,14
568,Govind Nanda,21,82,17
569,Ajeet Rai,23,82,19
570,Domagoj Biljesko,25,81,15
571,John Echeverria,20,81,19
572,Jaroslav Pospisil,41,80,9
573,Matteo Martineau,23,80,10
574,Aleksandre Metreveli,28,80,14
575,Mateo Nicolas Martinez,28,80,20
576,Robin Bertrand,19,80,29
577,Maximilian Marterer,27,79,5
578,Juan Pablo Paz,27,79,24
579,Aziz Dougaz,25,78,10
580,Sandro Kopp,22,78,17
581,Dragos Nicolae Madaras,24,78,28
582,Luke Bambridge,27,77,4
583,Brayden Schnur,27,77,8
584,Mats Rosenkranz,23,77,9
585,Jose Fco. Vidal Azorin,29,77,11
586,Seita Watanabe,21,77,21
587,Rio Noguchi,23,77,23
588,Oleksandr Ovcharenko,20,77,29
589,Damir Dzumhur,30,76,5
590,Federico Arnaboldi,22,76,10
591,Denis Istomin,35,76,12
592,Alvaro Lopez San Martin,25,76,12
593,Shintaro Imai,28,76,12
594,Aliaksandr Liaonenka,23,76,17
595,Jack Vance,24,76,25
596,Jack Draper,20,75,4
597,Yoshihito Nishioka,26,75,5
598,Giovanni Oradini,24,75,20
599,Maximus Jones,17,75,29
600,Elliot Benchetrit,23,74,5
601,Arthur Fery,20,74,8
602,Dimitar Kuzmanov,28,74,8
603,Iiro Vasa,19,74,12
604,Shintaro Mochizuki,19,74,13
605,Adria Soriano Barrera,23,74,16
606,Filip Peliwo,28,74,18
607,Imanol Lopez Morillo,22,74,19
608,Facundo Juarez,24,74,22
609,Felix Corwin,26,72,25
610,Rubin Statham,35,71,11
611,Tyler Zink,21,71,11
612,Shinji Hazawa,23,71,13
613,Giovanni Mpetshi Perricard,19,71,14
614,Jiri Barnat,20,71,16
615,Giorgio Ricca,27,71,18
616,Loic Cloes,23,71,24
617,Stan Wawrinka,37,70,4
618,Edoardo Lavagno,23,70,7
619,Louroi Martinez,23,70,18
620,Joris De Loore,29,69,6
621,Thiago Seyboth Wild,22,69,8
622,Lucas Gerch,27,69,16
623,Alex Hernandez,23,69,20
624,Mariano Navone,21,69,26
625,Nick Hardt,21,68,14
626,Guy Orly Iradukunda,26,68,16
627,Marius Copil,31,67,7
628,Gabriel Alejandro Hidalgo,31,67,11
629,Blu Baker,20,67,18
630,Ilya Snitari,20,66,18
631,Peter Bertran,26,66,23
632,Mario Mansilla Diez,20,66,26
633,Jiri Vesely,29,65,9
634,Jarno Jans,22,65,10
635,Eduard Esteve Lobato,27,65,14
636,Hanwen Li,19,65,14
637,Corentin Denolly,25,65,15
638,Giles Hussey,25,65,20
639,Uladzimir Ignatik,32,64,7
640,Tallon Griekspoor,26,64,11
641,Peter Nagy,30,64,12
642,Diego Fernandez Flores,21,64,13
643,Bruno Kuzuhara,18,64,15
644,Viktor Jovic,20,64,23
645,Denis Klok,24,64,25
646,Mikhail Kukushkin,34,63,3
647,Timo Legout,20,63,8
648,Evan Hoyt,27,63,9
649,Eliakim Coulibaly,20,63,11
650,Zhe Li,35,63,11
651,Bogdan Bobrov,24,63,23
652,Ante Pavic,33,62,3
653,Jeremy Beale,27,62,9
654,Takuto Niki,34,62,16
655,Harry Wendelken,20,62,19
656,Thomas Fabbiano,33,61,6
657,Mukund Sasikumar,25,61,8
658,Edan Leshem,25,61,11
659,Colin Markes,25,61,19
660,Federico Iannaccone,23,61,19
661,Andrea Arnaboldi,34,60,4
662,Alex Martinez,21,60,7
663,Alejandro Gonzalez,33,60,9
664,Daniele Capecchi,26,60,15
665,Niki Kaliyanda Poonacha,27,60,18
666,Jan Jermar,22,60,19
667,Nicolas Kicker,29,59,5
668,Roberto Cid Subervi,28,59,8
669,Mitchell Krueger,28,59,10
670,Alex Marti Pujolras,23,59,11
671,Filippo Baldi,26,59,12
672,Oscar Weightman,20,59,13
673,Ricardo Rodriguez - Pace,29,59,15
674,Robert Strombachs,22,59,16
675,Axel Garcian,20,59,16
676,Simon Anthony Ivanov,22,58,16
677,Boris Butulija,23,58,25
678,Calvin Hemery,27,57,4
679,Jurij Rodionov,23,57,6
680,Daniil Glinka,22,57,14
681,Alex Barrena,19,57,15
682,Cayetano March,22,57,16
683,Martin Damm,18,57,16
684,Davide Galoppini,27,57,17
685,Yann Wojcik,25,57,19
686,Alejandro Hoyos,22,57,23
687,Trey Hilderbrand,22,56,6
688,Simon Carr,22,56,7
689,Ilya Rudiukov,21,56,14
690,Eduardo Ribeiro,24,56,15
691,Illya Beloborodko,21,56,16
692,Alexandros Skorilas,22,56,18
693,Scott Duncan,27,56,24
694,Joao Menezes,25,55,1
695,Salvatore Caruso,29,55,4
696,Anton Matusevich,21,55,8
697,Karl Kiur Saar,26,55,9
698,Runhao Hua,26,55,10
699,Noah Schachter,22,55,12
700,Nikolas Sanchez Izquierdo,23,55,13
701,Dali Blanch,19,55,25
702,Andrew Lutschaunig,22,54,2
703,Hiroki Moriya,31,54,7
704,Gabriel Donev,26,54,12
705,Federico Agustin Gomez,25,54,15
706,Joshua Sheehy,25,54,26
707,Christian Sigsgaard,25,53,8
708,Bogdan Pavel,23,53,9
709,Tennyson Whiting,20,53,15
710,Tim Handel,25,53,15
711,Luigi Sorrentino,24,53,23
712,Jeroen Vanneste,28,52,5
713,Pruchya Isaro,26,52,8
714,Alessandro Motti,43,52,10
715,Pablo Llamas Ruiz,19,52,13
716,Fernando Yamacita,24,52,14
717,Szymon Kielan,19,52,14
718,Aristotelis Thanos,21,52,15
719,Timo Stodder,26,52,17
720,Guy Den Ouden,20,51,12
721,Duje Ajdukovic,21,51,15
722,Diego Augusto Barreto Sanchez,20,51,15
723,Lamine Ouahab,37,50,3
724,Frederico Ferreira Silva,27,50,4
725,Gonzalo Bueno,18,50,6
726,Thantub Suksumrarn,21,50,8
727,Adam Moundir,27,50,9
728,Pol Martin Tiffon,22,50,10
729,Duarte Vale,23,50,12
730,Antonin Bolardt,24,50,15
731,Andrea Picchione,24,50,15
732,Alexis Musialek,34,50,17
733,Bruno Pujol Navarro,20,50,23
734,Fabricio Neis,32,49,2
735,Luka Mikrut,18,49,7
736,Kirill Kivattsev,24,49,13
737,Kazuma Kawachi,27,49,16
738,Maik Steiner,28,49,17
739,Alvaro Guillen Meza,19,49,20
740,Stefanos Sakellaridis,17,49,38
741,Mats Moraing,30,48,5
742,Adrian Andreev,21,48,6
743,Patrick Zahraj,23,48,7
744,Daniel Rincon,19,48,10
745,Omar Jasika,25,48,13
746,Alen Rogic-Hadzalic,25,48,15
747,Edward Winter,17,47,2
748,Nicolas Alvarez,26,47,8
749,Alexandre Reco,23,47,8
750,Marat Deviatiarov,28,47,10
751,Nicolas Parizzia,23,47,15
752,Osgar O'Hoisin,25,47,17
753,Gabriele Maria Noce,26,47,21
754,Umut Akkoyun,22,47,23
755,Juan Manuel Cerundolo,20,46,4
756,Ignacio Buse,18,46,5
757,Yannick Mertens,35,46,10
758,Gergely Madarasz,27,46,12
759,Stuart Parker,24,46,13
760,Hazem Naw,22,46,14
761,Taisei Ichikawa,21,46,14
762,Kyle Seelig,24,46,20
763,Tsung-Hao Huang,22,46,23
764,Tuna Altuna,33,46,27
765,Kyle Edmund,27,45,1
766T,Matteo Berrettini,26,45,1
