Rank,Player,Age,Points,Tournaments Played
1T,Wesley Koolhof,33,"7,850",24
1T,Neal Skupski,32,"7,850",24
3,Rajeev Ram,38,"7,480",19
4,Joe Salisbury,30,"7,390",18
5,Mate Pavic,29,"5,325",25
6T,Marcelo Arevalo,32,"5,230",24
6T,Jean-Julien Rojer,41,"5,230",24
8,Nikola Mektic,33,"5,120",24
9,Ivan Dodig,37,"4,210",28
10,Austin Krajicek,32,"4,205",30
11,Harri Heliovaara,33,"4,000",28
12,Lloyd Glasspool,29,"3,955",29
13,Nick Kyrgios,27,"3,940",11
14,Horacio Zeballos,37,"3,710",21
15,Thanasi Kokkinakis,26,"3,620",12
16,Michael Venus,35,"3,590",23
17,Marcel Granollers,36,"3,560",19
18,Tim Puetz,35,"3,485",19
19,Rohan Bopanna,42,"3,420",28
20,John Isner,37,"3,320",8
21,Simone Bolelli,37,"3,030",23
22,Matwe Middelkoop,39,"3,030",30
23,Fabio Fognini,35,"2,910",20
24,Andreas Mies,32,"2,910",28
25,Kevin Krawietz,30,"2,865",25
26,Matthew Ebden,35,"2,855",24
27,Rafael Matos,26,"2,681",31
28,Santiago Gonzalez,39,"2,630",30
29T,Juan Sebastian Cabal,36,"2,595",19
29T,Robert Farah,35,"2,595",19
31,David Vega Hernandez,28,"2,570",32
32,Edouard Roger-Vasselin,39,"2,490",31
33,Max Purcell,24,"2,452",22
34,Jan Zielinski,26,"2,430",25
35,Hubert Hurkacz,25,"2,420",15
36,Jamie Murray,36,"2,305",28
37,John Peers,34,"2,230",25
38,Andres Molteni,34,"2,100",30
39,Marcelo Melo,39,"2,000",29
40,Gonzalo Escobar,33,"1,810",29
41,Hugo Nys,31,"1,810",32
42,Ariel Behar,33,"1,770",29
43,Jack Sock,30,"1,725",7
44,Robin Haase,35,"1,724",24
45,Maximo Gonzalez,39,"1,720",21
46,Nathaniel Lammons,29,"1,685",36
47,Andrey Golubev,35,"1,575",26
48,Nicolas Mahut,40,"1,555",26
49,Jackson Withrow,29,"1,516",36
50,Alexander Erler,25,"1,511",33
51,Francisco Cabral,25,"1,484",30
52,Aleksandr Nedovyesov,35,"1,480",29
53,Andrea Vavassori,27,"1,455",28
54,Fabien Reboul,27,"1,406",42
55,Lucas Miedler,26,"1,400",31
56,Raven Klaasen,40,"1,375",21
57,Fabrice Martin,36,"1,335",32
58,Tomislav Brkic,32,"1,325",29
59,Sadio Doumbia,32,"1,324",36
60,Nicolas Barrientos,35,"1,315",30
61,Sander Gille,31,"1,265",31
62,Joran Vliegen,29,"1,255",28
63,Lorenzo Sonego,27,"1,240",13
64,Miguel Angel Reyes-Varela,35,"1,230",30
65,Aisam-Ul-Haq Qureshi,42,"1,225",26
66,Albano Olivetti,31,"1,211",37
67,Nikola Cacic,31,"1,205",25
68,Philipp Oswald,36,"1,186",31
69,Ramkumar Ramanathan,28,"1,161",29
70,Feliciano Lopez,41,"1,130",6
71,Stefanos Tsitsipas,24,"1,130",10
72,Daniel Evans,32,"1,120",14
73,Andre Goransson,28,"1,120",31
74,Guillermo Duran,34,"1,116",25
75,Henry Patten,26,"1,111",31
76,Julian Cash,26,"1,102",32
77,Luke Saville,28,"1,098",27
78,Denis Shapovalov,23,"1,080",11
79,Ben McLachlan,30,"1,080",31
80,Diego Hidalgo,29,"1,065",28
81,Pedro Martinez,25,"1,060",21
82,Cristian Rodriguez,32,"1,045",30
83,Hunter Reese,29,"1,019",30
84,Saketh Myneni,35,"1,003",28
85,John-Patrick Smith,33,"1,001",33
86,David Pel,31,975,26
87,Robert Galloway,30,943,32
88,Bruno Soares,40,930,14
89,Filip Polasek,37,925,13
90,Ivan Sabanov,30,925,35
91,Roman Jebavy,33,919,29
92,Adam Pavlasek,28,917,27
93,Matej Sabanov,30,911,37
94,Mackenzie McDonald,27,905,12
95,Jonny O'Mara,27,901,26
96,Yuki Bhambri,30,896,27
97,Jonathan Eysseric,32,880,34
98,William Blumberg,24,875,15
99,Luis David Martinez,33,873,39
100,Hans Hach Verdugo,33,867,33
101,Denys Molchanov,35,849,29
102,Treat Huey,37,833,23
103,Szymon Walkow,27,831,34
104,Sander Arends,31,821,24
105,Sam Weissborn,31,821,30
106,Nuno Borges,25,806,12
107,Fabian Fallert,25,787,35
108,Tommy Paul,25,765,14
109,Guido Andreozzi,31,758,15
110,Dustin Brown,37,746,24
111,Diego Schwartzman,30,735,10
112,Marco Bortolotti,31,732,34
113,Alex Lawson,28,728,37
114,Jeevan Nedunchezhiyan,34,713,34
115,N.Sriram Balaji,32,707,27
116,Victor Vlad Cornea,29,703,36
117,Andrey Rublev,25,700,12
118,Romain Arneodo,30,685,32
119,Igor Zelenay,40,676,19
120,Max Schnur,29,662,31
121,Botic van de Zandschulp,27,655,12
122,Zdenek Kolar,26,655,20
123,Felipe Meligeni Alves,24,645,17
124,Sergio Martos Gornes,28,640,37
125,Marcelo Demoliner,33,631,8
126,Adrian Mannarino,34,615,8
127,Dan Added,23,614,24
128,Karol Drzewiecki,27,602,30
129,Ruben Gonzales,37,598,31
130,Artem Sitak,36,598,33
131,Fernando Romboli,33,586,30
132,Sem Verbeek,28,570,25
133,Hendrik Jebens,27,568,32
134,Vladyslav Manafov,29,562,28
135,Bart Stevens,24,558,30
136,Andrew Harris,28,557,22
137,Luciano Darderi,20,552,17
138,Jan-Lennard Struff,32,550,8
139,Oleg Prihodko,25,546,31
140,Taylor Fritz,25,540,5
141,Alexander Zverev,25,540,6
142,Maxime Cressy,25,540,7
143,Joao Sousa,33,540,10
144,Federico Zeballos,34,532,37
145,Divij Sharan,36,527,30
146,Reese Stalder,26,512,28
147,Patrik Niklas-Salminen,25,512,29
148,Arjun Kadhe,28,510,31
149,Purav Raja,36,509,24
150,Yu Hsiou Hsu,23,501,31
151,Boris Arias,29,500,39
152,Theo Arribage,22,500,43
153,Franko Skugor,35,499,23
154,Quentin Halys,26,497,16
155,Andrej Martin,33,497,17
156,Steve Johnson,32,495,8
157,Pablo Andujar,36,490,7
158,Petros Tsitsipas,22,490,36
159,Kaichi Uchida,28,461,18
160,Cameron Norrie,27,450,8
161,Viktor Durasovic,25,448,18
162,Jason Kubler,29,445,11
163,Dane Sweeny,21,443,26
164,Manuel Guinard,27,442,14
165,MinKyu Song,32,440,16
166,Nicolas Mejia,22,440,23
167,Piotr Matuszewski,24,440,32
168,Lloyd Harris,25,435,7
169,Andrew Paulson,21,430,26
170,Alexander Bublik,25,425,17
171,Luca Margaroli,30,425,37
172,JiSung Nam,29,422,20
173,Facundo Diaz Acosta,21,421,15
174,Marek Gengel,27,418,26
175,Oriol Roca Batalla,29,414,21
176,Michail Pervolarakis,26,410,22
177,Sanjar Fayziev,28,406,28
178,Aslan Karatsev,29,405,13
179,Yun seong Chung,24,405,17
180,Yuta Shimizu,23,404,19
181,Michael Geerts,27,402,23
182,Benjamin Lock,29,400,36
183,Orlando Luz,24,397,18
184,Jesper de Jong,22,397,19
185,Neil Oberleitner,23,393,25
186,Nicholas Monroe,40,390,22
187,Maximilian Neuchrist,31,387,20
188,Constantin Frantzen,24,386,34
189,Miomir Kecmanovic,23,385,8
190,Holger Rune,19,380,4
191,Jaume Munar,25,380,11
192,Benjamin Bonzi,26,376,10
193,Kaito Uesugi,27,376,29
194,Pierre-Hugues Herbert,31,375,7
195,Roman Andres Burruchaga,20,370,18
196,Federico Delbonis,32,360,9
197,Alex de Minaur,23,360,9
198,Daniel Masur,28,358,13
199,Li Tu,26,357,20
200,Anirudh Chandrasekar,24,348,34
201,Enzo Couacaud,27,344,18
202,Hernan Casanova,28,344,19
203,Evan King,30,342,34
204,Martin Cuevas,30,340,20
205,Marcos Giron,29,335,8
206,Geoffrey Blancaneaux,24,333,19
207,Ruben Bemelmans,34,331,12
208,Christopher Rungkat,32,329,17
209,Renzo Olivo,30,328,11
210,Ken Skupski,39,328,13
211,Charles Broom,24,328,27
212,Grigoriy Lomakin,24,327,39
213,Tristan Schoolkate,21,325,25
214,Francisco Cerundolo,24,320,11
215,Tallon Griekspoor,26,315,10
216,Luke Johnson,28,313,21
217,Skander Mansouri,27,311,25
218,Santiago Rodriguez Taverna,23,310,17
219,Markos Kalovelonis,28,310,21
220,Kai Wehnelt,27,309,29
221,Toshihide Matsui,44,308,22
222,David Pichler,26,308,32
223,Jakub Paul,23,306,23
224,Luca Sanchez,23,306,29
225,Adrian Menendez-Maceiras,37,301,16
226,Murkel Dellien,25,295,24
227,Gijs Brouwer,26,294,18
228,Andrea Collarini,30,294,20
229,Brandon Walkin,28,293,33
230,Grigor Dimitrov,31,290,6
231,Soonwoo Kwon,24,290,6
232,Frances Tiafoe,24,290,10
233,Oscar Otte,29,290,10
234,Goncalo Oliveira,27,288,19
235,Vitaliy Sachko,25,287,22
236,Jason Taylor,28,282,31
237,Courtney John Lock,26,279,38
238,Leandro Riedi,20,277,13
239,Tomas Martin Etcheverry,23,275,17
240,Conner Huertas del Pino,26,275,22
241,Facundo Mena,30,273,16
242,Arklon Huertas Del Pino Cordova,28,272,21
243,Roberto Carballes Baena,29,270,8
244,Karen Khachanov,26,270,11
245,Malek Jaziri,38,270,15
246,Lukas Rosol,37,270,21
247,Calum Puttergill,29,268,25
248,Giles Hussey,25,268,26
249,Vijay Sundar Prashanth,36,267,31
250,Petr Nouza,24,266,19
251,Inigo Cervantes,32,265,13
252,Daniel Cukierman,27,265,23
253,Alexander Merino,30,265,28
254,Akira Santillan,25,264,26
255,Jelle Sels,27,261,14
256,Niklas Schell,23,261,27
257,Tung-Lin Wu,24,258,9
258,Ignacio Carou,23,258,28
259,Felix Auger-Aliassime,22,255,6
260,Alexander Donski,24,254,28
261,Christian Harrison,28,252,9
