match_id,tournament,year,surface,stage_code,any_tb,any_std_tb,regular_tb,match_tb,match_tb_set,tb_s3_regular,tb_s4,tb_s5,three_sets,comeback,winner_lost_s1,pre_olympic,olympic_period,olympics_tourn,same_country,same_language,ling_prox,rank_mean,wl_career_diff,rank_gap,single_top100,win,won_tb_s1,won_tb_s2,won_tb_s3,won_tb_s4,won_tb_s5,exp_mean,opp_rank_mean,lost_set1,tourn_year,won_regular_tb,won_any_tb,exp_mean_sq,ic_team,ic_team_dm
884,US Open,2021,Hard,4,0,0,0,0,,0,0,0,1,1,1,0,0,0,1.0,1.0,1.0,6.0,0.0790823211875844,6.0,0,1,0,0,0,0,0,16.0,31.0,1,US Open_2021,0,0,256.0,71.0,8.014957264957268
885,US Open,2021,Hard,4,1,1,1,0,,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,16.5,0.04913998809726816,11.0,0,1,1,0,0,0,0,18.5,197.0,0,US Open_2021,1,1,342.25,63.5,0.5149572649572676
886,US Open,2021,Hard,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,4.5,0.01057318491443759,1.0,0,1,0,0,0,0,0,18.0,65.5,0,US Open_2021,0,0,324.0,48.5,-14.485042735042732
887,US Open,2021,Hard,5,1,1,1,0,,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,131.0,0.003331403948807043,70.0,0,1,0,1,0,0,0,12.0,15.5,0,US Open_2021,1,1,144.0,91.0,28.014957264957268
888,US Open,2021,Hard,5,1,1,1,0,,1,0,0,1,0,0,0,0,0,0.0,1.0,1.0,6.5,0.06283712425079746,1.0,0,1,1,0,1,0,0,12.0,55.5,0,US Open_2021,1,1,144.0,90.0,27.014957264957268
889,US Open,2021,Hard,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,19.5,0.01226670722707635,11.0,0,1,0,0,0,0,0,13.0,6.0,0,US Open_2021,0,0,169.0,71.0,8.014957264957268
890,US Open,2021,Hard,5,1,1,1,0,,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,16.5,0.04913998809726816,11.0,0,1,0,0,0,0,0,18.5,4.5,1,US Open_2021,0,0,342.25,63.5,0.5149572649572676
891,US Open,2021,Hard,6,1,1,1,0,,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,6.5,0.06283712425079746,1.0,0,1,1,0,0,0,0,12.0,131.0,0,US Open_2021,1,1,144.0,90.0,27.014957264957268
892,US Open,2021,Hard,6,0,0,0,0,,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,16.5,0.04913998809726816,11.0,0,1,0,0,0,0,0,18.5,19.5,0,US Open_2021,0,0,342.25,63.5,0.5149572649572676
893,US Open,2021,Hard,7,0,0,0,0,,0,0,0,1,1,1,0,0,0,0.0,1.0,1.0,6.5,0.06283712425079746,1.0,0,1,0,0,0,0,0,12.0,16.5,1,US Open_2021,0,0,144.0,90.0,27.014957264957268
894,Wimbledon,2021,Grass,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0.03741686333404848,2.0,0,1,0,0,0,0,0,11.5,76.5,0,Wimbledon_2021,0,0,132.25,33.0,-29.985042735042732
895,Wimbledon,2021,Grass,2,1,1,1,0,,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,79.0,0.01827875095201831,22.0,0,1,1,0,0,0,0,9.0,712.5,0,Wimbledon_2021,1,1,81.0,90.0,27.014957264957268
896,Wimbledon,2021,Grass,2,1,1,1,0,,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,51.0,0.0513067008473973,12.0,0,1,1,0,0,0,0,13.5,656.5,0,Wimbledon_2021,1,1,182.25,25.0,-37.98504273504273
897,Wimbledon,2021,Grass,2,0,0,0,0,,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,36.0,0.03393586098448154,10.0,0,1,0,0,0,0,0,14.5,722.5,0,Wimbledon_2021,0,0,210.25,67.0,4.014957264957268
898,Wimbledon,2021,Grass,2,0,0,0,0,,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,91.0,0.02743182053526882,16.0,0,1,0,0,0,0,0,9.5,20.5,1,Wimbledon_2021,0,0,90.25,76.0,13.014957264957268
899,Wimbledon,2021,Grass,2,1,1,1,0,,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,856.0,0.3,374.0,0,1,1,0,0,0,0,0.0,247.5,0,Wimbledon_2021,1,1,0.0,89.0,26.014957264957268
900,Wimbledon,2021,Grass,2,1,1,1,0,,0,0,0,1,0,0,0,0,0,1.0,1.0,1.0,63.5,0.06080233079336622,57.0,0,1,1,0,0,0,0,19.0,64.5,0,Wimbledon_2021,1,1,361.0,80.0,17.014957264957268
901,Wimbledon,2021,Grass,2,0,0,0,0,,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,18.0,0.005113704012382425,2.0,0,1,0,0,0,0,0,21.0,82.5,0,Wimbledon_2021,0,0,441.0,49.0,-13.985042735042732
902,Wimbledon,2021,Grass,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,4.5,0.006430370146846442,1.0,0,1,0,0,0,0,0,13.5,313.0,0,Wimbledon_2021,0,0,182.25,13.0,-49.98504273504273
903,Wimbledon,2021,Grass,2,0,0,0,0,,0,0,0,1,0,0,0,0,0,1.0,1.0,1.0,138.5,0.305835892935498,99.0,0,1,0,0,0,0,0,10.0,67.5,0,Wimbledon_2021,0,0,100.0,38.0,-24.985042735042732
904,Wimbledon,2021,Grass,2,1,1,1,0,,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,64.0,0.03253241800152551,6.0,0,1,1,0,0,0,0,8.0,841.0,0,Wimbledon_2021,1,1,64.0,89.0,26.014957264957268
905,Wimbledon,2021,Grass,2,1,1,1,0,,0,0,0,1,1,1,0,0,0,1.0,1.0,1.0,37.5,0.2293972044263251,11.0,0,1,0,1,0,0,0,7.0,135.5,1,Wimbledon_2021,1,1,49.0,90.0,27.014957264957268
906,Wimbledon,2021,Grass,2,1,1,1,1,3.0,0,0,0,1,1,1,0,0,0,1.0,1.0,1.0,71.5,0.1006400276768726,3.0,0,1,0,1,0,0,0,12.0,27.5,1,Wimbledon_2021,1,1,144.0,90.0,27.014957264957268
907,Wimbledon,2021,Grass,2,1,1,1,0,,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,52.5,0.06084306095979247,1.0,0,1,0,1,0,0,0,11.5,61.5,0,Wimbledon_2021,1,1,132.25,22.0,-40.98504273504273
908,Wimbledon,2021,Grass,2,0,0,0,0,,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,370.5,0.01818181818181819,171.0,1,1,0,0,0,0,0,12.0,248.5,1,Wimbledon_2021,0,0,144.0,78.0,15.014957264957268
909,Wimbledon,2021,Grass,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,11.5,0.06283712425079746,1.0,0,1,0,0,0,0,0,12.0,941.0,0,Wimbledon_2021,0,0,144.0,90.0,27.014957264957268
910,Wimbledon,2021,Grass,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,8.5,0.004037674425954929,1.0,0,1,0,0,0,0,0,16.5,256.0,0,Wimbledon_2021,0,0,272.25,42.5,-20.485042735042732
911,Wimbledon,2021,Grass,2,1,1,1,0,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,163.0,0.01503213767364708,18.0,0,1,0,1,0,0,0,5.5,224.0,0,Wimbledon_2021,1,1,30.25,70.0,7.014957264957268
912,Wimbledon,2021,Grass,2,1,0,0,1,3.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,142.5,0.05161290322580636,125.0,0,1,0,0,0,0,0,4.5,244.0,0,Wimbledon_2021,0,1,20.25,70.0,7.014957264957268
914,Wimbledon,2021,Grass,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,42.5,0.04032485181910472,25.0,0,1,0,0,0,0,0,23.0,28.5,0,Wimbledon_2021,0,0,529.0,34.5,-28.485042735042732
915,Wimbledon,2021,Grass,2,1,1,1,0,,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,924.5,0.1734693877551021,1181.0,0,1,0,1,0,0,0,5.0,130.0,0,Wimbledon_2021,1,1,25.0,77.5,14.514957264957268
916,Wimbledon,2021,Grass,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,42.0,0.1482898289828982,48.0,0,1,0,0,0,0,0,11.5,367.0,0,Wimbledon_2021,0,0,132.25,89.0,26.014957264957268
917,Wimbledon,2021,Grass,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,8.5,0.01057318491443759,3.0,0,1,0,0,0,0,0,18.0,140.0,0,Wimbledon_2021,0,0,324.0,48.5,-14.485042735042732
918,Wimbledon,2021,Grass,2,1,1,1,0,,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,17.5,0.04913998809726816,9.0,0,1,0,0,0,0,0,18.5,139.5,0,Wimbledon_2021,0,0,342.25,63.5,0.5149572649572676
919,Wimbledon,2021,Grass,2,1,1,1,0,,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,42.0,0.07398268398268404,4.0,0,1,0,0,0,0,0,16.0,51.5,1,Wimbledon_2021,0,0,256.0,59.5,-3.4850427350427324
920,Wimbledon,2021,Grass,2,1,1,1,0,,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,41.0,0.02002366105860365,10.0,0,1,0,0,0,0,0,18.5,260.5,0,Wimbledon_2021,0,0,342.25,61.0,-1.9850427350427324
921,Wimbledon,2021,Grass,2,1,1,1,0,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,24.0,,18.0,0,1,1,0,0,0,0,13.0,57.0,0,Wimbledon_2021,1,1,169.0,67.0,4.014957264957268
922,Wimbledon,2021,Grass,2,1,1,1,0,,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,35.0,0.1182914182006741,24.0,0,1,0,0,0,0,0,13.0,71.5,1,Wimbledon_2021,0,0,169.0,55.5,-7.485042735042732
923,Wimbledon,2021,Grass,2,1,1,1,1,3.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,258.0,0.1614035087719298,194.0,0,1,1,0,0,0,0,9.5,93.0,0,Wimbledon_2021,1,1,90.25,63.5,0.5149572649572676
924,Wimbledon,2021,Grass,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,47.5,0.02179137210984344,21.0,0,1,0,0,0,0,0,15.5,132.5,0,Wimbledon_2021,0,0,240.25,71.0,8.014957264957268
925,Wimbledon,2021,Grass,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,4.0,0.0790823211875844,4.0,0,1,0,0,0,0,0,16.0,385.0,0,Wimbledon_2021,0,0,256.0,71.0,8.014957264957268
926,Wimbledon,2021,Grass,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0.03741686333404848,2.0,0,1,0,0,0,0,0,11.5,79.0,0,Wimbledon_2021,0,0,132.25,33.0,-29.985042735042732
927,Wimbledon,2021,Grass,3,0,0,0,0,,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,51.0,0.0513067008473973,12.0,0,1,0,0,0,0,0,13.5,36.0,0,Wimbledon_2021,0,0,182.25,25.0,-37.98504273504273
928,Wimbledon,2021,Grass,3,1,0,0,1,3.0,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,91.0,0.02743182053526882,16.0,0,1,0,0,0,0,0,9.5,856.0,1,Wimbledon_2021,0,1,90.25,76.0,13.014957264957268
929,Wimbledon,2021,Grass,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,18.0,0.005113704012382425,2.0,0,1,0,0,0,0,0,21.0,63.5,0,Wimbledon_2021,0,0,441.0,49.0,-13.985042735042732
930,Wimbledon,2021,Grass,3,1,1,1,0,,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,4.5,0.006430370146846442,1.0,0,1,0,1,0,0,0,13.5,138.5,0,Wimbledon_2021,1,1,182.25,13.0,-49.98504273504273
931,Wimbledon,2021,Grass,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,37.5,0.2293972044263251,11.0,0,1,0,0,0,0,0,7.0,64.0,0,Wimbledon_2021,0,0,49.0,90.0,27.014957264957268
932,Wimbledon,2021,Grass,3,1,1,1,0,,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,52.5,0.06084306095979247,1.0,0,1,1,0,0,0,0,11.5,71.5,0,Wimbledon_2021,1,1,132.25,22.0,-40.98504273504273
933,Wimbledon,2021,Grass,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,11.5,0.06283712425079746,1.0,0,1,0,0,0,0,0,12.0,370.5,0,Wimbledon_2021,0,0,144.0,90.0,27.014957264957268
934,Wimbledon,2021,Grass,3,1,1,1,0,,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,163.0,0.01503213767364708,18.0,0,1,1,0,0,0,0,5.5,8.5,0,Wimbledon_2021,1,1,30.25,70.0,7.014957264957268
935,Wimbledon,2021,Grass,3,1,1,1,0,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,142.5,0.05161290322580636,125.0,0,1,0,1,0,0,0,4.5,20.5,0,Wimbledon_2021,1,1,20.25,70.0,7.014957264957268
936,Wimbledon,2021,Grass,3,1,1,1,0,,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,42.5,0.04032485181910472,25.0,0,1,1,0,0,0,0,23.0,924.5,0,Wimbledon_2021,1,1,529.0,34.5,-28.485042735042732
937,Wimbledon,2021,Grass,3,1,1,1,1,3.0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,8.5,0.01057318491443759,3.0,0,1,0,0,0,0,0,18.0,42.0,0,Wimbledon_2021,0,1,324.0,48.5,-14.485042735042732
938,Wimbledon,2021,Grass,3,1,1,1,0,,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,42.0,0.07398268398268404,4.0,0,1,0,0,0,0,0,16.0,17.5,1,Wimbledon_2021,0,0,256.0,59.5,-3.4850427350427324
939,Wimbledon,2021,Grass,3,1,1,1,0,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,41.0,0.02002366105860365,10.0,0,1,1,0,0,0,0,18.5,24.0,0,Wimbledon_2021,1,1,342.25,61.0,-1.9850427350427324
940,Wimbledon,2021,Grass,3,0,0,0,0,,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,35.0,0.1182914182006741,24.0,0,1,0,0,0,0,0,13.0,258.0,1,Wimbledon_2021,0,0,169.0,55.5,-7.485042735042732
942,Wimbledon,2021,Grass,4,1,1,0,0,,1,0,0,1,0,0,0,0,0,1.0,1.0,1.0,2.0,0.03741686333404848,2.0,0,1,0,0,1,0,0,11.5,51.0,0,Wimbledon_2021,0,1,132.25,33.0,-29.985042735042732
944,Wimbledon,2021,Grass,4,0,0,0,0,,0,0,0,1,0,0,0,0,0,1.0,1.0,1.0,4.5,0.006430370146846442,1.0,0,1,0,0,0,0,0,13.5,37.5,0,Wimbledon_2021,0,0,182.25,13.0,-49.98504273504273
945,Wimbledon,2021,Grass,4,1,1,0,0,,1,0,0,1,0,0,0,0,0,0.0,1.0,1.0,11.5,0.06283712425079746,1.0,0,1,0,0,1,0,0,12.0,52.5,0,Wimbledon_2021,0,1,144.0,90.0,27.014957264957268
947,Wimbledon,2021,Grass,4,1,1,1,0,,1,0,0,1,0,0,0,0,0,0.0,1.0,1.0,8.5,0.01057318491443759,3.0,0,1,0,1,1,0,0,18.0,42.5,0,Wimbledon_2021,1,1,324.0,48.5,-14.485042735042732
948,Wimbledon,2021,Grass,4,0,0,0,0,,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,41.0,0.02002366105860365,10.0,0,1,0,0,0,0,0,18.5,42.0,0,Wimbledon_2021,0,0,342.25,61.0,-1.9850427350427324
949,Wimbledon,2021,Grass,4,1,1,1,0,,1,1,0,1,1,1,0,0,0,0.0,0.0,0.0,35.0,0.1182914182006741,24.0,0,1,0,0,0,1,0,13.0,47.5,1,Wimbledon_2021,0,1,169.0,55.5,-7.485042735042732
950,Wimbledon,2021,Grass,5,1,1,0,0,,0,1,0,1,1,1,0,0,0,1.0,1.0,1.0,2.0,0.03741686333404848,2.0,0,1,0,0,0,1,0,11.5,18.0,1,Wimbledon_2021,0,0,132.25,33.0,-29.985042735042732
951,Wimbledon,2021,Grass,5,1,1,0,0,,1,0,0,1,0,0,0,0,0,0.0,1.0,1.0,11.5,0.06283712425079746,1.0,0,1,0,0,1,0,0,12.0,4.5,0,Wimbledon_2021,0,1,144.0,90.0,27.014957264957268
952,Wimbledon,2021,Grass,5,0,0,0,0,,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,8.5,0.01057318491443759,3.0,0,1,0,0,0,0,0,18.0,142.5,0,Wimbledon_2021,0,0,324.0,48.5,-14.485042735042732
953,Wimbledon,2021,Grass,5,1,1,1,0,,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,41.0,0.02002366105860365,10.0,0,1,1,0,0,0,0,18.5,35.0,0,Wimbledon_2021,1,1,342.25,61.0,-1.9850427350427324
954,Wimbledon,2021,Grass,6,1,1,1,0,,1,1,0,1,0,0,0,0,0,1.0,1.0,1.0,2.0,0.03741686333404848,2.0,0,1,1,0,0,1,0,11.5,11.5,0,Wimbledon_2021,1,1,132.25,33.0,-29.985042735042732
955,Wimbledon,2021,Grass,6,1,1,0,0,,1,0,0,1,0,0,0,0,0,0.0,1.0,1.0,8.5,0.01057318491443759,3.0,0,1,0,0,1,0,0,18.0,41.0,0,Wimbledon_2021,0,1,324.0,48.5,-14.485042735042732
956,Wimbledon,2021,Grass,7,1,1,1,0,,0,0,0,1,0,0,0,0,0,1.0,1.0,1.0,2.0,0.03741686333404848,2.0,0,1,0,1,0,0,0,11.5,8.5,0,Wimbledon_2021,1,1,132.25,33.0,-29.985042735042732
957,Australian Open,2022,Hard,2,1,1,1,0,,0,0,0,1,1,1,1,1,0,1.0,1.0,1.0,1.5,0.03741686333404848,1.0,0,1,0,1,0,0,0,12.5,199.5,1,Australian Open_2022,1,1,156.25,33.0,-29.985042735042732
958,Australian Open,2022,Hard,2,0,0,0,0,,0,0,0,0,0,0,1,1,0,1.0,1.0,1.0,346.5,0.002705575417914829,175.0,0,1,0,0,0,0,0,9.0,969.5,0,Australian Open_2022,0,0,81.0,90.0,27.014957264957268
959,Australian Open,2022,Hard,2,0,0,0,0,,0,0,0,0,0,0,1,1,0,1.0,1.0,1.0,86.5,0.07516497666183797,35.0,0,1,0,0,0,0,0,9.5,179.0,0,Australian Open_2022,0,0,90.25,67.0,4.014957264957268
960,Australian Open,2022,Hard,2,0,0,0,0,,0,0,0,0,0,0,1,1,0,0.0,1.0,1.0,43.0,0.06084306095979247,8.0,0,1,0,0,0,0,0,12.5,38.0,0,Australian Open_2022,0,0,156.25,22.0,-40.98504273504273
961,Australian Open,2022,Hard,2,1,1,1,0,,0,0,0,0,0,0,1,1,0,1.0,1.0,1.0,86.5,0.002501202501202449,5.0,0,1,1,0,0,0,0,6.0,29.5,0,Australian Open_2022,1,1,36.0,91.0,28.014957264957268
963,Australian Open,2022,Hard,2,0,0,0,0,,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,281.0,0.0844854070660522,172.0,0,1,0,0,0,0,0,7.5,289.5,0,Australian Open_2022,0,0,56.25,61.0,-1.9850427350427324
964,Australian Open,2022,Hard,2,1,1,1,0,,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,16.5,0.05237538940809972,3.0,0,1,0,1,0,0,0,12.0,134.5,0,Australian Open_2022,1,1,144.0,73.0,10.014957264957268
965,Australian Open,2022,Hard,2,0,0,0,0,,0,0,0,0,0,0,1,1,0,0.0,1.0,1.0,6.5,0.01057318491443759,1.0,0,1,0,0,0,0,0,19.0,314.0,0,Australian Open_2022,0,0,361.0,48.5,-14.485042735042732
966,Australian Open,2022,Hard,2,0,0,0,0,,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,72.0,0.1033125371360666,14.0,0,1,0,0,0,0,0,13.0,248.5,0,Australian Open_2022,0,0,169.0,64.0,1.0149572649572676
967,Australian Open,2022,Hard,2,0,0,0,0,,0,0,0,0,0,0,1,1,0,1.0,1.0,1.0,110.0,0.04477611940298504,60.0,0,1,0,0,0,0,0,12.5,151.0,0,Australian Open_2022,0,0,156.25,51.0,-11.985042735042732
968,Australian Open,2022,Hard,2,1,1,1,0,,1,0,0,1,1,1,1,1,0,1.0,1.0,1.0,209.5,0.03869674185463656,277.0,0,1,0,1,1,0,0,11.5,33.5,1,Australian Open_2022,1,1,132.25,80.0,17.014957264957268
969,Australian Open,2022,Hard,2,1,1,1,0,,0,0,0,0,0,0,1,1,0,1.0,1.0,1.0,27.5,0.08426573426573425,27.0,0,1,1,0,0,0,0,10.5,41.5,0,Australian Open_2022,1,1,110.25,67.0,4.014957264957268
970,Australian Open,2022,Hard,2,1,1,1,0,,0,0,0,0,0,0,1,1,0,1.0,1.0,1.0,59.5,0.0811477883048699,43.0,0,1,1,1,0,0,0,13.0,550.5,0,Australian Open_2022,1,1,169.0,91.0,28.014957264957268
971,Australian Open,2022,Hard,2,0,0,0,0,,0,0,0,1,1,1,1,1,0,1.0,1.0,1.0,571.0,0.1054945054945055,158.0,0,1,0,0,0,0,0,1.0,133.5,1,Australian Open_2022,0,0,1.0,90.0,27.014957264957268
972,Australian Open,2022,Hard,2,0,0,0,0,,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,10.5,0.01226670722707635,3.0,0,1,0,0,0,0,0,14.0,45.5,0,Australian Open_2022,0,0,196.0,71.0,8.014957264957268
973,Australian Open,2022,Hard,2,1,1,1,0,,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0,56.0,0.03397368914610294,28.0,0,1,1,0,0,0,0,20.5,18.0,0,Australian Open_2022,1,1,420.25,26.5,-36.48504273504273
974,Australian Open,2022,Hard,2,0,0,0,0,,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,934.0,0.09090909090909088,470.0,1,1,0,0,0,0,0,7.5,66.5,0,Australian Open_2022,0,0,56.25,54.5,-8.485042735042732
975,Australian Open,2022,Hard,2,1,1,0,0,,1,0,0,1,1,1,1,1,0,0.0,0.0,0.0,282.5,0.1004983388704319,243.0,0,1,0,0,1,0,0,9.5,951.0,1,Australian Open_2022,0,1,90.25,52.5,-10.485042735042732
976,Australian Open,2022,Hard,2,0,0,0,0,,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,20.5,0.0005411255411255089,1.0,0,1,0,0,0,0,0,12.0,71.0,0,Australian Open_2022,0,0,144.0,84.5,21.514957264957268
977,Australian Open,2022,Hard,2,1,1,1,0,,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0,38.0,0.1182914182006741,22.0,0,1,1,0,0,0,0,14.0,40.5,0,Australian Open_2022,1,1,196.0,55.5,-7.485042735042732
978,Australian Open,2022,Hard,2,0,0,0,0,,0,0,0,1,1,1,1,1,0,1.0,1.0,1.0,57.0,0.07595781317262151,6.0,0,1,0,0,0,0,0,15.0,200.5,1,Australian Open_2022,0,0,225.0,89.0,26.014957264957268
979,Australian Open,2022,Hard,2,1,1,1,0,,0,0,0,0,0,0,1,1,0,1.0,1.0,1.0,44.5,0.1046124124607583,21.0,0,1,1,0,0,0,0,11.0,63.0,0,Australian Open_2022,1,1,121.0,90.0,27.014957264957268
980,Australian Open,2022,Hard,2,1,1,1,0,,0,0,0,0,0,0,1,1,0,1.0,1.0,1.0,10.0,0.006430370146846442,0.0,0,1,0,1,0,0,0,14.5,232.0,0,Australian Open_2022,1,1,210.25,13.0,-49.98504273504273
981,Australian Open,2022,Hard,2,0,0,0,0,,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,17.5,0.04913998809726816,3.0,0,1,0,0,0,0,0,19.5,164.5,0,Australian Open_2022,0,0,380.25,63.5,0.5149572649572676
982,Australian Open,2022,Hard,2,0,0,0,0,,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,68.5,0.02743182053526882,11.0,0,1,0,0,0,0,0,10.5,385.5,0,Australian Open_2022,0,0,110.25,76.0,13.014957264957268
983,Australian Open,2022,Hard,2,0,0,0,0,,0,0,0,0,0,0,1,1,0,1.0,1.0,1.0,59.0,0.07673039392159464,68.0,0,1,0,0,0,0,0,18.5,74.5,0,Australian Open_2022,0,0,342.25,76.0,13.014957264957268
984,Australian Open,2022,Hard,2,0,0,0,0,,0,0,0,1,1,1,1,1,0,0.0,0.0,0.0,18.5,5.719722593455767e-05,11.0,0,1,0,0,0,0,0,21.0,105.0,1,Australian Open_2022,0,0,441.0,35.5,-27.485042735042732
986,Australian Open,2022,Hard,2,1,1,1,0,,0,0,0,1,1,1,1,1,0,0.0,0.0,0.0,144.5,,15.0,0,1,0,1,0,0,0,14.0,43.5,1,Australian Open_2022,1,1,196.0,23.0,-39.98504273504273
988,Australian Open,2022,Hard,2,0,0,0,0,,0,0,0,0,0,0,1,1,0,0.0,1.0,1.0,3.5,0.06283712425079746,1.0,0,1,0,0,0,0,0,13.0,346.0,0,Australian Open_2022,0,0,169.0,90.0,27.014957264957268
989,Australian Open,2022,Hard,3,1,1,1,0,,0,0,0,0,0,0,1,1,0,1.0,1.0,1.0,346.5,0.002705575417914829,175.0,0,1,1,0,0,0,0,9.0,1.5,0,Australian Open_2022,1,1,81.0,90.0,27.014957264957268
990,Australian Open,2022,Hard,3,1,1,1,0,,0,0,0,1,0,0,1,1,0,0.0,1.0,1.0,43.0,0.06084306095979247,8.0,0,1,1,0,0,0,0,12.5,86.5,0,Australian Open_2022,1,1,156.25,22.0,-40.98504273504273
991,Australian Open,2022,Hard,3,1,1,1,0,,0,0,0,1,1,1,1,1,0,1.0,1.0,1.0,877.5,0.3525,585.0,0,1,0,0,0,0,0,11.0,86.5,1,Australian Open_2022,0,0,121.0,90.0,27.014957264957268
992,Australian Open,2022,Hard,3,0,0,0,0,,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,16.5,0.05237538940809972,3.0,0,1,0,0,0,0,0,12.0,281.0,0,Australian Open_2022,0,0,144.0,73.0,10.014957264957268
993,Australian Open,2022,Hard,3,0,0,0,0,,0,0,0,0,0,0,1,1,0,0.0,1.0,1.0,6.5,0.01057318491443759,1.0,0,1,0,0,0,0,0,19.0,72.0,0,Australian Open_2022,0,0,361.0,48.5,-14.485042735042732
994,Australian Open,2022,Hard,3,1,1,1,0,,0,0,0,0,0,0,1,1,0,1.0,1.0,1.0,110.0,0.04477611940298504,60.0,0,1,0,1,0,0,0,12.5,209.5,0,Australian Open_2022,1,1,156.25,51.0,-11.985042735042732
995,Australian Open,2022,Hard,3,1,1,1,0,,0,0,0,1,0,0,1,1,0,1.0,1.0,1.0,27.5,0.08426573426573425,27.0,0,1,0,0,0,0,0,10.5,59.5,0,Australian Open_2022,0,0,110.25,67.0,4.014957264957268
996,Australian Open,2022,Hard,3,0,0,0,0,,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0,10.5,0.01226670722707635,3.0,0,1,0,0,0,0,0,14.0,571.0,0,Australian Open_2022,0,0,196.0,71.0,8.014957264957268
997,Australian Open,2022,Hard,3,1,1,0,0,,1,0,0,1,1,1,1,1,0,0.0,0.0,0.0,934.0,0.09090909090909088,470.0,1,1,0,0,1,0,0,7.5,56.0,1,Australian Open_2022,0,1,56.25,54.5,-8.485042735042732
998,Australian Open,2022,Hard,3,0,0,0,0,,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,20.5,0.0005411255411255089,1.0,0,1,0,0,0,0,0,12.0,282.5,0,Australian Open_2022,0,0,144.0,84.5,21.514957264957268
