Rank,Player,Age,Points,Tournaments Played
132,Anirudh Chandrasekar,24,654,35
133,Benjamin Bonzi,26,630,7
134,Hans Hach Verdugo,33,626,33
135,Luke Johnson,29,621,33
136,Szymon Walkow,27,620,36
137,Adrian Mannarino,34,615,10
138,Fernando Romboli,34,611,33
139,Theo Arribage,22,589,40
140,Tommy Paul,26,585,11
141,Ben Shelton,20,580,18
142,Zdenek Kolar,26,578,23
143,Alex Lawson,29,553,35
144,Federico Zeballos,34,550,33
145,Andrea Pellegrino,26,545,16
146,Yuta Shimizu,23,544,20
147,Purav Raja,37,543,28
148,Boris Arias,29,542,33
149,Alex de Minaur,24,540,10
150,Divij Sharan,37,534,28
151,Vijay Sundar Prashanth,36,530,33
152,Ramkumar Ramanathan,28,529,29
153,Ivan Liutarevich,27,525,33
154,Andrew Paulson,21,522,23
155,Arthur Rinderknech,27,520,6
156,Maximilian Neuchrist,31,515,21
157,JiSung Nam,29,507,23
158,Petr Nouza,24,505,27
159,Jordan Thompson,29,500,9
160,Alexander Bublik,25,495,8
161,Stefanos Tsitsipas,24,495,9
162,Marek Gengel,27,495,22
163,Igor Zelenay,40,487,21
164,Piotr Matuszewski,25,487,38
165,MinKyu Song,32,482,20
166,Yu Hsiou Hsu,24,481,25
167,Joao Sousa,34,480,12
168,Treat Huey,37,478,15
169,Luca Sanchez,24,473,36
170T,Toshihide Matsui,45,463,28
170T,Kaito Uesugi,27,463,28
172,Oriol Roca Batalla,30,458,27
173,Luciano Darderi,21,456,12
174,Frances Tiafoe,25,450,11
175,Michael Geerts,28,443,25
176,Marc Polmans,26,437,11
177,Neil Oberleitner,23,431,31
178,Steve Johnson,33,430,5
179,Jan-Lennard Struff,33,430,7
180,Nuno Borges,26,425,9
181,Viktor Durasovic,26,415,24
182,Artem Sitak,37,409,37
183,Michail Pervolarakis,26,408,20
184,Benjamin Lock,30,407,29
185,Felix Auger-Aliassime,22,405,4
186,Jason Taylor,29,398,37
187,Marcelo Zormann,26,397,23
188,Kai Wehnelt,27,393,37
189,Tallon Griekspoor,26,385,10
190,Orlando Luz,25,385,18
191,Christian Harrison,28,370,13
192,John Isner,38,360,3
193,Holger Rune,20,360,4
194,Taylor Fritz,25,360,6
195,Bruno Soares,41,360,7
196,Jaume Munar,26,360,11
197,Rubin Statham,36,360,15
198,Thiago Seyboth Wild,23,358,16
199,Luca Margaroli,31,348,37
200,Quentin Halys,26,347,14
201,Arklon Huertas Del Pino Cordova,28,346,22
202,Inigo Cervantes,33,345,18
203,Skander Mansouri,27,344,25
204,Tristan Schoolkate,22,343,22
205,Facundo Diaz Acosta,22,342,11
206,Kaichi Uchida,28,341,18
207,Jakub Paul,24,341,21
208,Manuel Guinard,27,332,12
209,Filip Bergevi,29,330,31
210,Conner Huertas del Pino,27,323,19
211,Max Schnur,30,321,17
212,Tomas Martin Etcheverry,23,320,17
213,Giles Hussey,26,315,26
214,Ignacio Carou,23,314,31
215,Ezekiel Clark,24,314,33
216,Charles Broom,25,313,29
217,Brandon Walkin,28,301,32
218,Calum Puttergill,29,299,29
219,Niklas Schell,24,298,30
220,Colin Sinclair,28,294,21
221,Daniel Cukierman,27,293,22
222,Mikelis Libietis,30,292,21
223,Daniel Dutra da Silva,34,290,25
224,Alfredo Perez,26,289,21
225,Murkel Dellien,25,289,23
226,Ignacio Monzon,25,288,28
227,Marcus Willis,32,285,24
228,Tim Sandkaulen,25,282,28
229,Christopher Rungkat,33,280,21
230,Roman Andres Burruchaga,21,278,12
231,Enzo Couacaud,28,278,15
232,Mark Whitehouse,30,275,27
233,Santiago Rodriguez Taverna,23,272,17
234,Ray Ho,23,271,35
235,Feliciano Lopez,41,270,2
236T,Grigor Dimitrov,32,270,7
236T,Cameron Norrie,27,270,7
238,Malek Jaziri,39,270,14
239,Francisco Cerundolo,24,270,15
240,Renzo Olivo,31,268,13
241,Scott Duncan,28,264,31
242,Jaime Faria,19,262,30
243,Kelsey Stevenson,32,258,34
244,Niki Kaliyanda Poonacha,28,255,25
245,Otto Virtanen,21,252,10
246,Lukasz Kubot,41,249,15
247,Grigoriy Lomakin,25,248,37
248,Hernan Casanova,29,247,17
249,Nicolas Mejia,23,247,21
250,Alexandru Jecan,34,246,30
251,Dane Sweeny,22,244,25
252,Alexander Donski,24,244,26
253,Mitchell Krueger,29,241,12
254,Roberto Carballes Baena,30,240,10
255,Aleksandar Kovacevic,24,240,12
256,Alexander Merino,30,239,27
257,Francisco Comesana,22,235,13
258,Blake Ellis,24,231,18
259,Rithvik Choudary Bollipalli,22,231,23
260,Benjamin Sigouin,23,231,24
261,Akira Santillan,26,231,25
262,Nino Serdarusic,26,229,11
263,Diego Schwartzman,30,225,10
264,Arthur Bouquier,22,223,25
265,Zvonimir Babic,27,222,29
266,Geoffrey Blancaneaux,24,221,14
267,Joao Lucas Reis Da Silva,23,221,14
268,Jesper de Jong,22,221,15
269,Constant Lestienne,31,220,7
270,Shinji Hazawa,24,220,19
271,Alex Bolt,30,219,7
272,Facundo Mena,30,219,15
273,Julian Ocleppo,25,218,16
274,Mick Veldheer,27,218,25
275,Keegan Smith,24,217,15
276,Adam Walton,24,216,20
277,Alibek Kachmazov,20,214,11
278,Pedro Boscardin Dias,20,214,13
279,Billy Harris,28,214,16
280,Thiago Agustin Tirante,22,213,20
281,Christopher Eubanks,27,212,8
282,Lloyd Harris,26,210,3
283,Yoshihito Nishioka,27,210,5
284,Matthew Christopher Romios,24,210,21
285,Fajing Sun,26,210,26
286,Francesco Forti,23,209,18
287,Matias Soto,24,208,9
288,Nicolas Alvarez Varona,22,208,9
289,Adam Taylor,31,208,30
290,Alberto Barroso Campos,26,207,20
291,Ben Jones,25,207,31
292,Leandro Riedi,21,206,6
293,Damien Wenger,23,206,22
294,Jiri Lehecka,21,205,3
295,Marc-Andrea Huesler,26,205,7
296,Nicholas Monroe,41,205,10
297,Joshua Paris,27,205,22
298,James Frawley,29,204,22
299,Ajeet Rai,24,203,23
300,Timo Stodder,27,198,19
301,Christoph Negritu,29,197,24
302,Oscar Otte,29,195,6
303,Jacopo Berrettini,24,195,11
304,Courtney John Lock,26,194,27
305,Yasutaka Uchiyama,30,193,8
306,Sanjar Fayziev,28,193,24
307,Francesco Passaro,22,191,12
308,Vit Kopriva,25,191,16
309,Titouan Droguet,21,190,6
310,Gregoire Jacq,30,190,19
311,Andrea Collarini,31,189,19
312,Francis Casey Alcantara,31,189,23
313,James McCabe,19,188,13
314,Rio Noguchi,24,188,19
315,Antoine Escoffier,31,185,8
316,Gianmarco Ferrari,22,185,23
317,Parikshit Somani,23,184,29
318,Jeremy Beale,28,182,12
319,Federico Agustin Gomez,26,181,14
320,Alex Molcan,25,180,5
321,Adrian Menendez-Maceiras,37,180,9
322,Aidan McHugh,22,179,14
323,Leonardo Aboian,25,179,18
324,Vitaliy Sachko,25,179,20
325,Jiri Barnat,21,179,21
326,Arthur Fery,20,177,11
327,Daniel Masur,28,177,15
328,Remy Bertola,24,177,18
329,Jaroslav Pospisil,42,175,10
330,Aziz Ouakaa,23,175,30
331,David Pichler,27,174,28
332,Antoine Hoang,27,173,12
333,Eric Vanshelboim,21,172,21
334,Jorge Panta,27,172,23
335,George Goldhoff,28,172,23
336,Bogdan Bobrov,25,172,32
337,Jay Clarke,24,171,8
338,Constantin Bittoun Kouzmine,24,171,28
339,Seita Watanabe,22,170,20
340,Oleksandr Ovcharenko,21,170,22
341,Benoit Paire,34,169,8
342,Juan Ignacio Galarza,29,169,21
343,Mats Hermans,27,169,27
344,Volodoymyr Uzhylovskyi,35,168,30
345,Juan Pablo Paz,28,167,25
346,Julian Lenz,30,166,5
347,Alexander Zgirovsky,21,166,20
348,Tomas Lipovsek Puches,30,166,22
349,Andres Andrade,24,165,19
350,August Holmgren,25,164,14
351,Tung-Lin Wu,25,162,5
352,Gustavo Heide,21,162,7
353,Edward Winter,18,162,14
354,Eero Vasa,26,162,18
355,Goncalo Oliveira,28,159,24
356,Dalibor Svrcina,20,158,12
357,Aziz Dougaz,26,158,13
358,Pruchya Isaro,27,158,19
359,Masamichi Imamura,24,157,16
360,Daniel Rincon,20,156,16
361,Sandro Kopp,23,156,16
362,Nicolas Kicker,30,155,5
363,Alvaro Lopez San Martin,25,155,23
364,Tristan McCormick,24,154,14
365,Aliaksandr Liaonenka,24,154,18
366,Georgii Kravchenko,22,153,15
367,Sergey Fomin,22,153,17
368,Ilya Snitari,21,153,18
369,Duarte Vale,24,152,22
370,Oleksii Krutykh,23,151,21
371,Martin Damm,19,150,13
372,Henrique Rocha,19,150,18
373,Milos Karol,20,150,22
374,Ryan Nijboer,23,149,17
375,Gabriel Roveri Sidney,26,149,20
376,Fabio Coelho,23,149,23
377,Igor Gimenez,23,149,30
378,Martin Cuevas,31,148,14
379,Lukas Pokorny,21,146,22
380,Sekou Bangoura,31,145,17
381,Taisei Ichikawa,22,145,21
382,Benjamin Winter Lopez,25,145,23
383,Stefano Travaglia,31,144,12
384,Vishnu Vardhan,35,144,15
385,Valerio Aboian,20,144,16
386,Johannes Ingildsen,25,144,21
387,Kacper Zuk,24,143,7
388,Gijs Brouwer,27,143,14
389,Yunchaokete Bu,21,143,20
390,Adam Moundir,28,142,19
391,Kyle Seelig,25,142,21
392,Daniel Little,26,142,24
393,Evgeny Donskoy,33,140,11
394,Andrea Picchione,24,139,19
395,Ethan Quinn,19,138,6
396,Max Houkes,22,138,7
397,Matias Franco Descotte,28,137,12
398,Andres Urrea,28,137,13
399,Mario Mansilla Diez,21,137,23
400,Jerome Kym,20,136,7
401,Yannick Hanfmann,31,135,3
402,Pierre-Hugues Herbert,32,135,4
403,Aslan Karatsev,29,135,7
404,Emil Ruusuvuori,24,135,11
405,Alexis Galarneau,24,135,12
406,Michael Vrbensky,23,135,18
407,Lukas Rosol,37,134,12
408,Jakob Schnaitter,27,134,24
409,Francesco Maestrelli,20,133,11
410,Thomas Fancutt,28,132,17
411,Li Tu,27,132,18
412,Mac Kiger,24,132,24
413,Tsung-Hao Huang,23,132,25
414,Matej Vocel,26,131,13
415,Bruno Pujol Navarro,21,131,29
416,Christian Sigsgaard,26,130,13
417,Gonzalo Villanueva,28,130,20
418,Vladyslav Orlov,28,130,23
419,Mili Poljicak,18,129,12
420,Marcello Serafini,20,129,24
421,Dmitry Popko,26,128,10
422,Manish Sureshkumar,23,128,19
423,Inaki Montes-De La Torre,20,126,4
424,Simon Freund,26,126,16
425,Ken Skupski,40,125,4
426,Jonas Forejtek,22,125,7
427,Tyler Zink,22,125,9
428,Nicholas David Ionel,20,125,14
429,Juan Bautista Torres,21,125,16
430,Federico Arnaboldi,22,125,21
431,Joe Tyler,24,125,22
432,Szymon Kielan,20,124,17
433,Sidane Pontjodikromo,22,124,20
434,Denis Istomin,36,123,9
435,Yuki Mochizuki,25,123,16
436,Gregoire Barrere,29,122,7
437,Petr Nesterov,20,122,18
438,Edan Leshem,26,121,12
439,Juan Carlos Aguilar,24,121,16
440,Maximilian Marterer,27,120,5
441,Zizou Bergs,23,120,6
442,Franco Agamenone,30,120,8
443,Sarp Agabigun,25,120,12
444,Arthur Reymond,24,120,20
445,Mariano Navone,22,119,18
446,Tomas Farjat,22,119,22
447,Henri Squire,22,118,11
448,Franco Emanuel Egea,27,118,12
449,Facundo Juarez,25,118,16
450,Makoto Ochi,27,118,18
451,James Trotter,23,117,8
452,Davide Pozzi,24,117,30
453,Fabian Marozsan,23,116,8
454,Matteo Gigante,21,116,9
455,Sascha Gueymard Wayenburg,19,116,9
456,Matias Zukas,27,116,21
457,Maximus Jones,18,116,30
458,Brandon Nakashima,21,115,3
459,Alexei Popyrin,23,115,8
460,Alex Knaff,25,115,19
461,Sai Karteek Reddy Ganta,22,115,32
462,Alex Rybakov,26,114,8
463,Trey Hilderbrand,23,114,9
464,John Echeverria,21,114,18
465,Robin Bertrand,20,114,29
466,Alejandro Moro Canas,22,113,8
467,Samuel Vincent Ruggeri,21,113,26
468,Nick Hardt,22,112,10
469,Camilo Ugo Carabelli,23,112,11
470,Mateus Alves,22,112,11
471,Erik Arutiunian,18,112,21
472,Miljan Zekic,34,111,9
473,Flavio Cobolli,21,111,12
474,Seongchan Hong,25,111,13
475,Imanol Lopez Morillo,23,111,20
476,Jannik Sinner,21,110,5
477,Gabriel Alejandro Hidalgo,32,110,11
478,Evgeny Karlovskiy,28,110,14
479,Yan Bondarevskiy,23,110,17
480,David Poljak,27,109,14
481,Daniil Ostapenkov,20,109,19
482,Daniel Rodrigues,23,109,22
483,Clement Tabur,23,108,11
484,Sergi Perez Contri,25,108,19
485,Ryan Peniston,27,107,8
486,Shintaro Mochizuki,19,107,10
487,Joao Domingues,29,107,14
488,Joao Victor Couto Loureiro,20,107,19
489,Mikalai Haliak,24,107,22
490,Bradley Klahn,32,106,4
491,Luca Potenza,22,106,15
492,Sebastian Ofner,27,105,6
493,Noah Schachter,23,105,9
494,Alexander Weis,26,105,15
495,Dan Alexandru Tomescu,24,105,24
496,John McNally,24,104,7
497,Jelle Sels,27,104,10
498,Alex Michelsen,18,104,13
499,Aaron Addison,27,104,20
500,Gabriele Maria Noce,27,104,31
501,Vasil Kirkov,24,103,9
502,Ignacio Buse,19,103,15
503,Stefanos Sakellaridis,18,103,43
504,Filip Cristian Jianu,21,102,10
505,Leonid Sheyngezikht,22,101,22
506,Valentin Vacherot,24,100,9
507,Arthur Fils,18,100,10
508,Johannes Haerteis,27,100,11
509,Denis Yevseyev,30,100,19
510,Fernando Yamacita,25,100,21
511,Patrick Zahraj,23,99,7
512,Gonzalo Bueno,19,99,17
513,Roy Stepanov,23,99,25
514,Kalin Ivanovski,19,98,16
515,Miguel Fernando Pereira,24,98,18
516,Johannus Monday,21,97,8
517,Luka Mikrut,19,97,9
518,Takeru Yuzuki,24,97,11
519,Alexandr Cozbinov,28,97,12
520,Baoluo Zheng,22,97,16
521,Eduardo Ribeiro,25,97,17
522,Yanaki Milev,19,97,19
523,Tennys Sandgren,31,96,3
524,Cooper Williams,17,96,10
525,Jakub Mensik,17,96,12
526,Simon Beaupain,24,96,18
527,Kirill Kivattsev,25,96,20
528,Ergi Kirkin,24,95,12
529,Blu Baker,21,95,17
530,Johan Nikles,26,94,9
531,Blake Bayldon,24,94,18
532,Nicholas Godsick,18,93,5
533,Pedro Sakamoto,29,93,7
534,Jea Moon Lee,29,93,13
535,Domagoj Biljesko,25,93,17
536,Anis Ghorbel,34,93,22
537,Abraham Asaba,26,93,26
538,Ryuki Matsuda,23,93,26
539,Juan Bautista Otegui,24,93,27
540,Lorenzo Giustino,31,92,6
541,Christian Langmo,26,92,8
542,Evan Zhu,24,92,11
543,Abdullah Shelbayh,19,92,12
544,Finn Reynolds,23,92,14
545,Daisuke Sumizawa,24,92,18
546,Andrey Chepelev,24,92,22
547,Gael Monfils,36,90,1
548T,Hyeon Chung,27,90,1
548T,Fernando Verdasco,39,90,1
550T,Marton Fucsovics,31,90,2
550T,Martin Landaluce,17,90,2
550T,J.J. Wolf,24,90,2
553,Casper Ruud,24,90,2
554T,Soonwoo Kwon,25,90,3
554T,Dusan Lajovic,32,90,3
554T,Chun-Hsin Tseng,21,90,3
557,Pablo Carreno Busta,31,90,4
558,Filip Polasek,37,90,5
559,Alexander Zverev,26,90,6
560T,Daniel Altmaier,24,90,6
560T,Ilya Ivashka,29,90,6
560T,Stan Wawrinka,38,90,6
563,Felipe Meligeni Alves,25,90,6
564,Radu Albot,33,90,6
565,Luca Nardi,19,90,6
566,Marcos Giron,29,90,8
567,Albert Ramos-Vinolas,35,90,9
568,Bernabe Zapata Miralles,26,90,10
569,Nick Chappell,30,90,17
570,Maxime Janvier,26,89,3
571,Stuart Parker,25,89,8
572,Peter Bertran,27,89,16
573,Illya Beloborodko,22,89,17
574,Tristan Lamasine,30,88,8
575,Adolfo Daniel Vallejo,19,88,14
576,Joao Fonseca,16,87,6
577,Alessandro Giannessi,32,87,7
578,Mukund Sasikumar,26,87,9
579,Juan Sebastian Gomez,31,87,14
580,David Perez Sanz,29,87,16
581,Kris Van Wyk,26,87,26
582,Antoine Bellier,26,86,7
583,Filip Duda,24,86,12
584,Yeong-Seok Jeong,23,86,14
585,Peter Heller,30,85,14
586,Viacheslav Bielinskyi,19,85,15
587,Augusto Virgili,28,85,16
588,Fermin Tenti,25,85,26
589,Ryota Tanuma,27,84,8
590,Raul Brancaccio,26,84,11
591,Raphael Calzi,25,84,31
592,Dimitris Sakellaridis,17,84,48
593,Carlos Lopez Montagud,22,83,9
594,Pedro Araujo,21,83,13
595,Tomohiro Masabayashi,25,83,17
596,S D Prajwal Dev,27,83,20
597,Akram El Sallaly,25,83,23
598,Roberto Quiroz,31,82,6
599,Egor Agafonov,20,82,17
600,Amr Elsayed,24,82,23
601,Adria Soriano Barrera,23,81,12
602,Marat Sharipov,20,81,16
603,Max Alcala Gurri,20,81,27
604,Altug Celikbilek,26,80,5
605,Luca Van Assche,19,80,7
606,Cezar Cretu,22,80,7
607,Yann Wojcik,26,80,12
608,Dax Donders,22,80,13
609,Kai Lemstra,23,80,14
610,Harry Wendelken,21,80,22
611,Tennyson Whiting,21,80,31
612,Tomas Barrios Vera,25,79,5
613,Marius Copil,32,79,7
614,Enrico Dalla Valle,25,79,11
615,Thantub Suksumrarn,22,79,20
616,Frane Nincevic,23,78,9
617,Pavel Kotov,24,78,10
618,Siddhant Banthia,22,78,11
619,Chak Lam Coleman Wong,18,78,12
620,Uisung Park,22,78,13
621,Lorenzo Claverie,20,78,15
622,Preston Brown,21,78,20
623,Naoki Tajima,22,78,23
624,Lukas Klein,25,77,3
625,Edas Butvilas,18,77,5
626,Gianluca Mager,28,77,5
627,Hiroki Moriya,32,77,6
628,Oscar Jose Gutierrez,30,77,9
629,Giorgio Tabacco,19,77,12
630,Alejandro Manzanera Pertusa,20,77,20
631,Antonio Sancic,34,76,4
632,Zhizhen Zhang,26,76,5
633,Justin Boulais,21,76,7
634,Alejo Lorenzo Lingua Lavallen,22,76,11
635,Dayne Kelly,32,76,16
636,Alvaro Guillen Meza,20,76,17
637,Paulo Andre Saraiva Dos Santos,22,76,20
638,Guido Pella,33,75,4
639,Federico Bondioli,18,75,9
640,Govind Nanda,22,75,9
641,Hady Habib,24,75,14
642,Buvaysar Gadamauri,22,75,17
643,Shuichi Sekiguchi,31,74,12
644,Daniel Paty,23,74,14
645,Colin Markes,26,74,19
646,Sebastian Fanselow,31,73,16
647,Kokoro Isomura,20,73,20
648,Osgar O'Hoisin,26,73,20
649,Ethan Cook,20,73,23
650,David Jorda Sanchis,28,73,24
651,Alastair Gray,24,72,7
652,Yannik Steinegger,22,72,15
653,Luciano Emanuel Ambrogi,19,72,20
654,Lucas Pouille,29,71,4
655,Matteo Arnaldi,22,71,6
656,Patrik Rikl,24,71,10
657,Liam Draxl,21,71,11
658,Genaro Alberto Olivieri,24,71,12
659,Mohamed Safwat,32,71,14
660,Jurij Rodionov,24,70,3
661,Emilio Gomez,31,70,7
662,Takuto Niki,35,70,9
663,Shunsuke Mitsui,21,70,9
664,Benjamin Hannestad,26,70,10
665,Ugo Blanchet,24,70,12
666,Santiago De La Fuente,21,70,14
667,Adrian Oetzbach,25,70,18
668,Alexandros Skorilas,23,70,24
669,Alejandro Garcia,21,69,8
670,Yannick Mertens,35,69,9
671,Alex Martinez,22,69,9
672,Andrew Rogers,24,69,12
673,Stefan Palosi,23,69,13
674,Alejandro Mendoza,33,69,15
675,Goncalo Falcao,35,69,19
676,Oleksandr Bielinskyi,29,69,19
677,Lorenzo Rottoli,21,69,20
678,Michiel De Krom,24,68,5
679,Shintaro Imai,29,68,8
680,Nathan Ponwith,25,68,13
681,Simon Anthony Ivanov,22,68,18
682,James Mackinlay,22,68,22
683,Joshua Sheehy,26,68,22
684,Giovanni Fonio,25,67,5
685,Jose Pereira,32,67,10
686,Carlos Sanchez Jover,22,67,13
687,Diego Fernandez Flores,22,67,14
688,Jody Maginley,27,67,19
689,Andrea Arnaboldi,35,66,4
690,Sumit Nagal,25,66,6
691,Frederico Ferreira Silva,28,66,8
692,Riccardo Bonadio,29,66,10
693,Luca Castelnuovo,26,66,12
694,Lukas Neumayer,20,65,11
695,Omar Jasika,26,65,12
696,Nitin Kumar Sinha,24,65,16
697,Axel Garcian,20,65,16
698,Ivan Denisov,22,65,19
699,Woobin Shin,19,64,13
700,Aleksandre Bakshi,25,64,13
701,Mirko Martinez,25,64,17
702,Federico Bertuccioli,24,64,20
703,Zaharije-Zak Talic,24,64,23
704,Samuel Martinez Arjona,21,64,26
705,Alexandar Lazarov,25,63,6
706,Nicolas Alvarez,26,63,6
707,Matteo Martineau,24,63,14
708,Jiri Jenicek,23,63,17
709,Cengiz Aksu,24,63,19
710,Maks Kasnikowski,19,62,8
711,Jarno Jans,22,62,11
712,Elio Jose Ribeiro Lago,25,62,14
713,Gabriele Bosio,22,62,18
714,Daniel Antonio Nunez,21,62,19
715,Marlon Vankan,22,62,20
716,Nikita Ianin,21,62,22
717,Alexander Shevchenko,22,61,12
718,Robert Strombachs,23,61,13
719,Jorge Martinez Martinez,27,61,17
720,Alexandr Binda,21,61,17
721,Adam Jurajda,20,61,23
722,Andrej Martin,33,60,4
723T,Salvatore Caruso,30,60,7
723T,Sergio Galdos,33,60,7
725,Daniil Glinka,23,60,12
726,Olaf Pieczkowski,19,60,12
727,Karl Kiur Saar,27,60,13
728,Khumoyun Sultanov,24,60,16
729,Wilson Leite,31,60,18
730,Jake Bhangdia,25,60,19
731,Saba Purtseladze,21,60,30
732,Anton Matusevich,21,59,6
733,Joris De Loore,30,59,8
734,Gabriel Debru,17,59,8
735,Toby Kodat,20,59,9
736,Kyrian Jacquet,22,59,10
737,Rigele Te,25,59,13
738,Daniel Siniakov,20,59,21
739,Viktor Jovic,21,58,10
740,Sebastian Santibanez,27,58,11
741,Fausto Tabacco,21,58,11
742,Tom Gentzsch,19,58,19
743,Franco Roncadelli,23,58,24
744,Mariano Kestelboim,27,57,6
745,Ze Zhang,32,57,7
746,Jannik Opitz,25,57,9
747,Clement Chidekh,21,57,15
748,Yamato Sueoka,20,57,15
749,Nicholas Bybel,29,57,18
750,Felix Gill,20,56,4
751,Giovanni Mpetshi Perricard,19,56,5
752,Sheng Tang,,56,13
753,Ricardo Rodriguez - Pace,30,56,16
754,Markos Kalovelonis,29,56,17
755,Alec Beckley,21,56,21
756,Tommaso Compagnucci,23,56,24
757,Carlos Taberner,25,55,4
758,Christian Oliveira,23,55,5
759,Yusuke Takahashi,25,55,6
760,Timofey Skatov,22,55,7
761,Jimmy Yang,25,55,8
762,Sebastian Gima,21,55,9
763,Niels Visker,21,55,9
