match_id,tournament,year,surface,stage_code,same_country,same_language,rank_mean,opp_rank_mean,rank_gap,single_top100,exp_mean,exp_mean_sq,age_mean,win,pre_olympic,olympic_period,won_tb,tb_set,tb_type,ling_prox,ling_prox_binary,ling_prox_psw_tree,ling_prox_psw_cognet
969,Australian Open,2022,Hard,2,1,1,27.5,41.5,27.0,0,10.5,110.25,31.0,1,1,1,1,1,7pt,1.0,1,1.0,1.0
970,Australian Open,2022,Hard,2,1,1,550.5,59.5,299.0,0,4.0,16.0,27.0,0,1,1,0,1,7pt,1.0,1,1.0,1.0
970,Australian Open,2022,Hard,2,1,1,59.5,550.5,43.0,0,13.0,169.0,33.5,1,1,1,1,1,7pt,1.0,1,1.0,1.0
970,Australian Open,2022,Hard,2,1,1,550.5,59.5,299.0,0,4.0,16.0,27.0,0,1,1,0,2,7pt,1.0,1,1.0,1.0
970,Australian Open,2022,Hard,2,1,1,59.5,550.5,43.0,0,13.0,169.0,33.5,1,1,1,1,2,7pt,1.0,1,1.0,1.0
973,Australian Open,2022,Hard,2,1,1,18.0,56.0,26.0,0,19.0,361.0,38.0,0,1,1,0,1,7pt,1.0,1,1.0,1.0
973,Australian Open,2022,Hard,2,0,0,56.0,18.0,28.0,0,20.5,420.25,38.5,1,1,1,1,1,7pt,0.10249999910593033,0,0.10970849000000005,0.061906781
975,Australian Open,2022,Hard,2,1,1,951.0,282.5,1164.0,1,6.0,36.0,24.0,0,1,1,0,3,7pt,1.0,1,1.0,1.0
975,Australian Open,2022,Hard,2,0,0,282.5,951.0,243.0,0,9.5,90.25,26.0,1,1,1,1,3,7pt,0.25,0,0.18971008,0.3167223
977,Australian Open,2022,Hard,2,0,0,40.5,38.0,25.0,0,18.5,342.25,37.5,0,1,1,0,1,7pt,0.75,0,0.44548327,0.26302764
977,Australian Open,2022,Hard,2,0,0,38.0,40.5,22.0,0,14.0,196.0,35.0,1,1,1,1,1,7pt,0.0,0,0.01747262000000005,0.089177907
979,Australian Open,2022,Hard,2,0,0,63.0,44.5,2.0,0,15.0,225.0,36.5,0,1,1,0,1,7pt,0.032499998807907104,0,0.19565874000000005,0.21997957
979,Australian Open,2022,Hard,2,1,1,44.5,63.0,21.0,0,11.0,121.0,29.5,1,1,1,1,1,7pt,1.0,1,1.0,1.0
980,Australian Open,2022,Hard,2,0,1,232.0,10.0,64.0,1,6.0,36.0,24.0,0,1,1,0,2,7pt,0.0,1,0.17875867999999995,0.17926528
980,Australian Open,2022,Hard,2,1,1,10.0,232.0,0.0,0,14.5,210.25,35.5,1,1,1,1,2,7pt,1.0,1,1.0,1.0
986,Australian Open,2022,Hard,2,0,0,43.5,144.5,1.0,0,19.0,361.0,42.0,0,1,1,0,2,7pt,0.0,0,0.15970169999999995,0.12863554
986,Australian Open,2022,Hard,2,0,0,144.5,43.5,15.0,0,14.0,196.0,37.0,1,1,1,1,2,7pt,0.25,0,0.22773242000000005,0.040184867
989,Australian Open,2022,Hard,3,1,1,1.5,346.5,1.0,0,12.5,156.25,31.5,0,1,1,0,1,7pt,1.0,1,1.0,1.0
989,Australian Open,2022,Hard,3,1,1,346.5,1.5,175.0,0,9.0,81.0,26.5,1,1,1,1,1,7pt,1.0,1,1.0,1.0
990,Australian Open,2022,Hard,3,1,1,86.5,43.0,35.0,0,9.5,90.25,30.0,0,1,1,0,1,7pt,1.0,1,1.0,1.0
990,Australian Open,2022,Hard,3,0,1,43.0,86.5,8.0,0,12.5,156.25,33.0,1,1,1,1,1,7pt,1.0,1,0.73746499,0.77297723
991,Australian Open,2022,Hard,3,1,1,86.5,877.5,5.0,0,6.0,36.0,29.0,0,1,1,1,1,7pt,1.0,1,1.0,1.0
991,Australian Open,2022,Hard,3,1,1,877.5,86.5,585.0,0,11.0,121.0,28.5,1,1,1,0,1,7pt,1.0,1,1.0,1.0
994,Australian Open,2022,Hard,3,1,1,209.5,110.0,277.0,0,11.5,132.25,31.0,0,1,1,0,2,7pt,1.0,1,1.0,1.0
994,Australian Open,2022,Hard,3,1,1,110.0,209.5,60.0,0,12.5,156.25,30.5,1,1,1,1,2,7pt,1.0,1,1.0,1.0
995,Australian Open,2022,Hard,3,1,1,59.5,27.5,43.0,0,13.0,169.0,33.5,0,1,1,1,2,7pt,1.0,1,1.0,1.0
995,Australian Open,2022,Hard,3,1,1,27.5,59.5,27.0,0,10.5,110.25,31.0,1,1,1,0,2,7pt,1.0,1,1.0,1.0
997,Australian Open,2022,Hard,3,0,0,56.0,934.0,28.0,0,20.5,420.25,38.5,0,1,1,0,3,7pt,0.10249999910593033,0,0.10970849000000005,0.061906781
997,Australian Open,2022,Hard,3,0,0,934.0,56.0,470.0,1,7.5,56.25,27.0,1,1,1,1,3,7pt,0.0,0,0.15215975000000004,0.19234698
1001,Australian Open,2022,Hard,3,0,0,68.5,17.5,11.0,0,10.5,110.25,31.0,0,1,1,1,1,7pt,0.0,0,0.30666101,0.4028565
1001,Australian Open,2022,Hard,3,0,0,17.5,68.5,3.0,0,19.5,380.25,38.0,1,1,1,0,1,7pt,0.25,0,0.25448393999999996,0.44476289
1001,Australian Open,2022,Hard,3,0,0,68.5,17.5,11.0,0,10.5,110.25,31.0,0,1,1,0,2,7pt,0.0,0,0.30666101,0.4028565
1001,Australian Open,2022,Hard,3,0,0,17.5,68.5,3.0,0,19.5,380.25,38.0,1,1,1,1,2,7pt,0.25,0,0.25448393999999996,0.44476289
1002,Australian Open,2022,Hard,3,0,0,18.5,59.0,11.0,0,21.0,441.0,38.0,0,1,1,0,1,7pt,0.25,0,0.39582883999999996,0.28566164
1002,Australian Open,2022,Hard,3,1,1,59.0,18.5,68.0,0,18.5,342.25,36.0,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1003,Australian Open,2022,Hard,3,0,0,144.5,772.5,15.0,0,14.0,196.0,37.0,0,1,1,0,1,7pt,0.25,0,0.22773242000000005,0.040184867
1003,Australian Open,2022,Hard,3,1,1,772.5,144.5,413.0,0,1.0,1.0,23.5,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1010,Australian Open,2022,Hard,4,0,0,38.0,44.5,22.0,0,14.0,196.0,35.0,0,1,1,0,1,7pt,0.0,0,0.01747262000000005,0.089177907
1010,Australian Open,2022,Hard,4,1,1,44.5,38.0,21.0,0,11.0,121.0,29.5,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1011,Australian Open,2022,Hard,4,0,0,17.5,59.0,3.0,0,19.5,380.25,38.0,0,1,1,0,2,7pt,0.25,0,0.25448393999999996,0.44476289
1011,Australian Open,2022,Hard,4,1,1,59.0,17.5,68.0,0,18.5,342.25,36.0,1,1,1,1,2,7pt,1.0,1,1.0,1.0
1014,Australian Open,2022,Hard,5,0,0,10.5,6.5,3.0,0,14.0,196.0,35.5,0,1,1,0,1,7pt,0.25,0,0.25488323,0.23032315
1014,Australian Open,2022,Hard,5,0,1,6.5,10.5,1.0,0,19.0,361.0,36.5,1,1,1,1,1,7pt,1.0,1,0.68292937,0.71418059
1015,Australian Open,2022,Hard,5,0,0,20.5,44.5,1.0,0,12.0,144.0,33.0,0,1,1,0,3,7pt,0.5,0,0.48542041,0.50139606
1015,Australian Open,2022,Hard,5,1,1,44.5,20.5,21.0,0,11.0,121.0,29.5,1,1,1,1,3,7pt,1.0,1,1.0,1.0
1017,Australian Open,2022,Hard,6,0,1,6.5,346.5,1.0,0,19.0,361.0,36.5,0,1,1,0,1,7pt,1.0,1,0.68292937,0.71418059
1017,Australian Open,2022,Hard,6,1,1,346.5,6.5,175.0,0,9.0,81.0,26.5,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1018,Australian Open,2022,Hard,6,0,1,3.5,44.5,1.0,0,13.0,169.0,34.0,0,1,1,0,2,7pt,0.8875000476837158,1,0.62949178,0.69089741
1018,Australian Open,2022,Hard,6,1,1,44.5,3.5,21.0,0,11.0,121.0,29.5,1,1,1,1,2,7pt,1.0,1,1.0,1.0
1025,Roland Garros,2022,Clay,2,0,0,368.5,49.5,577.0,0,7.5,56.25,27.5,0,1,1,0,2,7pt,0.25,0,0.31514198000000004,0.32816222
1025,Roland Garros,2022,Clay,2,0,0,49.5,368.5,31.0,0,7.5,56.25,25.5,1,1,1,1,2,7pt,0.10249999910593033,0,0.13827162999999998,0.14316258
1026,Roland Garros,2022,Clay,2,1,1,68.0,91.0,34.0,0,12.5,156.25,30.5,0,1,1,0,2,7pt,1.0,1,1.0,1.0
1026,Roland Garros,2022,Clay,2,1,1,91.0,68.0,2.0,0,1.0,1.0,29.5,1,1,1,1,2,7pt,1.0,1,1.0,1.0
1027,Roland Garros,2022,Clay,2,0,0,16.0,34.5,2.0,0,14.0,196.0,35.5,0,1,1,0,2,7pt,0.25,0,0.25488323,0.23032315
1027,Roland Garros,2022,Clay,2,0,0,34.5,16.0,5.0,0,14.0,196.0,34.5,1,1,1,1,2,7pt,0.25,0,0.40288400999999996,0.4021906
1029,Roland Garros,2022,Clay,2,1,1,179.5,250.5,53.0,0,12.0,144.0,29.0,0,1,1,0,1,7pt,1.0,1,1.0,1.0
1029,Roland Garros,2022,Clay,2,1,1,250.5,179.5,313.0,0,15.0,225.0,32.5,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1031,Roland Garros,2022,Clay,2,1,1,32.0,112.5,2.0,0,11.0,121.0,29.5,0,1,1,0,2,7pt,1.0,1,1.0,1.0
1031,Roland Garros,2022,Clay,2,1,1,112.5,32.0,61.0,1,8.5,72.25,27.0,1,1,1,1,2,7pt,1.0,1,1.0,1.0
1034,Roland Garros,2022,Clay,2,1,1,358.5,83.0,81.0,0,9.5,90.25,26.5,0,1,1,0,1,7pt,1.0,1,1.0,1.0
1034,Roland Garros,2022,Clay,2,0,1,83.0,358.5,8.0,0,10.0,100.0,28.5,1,1,1,1,1,7pt,0.0,1,0.23402292000000002,0.18278809
1037,Roland Garros,2022,Clay,2,0,0,104.5,154.5,27.0,0,1.0,1.0,35.0,0,1,1,0,3,7pt,0.5,0,0.35501307000000004,0.3145287
1037,Roland Garros,2022,Clay,2,1,1,154.5,104.5,1.0,0,5.5,30.25,26.5,1,1,1,1,3,7pt,1.0,1,1.0,1.0
1038,Roland Garros,2022,Clay,2,0,0,396.0,280.0,502.0,0,14.0,196.0,30.5,0,1,1,1,1,7pt,0.5400000214576721,0,0.68732724,0.70569986
1038,Roland Garros,2022,Clay,2,1,1,280.0,396.0,226.0,0,7.5,56.25,27.0,1,1,1,0,1,7pt,1.0,1,1.0,1.0
1039,Roland Garros,2022,Clay,2,0,0,62.5,27.5,3.0,0,13.0,169.0,34.5,0,1,1,0,1,7pt,0.25,0,0.20034415000000005,0.2143444
1039,Roland Garros,2022,Clay,2,0,0,27.5,62.5,1.0,0,14.5,210.25,36.5,1,1,1,1,1,7pt,0.25,0,0.1605742,0.27577949
1042,Roland Garros,2022,Clay,2,0,0,333.5,120.0,61.0,0,14.0,196.0,30.5,0,1,1,0,1,7pt,0.5,0,0.37758046,0.068870872
1042,Roland Garros,2022,Clay,2,1,1,120.0,333.5,102.0,0,9.5,90.25,28.0,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1043,Roland Garros,2022,Clay,2,1,1,5.5,50.5,3.0,0,17.0,289.0,35.5,0,1,1,1,2,7pt,1.0,1,1.0,1.0
1043,Roland Garros,2022,Clay,2,1,1,50.5,5.5,5.0,0,8.5,72.25,30.0,1,1,1,0,2,7pt,1.0,1,1.0,1.0
1044,Roland Garros,2022,Clay,2,1,1,9.0,320.0,0.0,0,14.5,210.25,35.5,0,1,1,0,1,7pt,1.0,1,1.0,1.0
1044,Roland Garros,2022,Clay,2,0,0,320.0,9.0,424.0,0,15.0,225.0,33.5,1,1,1,1,1,7pt,0.5,0,0.41149276,0.49061128
1044,Roland Garros,2022,Clay,2,1,1,9.0,320.0,0.0,0,14.5,210.25,35.5,0,1,1,0,2,7pt,1.0,1,1.0,1.0
1044,Roland Garros,2022,Clay,2,0,0,320.0,9.0,424.0,0,15.0,225.0,33.5,1,1,1,1,2,7pt,0.5,0,0.41149276,0.49061128
1045,Roland Garros,2022,Clay,2,0,1,46.5,58.5,1.0,0,14.5,210.25,32.0,0,1,1,1,2,7pt,0.8575000166893005,1,0.69012758,0.21231112
1045,Roland Garros,2022,Clay,2,0,0,58.5,46.5,9.0,0,7.5,56.25,28.5,1,1,1,0,2,7pt,0.25,0,0.15654259999999998,0.21429564
1045,Roland Garros,2022,Clay,2,0,1,46.5,58.5,1.0,0,14.5,210.25,32.0,0,1,1,0,3,7pt,0.8575000166893005,1,0.69012758,0.21231112
1045,Roland Garros,2022,Clay,2,0,0,58.5,46.5,9.0,0,7.5,56.25,28.5,1,1,1,1,3,7pt,0.25,0,0.15654259999999998,0.21429564
1052,Roland Garros,2022,Clay,3,0,0,448.0,1.5,648.0,0,11.5,132.25,31.5,0,1,1,0,2,7pt,0.25,0,0.22213411000000005,0.036165025
1052,Roland Garros,2022,Clay,3,0,1,1.5,448.0,1.0,0,13.0,169.0,34.0,1,1,1,1,2,7pt,0.8875000476837158,1,0.62949178,0.69089741
1055,Roland Garros,2022,Clay,3,1,1,91.0,34.5,2.0,0,1.0,1.0,29.5,0,1,1,0,3,7pt,1.0,1,1.0,1.0
1055,Roland Garros,2022,Clay,3,0,0,34.5,91.0,5.0,0,14.0,196.0,34.5,1,1,1,1,3,7pt,0.25,0,0.40288400999999996,0.4021906
1057,Roland Garros,2022,Clay,3,1,1,112.5,89.5,61.0,1,8.5,72.25,27.0,0,1,1,0,1,7pt,1.0,1,1.0,1.0
1057,Roland Garros,2022,Clay,3,0,1,89.5,112.5,11.0,0,6.0,36.0,28.0,1,1,1,1,1,7pt,0.8875000476837158,1,0.62949178,0.69089741
1057,Roland Garros,2022,Clay,3,1,1,112.5,89.5,61.0,1,8.5,72.25,27.0,0,1,1,0,2,7pt,1.0,1,1.0,1.0
1057,Roland Garros,2022,Clay,3,0,1,89.5,112.5,11.0,0,6.0,36.0,28.0,1,1,1,1,2,7pt,0.8875000476837158,1,0.62949178,0.69089741
1058,Roland Garros,2022,Clay,3,0,0,20.5,238.0,3.0,0,19.5,380.25,38.0,0,1,1,0,1,7pt,0.25,0,0.25448393999999996,0.44476289
1058,Roland Garros,2022,Clay,3,1,1,238.0,20.5,194.0,0,6.0,36.0,27.0,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1067,Roland Garros,2022,Clay,3,0,0,52.0,4.0,14.0,0,18.5,342.25,37.5,0,1,1,0,1,7pt,0.0,0,0.15923964999999995,0.15086065
1067,Roland Garros,2022,Clay,3,1,1,4.0,52.0,2.0,0,12.5,156.25,31.5,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1073,Roland Garros,2022,Clay,4,1,1,50.5,55.0,5.0,0,8.5,72.25,30.0,0,1,1,0,3,7pt,1.0,1,1.0,1.0
1073,Roland Garros,2022,Clay,4,0,0,55.0,50.5,6.0,0,1.0,1.0,27.0,1,1,1,1,3,7pt,0.75,0,0.62459007,0.64583308
1074,Roland Garros,2022,Clay,4,0,0,58.5,53.0,9.0,0,7.5,56.25,28.5,0,1,1,0,1,7pt,0.25,0,0.15654259999999998,0.21429564
1074,Roland Garros,2022,Clay,4,0,0,53.0,58.5,18.0,0,10.5,110.25,31.0,1,1,1,1,1,7pt,0.0,0,0.30666101,0.4028565
1075,Roland Garros,2022,Clay,4,1,1,4.0,32.5,2.0,0,12.5,156.25,31.5,0,1,1,1,1,7pt,1.0,1,1.0,1.0
1075,Roland Garros,2022,Clay,4,0,0,32.5,4.0,13.0,0,19.5,380.25,40.5,1,1,1,0,1,7pt,0.0,0,0.19431520000000002,0.13438237
1075,Roland Garros,2022,Clay,4,1,1,4.0,32.5,2.0,0,12.5,156.25,31.5,0,1,1,0,2,7pt,1.0,1,1.0,1.0
1075,Roland Garros,2022,Clay,4,0,0,32.5,4.0,13.0,0,19.5,380.25,40.5,1,1,1,1,2,7pt,0.0,0,0.19431520000000002,0.13438237
1075,Roland Garros,2022,Clay,4,1,1,4.0,32.5,2.0,0,12.5,156.25,31.5,0,1,1,0,3,7pt,1.0,1,1.0,1.0
1075,Roland Garros,2022,Clay,4,0,0,32.5,4.0,13.0,0,19.5,380.25,40.5,1,1,1,1,3,7pt,0.0,0,0.19431520000000002,0.13438237
1076,Roland Garros,2022,Clay,5,0,1,1.5,34.5,1.0,0,13.0,169.0,34.0,0,1,1,0,2,7pt,0.8875000476837158,1,0.62949178,0.69089741
1076,Roland Garros,2022,Clay,5,0,0,34.5,1.5,5.0,0,14.0,196.0,34.5,1,1,1,1,2,7pt,0.25,0,0.40288400999999996,0.4021906
1076,Roland Garros,2022,Clay,5,0,1,1.5,34.5,1.0,0,13.0,169.0,34.0,0,1,1,0,3,7pt,0.8875000476837158,1,0.62949178,0.69089741
1076,Roland Garros,2022,Clay,5,0,0,34.5,1.5,5.0,0,14.0,196.0,34.5,1,1,1,1,3,7pt,0.25,0,0.40288400999999996,0.4021906
1078,Roland Garros,2022,Clay,5,0,0,55.0,27.5,6.0,0,1.0,1.0,27.0,0,1,1,0,1,7pt,0.75,0,0.62459007,0.64583308
1078,Roland Garros,2022,Clay,5,0,0,27.5,55.0,1.0,0,14.5,210.25,36.5,1,1,1,1,1,7pt,0.25,0,0.1605742,0.27577949
1079,Roland Garros,2022,Clay,5,0,0,53.0,32.5,18.0,0,10.5,110.25,31.0,0,1,1,0,3,7pt,0.0,0,0.30666101,0.4028565
1079,Roland Garros,2022,Clay,5,0,0,32.5,53.0,13.0,0,19.5,380.25,40.5,1,1,1,1,3,7pt,0.0,0,0.19431520000000002,0.13438237
1080,Roland Garros,2022,Clay,6,0,1,7.0,34.5,2.0,0,19.0,361.0,36.5,0,1,1,0,2,7pt,1.0,1,0.68292937,0.71418059
1080,Roland Garros,2022,Clay,6,0,0,34.5,7.0,5.0,0,14.0,196.0,34.5,1,1,1,1,2,7pt,0.25,0,0.40288400999999996,0.4021906
1081,Roland Garros,2022,Clay,6,0,0,32.5,27.5,13.0,0,19.5,380.25,40.5,0,1,1,0,3,7pt,0.0,0,0.19431520000000002,0.13438237
1081,Roland Garros,2022,Clay,6,0,0,27.5,32.5,1.0,0,14.5,210.25,36.5,1,1,1,1,3,7pt,0.25,0,0.1605742,0.27577949
1082,Roland Garros,2022,Clay,7,0,0,34.5,27.5,5.0,0,14.0,196.0,34.5,0,1,1,1,1,7pt,0.25,0,0.40288400999999996,0.4021906
1082,Roland Garros,2022,Clay,7,0,0,27.5,34.5,1.0,0,14.5,210.25,36.5,1,1,1,0,1,7pt,0.25,0,0.1605742,0.27577949
1082,Roland Garros,2022,Clay,7,0,0,34.5,27.5,5.0,0,14.0,196.0,34.5,0,1,1,0,2,7pt,0.25,0,0.40288400999999996,0.4021906
1082,Roland Garros,2022,Clay,7,0,0,27.5,34.5,1.0,0,14.5,210.25,36.5,1,1,1,1,2,7pt,0.25,0,0.1605742,0.27577949
1084,US Open,2022,Hard,2,1,1,72.0,3.5,28.0,0,13.0,169.0,34.0,0,1,1,0,2,7pt,1.0,1,1.0,1.0
1084,US Open,2022,Hard,2,0,0,3.5,72.0,1.0,0,12.0,144.0,33.0,1,1,1,1,2,7pt,0.5,0,0.48542041,0.50139606
1085,US Open,2022,Hard,2,1,1,225.0,5.5,430.0,0,8.0,64.0,28.5,0,1,1,0,2,7pt,1.0,1,1.0,1.0
1085,US Open,2022,Hard,2,0,0,5.5,225.0,1.0,0,14.5,210.25,36.5,1,1,1,1,2,7pt,0.25,0,0.1605742,0.27577949
1086,US Open,2022,Hard,2,0,0,60.5,7.5,29.0,0,11.5,132.25,30.0,0,1,1,1,1,7pt,0.10249999910593033,0,0.08848131000000004,0.1197008
1086,US Open,2022,Hard,2,0,0,7.5,60.5,1.0,0,12.0,144.0,35.0,1,1,1,0,1,7pt,0.5,0,0.46288823999999995,0.47746238
1088,US Open,2022,Hard,2,0,0,289.5,20.0,49.0,0,9.5,90.25,26.0,0,1,1,0,1,7pt,0.25,0,0.18971008,0.3167223
1088,US Open,2022,Hard,2,0,0,20.0,289.5,12.0,0,14.0,196.0,34.5,1,1,1,1,1,7pt,0.25,0,0.40288400999999996,0.4021906
1092,US Open,2022,Hard,2,1,1,182.5,25.5,27.0,0,7.0,49.0,28.0,0,1,1,0,2,7pt,1.0,1,1.0,1.0
1092,US Open,2022,Hard,2,1,1,25.5,182.5,3.0,0,10.5,110.25,31.0,1,1,1,1,2,7pt,1.0,1,1.0,1.0
1098,US Open,2022,Hard,2,0,1,10.0,229.0,2.0,0,19.0,361.0,36.5,0,1,1,0,2,7pt,1.0,1,0.68292937,0.71418059
1098,US Open,2022,Hard,2,0,1,229.0,10.0,138.0,0,15.0,225.0,33.0,1,1,1,1,2,7pt,1.0,1,0.70855409,0.7752865
1098,US Open,2022,Hard,2,0,1,10.0,229.0,2.0,0,19.0,361.0,36.5,0,1,1,0,3,7pt,1.0,1,0.68292937,0.71418059
1098,US Open,2022,Hard,2,0,1,229.0,10.0,138.0,0,15.0,225.0,33.0,1,1,1,1,3,7pt,1.0,1,0.70855409,0.7752865
1099,US Open,2022,Hard,2,0,1,32.0,36.5,14.0,0,19.0,361.0,36.5,0,1,1,0,1,7pt,1.0,1,0.7828256,0.81417686
1099,US Open,2022,Hard,2,1,1,36.5,32.0,1.0,0,11.0,121.0,29.5,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1099,US Open,2022,Hard,2,0,1,32.0,36.5,14.0,0,19.0,361.0,36.5,0,1,1,1,2,7pt,1.0,1,0.7828256,0.81417686
1099,US Open,2022,Hard,2,1,1,36.5,32.0,1.0,0,11.0,121.0,29.5,1,1,1,0,2,7pt,1.0,1,1.0,1.0
1100,US Open,2022,Hard,2,1,1,116.5,397.5,103.0,0,4.5,20.25,23.0,0,1,1,0,2,7pt,1.0,1,1.0,1.0
1100,US Open,2022,Hard,2,1,1,397.5,116.5,237.0,0,5.0,25.0,23.0,1,1,1,1,2,7pt,1.0,1,1.0,1.0
1102,US Open,2022,Hard,2,0,0,437.5,933.0,709.0,0,11.5,132.25,31.5,0,1,1,0,1,7pt,0.0,0,0.05242521,0.080360912
1102,US Open,2022,Hard,2,1,1,933.0,437.5,382.0,0,1.0,1.0,18.0,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1103,US Open,2022,Hard,2,0,0,124.5,338.0,109.0,0,8.0,64.0,32.5,0,1,1,1,1,7pt,0.0,0,0.035997990000000035,0.17443262
1103,US Open,2022,Hard,2,0,0,338.0,124.5,520.0,0,6.0,36.0,27.5,1,1,1,0,1,7pt,0.0,0,0.04713803999999999,0.22634706
1103,US Open,2022,Hard,2,0,0,124.5,338.0,109.0,0,8.0,64.0,32.5,0,1,1,0,3,7pt,0.0,0,0.035997990000000035,0.17443262
1103,US Open,2022,Hard,2,0,0,338.0,124.5,520.0,0,6.0,36.0,27.5,1,1,1,1,3,7pt,0.0,0,0.04713803999999999,0.22634706
1106,US Open,2022,Hard,2,0,0,39.0,75.5,2.0,0,1.0,1.0,27.0,0,1,1,0,2,7pt,0.75,0,0.62459007,0.64583308
1106,US Open,2022,Hard,2,0,0,75.5,39.0,9.0,0,1.0,1.0,28.0,1,1,1,1,2,7pt,0.5,0,0.40171468,0.46826074
1106,US Open,2022,Hard,2,0,0,39.0,75.5,2.0,0,1.0,1.0,27.0,0,1,1,0,3,7pt,0.75,0,0.62459007,0.64583308
1106,US Open,2022,Hard,2,0,0,75.5,39.0,9.0,0,1.0,1.0,28.0,1,1,1,1,3,7pt,0.5,0,0.40171468,0.46826074
1107,US Open,2022,Hard,2,0,0,163.0,93.5,188.0,0,14.5,210.25,35.5,0,1,1,1,1,7pt,0.0,0,0.22880137,0.25606239
1107,US Open,2022,Hard,2,0,0,93.5,163.0,3.0,1,10.5,110.25,28.5,1,1,1,0,1,7pt,0.25,0,0.18715464999999998,0.17460041
1107,US Open,2022,Hard,2,0,0,163.0,93.5,188.0,0,14.5,210.25,35.5,0,1,1,0,2,7pt,0.0,0,0.22880137,0.25606239
1107,US Open,2022,Hard,2,0,0,93.5,163.0,3.0,1,10.5,110.25,28.5,1,1,1,1,2,7pt,0.25,0,0.18715464999999998,0.17460041
1108,US Open,2022,Hard,2,0,0,50.0,59.0,2.0,0,17.0,289.0,35.5,0,1,1,1,1,7pt,0.25,0,0.54640347,0.029634008
1108,US Open,2022,Hard,2,0,0,59.0,50.0,30.0,0,22.0,484.0,39.5,1,1,1,0,1,7pt,0.0,0,0.04766965000000001,0.10525802
1108,US Open,2022,Hard,2,0,0,50.0,59.0,2.0,0,17.0,289.0,35.5,0,1,1,0,2,7pt,0.25,0,0.54640347,0.029634008
1108,US Open,2022,Hard,2,0,0,59.0,50.0,30.0,0,22.0,484.0,39.5,1,1,1,1,2,7pt,0.0,0,0.04766965000000001,0.10525802
1111,US Open,2022,Hard,2,0,0,549.0,294.5,474.0,1,9.5,90.25,27.5,0,1,1,0,1,7pt,0.0,0,0.12064253999999996,0.15883534
1111,US Open,2022,Hard,2,1,1,294.5,549.0,169.0,0,18.0,324.0,32.0,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1113,US Open,2022,Hard,2,0,0,55.0,53.0,10.0,0,16.0,256.0,31.5,0,1,1,0,1,7pt,0.25,0,0.36744732,0.52177691
1113,US Open,2022,Hard,2,0,0,53.0,55.0,16.0,0,7.5,56.25,28.5,1,1,1,1,1,7pt,0.25,0,0.15654259999999998,0.21429564
1114,US Open,2022,Hard,2,0,0,20.5,72.5,3.0,0,19.5,380.25,40.5,0,1,1,0,1,7pt,0.0,0,0.19431520000000002,0.13438237
1114,US Open,2022,Hard,2,1,1,72.5,20.5,17.0,1,8.5,72.25,27.0,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1116,US Open,2022,Hard,3,1,1,64.5,3.5,3.0,0,6.0,36.0,29.0,0,1,1,1,2,7pt,1.0,1,1.0,1.0
1116,US Open,2022,Hard,3,0,0,3.5,64.5,1.0,0,12.0,144.0,33.0,1,1,1,0,2,7pt,0.5,0,0.48542041,0.50139606
1118,US Open,2022,Hard,3,1,1,65.0,7.5,34.0,0,5.0,25.0,25.0,0,1,1,0,2,7pt,1.0,1,1.0,1.0
1118,US Open,2022,Hard,3,0,0,7.5,65.0,1.0,0,12.0,144.0,35.0,1,1,1,1,2,7pt,0.5,0,0.46288823999999995,0.47746238
1120,US Open,2022,Hard,3,0,0,338.0,20.5,520.0,0,6.0,36.0,27.5,0,1,1,0,2,7pt,0.0,0,0.04713803999999999,0.22634706
1120,US Open,2022,Hard,3,1,1,20.5,338.0,5.0,0,9.0,81.0,26.5,1,1,1,1,2,7pt,1.0,1,1.0,1.0
1121,US Open,2022,Hard,3,0,0,59.0,24.5,30.0,0,22.0,484.0,39.5,0,1,1,0,2,7pt,0.0,0,0.04766965000000001,0.10525802
1121,US Open,2022,Hard,3,0,0,24.5,59.0,7.0,0,10.5,110.25,31.0,1,1,1,1,2,7pt,0.0,0,0.30666101,0.4028565
1122,US Open,2022,Hard,3,0,0,75.5,30.0,9.0,0,1.0,1.0,28.0,0,1,1,0,1,7pt,0.5,0,0.40171468,0.46826074
1122,US Open,2022,Hard,3,1,1,30.0,75.5,0.0,0,14.5,210.25,35.5,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1122,US Open,2022,Hard,3,0,0,75.5,30.0,9.0,0,1.0,1.0,28.0,0,1,1,1,2,7pt,0.5,0,0.40171468,0.46826074
1122,US Open,2022,Hard,3,1,1,30.0,75.5,0.0,0,14.5,210.25,35.5,1,1,1,0,2,7pt,1.0,1,1.0,1.0
1122,US Open,2022,Hard,3,0,0,75.5,30.0,9.0,0,1.0,1.0,28.0,0,1,1,0,3,7pt,0.5,0,0.40171468,0.46826074
