match_id,tournament,year,surface,stage_code,same_country,same_language,rank_mean,opp_rank_mean,rank_gap,single_top100,exp_mean,exp_mean_sq,age_mean,win,pre_olympic,olympic_period,won_tb,tb_set,tb_type,ling_prox,ling_prox_binary,ling_prox_psw_tree,ling_prox_psw_cognet
448,US Open,2019,Hard,5,1,1,28.5,17.0,19.0,0,20.5,420.25,38.5,0,0,0,0,1,7pt,1.0,1,1.0,1.0
448,US Open,2019,Hard,5,0,1,17.0,28.5,20.0,0,16.0,256.0,33.5,1,0,0,1,1,7pt,1.0,1,0.68292937,0.71418059
449,US Open,2019,Hard,5,0,0,60.0,23.5,28.0,0,13.5,182.25,31.0,0,0,0,0,1,7pt,0.75,0,0.57849321,0.63389355
449,US Open,2019,Hard,5,1,1,23.5,60.0,1.0,0,7.5,56.25,28.0,1,0,0,1,1,7pt,1.0,1,1.0,1.0
450,US Open,2019,Hard,6,1,1,28.5,1.0,15.0,0,11.0,121.0,31.5,0,0,0,0,1,7pt,1.0,1,1.0,1.0
450,US Open,2019,Hard,6,1,1,1.0,28.5,0.0,0,11.5,132.25,32.5,1,0,0,1,1,7pt,1.0,1,1.0,1.0
450,US Open,2019,Hard,6,1,1,28.5,1.0,15.0,0,11.0,121.0,31.5,0,0,0,0,2,7pt,1.0,1,1.0,1.0
450,US Open,2019,Hard,6,1,1,1.0,28.5,0.0,0,11.5,132.25,32.5,1,0,0,1,2,7pt,1.0,1,1.0,1.0
451,US Open,2019,Hard,6,1,1,23.5,17.0,1.0,0,7.5,56.25,28.0,0,0,0,0,1,7pt,1.0,1,1.0,1.0
451,US Open,2019,Hard,6,0,1,17.0,23.5,20.0,0,16.0,256.0,33.5,1,0,0,1,1,7pt,1.0,1,0.68292937,0.71418059
451,US Open,2019,Hard,6,1,1,23.5,17.0,1.0,0,7.5,56.25,28.0,0,0,0,0,2,7pt,1.0,1,1.0,1.0
451,US Open,2019,Hard,6,0,1,17.0,23.5,20.0,0,16.0,256.0,33.5,1,0,0,1,2,7pt,1.0,1,0.68292937,0.71418059
455,Wimbledon,2019,Grass,2,1,1,54.0,9.5,4.0,0,6.0,36.0,24.0,0,0,0,0,2,7pt,1.0,1,1.0,1.0
455,Wimbledon,2019,Grass,2,0,1,9.5,54.0,1.0,0,13.5,182.25,34.5,1,0,0,1,2,7pt,0.0,1,0.17925000000000002,0.18077663
456,Wimbledon,2019,Grass,2,1,1,72.5,11.5,55.0,0,17.0,289.0,32.0,0,0,0,1,4,7pt,1.0,1,1.0,1.0
456,Wimbledon,2019,Grass,2,0,0,11.5,72.5,9.0,0,13.0,169.0,31.5,1,0,0,0,4,7pt,0.25,0,0.39582883999999996,0.28566164
459,Wimbledon,2019,Grass,2,0,0,65.5,16.0,1.0,0,1.0,1.0,34.5,0,0,0,0,1,7pt,0.5,0,0.46675122,0.36580595
459,Wimbledon,2019,Grass,2,1,1,16.0,65.5,30.0,0,21.0,441.0,41.0,1,0,0,1,1,7pt,1.0,1,1.0,1.0
461,Wimbledon,2019,Grass,2,0,1,60.0,19.0,36.0,0,20.5,420.25,37.5,0,0,0,0,2,7pt,0.032499998807907104,1,0.26636684,0.27857307
461,Wimbledon,2019,Grass,2,1,1,19.0,60.0,14.0,0,16.5,272.25,35.0,1,0,0,1,2,7pt,1.0,1,1.0,1.0
466,Wimbledon,2019,Grass,2,0,0,277.5,72.5,19.0,0,4.0,16.0,21.5,0,0,0,1,1,7pt,0.0,0,0.13691723,0.096027702
466,Wimbledon,2019,Grass,2,0,1,72.5,277.5,5.0,0,8.0,64.0,30.5,1,0,0,0,1,7pt,1.0,1,0.900353469,0.91253656
467,Wimbledon,2019,Grass,2,0,0,93.0,232.5,40.0,0,20.0,400.0,38.0,0,0,0,1,2,7pt,0.0,0,0.15970169999999995,0.12863554
467,Wimbledon,2019,Grass,2,1,1,232.5,93.0,105.0,1,8.0,64.0,27.0,1,0,0,0,2,7pt,1.0,1,1.0,1.0
467,Wimbledon,2019,Grass,2,0,0,93.0,232.5,40.0,0,20.0,400.0,38.0,0,0,0,0,4,7pt,0.0,0,0.15970169999999995,0.12863554
467,Wimbledon,2019,Grass,2,1,1,232.5,93.0,105.0,1,8.0,64.0,27.0,1,0,0,1,4,7pt,1.0,1,1.0,1.0
468,Wimbledon,2019,Grass,2,1,1,240.0,102.0,364.0,0,6.5,42.25,23.5,0,0,0,0,4,7pt,1.0,1,1.0,1.0
468,Wimbledon,2019,Grass,2,1,1,102.0,240.0,96.0,0,16.0,256.0,33.0,1,0,0,1,4,7pt,1.0,1,1.0,1.0
469,Wimbledon,2019,Grass,2,0,0,92.0,38.0,90.0,0,15.5,240.25,36.0,0,0,0,0,4,7pt,0.0,0,0.16556698000000003,0.11860746
469,Wimbledon,2019,Grass,2,0,0,38.0,92.0,22.0,0,11.0,121.0,30.0,1,0,0,1,4,7pt,0.5,0,0.50285801,0.49603325
472,Wimbledon,2019,Grass,2,1,1,20.0,56.5,24.0,0,11.0,121.0,31.5,0,0,0,0,2,7pt,1.0,1,1.0,1.0
472,Wimbledon,2019,Grass,2,0,0,56.5,20.0,39.0,0,14.5,210.25,34.0,1,0,0,1,2,7pt,0.5,0,0.33146113,0.31087729
474,Wimbledon,2019,Grass,2,1,1,190.0,72.0,232.0,0,9.5,90.25,28.5,0,0,0,0,2,7pt,1.0,1,1.0,1.0
474,Wimbledon,2019,Grass,2,1,1,72.0,190.0,22.0,0,5.5,30.25,27.0,1,0,0,1,2,7pt,1.0,1,1.0,1.0
475,Wimbledon,2019,Grass,2,1,1,264.0,54.5,170.0,0,17.0,289.0,29.5,0,0,0,0,4,7pt,1.0,1,1.0,1.0
475,Wimbledon,2019,Grass,2,0,0,54.5,264.0,9.0,0,19.5,380.25,37.5,1,0,0,1,4,7pt,0.25,0,0.22692990000000002,0.11544807
479,Wimbledon,2019,Grass,2,1,1,86.5,65.5,5.0,0,5.0,25.0,23.0,0,0,0,1,1,7pt,1.0,1,1.0,1.0
479,Wimbledon,2019,Grass,2,0,0,65.5,86.5,3.0,0,14.5,210.25,37.0,1,0,0,0,1,7pt,0.5,0,0.40422618,0.46985993
481,Wimbledon,2019,Grass,2,1,1,272.0,60.0,134.0,0,8.5,72.25,27.5,0,0,0,0,1,7pt,1.0,1,1.0,1.0
481,Wimbledon,2019,Grass,2,0,0,60.0,272.0,42.0,0,13.5,182.25,31.0,1,0,0,1,1,7pt,0.75,0,0.57849321,0.63389355
483,Wimbledon,2019,Grass,2,0,1,35.5,188.0,5.0,0,7.0,49.0,31.0,0,0,0,1,4,7pt,0.8875000476837158,1,0.62949178,0.69089741
483,Wimbledon,2019,Grass,2,0,0,188.0,35.5,14.0,0,3.5,12.25,23.0,1,0,0,0,4,7pt,0.25,0,0.30475241,0.4400456
485,Wimbledon,2019,Grass,3,1,1,224.0,3.0,266.0,0,7.0,49.0,24.5,0,0,0,1,1,7pt,1.0,1,1.0,1.0
485,Wimbledon,2019,Grass,3,0,0,3.0,224.0,2.0,0,19.0,361.0,36.5,1,0,0,0,1,7pt,0.25,0,0.14773548000000003,0.23890541
485,Wimbledon,2019,Grass,3,1,1,224.0,3.0,266.0,0,7.0,49.0,24.5,0,0,0,0,4,7pt,1.0,1,1.0,1.0
485,Wimbledon,2019,Grass,3,0,0,3.0,224.0,2.0,0,19.0,361.0,36.5,1,0,0,1,4,7pt,0.25,0,0.14773548000000003,0.23890541
487,Wimbledon,2019,Grass,3,1,1,282.5,9.5,147.0,0,13.5,182.25,31.5,0,0,0,0,2,7pt,1.0,1,1.0,1.0
487,Wimbledon,2019,Grass,3,0,1,9.5,282.5,1.0,0,13.5,182.25,34.5,1,0,0,1,2,7pt,0.0,1,0.17925000000000002,0.18077663
489,Wimbledon,2019,Grass,3,0,0,84.5,15.5,127.0,1,11.5,132.25,30.0,0,0,0,1,1,7pt,0.25,0,0.36744732,0.52177691
489,Wimbledon,2019,Grass,3,1,1,15.5,84.5,9.0,0,11.0,121.0,31.5,1,0,0,0,1,7pt,1.0,1,1.0,1.0
490,Wimbledon,2019,Grass,3,0,1,72.5,16.0,5.0,0,8.0,64.0,30.5,0,0,0,1,1,7pt,1.0,1,0.900353469,0.91253656
490,Wimbledon,2019,Grass,3,1,1,16.0,72.5,30.0,0,21.0,441.0,41.0,1,0,0,0,1,7pt,1.0,1,1.0,1.0
491,Wimbledon,2019,Grass,3,0,0,65.5,18.5,3.0,0,14.5,210.25,37.0,0,0,0,1,2,7pt,0.5,0,0.40422618,0.46985993
491,Wimbledon,2019,Grass,3,0,0,18.5,65.5,7.0,0,9.5,90.25,30.0,1,0,0,0,2,7pt,0.0,0,0.32045548999999995,0.40157098
491,Wimbledon,2019,Grass,3,0,0,65.5,18.5,3.0,0,14.5,210.25,37.0,0,0,0,0,3,7pt,0.5,0,0.40422618,0.46985993
491,Wimbledon,2019,Grass,3,0,0,18.5,65.5,7.0,0,9.5,90.25,30.0,1,0,0,1,3,7pt,0.0,0,0.32045548999999995,0.40157098
492,Wimbledon,2019,Grass,3,1,1,102.0,19.0,96.0,0,16.0,256.0,33.0,0,0,0,0,2,7pt,1.0,1,1.0,1.0
492,Wimbledon,2019,Grass,3,1,1,19.0,102.0,14.0,0,16.5,272.25,35.0,1,0,0,1,2,7pt,1.0,1,1.0,1.0
494,Wimbledon,2019,Grass,3,0,1,276.5,22.0,323.0,1,12.5,156.25,30.5,0,0,0,0,3,7pt,0.7749999761581421,1,0.51834604,0.57831305
494,Wimbledon,2019,Grass,3,0,1,22.0,276.5,6.0,0,10.0,100.0,31.0,1,0,0,1,3,7pt,0.8875000476837158,1,0.62949178,0.69089741
495,Wimbledon,2019,Grass,3,0,1,71.5,37.5,47.0,0,9.5,90.25,33.0,0,0,0,0,1,7pt,1.0,1,0.62578252,0.66404462
495,Wimbledon,2019,Grass,3,0,0,37.5,71.5,7.0,0,16.0,256.0,34.0,1,0,0,1,1,7pt,0.5,0,0.41159081,0.4878875
495,Wimbledon,2019,Grass,3,0,1,71.5,37.5,47.0,0,9.5,90.25,33.0,0,0,0,0,2,7pt,1.0,1,0.62578252,0.66404462
495,Wimbledon,2019,Grass,3,0,0,37.5,71.5,7.0,0,16.0,256.0,34.0,1,0,0,1,2,7pt,0.5,0,0.41159081,0.4878875
495,Wimbledon,2019,Grass,3,0,1,71.5,37.5,47.0,0,9.5,90.25,33.0,0,0,0,0,3,7pt,1.0,1,0.62578252,0.66404462
495,Wimbledon,2019,Grass,3,0,0,37.5,71.5,7.0,0,16.0,256.0,34.0,1,0,0,1,3,7pt,0.5,0,0.41159081,0.4878875
496,Wimbledon,2019,Grass,3,0,0,188.0,38.0,14.0,0,3.5,12.25,23.0,0,0,0,0,3,7pt,0.25,0,0.30475241,0.4400456
496,Wimbledon,2019,Grass,3,0,0,38.0,188.0,22.0,0,11.0,121.0,30.0,1,0,0,1,3,7pt,0.5,0,0.50285801,0.49603325
497,Wimbledon,2019,Grass,3,1,1,72.0,48.0,22.0,0,5.5,30.25,27.0,0,0,0,0,1,7pt,1.0,1,1.0,1.0
497,Wimbledon,2019,Grass,3,0,0,48.0,72.0,10.0,0,13.0,169.0,31.5,1,0,0,1,1,7pt,0.0,0,0.14855026999999998,0.117736
497,Wimbledon,2019,Grass,3,1,1,72.0,48.0,22.0,0,5.5,30.25,27.0,0,0,0,0,3,7pt,1.0,1,1.0,1.0
497,Wimbledon,2019,Grass,3,0,0,48.0,72.0,10.0,0,13.0,169.0,31.5,1,0,0,1,3,7pt,0.0,0,0.14855026999999998,0.117736
498,Wimbledon,2019,Grass,3,0,0,98.5,56.5,11.0,0,14.5,210.25,34.5,0,0,0,0,1,7pt,0.4625000059604645,0,0.46190917,0.49024096
498,Wimbledon,2019,Grass,3,0,0,56.5,98.5,39.0,0,14.5,210.25,34.0,1,0,0,1,1,7pt,0.5,0,0.33146113,0.31087729
499,Wimbledon,2019,Grass,3,0,0,11.5,54.5,9.0,0,13.0,169.0,31.5,0,0,0,0,3,7pt,0.25,0,0.39582883999999996,0.28566164
499,Wimbledon,2019,Grass,3,0,0,54.5,11.5,9.0,0,19.5,380.25,37.5,1,0,0,1,3,7pt,0.25,0,0.22692990000000002,0.11544807
500,Wimbledon,2019,Grass,3,1,1,32.0,59.5,28.0,0,20.5,420.25,38.5,0,0,0,0,4,7pt,1.0,1,1.0,1.0
500,Wimbledon,2019,Grass,3,0,0,59.5,32.0,17.0,0,12.0,144.0,31.5,1,0,0,1,4,7pt,0.25,0,0.26272600999999995,0.15196094
501,Wimbledon,2019,Grass,4,0,0,48.0,3.0,10.0,0,13.0,169.0,31.5,0,0,0,1,2,7pt,0.0,0,0.14855026999999998,0.117736
501,Wimbledon,2019,Grass,4,0,0,3.0,48.0,2.0,0,19.0,361.0,36.5,1,0,0,0,2,7pt,0.25,0,0.14773548000000003,0.23890541
501,Wimbledon,2019,Grass,4,0,0,48.0,3.0,10.0,0,13.0,169.0,31.5,0,0,0,0,3,7pt,0.0,0,0.14855026999999998,0.117736
501,Wimbledon,2019,Grass,4,0,0,3.0,48.0,2.0,0,19.0,361.0,36.5,1,0,0,1,3,7pt,0.25,0,0.14773548000000003,0.23890541
502,Wimbledon,2019,Grass,4,0,0,59.5,5.0,17.0,0,12.0,144.0,31.5,0,0,0,0,1,7pt,0.25,0,0.26272600999999995,0.15196094
502,Wimbledon,2019,Grass,4,1,1,5.0,59.5,0.0,0,11.5,132.25,32.5,1,0,0,1,1,7pt,1.0,1,1.0,1.0
502,Wimbledon,2019,Grass,4,0,0,59.5,5.0,17.0,0,12.0,144.0,31.5,0,0,0,0,2,7pt,0.25,0,0.26272600999999995,0.15196094
502,Wimbledon,2019,Grass,4,1,1,5.0,59.5,0.0,0,11.5,132.25,32.5,1,0,0,1,2,7pt,1.0,1,1.0,1.0
503,Wimbledon,2019,Grass,4,0,0,37.5,9.5,7.0,0,16.0,256.0,34.0,0,0,0,0,3,7pt,0.5,0,0.41159081,0.4878875
503,Wimbledon,2019,Grass,4,0,1,9.5,37.5,1.0,0,13.5,182.25,34.5,1,0,0,1,3,7pt,0.0,1,0.17925000000000002,0.18077663
505,Wimbledon,2019,Grass,4,0,1,22.0,18.5,6.0,0,10.0,100.0,31.0,0,0,0,0,1,7pt,0.8875000476837158,1,0.62949178,0.69089741
505,Wimbledon,2019,Grass,4,0,0,18.5,22.0,7.0,0,9.5,90.25,30.0,1,0,0,1,1,7pt,0.0,0,0.32045548999999995,0.40157098
506,Wimbledon,2019,Grass,4,1,1,16.0,21.5,30.0,0,21.0,441.0,41.0,0,0,0,0,1,7pt,1.0,1,1.0,1.0
506,Wimbledon,2019,Grass,4,1,1,21.5,16.0,17.0,0,18.0,324.0,36.5,1,0,0,1,1,7pt,1.0,1,1.0,1.0
506,Wimbledon,2019,Grass,4,1,1,16.0,21.5,30.0,0,21.0,441.0,41.0,0,0,0,0,4,7pt,1.0,1,1.0,1.0
506,Wimbledon,2019,Grass,4,1,1,21.5,16.0,17.0,0,18.0,324.0,36.5,1,0,0,1,4,7pt,1.0,1,1.0,1.0
507,Wimbledon,2019,Grass,4,0,0,54.5,38.0,9.0,0,19.5,380.25,37.5,0,0,0,1,2,7pt,0.25,0,0.22692990000000002,0.11544807
507,Wimbledon,2019,Grass,4,0,0,38.0,54.5,22.0,0,11.0,121.0,30.0,1,0,0,0,2,7pt,0.5,0,0.50285801,0.49603325
508,Wimbledon,2019,Grass,4,1,1,15.5,56.5,9.0,0,11.0,121.0,31.5,0,0,0,0,1,7pt,1.0,1,1.0,1.0
508,Wimbledon,2019,Grass,4,0,0,56.5,15.5,39.0,0,14.5,210.25,34.0,1,0,0,1,1,7pt,0.5,0,0.33146113,0.31087729
508,Wimbledon,2019,Grass,4,1,1,15.5,56.5,9.0,0,11.0,121.0,31.5,0,0,0,0,3,7pt,1.0,1,1.0,1.0
508,Wimbledon,2019,Grass,4,0,0,56.5,15.5,39.0,0,14.5,210.25,34.0,1,0,0,1,3,7pt,0.5,0,0.33146113,0.31087729
509,Wimbledon,2019,Grass,5,0,0,15.5,5.0,3.0,0,16.0,256.0,36.0,0,0,0,1,3,7pt,0.25,0,0.26572764000000004,0.31916791
509,Wimbledon,2019,Grass,5,1,1,5.0,15.5,0.0,0,11.5,132.25,32.5,1,0,0,0,3,7pt,1.0,1,1.0,1.0
510,Wimbledon,2019,Grass,5,0,0,18.5,9.5,7.0,0,9.5,90.25,30.0,0,0,0,1,3,7pt,0.0,0,0.32045548999999995,0.40157098
510,Wimbledon,2019,Grass,5,0,1,9.5,18.5,1.0,0,13.5,182.25,34.5,1,0,0,0,3,7pt,0.0,1,0.17925000000000002,0.18077663
511,Wimbledon,2019,Grass,5,0,0,3.0,21.5,2.0,0,19.0,361.0,36.5,0,0,0,0,1,7pt,0.25,0,0.14773548000000003,0.23890541
511,Wimbledon,2019,Grass,5,1,1,21.5,3.0,17.0,0,18.0,324.0,36.5,1,0,0,1,1,7pt,1.0,1,1.0,1.0
511,Wimbledon,2019,Grass,5,0,0,3.0,21.5,2.0,0,19.0,361.0,36.5,0,0,0,1,2,7pt,0.25,0,0.14773548000000003,0.23890541
511,Wimbledon,2019,Grass,5,1,1,21.5,3.0,17.0,0,18.0,324.0,36.5,1,0,0,0,2,7pt,1.0,1,1.0,1.0
512,Wimbledon,2019,Grass,5,0,0,38.0,56.5,22.0,0,11.0,121.0,30.0,0,0,0,0,2,7pt,0.5,0,0.50285801,0.49603325
512,Wimbledon,2019,Grass,5,0,0,56.5,38.0,39.0,0,14.5,210.25,34.0,1,0,0,1,2,7pt,0.5,0,0.33146113,0.31087729
513,Wimbledon,2019,Grass,6,0,1,9.5,5.0,1.0,0,13.5,182.25,34.5,0,0,0,1,2,7pt,0.0,1,0.17925000000000002,0.18077663
513,Wimbledon,2019,Grass,6,1,1,5.0,9.5,0.0,0,11.5,132.25,32.5,1,0,0,0,2,7pt,1.0,1,1.0,1.0
513,Wimbledon,2019,Grass,6,0,1,9.5,5.0,1.0,0,13.5,182.25,34.5,0,0,0,0,3,7pt,0.0,1,0.17925000000000002,0.18077663
513,Wimbledon,2019,Grass,6,1,1,5.0,9.5,0.0,0,11.5,132.25,32.5,1,0,0,1,3,7pt,1.0,1,1.0,1.0
514,Wimbledon,2019,Grass,6,0,0,56.5,21.5,39.0,0,14.5,210.25,34.0,0,0,0,0,2,7pt,0.5,0,0.33146113,0.31087729
514,Wimbledon,2019,Grass,6,1,1,21.5,56.5,17.0,0,18.0,324.0,36.5,1,0,0,1,2,7pt,1.0,1,1.0,1.0
514,Wimbledon,2019,Grass,6,0,0,56.5,21.5,39.0,0,14.5,210.25,34.0,0,0,0,0,3,7pt,0.5,0,0.33146113,0.31087729
514,Wimbledon,2019,Grass,6,1,1,21.5,56.5,17.0,0,18.0,324.0,36.5,1,0,0,1,3,7pt,1.0,1,1.0,1.0
515,Wimbledon,2019,Grass,7,1,1,21.5,5.0,17.0,0,18.0,324.0,36.5,0,0,0,1,1,7pt,1.0,1,1.0,1.0
515,Wimbledon,2019,Grass,7,1,1,5.0,21.5,0.0,0,11.5,132.25,32.5,1,0,0,0,1,7pt,1.0,1,1.0,1.0
515,Wimbledon,2019,Grass,7,1,1,21.5,5.0,17.0,0,18.0,324.0,36.5,0,0,0,0,2,7pt,1.0,1,1.0,1.0
515,Wimbledon,2019,Grass,7,1,1,5.0,21.5,0.0,0,11.5,132.25,32.5,1,0,0,1,2,7pt,1.0,1,1.0,1.0
515,Wimbledon,2019,Grass,7,1,1,21.5,5.0,17.0,0,18.0,324.0,36.5,0,0,0,0,3,7pt,1.0,1,1.0,1.0
515,Wimbledon,2019,Grass,7,1,1,5.0,21.5,0.0,0,11.5,132.25,32.5,1,0,0,1,3,7pt,1.0,1,1.0,1.0
515,Wimbledon,2019,Grass,7,1,1,21.5,5.0,17.0,0,18.0,324.0,36.5,0,0,0,1,4,7pt,1.0,1,1.0,1.0
515,Wimbledon,2019,Grass,7,1,1,5.0,21.5,0.0,0,11.5,132.25,32.5,1,0,0,0,4,7pt,1.0,1,1.0,1.0
517,Australian Open,2020,Hard,2,1,1,251.0,12.5,44.0,0,3.0,9.0,21.0,0,0,0,0,1,7pt,1.0,1,1.0,1.0
517,Australian Open,2020,Hard,2,0,0,12.5,251.0,1.0,0,15.5,240.25,35.0,1,0,0,1,1,7pt,0.5,0,0.33146113,0.31087729
518,Australian Open,2020,Hard,2,0,0,403.0,14.5,108.0,1,10.0,100.0,26.5,0,0,0,0,2,7pt,0.25,0,0.23473858999999997,0.031222224
518,Australian Open,2020,Hard,2,0,0,14.5,403.0,1.0,0,12.0,144.0,31.5,1,0,0,1,2,7pt,0.25,0,0.35325949999999995,0.35046604
523,Australian Open,2020,Hard,2,0,0,44.5,21.0,3.0,0,6.5,42.25,26.5,0,0,0,0,1,7pt,0.0,0,0.06167674000000001,0.27452189
523,Australian Open,2020,Hard,2,0,0,21.0,44.5,6.0,0,14.0,196.0,32.5,1,0,0,1,1,7pt,0.25,0,0.39582883999999996,0.28566164
524,Australian Open,2020,Hard,2,0,1,124.5,21.5,45.0,0,11.0,121.0,30.5,0,0,0,0,2,7pt,1.0,1,0.62578252,0.66404462
524,Australian Open,2020,Hard,2,0,1,21.5,124.5,1.0,0,11.0,121.0,32.0,1,0,0,1,2,7pt,0.8875000476837158,1,0.62949178,0.69089741
525,Australian Open,2020,Hard,2,0,0,183.5,26.0,223.0,0,13.0,169.0,29.5,0,0,0,1,2,7pt,0.25,0,0.24434029999999995,0.19595511
525,Australian Open,2020,Hard,2,0,0,26.0,183.5,20.0,0,19.5,380.25,38.0,1,0,0,0,2,7pt,0.25,0,0.29203862,0.27428475
525,Australian Open,2020,Hard,2,0,0,183.5,26.0,223.0,0,13.0,169.0,29.5,0,0,0,0,3,7pt,0.25,0,0.24434029999999995,0.19595511
525,Australian Open,2020,Hard,2,0,0,26.0,183.5,20.0,0,19.5,380.25,38.0,1,0,0,1,3,7pt,0.25,0,0.29203862,0.27428475
528,Australian Open,2020,Hard,2,1,1,91.5,29.5,43.0,1,13.0,169.0,30.0,0,0,0,0,1,7pt,1.0,1,1.0,1.0
528,Australian Open,2020,Hard,2,0,0,29.5,91.5,7.0,0,16.0,256.0,35.5,1,0,0,1,1,7pt,0.5,0,0.41720712000000004,0.50120014
529,Australian Open,2020,Hard,2,0,0,63.5,38.5,1.0,0,11.0,121.0,34.5,0,0,0,1,2,7pt,0.75,0,0.52729675,0.45108455
529,Australian Open,2020,Hard,2,0,0,38.5,63.5,7.0,0,8.0,64.0,31.5,1,0,0,0,2,7pt,0.25,0,0.40288400999999996,0.4021906
532,Australian Open,2020,Hard,2,1,1,4.5,93.0,3.0,1,15.0,225.0,33.5,0,0,0,0,2,7pt,1.0,1,1.0,1.0
532,Australian Open,2020,Hard,2,0,0,93.0,4.5,14.0,0,15.0,225.0,33.0,1,0,0,1,2,7pt,0.5,0,0.38593179,0.39071652
533,Australian Open,2020,Hard,2,1,1,9.0,242.0,2.0,0,8.5,72.25,29.0,0,0,0,0,2,7pt,1.0,1,1.0,1.0
533,Australian Open,2020,Hard,2,1,1,242.0,9.0,200.0,1,9.0,81.0,28.0,1,0,0,1,2,7pt,1.0,1,1.0,1.0
537,Australian Open,2020,Hard,2,1,1,454.0,190.5,370.0,0,9.0,81.0,26.0,0,0,0,0,1,7pt,1.0,1,1.0,1.0
537,Australian Open,2020,Hard,2,1,1,190.5,454.0,11.0,0,7.5,56.25,25.5,1,0,0,1,1,7pt,1.0,1,1.0,1.0
539,Australian Open,2020,Hard,2,0,0,496.0,51.0,442.0,0,9.5,90.25,27.0,0,0,0,0,3,7pt,0.0,0,0.15577072000000003,0.19102988
539,Australian Open,2020,Hard,2,0,0,51.0,496.0,6.0,0,16.0,256.0,37.0,1,0,0,1,3,7pt,0.25,0,0.25302237000000005,0.40436414
541,Australian Open,2020,Hard,2,1,1,151.5,267.5,155.0,0,10.0,100.0,33.0,0,0,0,1,1,7pt,1.0,1,1.0,1.0
541,Australian Open,2020,Hard,2,1,1,267.5,151.5,377.0,0,11.0,121.0,32.0,1,0,0,0,1,7pt,1.0,1,1.0,1.0
546,Australian Open,2020,Hard,2,0,0,52.5,160.5,5.0,0,16.0,256.0,34.0,0,0,0,0,2,7pt,0.25,0,0.18154316999999998,0.32001269
546,Australian Open,2020,Hard,2,1,1,160.5,52.5,189.0,0,6.5,42.25,28.0,1,0,0,1,2,7pt,1.0,1,1.0,1.0
546,Australian Open,2020,Hard,2,0,0,52.5,160.5,5.0,0,16.0,256.0,34.0,0,0,0,0,3,7pt,0.25,0,0.18154316999999998,0.32001269
546,Australian Open,2020,Hard,2,1,1,160.5,52.5,189.0,0,6.5,42.25,28.0,1,0,0,1,3,7pt,1.0,1,1.0,1.0
550,Australian Open,2020,Hard,3,1,1,93.5,17.0,65.0,0,15.0,225.0,31.5,0,0,0,0,3,7pt,1.0,1,1.0,1.0
550,Australian Open,2020,Hard,3,0,1,17.0,93.5,12.0,0,10.0,100.0,32.5,1,0,0,1,3,7pt,1.0,1,0.6778180300000001,0.68427199
551,Australian Open,2020,Hard,3,0,1,57.5,21.0,9.0,0,19.0,361.0,34.0,0,0,0,0,1,7pt,0.0,1,0.23361790000000004,0.18300405
551,Australian Open,2020,Hard,3,0,0,21.0,57.5,6.0,0,14.0,196.0,32.5,1,0,0,1,1,7pt,0.25,0,0.39582883999999996,0.28566164
553,Australian Open,2020,Hard,3,0,1,86.5,28.0,171.0,0,10.5,110.25,28.5,0,0,0,0,1,7pt,1.0,1,0.7424637700000001,0.76322085
553,Australian Open,2020,Hard,3,1,1,28.0,86.5,0.0,0,22.0,484.0,42.0,1,0,0,1,1,7pt,1.0,1,1.0,1.0
554,Australian Open,2020,Hard,3,1,1,223.0,38.5,6.0,0,12.0,144.0,29.0,0,0,0,0,1,7pt,1.0,1,1.0,1.0
554,Australian Open,2020,Hard,3,0,0,38.5,223.0,7.0,0,8.0,64.0,31.5,1,0,0,1,1,7pt,0.25,0,0.40288400999999996,0.4021906
555,Australian Open,2020,Hard,3,0,0,26.0,65.0,20.0,0,19.5,380.25,38.0,0,0,0,0,3,7pt,0.25,0,0.29203862,0.27428475
555,Australian Open,2020,Hard,3,0,0,65.0,26.0,12.0,0,8.0,64.0,27.5,1,0,0,1,3,7pt,0.25,0,0.23851131999999997,0.40310991
556,Australian Open,2020,Hard,3,1,1,40.5,93.0,7.0,0,6.5,42.25,28.0,0,0,0,0,1,7pt,1.0,1,1.0,1.0
556,Australian Open,2020,Hard,3,0,0,93.0,40.5,14.0,0,15.0,225.0,33.0,1,0,0,1,1,7pt,0.5,0,0.38593179,0.39071652
557,Australian Open,2020,Hard,3,1,1,121.5,242.0,13.0,0,1.0,1.0,28.5,0,0,0,1,1,7pt,1.0,1,1.0,1.0
557,Australian Open,2020,Hard,3,1,1,242.0,121.5,200.0,1,9.0,81.0,28.0,1,0,0,0,1,7pt,1.0,1,1.0,1.0
559,Australian Open,2020,Hard,3,0,0,6.0,51.0,2.0,0,20.0,400.0,37.5,0,0,0,0,2,7pt,0.25,0,0.14773548000000003,0.23890541
559,Australian Open,2020,Hard,3,0,0,51.0,6.0,6.0,0,16.0,256.0,37.0,1,0,0,1,2,7pt,0.25,0,0.25302237000000005,0.40436414
560,Australian Open,2020,Hard,3,1,1,28.0,267.5,6.0,0,12.0,144.0,32.5,0,0,0,0,2,7pt,1.0,1,1.0,1.0
560,Australian Open,2020,Hard,3,1,1,267.5,28.0,377.0,0,11.0,121.0,32.0,1,0,0,1,2,7pt,1.0,1,1.0,1.0
560,Australian Open,2020,Hard,3,1,1,28.0,267.5,6.0,0,12.0,144.0,32.5,0,0,0,0,3,7pt,1.0,1,1.0,1.0
