Rank,Player,Age,Points,Tournaments Played
246,Maxime Cressy,25,240,6
247,Andrei Vasilevski,31,240,7
248,Ignacio Carou,23,240,25
249,Niklas Schell,23,239,26
250,Malek Jaziri,38,238,12
251,Kai Wehnelt,26,238,26
252,Viktor Durasovic,25,237,16
253,Christopher Rungkat,32,234,11
254,Camilo Ugo Carabelli,23,234,16
255,Daniel Dutra da Silva,34,234,25
256,Michael Geerts,27,233,24
257,Rinky Hijikata,21,232,16
258,Denis Kudla,30,230,11
259,Mateus Alves,21,230,19
260,Alberto Barroso Campos,26,229,20
261,Ivan Liutarevich,26,228,24
262,Courtney John Lock,25,226,33
263,Roman Safiullin,25,225,7
264,Thiago Monteiro,28,225,8
265,Guido Andreozzi,31,223,12
266,Daniel Cukierman,27,222,22
267,Thiago Agustin Tirante,21,220,15
268,Matheus Pucinelli De Almeida,21,219,11
269,Nino Serdarusic,25,219,12
270,Hugo Gaston,21,217,6
271,JC Aragone,27,217,21
272,Conner Huertas del Pino,26,216,20
273,David Poljak,26,216,23
274,Inigo Cervantes,32,215,8
275,Juan Bautista Torres,20,215,17
276,David Pichler,26,215,26
277,Skander Mansouri,27,213,20
278,Christopher Eubanks,26,212,4
279,Jakub Paul,23,211,24
280,Constantin Frantzen,24,211,27
281,Damien Wenger,22,209,21
282,Akira Santillan,25,207,19
283,Julian Lenz,29,206,12
284,Gonzalo Villanueva,27,206,23
285,Jordan Thompson,28,205,9
286,Alexandru Jecan,34,204,31
287,Alibek Kachmazov,20,203,15
288,Francesco Forti,23,203,19
289,Anirudh Chandrasekar,24,203,33
290,Matteo Arnaldi,21,201,14
291,Alexander Donski,24,201,26
292,Soonwoo Kwon,24,200,5
293,Tim van Rijthoven,25,198,8
294,Francisco Cerundolo,24,198,13
295,Raul Brancaccio,25,198,18
296,Joao Sousa,33,197,7
297,Franco Agamenone,29,196,13
298,Charles Broom,24,196,24
299,Brandon Walkin,28,194,23
300,Titouan Droguet,21,191,8
301,Federico Gaio,30,190,8
302,Kelsey Stevenson,32,190,31
303,Sergiy Stakhovsky,36,188,5
304,Genaro Alberto Olivieri,24,187,13
305,Roman Andres Burruchaga,20,187,14
306,Denis Yevseyev,29,187,22
307,Evgeny Donskoy,32,186,10
308,Yan Bondarevskiy,22,185,26
309,Radu Albot,32,184,6
310,Hunter Johnson,28,182,8
311,Yun seong Chung,24,181,10
312,Marc Lopez,40,180,2
313,Marton Fucsovics,30,180,4
314,Pablo Carreno Busta,31,180,7
315,Daniel Altmaier,23,180,9
316,Albert Ramos-Vinolas,34,180,10
317,Tomas Lipovsek Puches,29,180,24
318,Arthur Bouquier,21,179,22
319,Samuel Vincent Ruggeri,20,179,30
320,Mark Vervoort,31,178,14
321,Matias Franco Descotte,28,178,18
322,Filip Bergevi,28,177,25
323,Luca Nardi,19,176,8
324,Alexandre Muller,25,176,9
325,Vishnu Vardhan,35,176,14
326,Ben Jones,24,176,26
327,Eric Vanshelboim,21,175,21
328,Mick Veldheer,26,175,23
329,Dominic Stricker,20,174,8
330,Pedro Cachin,27,174,9
331,Francesco Passaro,21,174,18
332,Mili Poljicak,18,173,11
333,Leandro Riedi,20,173,12
334,Yuta Shimizu,23,173,17
335,Antoine Hoang,26,172,13
336,Facundo Diaz Acosta,21,172,13
337,Johannes Ingildsen,25,170,24
338,Matthew Christopher Romios,23,170,24
339,Gustavo Heide,20,169,13
340,Carlos Lopez Montagud,22,169,19
341,Toshihide Matsui,44,168,18
342,Kacper Zuk,23,167,8
343,Ergi Kirkin,23,167,16
344,Jorge Panta,27,167,25
345,Martin Breysach,20,167,26
346,Chun-Hsin Tseng,21,166,10
347,Vijay Sundar Prashanth,35,166,24
348,Ray Ho,22,166,27
349,Mikael Torpegaard,28,161,8
350,Flavio Cobolli,20,160,12
351,Mats Hermans,26,160,27
352,Luca Van Assche,18,159,11
353,Petr Nouza,23,159,14
354,Billy Harris,27,159,18
355,Mirza Basic,31,158,6
356,Alejandro Tabilo,25,158,8
357,Evgeny Karlovskiy,28,157,12
358,Dmitry Popko,25,157,14
359,Tim Sandkaulen,24,157,22
360,Benjamin Hassan,27,156,9
361,Sebastian Fanselow,30,156,17
362,Luca Castelnuovo,25,155,24
363,Tristan Lamasine,29,154,9
364,Jaime Faria,19,154,25
365,Peter Polansky,34,153,6
366,Matias Zukas,26,153,22
367,Beibit Zhukayev,21,152,20
368,Luis Patino,28,152,21
369,Leonardo Aboian,24,152,26
370,Juan Pablo Ficovich,25,151,17
371,Oscar Jose Gutierrez,29,151,23
372,Tung-Lin Wu,24,148,10
373,Francisco Comesana,21,148,11
374,Matteo Gigante,20,148,16
375,Alexis Galarneau,23,147,12
376,Andres Urrea,27,147,23
377,Vit Kopriva,25,145,13
378,Stefan Kozlov,24,144,6
379,Ruan Roelofse,32,144,18
380,Keegan Smith,24,143,8
381,Seongchan Hong,25,142,13
382,Lukasz Kubot,40,142,14
383,Oleksii Krutykh,22,142,18
384,Volodoymyr Uzhylovskyi,34,141,36
385,Oscar Otte,29,140,9
386,Javier Barranco Cosano,23,140,12
387,Juan Ignacio Galarza,28,140,16
388,Aidan McHugh,22,137,11
389,Francesco Vilardo,32,137,29
390,Carlos Gomez-Herrera,32,136,10
391,Evgenii Tiurnev,25,136,13
392,Daniil Medvedev,26,135,3
393,Sebastian Korda,22,135,4
394,Elias Ymer,26,135,5
395,Filip Krajinovic,30,135,6
396,Alejandro Davidovich Fokina,23,135,6
397,James Trotter,23,135,6
398,Pablo Cuevas,36,135,7
399,Cezar Cretu,21,135,15
400,Mark Whitehouse,29,134,27
401,Filip Duda,23,133,21
402,Brandon Nakashima,21,132,8
403,Zvonimir Babic,26,132,29
404,Alastair Gray,24,131,12
405,Calum Puttergill,28,131,18
406,Blaz Rola,31,130,3
407,Valerio Aboian,20,129,25
408,Inaki Montes-De La Torre,19,128,6
409,Simon Freund,25,128,15
410,Michael Vrbensky,22,128,17
411,Ignacio Monzon,24,128,23
412,Antoine Bellier,25,127,6
413,Yasutaka Uchiyama,30,127,10
414,Gabriel Roveri Sidney,25,127,26
415,Markus Eriksson,32,126,7
416,Marat Sharipov,19,126,21
417,Lukas Pokorny,20,126,22
418,Mattia Bellucci,21,126,23
419,Peter Heller,30,125,15
420,Yannik Steinegger,21,125,17
421,Ryan Nijboer,23,125,20
422,Thomas Fancutt,27,125,21
423,Daniel Little,25,125,22
424,Milos Karol,19,124,20
425,Nicolas Alvarez Varona,21,123,11
426,Eero Vasa,25,123,15
427,Juan Sebastian Gomez,30,123,27
428,Ezekiel Clark,24,123,27
429,Georgii Kravchenko,22,122,19
430,Jiri Lehecka,20,121,5
431,Jason Jung,33,121,7
432,Seita Watanabe,21,121,22
433,Bjorn Fratangelo,29,120,4
434,Lucas Pouille,28,120,7
435,Tomas Machac,21,119,3
436,Aaron Addison,26,119,16
437,Makoto Ochi,26,119,19
438,Pedro Boscardin Dias,19,119,21
439,Mario Vilella Martinez,27,118,4
440,Johannes Haerteis,26,117,7
441,John Millman,33,115,4
442,Alexei Popyrin,23,115,7
443,Liam Draxl,20,115,20
444,Pedro Araujo,20,114,15
445,Francis Casey Alcantara,30,114,16
446,Jason Taylor,28,114,20
447,Harold Mayot,20,113,16
448,Jonas Forejtek,21,112,7
449,Andrea Pellegrino,25,112,15
450,Khumoyun Sultanov,23,112,19
451,Davide Pozzi,24,112,32
452,Tennys Sandgren,31,111,6
453,Sascha Gueymard Wayenburg,19,110,6
454,Alexander Ritschard,28,110,7
455,Gerald Melzer,32,109,5
456,Mitchell Krueger,28,109,11
457,Glenn Smits,31,109,16
458,Johan Nikles,25,109,17
459,Abraham Asaba,25,109,21
460,Constantin Bittoun Kouzmine,23,109,22
461,Dennis Novikov,28,108,14
462,Alex Knaff,24,108,18
463,Aziz Ouakaa,23,108,25
464,Luis Faria,23,107,14
465,Zhizhen Zhang,25,106,7
466,Giovanni Fonio,24,106,12
467,Sho Shimabukuro,25,106,12
468,Miguel Fernando Pereira,23,106,19
469,Andrey Chepelev,24,106,28
470,Yannick Hanfmann,30,105,4
471,Andre Begemann,38,105,5
472,Maximilian Marterer,27,104,6
473,Tyler Zink,21,104,13
474,Sandro Kopp,22,104,14
475,Augusto Virgili,28,104,22
476,Colin Sinclair,27,104,22
477,Dalibor Svrcina,19,103,6
478,Aziz Dougaz,25,103,11
479,Ugo Blanchet,23,103,14
480,Marcelo Zormann,26,103,15
481,Franco Emanuel Egea,26,103,20
482,Wilson Leite,30,103,21
483,Jurij Rodionov,23,102,6
484,Moez Echargui,29,102,10
485,Joao Victor Couto Loureiro,19,102,26
486,Oleksandr Ovcharenko,20,102,28
487,Fajing Sun,25,101,9
488,Alvaro Lopez San Martin,25,101,13
489,Riccardo Bonadio,29,101,14
490,Emilio Gomez,30,100,9
491,Jay Clarke,24,100,10
492,Nick Hardt,21,100,12
493,Joao Lucas Reis Da Silva,22,100,17
494,Mariano Navone,21,100,25
495,Robin Bertrand,19,100,32
496,Thiago Seyboth Wild,22,99,9
497,Yunchaokete Bu,20,99,19
498,Jaroslav Pospisil,41,98,8
499,Joshua Paris,26,98,16
500,Ivan Gakhov,25,98,19
501,Marcello Serafini,20,98,19
502,Alexander Weis,25,97,16
503,John Echeverria,20,97,19
504,Fabio Coelho,22,97,21
505,Hugo Grenier,26,96,9
506,Evan Zhu,24,96,10
507,Ilya Snitari,20,96,19
508,Mario Mansilla Diez,20,96,24
509,Gabriel Decamps,23,95,5
510,James Frawley,28,95,16
511,Carlos Sanchez Jover,22,95,16
512,Naoki Tajima,21,95,19
513,Tallon Griekspoor,26,94,11
514,Denis Istomin,35,94,14
515,Goncalo Falcao,34,94,22
516,Ben Shelton,19,93,6
517,Aleksandar Kovacevic,24,93,9
518,Blake Ellis,23,93,11
519,Yuki Mochizuki,24,93,13
520,Pedro Sakamoto,29,92,7
521,Marius Copil,31,92,9
522,Giulio Zeppieri,20,92,9
523,Evan Furness,24,92,12
524,Arthur Fils,18,92,14
525,Dan Alexandru Tomescu,23,92,18
526,Peter Bertran,26,92,24
527,Iiro Vasa,19,91,12
528,Pavel Kotov,23,91,13
529,Aleksandre Bakshi,25,91,14
530,Govind Nanda,21,91,16
531,Sekou Bangoura,30,91,16
532T,Jeremy Chardy,35,90,1
532T,Novak Djokovic,35,90,1
532T,Gael Monfils,35,90,1
535,Xavier Malisse,42,90,1
536,Christopher O'Connell,28,90,3
537T,Filip Horansky,29,90,3
537T,Henri Kontinen,32,90,3
539T,Carlos Alcaraz,19,90,4
539T,Julio Peralta,40,90,4
539T,Vasek Pospisil,32,90,4
542,Ilya Ivashka,28,90,5
543,Ugo Humbert,24,90,5
544,Adrian Mannarino,34,90,6
545,Lorenzo Musetti,20,90,6
546,Dusan Lajovic,32,90,7
547,Facundo Bagnis,32,90,7
548,Borna Gojo,24,90,8
549,Alejo Lorenzo Lingua Lavallen,21,90,15
550,Lukas Neumayer,19,90,18
551,Adam Taylor,31,89,21
552,Frane Nincevic,23,88,20
553,Ryan Peniston,26,87,6
554,Fabian Marozsan,22,87,7
555,Gilbert Klier Junior,22,87,9
556,Ryota Tanuma,26,87,16
557,Shinji Hazawa,23,87,16
558,Mirko Martinez,24,87,22
559,Viktor Jovic,20,87,23
560,Ernesto Escobedo,26,86,4
561,Maxime Janvier,25,86,9
562,Fermin Tenti,25,86,34
563,Benjamin Sigouin,23,85,9
564,Stefan Palosi,22,85,10
565,Felix Gill,20,85,13
566,Federico Arnaboldi,22,84,10
567,Gianmarco Ferrari,21,84,11
568,Michal Dembek,25,84,15
569,Jerome Kym,19,83,9
570,Gonzalo Bueno,18,83,9
571,Arthur Reymond,23,83,16
572,Sergey Fomin,21,83,19
573,Giovanni Oradini,24,83,19
574,Niki Kaliyanda Poonacha,27,83,20
575,Kai Lemstra,23,82,16
576,Duarte Vale,23,81,12
577,Aliaksandr Liaonenka,23,81,16
578,Bruno Pujol Navarro,21,81,24
579,Maximus Jones,17,81,34
580,Matteo Martineau,23,80,10
581,Szymon Kielan,19,80,14
582,Bogdan Bobrov,24,80,23
583,Manish Sureshkumar,23,80,25
584,Roberto Ortega-Olmedo,31,79,6
585,Alfredo Perez,25,79,18
586,Adrian Andreev,21,78,7
587,Domagoj Biljesko,25,78,12
588,Benjamin Winter Lopez,24,78,16
589,Alejandro Mendoza,32,78,25
590,Ignacio Buse,18,77,7
591,Clement Tabur,22,77,10
592,Remy Bertola,23,77,18
593,Damir Dzumhur,30,76,5
594,Illya Beloborodko,21,76,17
595,Jack Vance,24,76,25
596,Yoshihito Nishioka,26,75,4
597,Jack Draper,20,75,4
598,Marc Polmans,25,75,5
599,Mats Rosenkranz,24,75,7
600,Sebastian Gima,20,75,15
601,Vladyslav Orlov,27,75,16
602,Giorgio Ricca,27,75,17
603,Juan Pablo Paz,27,75,20
604,Elliot Benchetrit,23,74,5
605,Dimitar Kuzmanov,29,74,8
606,Igor Marcondes,25,74,10
607,Rubin Statham,35,74,13
608,Nicholas David Ionel,19,74,15
609,Mateo Nicolas Martinez,28,74,18
610,Nathan Ponwith,24,74,21
611,Mats Moraing,30,73,6
612,Jiri Barnat,21,73,17
613,Giles Hussey,25,73,21
614,Arthur Fery,20,72,9
615,Alexander Shevchenko,21,72,13
616,Alejandro Manzanera Pertusa,19,72,13
617,Edan Leshem,25,72,13
618,Adria Soriano Barrera,23,72,16
619,Liam Broady,28,71,5
620,Trey Hilderbrand,22,71,6
621,Alejandro Moro Canas,21,71,10
622,Giovanni Mpetshi Perricard,19,71,14
623,Loic Cloes,23,71,22
624,Patrick Zahraj,23,70,6
625,Edoardo Lavagno,24,70,7
626,George Goldhoff,27,70,11
627,Parikshit Somani,22,70,15
628,Louroi Martinez,23,70,18
629,Ajeet Rai,23,70,18
630,Joris De Loore,29,69,6
631,Pruchya Isaro,26,69,9
632,Alejandro Garcia,20,69,10
633,Jose Fco. Vidal Azorin,29,69,10
634,Thantub Suksumrarn,21,69,10
635,Stuart Parker,25,69,13
636,Federico Iannaccone,23,69,19
637,Aleksandre Metreveli,29,68,12
638,Mariano Kestelboim,26,68,14
639,Guy Orly Iradukunda,26,68,16
640,Sarp Agabigun,25,68,17
641,Eliakim Coulibaly,20,67,11
642,Taisei Ichikawa,21,67,14
643,Filip Peliwo,28,67,15
644,Yann Wojcik,25,67,18
645,Blu Baker,21,67,20
646,Dragos Nicolae Madaras,24,67,25
647,Lucas Gerch,27,66,15
648,Alex Barrena,19,66,16
649,Facundo Juarez,24,66,19
650,Kyle Seelig,24,66,21
651,Rio Noguchi,23,66,22
652,Jiri Vesely,29,65,8
653,Noah Schachter,22,65,10
654,Jarno Jans,22,65,11
655,Simon Anthony Ivanov,22,65,14
656,Diego Fernandez Flores,21,65,14
657,Hanwen Li,20,65,15
658,Takuto Niki,34,65,17
659,Scott Duncan,28,65,25
660,Alex Martinez,21,64,5
661,Tristan McCormick,23,64,7
662,Gabriel Alejandro Hidalgo,32,64,8
663,Alex Rybakov,25,64,13
664,Timo Stodder,26,64,17
665,Edward Winter,17,63,3
666,Teymuraz Gabashvili,37,63,5
667,Timo Legout,20,63,8
668,Andrea Picchione,24,63,14
669,Harry Wendelken,20,63,18
670,Felix Corwin,26,63,20
671,Andres Andrade,23,62,7
672,Nick Chappell,29,62,15
673,Oscar Weightman,20,62,16
674,Fernando Yamacita,24,62,18
675,Mukund Sasikumar,25,61,7
676,Thomas Fabbiano,33,61,7
677,Jeremy Beale,27,61,7
678,Juan Bautista Otegui,23,61,17
679,Alvaro Guillen Meza,19,61,19
680,Colin Markes,25,61,20
681,Aleksandar Vukic,26,60,3
682,Andrea Arnaboldi,34,60,4
683,Zachary Svajda,19,60,5
684,Martin Damm,18,60,16
685,Alex Hernandez,23,60,20
686,Nicolas Kicker,30,59,4
687,Otto Virtanen,21,59,5
688,Alex Marti Pujolras,23,59,9
689,Peter Nagy,30,59,10
690,Mikalai Haliak,24,59,11
691,Imanol Lopez Morillo,22,59,14
692,Axel Garcian,20,59,16
693,Buvaysar Gadamauri,22,59,17
694,Jan Jermar,22,59,20
695,S D Prajwal Dev,26,59,22
696,Baoluo Zheng,21,58,9
697,Adam Moundir,27,58,10
698,Cheong-Eui Kim,32,58,13
699,Bruno Kuzuhara,18,58,14
700,Ilya Rudiukov,21,58,16
701,Eduardo Ribeiro,24,58,16
702,Nicholas Bybel,28,58,17
703,Stefano Battaglino,24,58,21
704,Alexandros Skorilas,22,58,22
705,Luigi Sorrentino,24,58,22
706,Tsung-Hao Huang,22,58,24
707,Calvin Hemery,27,57,3
708,Ze Zhang,32,57,7
709,Alejandro Gonzalez,33,57,8
710,Diego Augusto Barreto Sanchez,20,57,17
711,Raphael Calzi,25,57,21
712,Tennyson Whiting,20,56,17
713,Boris Butulija,23,56,22
714,Salvatore Caruso,29,55,4
715,Anton Matusevich,21,55,8
716,Cayetano March,22,55,14
717,Kazuma Kawachi,27,55,18
718,Masamichi Imamura,23,55,18
719,Dali Blanch,19,55,26
720,Andrew Lutschaunig,22,54,2
721,Hiroki Moriya,31,54,6
722,Christian Sigsgaard,25,54,7
723,Zhe Li,35,54,10
724,Robert Strombachs,22,54,14
725,Federico Agustin Gomez,25,54,15
726,Davide Galoppini,27,54,17
727,Alejandro Hoyos,22,54,22
728,Joshua Sheehy,25,54,24
729,Nikolas Sanchez Izquierdo,23,53,9
730,Eduard Esteve Lobato,27,53,11
731,Gabriel Donev,26,53,11
732,Daniil Glinka,22,53,13
733,Stefanos Sakellaridis,17,53,39
734,Jeroen Vanneste,28,52,4
735,Filippo Baldi,26,52,9
736,Erik Arutiunian,17,52,10
737,Oleksandr Bielinskyi,28,52,11
738,Denis Klok,24,52,24
739,Karl Kiur Saar,26,51,9
740,Shintaro Mochizuki,19,51,10
741,Frederico Ferreira Silva,27,50,3
742,Ethan Quinn,18,50,7
743,Duje Ajdukovic,21,50,12
744,Brandon Perez,22,50,12
745,Osgar O'Hoisin,25,50,20
746,Luka Mikrut,18,49,7
747,Toby Kodat,19,49,8
748,Guy Den Ouden,20,49,8
749,Tomas Farjat,21,49,13
750,Ricardo Rodriguez - Pace,29,49,13
751,Kirill Kivattsev,24,49,14
752,Tim Handel,25,49,15
753,Daniel Siniakov,19,49,17
754,Gorazd Srbljak,25,49,20
755,Julian Ocleppo,25,48,9
756,Daniel Rincon,19,48,11
757,Corentin Denolly,25,48,12
758,Omar Jasika,25,48,13
759,Antonin Bolardt,24,48,14
760,Maik Steiner,28,48,16
761,Alexis Musialek,34,48,16
762,Quentin Folliot,23,48,29
763,Justin Boulais,20,47,6
764,Patrik Rikl,23,47,7
765,Nicolas Alvarez,26,47,8
766,Alexandre Reco,23,47,8
